Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
B,Mn4 B4,8,4.0,4.0,0.021606470005251496,0.002700808750656437,0.005401617501312874,0.005401617501312874,Mn4 B4
Ge,Mn3 Ge1,4,3.0,1.0,0.016648324239368247,0.004162081059842062,0.005549441413122749,0.016648324239368247,Mn3 Ge1
Al,Mn8 Al12,20,8.0,12.0,0.04325888898740449,0.002162944449370224,0.005407361123425561,0.0036049074156170404,Mn8 Al12
Si,Mn4 Si4,8,4.0,4.0,0.0310897032170235,0.0038862129021279375,0.007772425804255875,0.007772425804255875,Mn4 Si4
Ge,Mn12 Ge20,32,12.0,20.0,0.13636133258456704,0.00426129164326772,0.011363444382047254,0.006818066629228352,Mn12 Ge20
Te,Mn3 Te1,4,3.0,1.0,0.020400958291608852,0.005100239572902213,0.006800319430536284,0.020400958291608852,Mn3 Te1
Yb,Yb1 Mn3,4,3.0,3.0,0.013317705071465197,0.0033294262678662994,0.0044392350238217325,0.0044392350238217325,Yb1 Mn3
P,Mn6 P3,9,6.0,3.0,0.031962920028956,0.0035514355587728894,0.005327153338159334,0.010654306676318668,Mn6 P3
S,Mn4 S8,12,4.0,8.0,0.030280634170757395,0.0025233861808964496,0.007570158542689349,0.0037850792713446744,Mn4 S8
Ge,Mn44 Ge32,76,44.0,32.0,0.31322775487612003,0.004121417827317369,0.00711881261082091,0.009788367339878751,Mn44 Ge32
Yb,Yb4 Mn8,12,8.0,8.0,0.037449093097038505,0.003120757758086542,0.004681136637129813,0.004681136637129813,Yb4 Mn8
S,Mn4 S8,12,4.0,8.0,0.03476072679184164,0.00289672723265347,0.00869018169796041,0.004345090848980205,Mn4 S8
F,Mn8 F28,36,8.0,28.0,0.02320478397191101,0.0006445773325530836,0.002900597996488876,0.0008287422847111075,Mn8 F28
Hf,Hf16 Mn8,24,8.0,8.0,0.060175795667244486,0.0025073248194685204,0.007521974458405561,0.007521974458405561,Hf16 Mn8
P,Mn4 P16,20,4.0,16.0,0.0449904711324325,0.002249523556621625,0.011247617783108125,0.0028119044457770312,Mn4 P16
Au,Mn1 Au1,2,1.0,1.0,0.046315038839420654,0.023157519419710327,0.046315038839420654,0.046315038839420654,Mn1 Au1
Se,Mn2 Se2,4,2.0,2.0,0.008265822334881549,0.002066455583720387,0.004132911167440774,0.004132911167440774,Mn2 Se2
Te,Mn4 Te8,12,4.0,8.0,0.05509564599342272,0.004591303832785227,0.01377391149835568,0.00688695574917784,Mn4 Te8
Zn,Mn1 Zn3,4,1.0,3.0,0.0146703916245105,0.003667597906127625,0.0146703916245105,0.0048901305415035,Mn1 Zn3
Ir,Mn6 Ir2,8,6.0,2.0,0.042788590746744,0.005348573843343,0.007131431791124,0.021394295373372,Mn6 Ir2
F,Mn2 F8,10,2.0,8.0,0.006388202598175302,0.0006388202598175301,0.003194101299087651,0.0007985253247719127,Mn2 F8
Ga,Mn1 Ga4,5,1.0,4.0,0.018486434120490298,0.0036972868240980595,0.018486434120490298,0.0046216085301225744,Mn1 Ga4
Pd,Mn4 Pd8,12,4.0,8.0,0.10995244120990652,0.009162703434158877,0.02748811030247663,0.013744055151238315,Mn4 Pd8
Ga,Mn3 Ga1,4,3.0,1.0,0.012814065378938495,0.0032035163447346237,0.004271355126312832,0.012814065378938495,Mn3 Ga1
F,Mn2 F6,8,2.0,6.0,0.007474518555499552,0.000934314819437444,0.003737259277749776,0.0012457530925832586,Mn2 F6
F,Mn6 F16,22,6.0,16.0,0.022239049945985447,0.0010108659066357022,0.003706508324330908,0.0013899406216240904,Mn6 F16
N,Mn12 N16,28,12.0,16.0,0.07920386053113998,0.002828709304683571,0.006600321710928332,0.004950241283196249,Mn12 N16
Hf,Hf4 Mn8,12,8.0,8.0,0.03137681984884701,0.0026147349874039174,0.003922102481105876,0.003922102481105876,Hf4 Mn8
S,Mn2 S4,6,2.0,4.0,0.01972200326131645,0.0032870005435527414,0.009861001630658225,0.004930500815329112,Mn2 S4
As,Mn12 As8,20,12.0,8.0,0.07852013523006249,0.0039260067615031246,0.006543344602505208,0.009815016903757811,Mn12 As8
O,Mn15 O32,47,15.0,32.0,0.04659905925690348,0.0009914693458915635,0.003106603950460232,0.0014562206017782338,Mn15 O32
Ge,Mn4 Ge2,6,4.0,2.0,0.022373612519673493,0.0037289354199455823,0.005593403129918373,0.011186806259836746,Mn4 Ge2
Dy,Dy1 Mn12,13,12.0,12.0,0.0624933590606985,0.004807181466207577,0.005207779921724875,0.005207779921724875,Dy1 Mn12
O,Mn4 O4,8,4.0,4.0,0.019967456252522997,0.0024959320315653746,0.004991864063130749,0.004991864063130749,Mn4 O4
Ga,Mn2 Ga12,14,2.0,12.0,0.11978192416077452,0.008555851725769609,0.05989096208038726,0.009981827013397877,Mn2 Ga12
O,Mn4 O8,12,4.0,8.0,0.010757070571508948,0.0008964225476257457,0.002689267642877237,0.0013446338214386185,Mn4 O8
O,Mn2 O4,6,2.0,4.0,0.007563989319714599,0.0012606648866190999,0.0037819946598572993,0.0018909973299286497,Mn2 O4
O,Mn32 O48,80,32.0,48.0,0.21034521546819998,0.0026293151933525,0.006573287983381249,0.004382191988920833,Mn32 O48
Sb,Mn4 Sb2,6,4.0,2.0,0.024153064313134548,0.004025510718855758,0.006038266078283637,0.012076532156567274,Mn4 Sb2
F,Mn4 F14,18,4.0,14.0,0.01232905599281725,0.000684947555156514,0.0030822639982043126,0.0008806468566298036,Mn4 F14
P,Mn4 P16,20,4.0,16.0,0.05321382748074699,0.0026606913740373495,0.013303456870186747,0.003325864217546687,Mn4 P16
Te,Mn6 Te2,8,6.0,2.0,0.030434172770371998,0.0038042715962964997,0.005072362128395333,0.015217086385185999,Mn6 Te2
Si,Mn44 Si76,120,44.0,76.0,0.4225364134836851,0.003521136779030709,0.009603100306447388,0.00555968965110112,Mn44 Si76
Hf,Hf12 Mn12,24,12.0,12.0,0.05900705493345801,0.0024586272888940837,0.004917254577788167,0.004917254577788167,Hf12 Mn12
Se,Mn1 Se1,2,1.0,1.0,0.009203462833859652,0.004601731416929826,0.009203462833859652,0.009203462833859652,Mn1 Se1
Pd,Mn1 Pd3,4,1.0,3.0,0.027809986190578104,0.006952496547644526,0.027809986190578104,0.009269995396859368,Mn1 Pd3
O,Mn12 O16,28,12.0,16.0,0.043793745386983496,0.0015640623352494107,0.0036494787822486247,0.0027371090866864685,Mn12 O16
Dy,Dy6 Mn23,29,23.0,23.0,0.0929317224240585,0.0032045421525537417,0.00404050967061124,0.00404050967061124,Dy6 Mn23
Pd,Mn2 Pd6,8,2.0,6.0,0.07280446872892449,0.009100558591115561,0.036402234364462244,0.012134078121487415,Mn2 Pd6
O,Mn20 O43,63,20.0,43.0,0.07844232462255599,0.001245116263850095,0.003922116231127799,0.001824240107501302,Mn20 O43
Ga,Mn13 Ga13,26,13.0,13.0,0.08283720497244002,0.003186046345093847,0.006372092690187694,0.006372092690187694,Mn13 Ga13
Si,Mn10 Si6,16,10.0,6.0,0.0659130894513445,0.004119568090709031,0.00659130894513445,0.010985514908557417,Mn10 Si6
B,Mn4 B2,6,4.0,2.0,0.018758480674747495,0.003126413445791249,0.004689620168686874,0.009379240337373747,Mn4 B2
B,Mn1 B4,5,1.0,4.0,0.012421188862203454,0.0024842377724406907,0.012421188862203454,0.0031052972155508635,Mn1 B4
Au,Mn1 Au4,5,1.0,4.0,0.053539493973650806,0.01070789879473016,0.053539493973650806,0.013384873493412702,Mn1 Au4
O,Mn1 O2,3,1.0,2.0,0.004851815653630251,0.001617271884543417,0.004851815653630251,0.0024259078268151256,Mn1 O2
Sb,Mn27 Sb26,53,27.0,26.0,0.22819313719401652,0.004305530890453142,0.008451597673852463,0.00877665912284679,Mn27 Sb26
I,Mn1 I2,3,1.0,2.0,0.010337302276486033,0.0034457674254953444,0.010337302276486033,0.005168651138243017,Mn1 I2
C,Mn12 C4,16,12.0,4.0,0.04090888866916202,0.0025568055418226264,0.0034090740557635017,0.010227222167290505,Mn12 C4
Ir,Mn1 Ir1,2,1.0,1.0,0.011969555082556097,0.005984777541278049,0.011969555082556097,0.011969555082556097,Mn1 Ir1
F,Mn4 F14,18,4.0,14.0,0.016218204822091853,0.000901011379005103,0.004054551205522963,0.0011584432015779894,Mn4 F14
Se,Mn2 Se2,4,2.0,2.0,0.015165828299913153,0.003791457074978288,0.007582914149956576,0.007582914149956576,Mn2 Se2
Ge,Mn3 Ge1,4,3.0,1.0,0.016092103016740796,0.004023025754185199,0.005364034338913599,0.016092103016740796,Mn3 Ge1
Au,Mn2 Au5,7,2.0,5.0,0.07674981764089216,0.010964259662984593,0.03837490882044608,0.015349963528178431,Mn2 Au5
Hf,Hf8 Mn16,24,16.0,16.0,0.062478698999427984,0.002603279124976166,0.003904918687464249,0.003904918687464249,Hf8 Mn16
Sb,Mn6 Sb2,8,6.0,2.0,0.029468566292238,0.00368357078652975,0.004911427715373,0.014734283146119,Mn6 Sb2
Al,Mn24 Al114,138,24.0,114.0,1.261664936600465,0.00914249954058308,0.05256937235835271,0.011067236285968993,Mn24 Al114
O,Mn4 O10,14,4.0,10.0,0.021721529169802398,0.0015515377978430284,0.005430382292450599,0.0021721529169802397,Mn4 O10
Si,Mn40 Si16,56,40.0,16.0,0.21562406240014498,0.0038504296857168746,0.005390601560003624,0.013476503900009061,Mn40 Si16
N,Mn3 N2,5,3.0,2.0,0.01768916496424495,0.0035378329928489904,0.005896388321414984,0.008844582482122476,Mn3 N2
Zr,Zr2 Mn4,6,4.0,4.0,0.0180591923945155,0.0030098653990859162,0.004514798098628875,0.004514798098628875,Zr2 Mn4
Ho,Ho1 Mn12,13,12.0,12.0,0.0584694589836965,0.004497650691053577,0.004872454915308042,0.004872454915308042,Ho1 Mn12
Ni,Mn1 Ni1,2,1.0,1.0,0.00786252449772675,0.003931262248863375,0.00786252449772675,0.00786252449772675,Mn1 Ni1
Te,Mn4 Te4,8,4.0,4.0,0.03130748571857261,0.003913435714821576,0.007826871429643152,0.007826871429643152,Mn4 Te4
O,Mn4 O8,12,4.0,8.0,0.01570367106029725,0.0013086392550247707,0.003925917765074312,0.001962958882537156,Mn4 O8
Tm,Tm1 Mn12,13,12.0,12.0,0.037960923556031506,0.0029200710427716545,0.003163410296335959,0.003163410296335959,Tm1 Mn12
C,Mn23 C6,29,23.0,6.0,0.091959941869097,0.0031710324782447245,0.003998258342134652,0.015326656978182834,Mn23 C6
F,Mn4 F12,16,4.0,12.0,0.0180527598483406,0.0011282974905212875,0.00451318996208515,0.0015043966540283834,Mn4 F12
Te,Mn1 Te1,2,1.0,1.0,0.010062356222465166,0.005031178111232583,0.010062356222465166,0.010062356222465166,Mn1 Te1
N,Mn2 N2,4,2.0,2.0,0.010340320610790349,0.0025850801526975872,0.0051701603053951745,0.0051701603053951745,Mn2 N2
O,Mn6 O8,14,6.0,8.0,0.027607373005738747,0.0019719552146956246,0.0046012288342897915,0.0034509216257173434,Mn6 O8
Pt,Mn1 Pt2,3,1.0,2.0,0.023838446979341656,0.007946148993113885,0.023838446979341656,0.011919223489670828,Mn1 Pt2
Au,Mn1 Au3,4,1.0,3.0,0.044056448635286,0.0110141121588215,0.044056448635286,0.014685482878428668,Mn1 Au3
Al,Mn6 Al20,26,6.0,20.0,0.266181382711539,0.010237745488905346,0.0443635637852565,0.01330906913557695,Mn6 Al20
Sb,Mn5 Sb4,9,5.0,4.0,0.031526238582880096,0.0035029153980977883,0.006305247716576019,0.007881559645720024,Mn5 Sb4
O,Mn6 O12,18,6.0,12.0,0.020939255465183,0.0011632919702879445,0.0034898759108638335,0.0017449379554319167,Mn6 O12
F,Mn8 F28,36,8.0,28.0,0.03300470036448949,0.0009167972323469303,0.0041255875455611865,0.0011787392987317677,Mn8 F28
U,U2 Mn4,6,4.0,4.0,0.027503159819627997,0.004583859969938,0.006875789954906999,0.006875789954906999,U2 Mn4
S,Mn1 S1,2,1.0,1.0,0.00954217039527885,0.004771085197639425,0.00954217039527885,0.00954217039527885,Mn1 S1
S,Mn2 S2,4,2.0,2.0,0.01909275898608295,0.004773189746520737,0.009546379493041475,0.009546379493041475,Mn2 S2
O,Mn2 O2,4,2.0,2.0,0.0111027992633119,0.002775699815827975,0.00555139963165595,0.00555139963165595,Mn2 O2
V,Mn1 V1,2,1.0,1.0,0.00488724446532765,0.002443622232663825,0.00488724446532765,0.00488724446532765,Mn1 V1
Zn,Mn1 Zn3,4,1.0,3.0,0.014562407883111052,0.003640601970777763,0.014562407883111052,0.004854135961037017,Mn1 Zn3
F,Mn3 F12,15,3.0,12.0,0.01155725760098655,0.00077048384006577,0.00385241920032885,0.0009631048000822125,Mn3 F12
Au,Mn2 Au1,3,2.0,1.0,0.025258630123696148,0.008419543374565382,0.012629315061848074,0.025258630123696148,Mn2 Au1
F,Mn2 F4,6,2.0,4.0,0.0102580437317198,0.0017096739552866335,0.0051290218658599,0.00256451093292995,Mn2 F4
O,Mn24 O48,72,24.0,48.0,0.07985503231753202,0.0011090976710768337,0.0033272930132305007,0.0016636465066152504,Mn24 O48
F,Mn7 F16,23,7.0,16.0,0.0321222262057672,0.0013966185306855303,0.004588889457966742,0.00200763913786045,Mn7 F16
C,Mn10 C4,14,10.0,4.0,0.049488737408274,0.0035349098148767144,0.004948873740827401,0.0123721843520685,Mn10 C4
O,Mn4 O6,10,4.0,6.0,0.020796482579413952,0.002079648257941395,0.005199120644853488,0.0034660804299023254,Mn4 O6
Ga,Mn16 Ga10,26,16.0,10.0,0.11165587244982,0.004294456632685384,0.00697849202811375,0.011165587244982001,Mn16 Ga10
Al,Mn2 Al2,4,2.0,2.0,0.011177485738909154,0.0027943714347272884,0.005588742869454577,0.005588742869454577,Mn2 Al2
O,Mn12 O16,28,12.0,16.0,0.0787234090695165,0.0028115503239113035,0.006560284089126375,0.004920213066844781,Mn12 O16
B,Mn8 B2,10,8.0,2.0,0.0388042529625935,0.0038804252962593502,0.004850531620324188,0.01940212648129675,Mn8 B2
Zn,Mn2 Zn6,8,2.0,6.0,0.029141007416944746,0.0036426259271180933,0.014570503708472373,0.004856834569490791,Mn2 Zn6
B,Mn2 B8,10,2.0,8.0,0.025956600727130498,0.0025956600727130496,0.012978300363565249,0.0032445750908913122,Mn2 B8
Sb,Mn2 Sb2,4,2.0,2.0,0.014744356703060048,0.003686089175765012,0.007372178351530024,0.007372178351530024,Mn2 Sb2
Si,Mn16 Si28,44,16.0,28.0,0.16041829212443298,0.003645870275555295,0.010026143257777061,0.005729224718729749,Mn16 Si28
Si,Mn40 Si16,56,40.0,16.0,0.22138491565266494,0.003953302065226159,0.005534622891316623,0.013836557228291559,Mn40 Si16
N,Mn3 N2,5,3.0,2.0,0.009350806187223847,0.0018701612374447695,0.0031169353957412826,0.004675403093611924,Mn3 N2
O,Mn16 O32,48,16.0,32.0,0.07220641203700601,0.0015043002507709586,0.0045129007523128754,0.0022564503761564377,Mn16 O32
O,Mn21 O40,61,21.0,40.0,0.06927498255783049,0.001135655451767713,0.003298808693230023,0.0017318745639457623,Mn21 O40
