Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
Na,Na1 Cu1,2,1.0,1.0,0.0092262458761843,0.00461312293809215,0.0092262458761843,0.0092262458761843,Na1 Cu1
K,K3 Cu1,4,1.0,1.0,0.038793999120714545,0.009698499780178636,0.038793999120714545,0.038793999120714545,K3 Cu1
S,Cu9 S5,14,9.0,5.0,0.06242935309665729,0.004459239506904093,0.006936594788517477,0.012485870619331459,Cu9 S5
Pd,Cu1 Pd3,4,1.0,3.0,0.03364017210231715,0.008410043025579288,0.03364017210231715,0.011213390700772383,Cu1 Pd3
Ti,Ti2 Cu6,8,6.0,6.0,0.08671939620208802,0.010839924525261002,0.014453232700348003,0.014453232700348003,Ti2 Cu6
Mg,Mg4 Cu2,6,2.0,2.0,0.051451845155273006,0.008575307525878834,0.025725922577636503,0.025725922577636503,Mg4 Cu2
Br,Cu8 Br8,16,8.0,8.0,0.031608078264600444,0.0019755048915375277,0.0039510097830750554,0.0039510097830750554,Cu8 Br8
Al,Al4 Cu15,19,15.0,15.0,0.2015442422991085,0.01060759169995308,0.013436282819940566,0.013436282819940566,Al4 Cu15
Al,Al4 Cu2,6,2.0,2.0,0.04743360742684641,0.007905601237807735,0.023716803713423204,0.023716803713423204,Al4 Cu2
Pd,Cu6 Pd4,10,6.0,4.0,0.1820051689661295,0.01820051689661295,0.03033419482768825,0.045501292241532376,Cu6 Pd4
O,Cu8 O7,15,8.0,7.0,0.0438125019254698,0.002920833461697987,0.005476562740683725,0.006258928846495686,Cu8 O7
Ge,Cu2 Ge6,8,2.0,6.0,0.03456225504143246,0.004320281880179058,0.01728112752071623,0.005760375840238744,Cu2 Ge6
Eu,Eu8 Cu4,12,4.0,4.0,0.2529434333135795,0.02107861944279829,0.06323585832839487,0.06323585832839487,Eu8 Cu4
S,Cu9 S16,25,9.0,16.0,0.039484869783318,0.00157939479133272,0.004387207753702,0.002467804361457375,Cu9 S16
F,Cu1 F2,3,1.0,2.0,0.00100857210868287,0.00033619070289428996,0.00100857210868287,0.000504286054341435,Cu1 F2
H,Cu2 H2,4,2.0,2.0,0.0216282201186611,0.005407055029665275,0.01081411005933055,0.01081411005933055,Cu2 H2
Mg,Mg2 Cu2,4,2.0,2.0,0.0366522678227451,0.009163066955686274,0.01832613391137255,0.01832613391137255,Mg2 Cu2
N,Cu2 N2,4,2.0,2.0,0.004539224137912601,0.0011348060344781503,0.0022696120689563006,0.0022696120689563006,Cu2 N2
Fe,Fe3 Cu1,4,1.0,1.0,0.016147602219818695,0.004036900554954674,0.016147602219818695,0.016147602219818695,Fe3 Cu1
O,Cu6 O1,7,6.0,1.0,0.010536753779493402,0.0015052505399276287,0.0017561256299155668,0.010536753779493402,Cu6 O1
Nd,Nd3 Cu1,4,1.0,1.0,0.0972172544104031,0.024304313602600776,0.0972172544104031,0.0972172544104031,Nd3 Cu1
I,Cu1 I2,3,1.0,2.0,0.0,0.0,0.0,0.0,Cu1 I2
Zn,Zn1 Cu1,2,1.0,1.0,0.01642218988602405,0.008211094943012025,0.01642218988602405,0.01642218988602405,Zn1 Cu1
Ga,Ga2 Cu4,6,4.0,4.0,0.061784363052269094,0.010297393842044849,0.015446090763067273,0.015446090763067273,Ga2 Cu4
Fe,Fe1 Cu1,2,1.0,1.0,0.008244812618522,0.004122406309261,0.008244812618522,0.008244812618522,Fe1 Cu1
Se,Cu4 Se3,7,4.0,3.0,0.0297198171077026,0.0042456881582432285,0.00742995427692565,0.009906605702567533,Cu4 Se3
Ge,Cu1 Ge3,4,1.0,3.0,0.02427985005829075,0.006069962514572687,0.02427985005829075,0.008093283352763584,Cu1 Ge3
O,Cu8 O1,9,8.0,1.0,0.05958729082663815,0.006620810091848683,0.0074484113533297685,0.05958729082663815,Cu8 O1
Ga,Ga1 Cu3,4,3.0,3.0,0.04771128483634475,0.011927821209086188,0.015903761612114917,0.015903761612114917,Ga1 Cu3
I,Cu4 I4,8,4.0,4.0,0.01247989228357125,0.0015599865354464061,0.0031199730708928123,0.0031199730708928123,Cu4 I4
Zr,Zr2 Cu2,4,2.0,2.0,0.016294020426101098,0.0040735051065252745,0.008147010213050549,0.008147010213050549,Zr2 Cu2
Ce,Ce1 Cu5,6,5.0,5.0,0.0379336340610974,0.006322272343516233,0.007586726812219479,0.007586726812219479,Ce1 Cu5
Na,Na1 Cu3,4,3.0,3.0,0.04512321601810185,0.011280804004525462,0.015041072006033948,0.015041072006033948,Na1 Cu3
Ti,Ti1 Cu1,2,1.0,1.0,0.0348707751585144,0.0174353875792572,0.0348707751585144,0.0348707751585144,Ti1 Cu1
Cl,Cu1 Cl1,2,1.0,1.0,0.0030972247577193256,0.0015486123788596628,0.0030972247577193256,0.0030972247577193256,Cu1 Cl1
Au,Cu1 Au1,2,1.0,1.0,0.020652265800639495,0.010326132900319748,0.020652265800639495,0.020652265800639495,Cu1 Au1
La,La4 Cu24,28,24.0,24.0,0.31379029391656355,0.01120679621130584,0.013074595579856815,0.013074595579856815,La4 Cu24
Sm,Sm1 Cu1,2,1.0,1.0,0.041915204750479704,0.020957602375239852,0.041915204750479704,0.041915204750479704,Sm1 Cu1
Sm,Sm4 Cu24,28,24.0,24.0,0.326403833622896,0.011657279772246286,0.013600159734287333,0.013600159734287333,Sm4 Cu24
O,Cu2 O4,6,2.0,4.0,0.0022118735013337003,0.0003686455835556167,0.0011059367506668501,0.0005529683753334251,Cu2 O4
Te,Cu1 Te2,3,1.0,2.0,0.009849544448402548,0.0032831814828008492,0.009849544448402548,0.004924772224201274,Cu1 Te2
Ti,Ti2 Cu3,5,3.0,3.0,0.056001274615637156,0.011200254923127432,0.01866709153854572,0.01866709153854572,Ti2 Cu3
I,Cu1 I2,3,1.0,2.0,0.0030995728554105806,0.0010331909518035269,0.0030995728554105806,0.0015497864277052903,Cu1 I2
Se,Cu27 Se20,47,27.0,20.0,0.1602782093417145,0.003410174666844989,0.0059362299756190555,0.008013910467085725,Cu27 Se20
Th,Th2 Cu1,3,1.0,1.0,0.020410864972425606,0.006803621657475202,0.020410864972425606,0.020410864972425606,Th2 Cu1
U,U1 Cu5,6,5.0,5.0,0.08232037703163775,0.013720062838606292,0.01646407540632755,0.01646407540632755,U1 Cu5
S,Cu4 S2,6,4.0,2.0,0.022583554196859246,0.003763925699476541,0.005645888549214812,0.011291777098429623,Cu4 S2
S,Cu4 S2,6,4.0,2.0,0.020025140307799248,0.003337523384633208,0.005006285076949812,0.010012570153899624,Cu4 S2
Zr,Zr2 Cu6,8,6.0,6.0,0.10763500071083149,0.013454375088853936,0.017939166785138582,0.017939166785138582,Zr2 Cu6
Cl,Cu1 Cl4,5,1.0,4.0,0.0,0.0,0.0,0.0,Cu1 Cl4
Br,Cu1 Br2,3,1.0,2.0,0.002622421305727025,0.0008741404352423417,0.002622421305727025,0.0013112106528635125,Cu1 Br2
As,Cu2 As4,6,2.0,4.0,0.017660023236304147,0.002943337206050691,0.008830011618152073,0.004415005809076037,Cu2 As4
Se,Cu6 Se6,12,6.0,6.0,0.028800654853594947,0.0024000545711329122,0.0048001091422658244,0.0048001091422658244,Cu6 Se6
As,Cu6 As2,8,6.0,2.0,0.06030035768845691,0.0075375447110571136,0.010050059614742817,0.030150178844228454,Cu6 As2
W,Cu3 W1,4,3.0,1.0,0.03644941074703445,0.009112352686758612,0.012149803582344817,0.03644941074703445,Cu3 W1
Ni,Cu1 Ni1,2,1.0,1.0,0.02100730730753565,0.010503653653767825,0.02100730730753565,0.02100730730753565,Cu1 Ni1
Cl,Cu1 Cl1,2,1.0,1.0,0.0030844016445987447,0.0015422008222993723,0.0030844016445987447,0.0030844016445987447,Cu1 Cl1
Ga,Ga1 Cu3,4,3.0,3.0,0.04780150617150755,0.011950376542876888,0.015933835390502516,0.015933835390502516,Ga1 Cu3
Y,Y2 Cu4,6,4.0,4.0,0.0955006101887438,0.015916768364790633,0.02387515254718595,0.02387515254718595,Y2 Cu4
Pr,Pr4 Cu24,28,24.0,24.0,0.359477761822649,0.012838491493666036,0.014978240075943708,0.014978240075943708,Pr4 Cu24
Y,Y8 Cu12,20,12.0,12.0,0.2300619517156445,0.011503097585782225,0.019171829309637043,0.019171829309637043,Y8 Cu12
Sn,Cu20 Sn6,26,20.0,6.0,0.18428430079927702,0.007087857723049116,0.009214215039963851,0.030714050133212836,Cu20 Sn6
Se,Cu9 Se5,14,9.0,5.0,0.05719440516115851,0.004085314654368464,0.00635493390679539,0.011438881032231701,Cu9 Se5
Pd,Cu3 Pd1,4,3.0,1.0,0.06693376501069412,0.01673344125267353,0.022311255003564706,0.06693376501069412,Cu3 Pd1
Te,Cu2 Te2,4,2.0,2.0,0.004769476439543851,0.0011923691098859627,0.0023847382197719254,0.0023847382197719254,Cu2 Te2
Hg,Cu14 Hg12,26,14.0,12.0,0.171130253410646,0.0065819328234863845,0.012223589529331858,0.014260854450887166,Cu14 Hg12
O,Cu8 O12,20,8.0,12.0,0.020204583111699606,0.0010102291555849803,0.0025255728889624508,0.0016837152593083004,Cu8 O12
Ta,Ta3 Cu1,4,1.0,1.0,0.048416019886278645,0.012104004971569661,0.048416019886278645,0.048416019886278645,Ta3 Cu1
S,Cu18 S11,29,18.0,11.0,0.11482990606924649,0.003959651933422293,0.00637943922606925,0.0104390823699315,Cu18 S11
Sn,Cu82 Sn22,104,82.0,22.0,0.9349197321786701,0.00898961280941029,0.011401460148520367,0.04249635146266682,Cu82 Sn22
O,Cu64 O1,65,64.0,1.0,0.5798824816109736,0.008921268947861131,0.009060663775171462,0.5798824816109736,Cu64 O1
Mg,Mg5 Cu1,6,1.0,1.0,0.07051927580680026,0.011753212634466709,0.07051927580680026,0.07051927580680026,Mg5 Cu1
As,Cu6 As8,14,6.0,8.0,0.056120119631330796,0.004008579973666485,0.009353353271888467,0.0070150149539163495,Cu6 As8
Mg,Mg1 Cu5,6,5.0,5.0,0.055036447728210244,0.00917274128803504,0.011007289545642049,0.011007289545642049,Mg1 Cu5
Sn,Cu12 Sn10,22,12.0,10.0,0.16078749255474348,0.007308522388851976,0.01339895771289529,0.016078749255474346,Cu12 Sn10
N,Cu3 N1,4,3.0,1.0,0.026478613559969496,0.006619653389992374,0.008826204519989831,0.026478613559969496,Cu3 N1
Sn,Cu3 Sn1,4,3.0,1.0,0.03492031282537025,0.008730078206342563,0.011640104275123417,0.03492031282537025,Cu3 Sn1
Ti,Ti3 Cu1,4,1.0,1.0,0.0891124443853891,0.022278111096347274,0.0891124443853891,0.0891124443853891,Ti3 Cu1
U,U3 Cu1,4,1.0,1.0,0.04872788113614951,0.012181970284037377,0.04872788113614951,0.04872788113614951,U3 Cu1
Ge,Cu6 Ge2,8,6.0,2.0,0.07955833516964805,0.009944791896206007,0.013259722528274676,0.03977916758482403,Cu6 Ge2
Na,Na1 Cu3,4,3.0,3.0,0.0455398569490518,0.01138496423726295,0.0151799523163506,0.0151799523163506,Na1 Cu3
As,Cu18 As6,24,18.0,6.0,0.157211202579423,0.0065504667741426255,0.008733955698856833,0.026201867096570502,Cu18 As6
Se,Cu2 Se1,3,2.0,1.0,0.012933924766584148,0.004311308255528049,0.006466962383292074,0.012933924766584148,Cu2 Se1
Be,Be9 Cu3,12,3.0,3.0,0.099552407580406,0.008296033965033834,0.033184135860135335,0.033184135860135335,Be9 Cu3
Pu,Pu4 Cu24,28,24.0,24.0,0.2928823036124135,0.010460082271871911,0.012203429317183897,0.012203429317183897,Pu4 Cu24
I,Cu4 I4,8,4.0,4.0,0.012523534074239749,0.0015654417592799686,0.0031308835185599373,0.0031308835185599373,Cu4 I4
Rh,Cu6 Rh2,8,6.0,2.0,0.144485061839345,0.018060632729918126,0.024080843639890836,0.0722425309196725,Cu6 Rh2
Ni,Cu1 Ni1,2,1.0,1.0,0.0216047090121913,0.01080235450609565,0.0216047090121913,0.0216047090121913,Cu1 Ni1
S,Cu2 S1,3,2.0,1.0,0.01244382976622165,0.0041479432554072165,0.006221914883110825,0.01244382976622165,Cu2 S1
Sn,Cu20 Sn6,26,20.0,6.0,0.2425870923619865,0.009330272783153327,0.012129354618099325,0.04043118206033108,Cu20 Sn6
Hg,Cu14 Hg12,26,14.0,12.0,0.17426507284290804,0.0067025028016503094,0.01244750520306486,0.01452208940357567,Cu14 Hg12
Br,Cu1 Br2,3,1.0,2.0,0.0,0.0,0.0,0.0,Cu1 Br2
O,Cu1 O2,3,1.0,2.0,0.0013432208964916101,0.0004477402988305367,0.0013432208964916101,0.0006716104482458051,Cu1 O2
As,Cu2 As4,6,2.0,4.0,0.026168137702971054,0.004361356283828509,0.013084068851485527,0.0065420344257427635,Cu2 As4
As,Cu10 As4,14,10.0,4.0,0.09740751831834801,0.006957679879882001,0.009740751831834801,0.024351879579587003,Cu10 As4
O,Cu10 O14,24,10.0,14.0,0.0484342105797165,0.0020180921074881876,0.004843421057971651,0.00345958646997975,Cu10 O14
Sn,Cu2 Sn2,4,2.0,2.0,0.016608871046275703,0.004152217761568926,0.008304435523137851,0.008304435523137851,Cu2 Sn2
Fe,Fe1 Cu3,4,3.0,3.0,0.03594323225798644,0.00898580806449661,0.011981077419328814,0.011981077419328814,Fe1 Cu3
S,Cu18 S10,28,18.0,10.0,0.124798281508185,0.0044570814824351785,0.0069332378615658335,0.0124798281508185,Cu18 S10
O,Cu3 O3,6,3.0,3.0,0.01659341764472775,0.002765569607454625,0.00553113921490925,0.00553113921490925,Cu3 O3
Ga,Ga3 Cu1,4,1.0,1.0,0.0346855905032046,0.00867139762580115,0.0346855905032046,0.0346855905032046,Ga3 Cu1
Se,Cu4 Se2,6,4.0,2.0,0.026838073162881202,0.004473012193813534,0.0067095182907203005,0.013419036581440601,Cu4 Se2
O,Cu1 O2,3,1.0,2.0,0.0010588604229327299,0.00035295347431090997,0.0010588604229327299,0.0005294302114663649,Cu1 O2
In,In4 Cu2,6,2.0,2.0,0.04067663814806376,0.0067794396913439595,0.02033831907403188,0.02033831907403188,In4 Cu2
Nd,Nd4 Cu24,28,24.0,24.0,0.35463544589633944,0.01266555163915498,0.014776476912347477,0.014776476912347477,Nd4 Cu24
Nb,Nb3 Cu1,4,1.0,1.0,0.07420444265761295,0.018551110664403236,0.07420444265761295,0.07420444265761295,Nb3 Cu1
O,Cu1 O1,2,1.0,1.0,0.007208799499266255,0.0036043997496331276,0.007208799499266255,0.007208799499266255,Cu1 O1
P,Cu6 P2,8,6.0,2.0,0.05030456381897799,0.006288070477372249,0.008384093969829665,0.025152281909488997,Cu6 P2
As,Cu2 As2,4,2.0,2.0,0.0182014209149393,0.004550355228734825,0.00910071045746965,0.00910071045746965,Cu2 As2
Sb,Cu20 Sb6,26,20.0,6.0,0.20169792102146902,0.0077576123469795776,0.01008489605107345,0.03361632017024484,Cu20 Sb6
Na,Na3 Cu1,4,1.0,1.0,0.04358195981756485,0.010895489954391213,0.04358195981756485,0.04358195981756485,Na3 Cu1
In,In12 Cu28,40,28.0,28.0,0.42916443898269746,0.010729110974567437,0.015327301392239196,0.015327301392239196,In12 Cu28
In,In4 Cu2,6,2.0,2.0,0.0463421794214916,0.0077236965702486005,0.0231710897107458,0.0231710897107458,In4 Cu2
Sb,Cu11 Sb3,14,11.0,3.0,0.1115342790078815,0.007966734214848678,0.01013947990980741,0.037178093002627165,Cu11 Sb3
Ga,Ga2 Cu6,8,6.0,6.0,0.09551196933596098,0.011938996166995123,0.0159186615559935,0.0159186615559935,Ga2 Cu6
Rh,Cu3 Rh1,4,3.0,1.0,0.06399846297666345,0.015999615744165863,0.02133282099222115,0.06399846297666345,Cu3 Rh1
N,Cu4 N24,28,4.0,24.0,0.0,0.0,0.0,0.0,Cu4 N24
Mg,Mg7 Cu1,8,1.0,1.0,0.09047213111475336,0.01130901638934417,0.09047213111475336,0.09047213111475336,Mg7 Cu1
Sn,Cu15 Sn12,27,15.0,12.0,0.201308550562322,0.007455872243048963,0.013420570037488134,0.016775712546860166,Cu15 Sn12
S,Cu1 S1,2,1.0,1.0,0.002468984313362595,0.0012344921566812975,0.002468984313362595,0.002468984313362595,Cu1 S1
Ge,Cu5 Ge2,7,5.0,2.0,0.05541179703439175,0.007915971004913107,0.01108235940687835,0.027705898517195876,Cu5 Ge2
Cl,Cu1 Cl2,3,1.0,2.0,0.004145562173446304,0.0013818540578154348,0.004145562173446304,0.002072781086723152,Cu1 Cl2
S,Cu2 S2,4,2.0,2.0,0.015203317672031747,0.003800829418007937,0.007601658836015874,0.007601658836015874,Cu2 S2
Be,Be3 Cu1,4,1.0,1.0,0.03430171687939275,0.008575429219848187,0.03430171687939275,0.03430171687939275,Be3 Cu1
Np,Np3 Cu1,4,1.0,1.0,0.039887237753666996,0.009971809438416749,0.039887237753666996,0.039887237753666996,Np3 Cu1
Cl,Cu1 Cl2,3,1.0,2.0,0.0018999958168145156,0.0006333319389381719,0.0018999958168145156,0.0009499979084072578,Cu1 Cl2
N,Cu2 N1,3,2.0,1.0,0.014154877435930349,0.004718292478643449,0.007077438717965174,0.014154877435930349,Cu2 N1
Rh,Cu1 Rh1,2,1.0,1.0,0.04122915390738295,0.020614576953691476,0.04122915390738295,0.04122915390738295,Cu1 Rh1
Cd,Cd8 Cu16,24,16.0,16.0,0.21717660403426753,0.00904902516809448,0.01357353775214172,0.01357353775214172,Cd8 Cu16
Zr,Zr2 Cu2,4,2.0,2.0,0.0159911994436776,0.0039977998609194,0.0079955997218388,0.0079955997218388,Zr2 Cu2
S,Cu2 S1,3,2.0,1.0,0.01386199572800275,0.0046206652426675834,0.006930997864001375,0.01386199572800275,Cu2 S1
In,In2 Cu4,6,4.0,4.0,0.057314589137574146,0.009552431522929025,0.014328647284393536,0.014328647284393536,In2 Cu4
Br,Cu1 Br1,2,1.0,1.0,0.005868303281234136,0.002934151640617068,0.005868303281234136,0.005868303281234136,Cu1 Br1
Au,Cu1 Au4,5,1.0,4.0,0.0,0.0,0.0,0.0,Cu1 Au4
Sn,Cu19 Sn16,35,19.0,16.0,0.24974823032814247,0.007135663723661214,0.013144643701481183,0.015609264395508905,Cu19 Sn16
Se,Cu18 Se10,28,18.0,10.0,0.13061513138057299,0.00466482612073475,0.00725639618780961,0.013061513138057299,Cu18 Se10
Si,Cu7 Si2,9,7.0,2.0,0.0780659125642463,0.008673990284916257,0.011152273223463757,0.03903295628212315,Cu7 Si2
Cl,Cu1 Cl2,3,1.0,2.0,0.001951586733092685,0.000650528911030895,0.001951586733092685,0.0009757933665463425,Cu1 Cl2
As,Cu2 As3,5,2.0,3.0,0.01905268034136945,0.00381053606827389,0.009526340170684724,0.00635089344712315,Cu2 As3
Co,Co3 Cu1,4,1.0,1.0,0.014016324856474298,0.0035040812141185745,0.014016324856474298,0.014016324856474298,Co3 Cu1
Se,Cu9 Se8,17,9.0,8.0,0.044325538670074854,0.002607384627651462,0.0049250598522305395,0.005540692333759357,Cu9 Se8
Al,Al1 Cu3,4,3.0,3.0,0.039967640818796696,0.009991910204699174,0.013322546939598898,0.013322546939598898,Al1 Cu3
Br,Cu2 Br2,4,2.0,2.0,0.009908948578054801,0.0024772371445137002,0.0049544742890274005,0.0049544742890274005,Cu2 Br2
Li,Li3 Cu1,4,1.0,1.0,0.0697960297040945,0.017449007426023625,0.0697960297040945,0.0697960297040945,Li3 Cu1
O,Cu8 O7,15,8.0,7.0,0.0679244669469154,0.004528297796461026,0.008490558368364425,0.009703495278130771,Cu8 O7
O,Cu3 O3,6,3.0,3.0,0.017485219097331445,0.0029142031828885743,0.0058284063657771485,0.0058284063657771485,Cu3 O3
O,Cu2 O4,6,2.0,4.0,0.00220631066350315,0.00036771844391719164,0.001103155331751575,0.0005515776658757875,Cu2 O4
As,Cu1 As2,3,1.0,2.0,0.010484127989042,0.003494709329680667,0.010484127989042,0.005242063994521,Cu1 As2
Tl,Tl3 Cu1,4,1.0,1.0,0.032049662133328355,0.008012415533332089,0.032049662133328355,0.032049662133328355,Tl3 Cu1
Ho,Ho1 Cu5,6,5.0,5.0,0.07282321427039304,0.01213720237839884,0.014564642854078607,0.014564642854078607,Ho1 Cu5
O,Cu8 O12,20,8.0,12.0,0.0376001185932575,0.001880005929662875,0.0047000148241571876,0.003133343216104792,Cu8 O12
Au,Cu4 Au1,5,4.0,1.0,0.0454577555123796,0.00909155110247592,0.0113644388780949,0.0454577555123796,Cu4 Au1
Sb,Cu3 Sb1,4,3.0,1.0,0.03070615732504455,0.007676539331261138,0.01023538577501485,0.03070615732504455,Cu3 Sb1
Ni,Cu1 Ni3,4,1.0,3.0,0.014176551096141347,0.003544137774035337,0.014176551096141347,0.004725517032047116,Cu1 Ni3
S,Cu4 S2,6,4.0,2.0,0.029480133148986648,0.004913355524831108,0.007370033287246662,0.014740066574493324,Cu4 S2
Pm,Pm3 Cu1,4,1.0,1.0,0.0961966634703246,0.02404916586758115,0.0961966634703246,0.0961966634703246,Pm3 Cu1
Si,Cu3 Si1,4,3.0,1.0,0.0335004684786251,0.008375117119656276,0.011166822826208367,0.0335004684786251,Cu3 Si1
O,Cu8 O7,15,8.0,7.0,0.03598290658599035,0.002398860439066023,0.0044978633232487936,0.00514041522657005,Cu8 O7
Fe,Fe3 Cu1,4,1.0,1.0,0.019798881247557153,0.004949720311889288,0.019798881247557153,0.019798881247557153,Fe3 Cu1
F,Cu1 F1,2,1.0,1.0,0.00467242080657309,0.002336210403286545,0.00467242080657309,0.00467242080657309,Cu1 F1
Pb,Cu1 Pb3,4,1.0,3.0,0.024337757390173204,0.006084439347543301,0.024337757390173204,0.008112585796724402,Cu1 Pb3
Ti,Ti20 Cu8,28,8.0,8.0,0.5535477260562456,0.019769561644865912,0.0691934657570307,0.0691934657570307,Ti20 Cu8
La,La4 Cu24,28,24.0,24.0,0.2987663648088895,0.010670227314603197,0.01244859853370373,0.01244859853370373,La4 Cu24
Sn,Cu6 Sn2,8,6.0,2.0,0.076166748645422,0.00952084358067775,0.012694458107570333,0.038083374322711,Cu6 Sn2
Se,Cu8 Se4,12,8.0,4.0,0.049736240724519556,0.004144686727043296,0.0062170300905649446,0.012434060181129889,Cu8 Se4
As,Cu3 As1,4,3.0,1.0,0.031004182937726547,0.007751045734431637,0.010334727645908849,0.031004182937726547,Cu3 As1
Gd,Gd1 Cu1,2,1.0,1.0,0.0339433173492628,0.0169716586746314,0.0339433173492628,0.0339433173492628,Gd1 Cu1
Y,Y1 Cu1,2,1.0,1.0,0.0323415865469894,0.0161707932734947,0.0323415865469894,0.0323415865469894,Y1 Cu1
S,Cu39 S20,59,39.0,20.0,0.25429860466812,0.0043101458418325425,0.006520477042772308,0.012714930233405999,Cu39 S20
Cr,Cr3 Cu1,4,1.0,1.0,0.031134855873519246,0.0077837139683798115,0.031134855873519246,0.031134855873519246,Cr3 Cu1
Ni,Cu1 Ni3,4,1.0,3.0,0.013369689734697446,0.0033424224336743615,0.013369689734697446,0.004456563244899149,Cu1 Ni3
Pr,Pr3 Cu1,4,1.0,1.0,0.1003385057673753,0.025084626441843824,0.1003385057673753,0.1003385057673753,Pr3 Cu1
As,Cu5 As5,10,5.0,5.0,0.057177606151432046,0.005717760615143204,0.011435521230286409,0.011435521230286409,Cu5 As5
Zr,Zr1 Cu5,6,5.0,5.0,0.06769019380432295,0.011281698967387158,0.01353803876086459,0.01353803876086459,Zr1 Cu5
Mg,Mg2 Cu2,4,2.0,2.0,0.041583107891725,0.01039577697293125,0.0207915539458625,0.0207915539458625,Mg2 Cu2
Ba,Ba2 Cu26,28,26.0,26.0,0.27504833404202844,0.009823154787215302,0.010578782078539555,0.010578782078539555,Ba2 Cu26
Ru,Cu6 Ru2,8,6.0,2.0,0.06470487753032333,0.008088109691290417,0.010784146255053889,0.03235243876516167,Cu6 Ru2
O,Cu4 O8,12,4.0,8.0,0.0147899005622287,0.0012324917135190583,0.003697475140557175,0.0018487375702785874,Cu4 O8
O,Cu2 O4,6,2.0,4.0,0.008050083430337002,0.0013416805717228336,0.004025041715168501,0.0020125208575842504,Cu2 O4
N,Cu1 N1,2,1.0,1.0,0.0046043211641779505,0.0023021605820889753,0.0046043211641779505,0.0046043211641779505,Cu1 N1
Sb,Cu4 Sb2,6,4.0,2.0,0.037494629842557296,0.00624910497375955,0.009373657460639324,0.018747314921278648,Cu4 Sb2
S,Cu4 S2,6,4.0,2.0,0.016617701326878696,0.002769616887813116,0.004154425331719674,0.008308850663439348,Cu4 S2
Te,Cu14 Te8,22,14.0,8.0,0.11490558113975849,0.005222980960898113,0.00820754150998275,0.014363197642469811,Cu14 Te8
Cl,Cu8 Cl8,16,8.0,8.0,0.03265264044283155,0.002040790027676972,0.004081580055353944,0.004081580055353944,Cu8 Cl8
Ru,Cu1 Ru3,4,1.0,3.0,0.03884417548239245,0.009711043870598112,0.03884417548239245,0.012948058494130816,Cu1 Ru3
Al,Al3 Cu1,4,1.0,1.0,0.02917748471746885,0.007294371179367212,0.02917748471746885,0.02917748471746885,Al3 Cu1
Zr,Zr2 Cu4,6,4.0,4.0,0.08201161792894385,0.013668602988157308,0.020502904482235962,0.020502904482235962,Zr2 Cu4
Al,Al3 Cu1,4,1.0,1.0,0.0319723469187472,0.0079930867296868,0.0319723469187472,0.0319723469187472,Al3 Cu1
S,Cu1 S1,2,1.0,1.0,0.004080853297055999,0.0020404266485279997,0.004080853297055999,0.004080853297055999,Cu1 S1
I,Cu2 I2,4,2.0,2.0,0.007097749052282698,0.0017744372630706744,0.003548874526141349,0.003548874526141349,Cu2 I2
Zn,Zn3 Cu1,4,1.0,1.0,0.04421478939019495,0.011053697347548738,0.04421478939019495,0.04421478939019495,Zn3 Cu1
