-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.1394    5621.4042 1739720.4081
     2   12 Mg         0.0353     675.3663   60466.7529
     3   12 Mg         0.0351     675.3786   60467.8486
     4   12 Mg         0.0351     675.3786   60467.8475
     5   12 Mg         0.0420     674.9594   60430.3152
     6   12 Mg         0.0420     674.9594   60430.3181
     7   12 Mg         0.0353     675.3663   60466.7530
     8   12 Mg         0.0353     675.3663   60466.7536
     9   12 Mg         0.0364     675.3009   60460.8964
    10   12 Mg         0.0364     675.3009   60460.8959
    11   12 Mg         0.0363     675.3071   60461.4527
    12   12 Mg         0.0364     675.3009   60460.8947
    13   12 Mg         0.0364     675.3009   60460.8956
    14   12 Mg         0.0351     675.3786   60467.8486
    15   12 Mg         0.0360     675.3236   60462.9301
    16   12 Mg         0.0360     675.3237   60462.9323
    17   12 Mg         0.0420     674.9594   60430.3165
    18   12 Mg         0.0420     674.9594   60430.3174
    19   12 Mg         0.0363     675.3071   60461.4520
    20   12 Mg         0.0363     675.3071   60461.4503
    21   12 Mg         0.0360     675.3236   60462.9308
    22   12 Mg         0.0420     674.9594   60430.3165
    23   12 Mg         0.0420     674.9594   60430.3152
    24   12 Mg         0.0364     675.3009   60460.8952
    25   12 Mg         0.0364     675.3009   60460.8947
    26   12 Mg         0.0337     675.4651   60475.5964
    27   12 Mg         0.0337     675.4651   60475.5949
    28   12 Mg         0.0337     675.4651   60475.5960
    29   12 Mg         0.0342     675.4306   60472.5084
    30   12 Mg         0.0342     675.4335   60472.7630
    31   12 Mg         0.0342     675.4335   60472.7633
    32   12 Mg         0.0342     675.4335   60472.7634
    33   12 Mg         0.0342     675.4335   60472.7637
    34   12 Mg         0.0342     675.4335   60472.7630
    35   12 Mg         0.0342     675.4335   60472.7634
    36   12 Mg         0.0358     675.3357   60464.0067
    37   12 Mg         0.0358     675.3356   60464.0059
    38   12 Mg         0.0358     675.3356   60464.0056
    39   12 Mg         0.0355     675.3528   60465.5415
    40   12 Mg         0.0355     675.3528   60465.5404
    41   12 Mg         0.0355     675.3528   60465.5404
    42   12 Mg         0.0357     675.3414   60464.5184
    43   12 Mg         0.0357     675.3414   60464.5183
    44   12 Mg         0.0357     675.3414   60464.5167
    45   12 Mg         0.0357     675.3414   60464.5169
    46   12 Mg         0.0357     675.3414   60464.5178
    47   12 Mg         0.0357     675.3413   60464.5163
    48   12 Mg         0.0427     674.9175   60426.5666
    49   12 Mg         0.0427     674.9175   60426.5665
    50   12 Mg         0.0427     674.9175   60426.5673
    51   12 Mg         0.0345     675.4127   60470.9040
    52   12 Mg         0.0345     675.4127   60470.9033
    53   12 Mg         0.0345     675.4127   60470.9044
    54   12 Mg         0.0344     675.4191   60471.4785
    55   12 Mg         0.0344     675.4191   60471.4781
    56   12 Mg         0.0344     675.4191   60471.4788
    57   12 Mg         0.0351     675.3811   60468.0708
    58   12 Mg         0.0351     675.3810   60468.0697
    59   12 Mg         0.0351     675.3810   60468.0690
    60   12 Mg         0.0353     675.3697   60467.0583
    61   12 Mg         0.0353     675.3697   60467.0590
    62   12 Mg         0.0353     675.3698   60467.0594
    63   12 Mg         0.0353     675.3698   60467.0594
    64   12 Mg         0.0353     675.3698   60467.0594
    65   12 Mg         0.0353     675.3697   60467.0590
    66   12 Mg         0.0352     675.3729   60467.3370
    67   12 Mg         0.0352     675.3728   60467.3351
    68   12 Mg         0.0352     675.3728   60467.3359
    69   12 Mg         0.0348     675.3958   60469.3954
    70   12 Mg         0.0356     675.3494   60465.2413
    71   12 Mg         0.0356     675.3494   60465.2413
    72   12 Mg         0.0356     675.3494   60465.2409
    73   12 Mg         0.0356     675.3495   60465.2417
    74   12 Mg         0.0356     675.3495   60465.2416
    75   12 Mg         0.0356     675.3495   60465.2421
    76   12 Mg         0.0348     675.3952   60469.3417
    77   12 Mg         0.0353     675.3669   60466.8055
    78   12 Mg         0.0353     675.3669   60466.8070
    79   12 Mg         0.0346     675.4075   60470.4428
    80   12 Mg         0.0346     675.4075   60470.4425
    81   12 Mg         0.0346     675.4075   60470.4425
    82   12 Mg         0.0346     675.4075   60470.4414
    83   12 Mg         0.0348     675.3964   60469.4442
    84   12 Mg         0.0353     675.3691   60467.0028
    85   12 Mg         0.0353     675.3691   60467.0043
    86   12 Mg         0.0346     675.4075   60470.4428
    87   12 Mg         0.0346     675.4075   60470.4422
    88   12 Mg         0.0350     675.3832   60468.2658
    89   12 Mg         0.0350     675.3832   60468.2655
    90   12 Mg         0.0352     675.3762   60467.6323
    91   12 Mg         0.0353     675.3669   60466.8077
    92   12 Mg         0.0353     675.3691   60467.0053
    93   12 Mg         0.0353     675.3691   60467.0024
    94   12 Mg         0.0352     675.3762   60467.6326
    95   12 Mg         0.0352     675.3761   60467.6301
    96   12 Mg         0.0353     675.3691   60467.0035
    97   12 Mg         0.0353     675.3691   60467.0038
    98   12 Mg         0.0348     675.3953   60469.3431
    99   12 Mg         0.0348     675.3953   60469.3424
   100   12 Mg         0.0350     675.3832   60468.2640
   101   12 Mg         0.0356     675.3495   60465.2419
   102   12 Mg         0.0356     675.3495   60465.2418
   103   12 Mg         0.0356     675.3494   60465.2415
   104   12 Mg         0.0356     675.3495   60465.2423
   105   12 Mg         0.0356     675.3495   60465.2422
   106   12 Mg         0.0356     675.3495   60465.2426
   107   12 Mg         0.0348     675.3958   60469.3954
   108   12 Mg         0.0352     675.3729   60467.3382
   109   12 Mg         0.0352     675.3728   60467.3364
   110   12 Mg         0.0352     675.3729   60467.3371
   111   12 Mg         0.0353     675.3698   60467.0595
   112   12 Mg         0.0353     675.3698   60467.0602
   113   12 Mg         0.0353     675.3698   60467.0606
   114   12 Mg         0.0353     675.3698   60467.0607
   115   12 Mg         0.0353     675.3698   60467.0606
   116   12 Mg         0.0353     675.3698   60467.0603
   117   12 Mg         0.0351     675.3811   60468.0709
   118   12 Mg         0.0351     675.3810   60468.0698
   119   12 Mg         0.0351     675.3810   60468.0690
   120   12 Mg         0.0344     675.4191   60471.4802
   121   12 Mg         0.0344     675.4191   60471.4798
   122   12 Mg         0.0344     675.4191   60471.4805
   123   12 Mg         0.0345     675.4127   60470.9053
   124   12 Mg         0.0345     675.4127   60470.9046
   125   12 Mg         0.0345     675.4127   60470.9057
   126   12 Mg         0.0427     674.9175   60426.5667
   127   12 Mg         0.0427     674.9175   60426.5666
   128   12 Mg         0.0427     674.9175   60426.5674
   129   12 Mg         0.0357     675.3414   60464.5184
   130   12 Mg         0.0357     675.3414   60464.5183
   131   12 Mg         0.0357     675.3414   60464.5167
   132   12 Mg         0.0357     675.3414   60464.5170
   133   12 Mg         0.0357     675.3414   60464.5178
   134   12 Mg         0.0357     675.3413   60464.5163
   135   12 Mg         0.0355     675.3528   60465.5415
   136   12 Mg         0.0355     675.3528   60465.5404
   137   12 Mg         0.0355     675.3528   60465.5404
   138   12 Mg         0.0358     675.3357   60464.0067
   139   12 Mg         0.0358     675.3356   60464.0059
   140   12 Mg         0.0358     675.3356   60464.0056
   141   12 Mg         0.0342     675.4335   60472.7624
   142   12 Mg         0.0342     675.4335   60472.7627
   143   12 Mg         0.0342     675.4335   60472.7628
   144   12 Mg         0.0342     675.4335   60472.7631
   145   12 Mg         0.0342     675.4335   60472.7624
   146   12 Mg         0.0342     675.4335   60472.7627
   147   12 Mg         0.0342     675.4306   60472.5083
   148   12 Mg         0.0337     675.4651   60475.5959
   149   12 Mg         0.0337     675.4651   60475.5944
   150   12 Mg         0.0337     675.4651   60475.5956
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.14292511E-01     -8.96868589
     2   12 Mg  -0.68485319E-02     -4.29751865
     3   12 Mg  -0.68348358E-02     -4.28892423
     4   12 Mg  -0.68348551E-02     -4.28893634
     5   12 Mg  -0.70016404E-02     -4.39359572
     6   12 Mg  -0.70016041E-02     -4.39357289
     7   12 Mg  -0.68485307E-02     -4.29751788
     8   12 Mg  -0.68485194E-02     -4.29751078
     9   12 Mg  -0.69240306E-02     -4.34489481
    10   12 Mg  -0.69240405E-02     -4.34490100
    11   12 Mg  -0.69396541E-02     -4.35469869
    12   12 Mg  -0.69240639E-02     -4.34491568
    13   12 Mg  -0.69240436E-02     -4.34490298
    14   12 Mg  -0.68348361E-02     -4.28892443
    15   12 Mg  -0.69225167E-02     -4.34394483
    16   12 Mg  -0.69224789E-02     -4.34392108
    17   12 Mg  -0.70016352E-02     -4.39359241
    18   12 Mg  -0.70016204E-02     -4.39358315
    19   12 Mg  -0.69396648E-02     -4.35470541
    20   12 Mg  -0.69396937E-02     -4.35472356
    21   12 Mg  -0.69225048E-02     -4.34393738
    22   12 Mg  -0.70016349E-02     -4.39359225
    23   12 Mg  -0.70016508E-02     -4.39360219
    24   12 Mg  -0.69240575E-02     -4.34491167
    25   12 Mg  -0.69240583E-02     -4.34491217
    26   12 Mg  -0.67550279E-02     -4.23884399
    27   12 Mg  -0.67550554E-02     -4.23886128
    28   12 Mg  -0.67550336E-02     -4.23884758
    29   12 Mg  -0.67521908E-02     -4.23706371
    30   12 Mg  -0.67518349E-02     -4.23684035
    31   12 Mg  -0.67518306E-02     -4.23683769
    32   12 Mg  -0.67518294E-02     -4.23683694
    33   12 Mg  -0.67518226E-02     -4.23683262
    34   12 Mg  -0.67518345E-02     -4.23684011
    35   12 Mg  -0.67518284E-02     -4.23683630
    36   12 Mg  -0.69052948E-02     -4.33313791
    37   12 Mg  -0.69053084E-02     -4.33314644
    38   12 Mg  -0.69053173E-02     -4.33315201
    39   12 Mg  -0.68747507E-02     -4.31397122
    40   12 Mg  -0.68747685E-02     -4.31398239
    41   12 Mg  -0.68747705E-02     -4.31398360
    42   12 Mg  -0.68942283E-02     -4.32619358
    43   12 Mg  -0.68942262E-02     -4.32619228
    44   12 Mg  -0.68942564E-02     -4.32621121
    45   12 Mg  -0.68942490E-02     -4.32620656
    46   12 Mg  -0.68942377E-02     -4.32619945
    47   12 Mg  -0.68942629E-02     -4.32621528
    48   12 Mg  -0.70469374E-02     -4.42202001
    49   12 Mg  -0.70469496E-02     -4.42202764
    50   12 Mg  -0.70469419E-02     -4.42202280
    51   12 Mg  -0.67754794E-02     -4.25167749
    52   12 Mg  -0.67754925E-02     -4.25168573
    53   12 Mg  -0.67754729E-02     -4.25167346
    54   12 Mg  -0.67686001E-02     -4.24736071
    55   12 Mg  -0.67686060E-02     -4.24736439
    56   12 Mg  -0.67685934E-02     -4.24735651
    57   12 Mg  -0.68395780E-02     -4.29189998
    58   12 Mg  -0.68395975E-02     -4.29191224
    59   12 Mg  -0.68396105E-02     -4.29192041
    60   12 Mg  -0.68444350E-02     -4.29494778
    61   12 Mg  -0.68444230E-02     -4.29494025
    62   12 Mg  -0.68444154E-02     -4.29493550
    63   12 Mg  -0.68444153E-02     -4.29493547
    64   12 Mg  -0.68444148E-02     -4.29493514
    65   12 Mg  -0.68444224E-02     -4.29493990
    66   12 Mg  -0.68541339E-02     -4.30103395
    67   12 Mg  -0.68541684E-02     -4.30105561
    68   12 Mg  -0.68541547E-02     -4.30104700
    69   12 Mg  -0.68254322E-02     -4.28302340
    70   12 Mg  -0.68645480E-02     -4.30756890
    71   12 Mg  -0.68645502E-02     -4.30757030
    72   12 Mg  -0.68645552E-02     -4.30757341
    73   12 Mg  -0.68645422E-02     -4.30756524
    74   12 Mg  -0.68645425E-02     -4.30756545
    75   12 Mg  -0.68645350E-02     -4.30756072
    76   12 Mg  -0.68129111E-02     -4.27516623
    77   12 Mg  -0.68475042E-02     -4.29687379
    78   12 Mg  -0.68474785E-02     -4.29685762
    79   12 Mg  -0.67907022E-02     -4.26122994
    80   12 Mg  -0.67907087E-02     -4.26123406
    81   12 Mg  -0.67907076E-02     -4.26123338
    82   12 Mg  -0.67907265E-02     -4.26124520
    83   12 Mg  -0.68007069E-02     -4.26750799
    84   12 Mg  -0.68480727E-02     -4.29723047
    85   12 Mg  -0.68480504E-02     -4.29721652
    86   12 Mg  -0.67907010E-02     -4.26122924
    87   12 Mg  -0.67907122E-02     -4.26123627
    88   12 Mg  -0.68279088E-02     -4.28457748
    89   12 Mg  -0.68279186E-02     -4.28458359
    90   12 Mg  -0.68404229E-02     -4.29243020
    91   12 Mg  -0.68474646E-02     -4.29684891
    92   12 Mg  -0.68480320E-02     -4.29720493
    93   12 Mg  -0.68480824E-02     -4.29723659
    94   12 Mg  -0.68404201E-02     -4.29242845
    95   12 Mg  -0.68404625E-02     -4.29245504
    96   12 Mg  -0.68480650E-02     -4.29722569
    97   12 Mg  -0.68480574E-02     -4.29722091
    98   12 Mg  -0.68128860E-02     -4.27515054
    99   12 Mg  -0.68129004E-02     -4.27515954
   100   12 Mg  -0.68279425E-02     -4.28459861
   101   12 Mg  -0.68645365E-02     -4.30756169
   102   12 Mg  -0.68645387E-02     -4.30756309
   103   12 Mg  -0.68645437E-02     -4.30756620
   104   12 Mg  -0.68645307E-02     -4.30755804
   105   12 Mg  -0.68645310E-02     -4.30755824
   106   12 Mg  -0.68645235E-02     -4.30755351
   107   12 Mg  -0.68254315E-02     -4.28302292
   108   12 Mg  -0.68541130E-02     -4.30102084
   109   12 Mg  -0.68541475E-02     -4.30104250
   110   12 Mg  -0.68541338E-02     -4.30103390
   111   12 Mg  -0.68444135E-02     -4.29493429
   112   12 Mg  -0.68444015E-02     -4.29492677
   113   12 Mg  -0.68443939E-02     -4.29492202
   114   12 Mg  -0.68443939E-02     -4.29492199
   115   12 Mg  -0.68443933E-02     -4.29492165
   116   12 Mg  -0.68444009E-02     -4.29492642
   117   12 Mg  -0.68395759E-02     -4.29189865
   118   12 Mg  -0.68395954E-02     -4.29191090
   119   12 Mg  -0.68396084E-02     -4.29191908
   120   12 Mg  -0.67685686E-02     -4.24734091
   121   12 Mg  -0.67685744E-02     -4.24734459
   122   12 Mg  -0.67685619E-02     -4.24733671
   123   12 Mg  -0.67754563E-02     -4.25166299
   124   12 Mg  -0.67754694E-02     -4.25167123
   125   12 Mg  -0.67754498E-02     -4.25165896
   126   12 Mg  -0.70469364E-02     -4.42201937
   127   12 Mg  -0.70469486E-02     -4.42202700
   128   12 Mg  -0.70469409E-02     -4.42202216
   129   12 Mg  -0.68942283E-02     -4.32619361
   130   12 Mg  -0.68942263E-02     -4.32619230
   131   12 Mg  -0.68942564E-02     -4.32621123
   132   12 Mg  -0.68942490E-02     -4.32620659
   133   12 Mg  -0.68942377E-02     -4.32619947
   134   12 Mg  -0.68942629E-02     -4.32621531
   135   12 Mg  -0.68747504E-02     -4.31397100
   136   12 Mg  -0.68747682E-02     -4.31398217
   137   12 Mg  -0.68747701E-02     -4.31398338
   138   12 Mg  -0.69052946E-02     -4.33313780
   139   12 Mg  -0.69053082E-02     -4.33314633
   140   12 Mg  -0.69053171E-02     -4.33315190
   141   12 Mg  -0.67518446E-02     -4.23684644
   142   12 Mg  -0.67518403E-02     -4.23684378
   143   12 Mg  -0.67518392E-02     -4.23684304
   144   12 Mg  -0.67518323E-02     -4.23683872
