-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0159    5685.1578 1759450.9377
   148   12 Mg         0.0051     676.9849   60611.6650
   149   12 Mg         0.0051     676.9849   60611.6649
   150   12 Mg         0.0051     676.9849   60611.6650
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.44149850E-02     -2.77044490
     2   12 Mg  -0.18256935E-02     -1.14563995
     3   12 Mg  -0.18203072E-02     -1.14226002
     4   12 Mg  -0.18203135E-02     -1.14226398
     5   12 Mg  -0.19230532E-02     -1.20673412
     6   12 Mg  -0.19230410E-02     -1.20672643
     7   12 Mg  -0.18256930E-02     -1.14563965
     8   12 Mg  -0.18256892E-02     -1.14563727
     9   12 Mg  -0.18546758E-02     -1.16382664
    10   12 Mg  -0.18546789E-02     -1.16382857
    11   12 Mg  -0.18566501E-02     -1.16506551
    12   12 Mg  -0.18546864E-02     -1.16383331
    13   12 Mg  -0.18546801E-02     -1.16382936
    14   12 Mg  -0.18203073E-02     -1.14226006
    15   12 Mg  -0.18497260E-02     -1.16072059
    16   12 Mg  -0.18497133E-02     -1.16071263
    17   12 Mg  -0.19230506E-02     -1.20673246
    18   12 Mg  -0.19230457E-02     -1.20672943
    19   12 Mg  -0.18566538E-02     -1.16506782
    20   12 Mg  -0.18566637E-02     -1.16507406
    21   12 Mg  -0.18497219E-02     -1.16071803
    22   12 Mg  -0.19230505E-02     -1.20673240
    23   12 Mg  -0.19230564E-02     -1.20673614
    24   12 Mg  -0.18546840E-02     -1.16383180
    25   12 Mg  -0.18546853E-02     -1.16383260
    26   12 Mg  -0.17849313E-02     -1.12006133
    27   12 Mg  -0.17849406E-02     -1.12006715
    28   12 Mg  -0.17849334E-02     -1.12006262
    29   12 Mg  -0.17929759E-02     -1.12510937
    30   12 Mg  -0.17922995E-02     -1.12468490
    31   12 Mg  -0.17922981E-02     -1.12468403
    32   12 Mg  -0.17922976E-02     -1.12468370
    33   12 Mg  -0.17922955E-02     -1.12468238
    34   12 Mg  -0.17922994E-02     -1.12468485
    35   12 Mg  -0.17922974E-02     -1.12468363
    36   12 Mg  -0.18437039E-02     -1.15694168
    37   12 Mg  -0.18437084E-02     -1.15694451
    38   12 Mg  -0.18437111E-02     -1.15694619
    39   12 Mg  -0.18339414E-02     -1.15081563
    40   12 Mg  -0.18339475E-02     -1.15081945
    41   12 Mg  -0.18339480E-02     -1.15081977
    42   12 Mg  -0.18403389E-02     -1.15483009
    43   12 Mg  -0.18403388E-02     -1.15483001
    44   12 Mg  -0.18403486E-02     -1.15483618
    45   12 Mg  -0.18403465E-02     -1.15483489
    46   12 Mg  -0.18403423E-02     -1.15483222
    47   12 Mg  -0.18403508E-02     -1.15483757
    48   12 Mg  -0.19403616E-02     -1.21759527
    49   12 Mg  -0.19403653E-02     -1.21759760
    50   12 Mg  -0.19403621E-02     -1.21759558
    51   12 Mg  -0.18012884E-02     -1.13032554
    52   12 Mg  -0.18012928E-02     -1.13032829
    53   12 Mg  -0.18012863E-02     -1.13032421
    54   12 Mg  -0.17986156E-02     -1.12864831
    55   12 Mg  -0.17986176E-02     -1.12864956
    56   12 Mg  -0.17986134E-02     -1.12864692
    57   12 Mg  -0.18210822E-02     -1.14274631
    58   12 Mg  -0.18210886E-02     -1.14275036
    59   12 Mg  -0.18210929E-02     -1.14275308
    60   12 Mg  -0.18241877E-02     -1.14469504
    61   12 Mg  -0.18241837E-02     -1.14469256
    62   12 Mg  -0.18241811E-02     -1.14469093
    63   12 Mg  -0.18241810E-02     -1.14469088
    64   12 Mg  -0.18241811E-02     -1.14469089
    65   12 Mg  -0.18241834E-02     -1.14469236
    66   12 Mg  -0.18256957E-02     -1.14564132
    67   12 Mg  -0.18257069E-02     -1.14564840
    68   12 Mg  -0.18257024E-02     -1.14564556
    69   12 Mg  -0.18152075E-02     -1.13905989
    70   12 Mg  -0.18327478E-02     -1.15006658
    71   12 Mg  -0.18327483E-02     -1.15006694
    72   12 Mg  -0.18327501E-02     -1.15006808
    73   12 Mg  -0.18327457E-02     -1.15006527
    74   12 Mg  -0.18327460E-02     -1.15006548
    75   12 Mg  -0.18327434E-02     -1.15006384
    76   12 Mg  -0.18127050E-02     -1.13748954
    77   12 Mg  -0.18254246E-02     -1.14547122
    78   12 Mg  -0.18254159E-02     -1.14546577
    79   12 Mg  -0.18055350E-02     -1.13299034
    80   12 Mg  -0.18055372E-02     -1.13299168
    81   12 Mg  -0.18055370E-02     -1.13299154
    82   12 Mg  -0.18055432E-02     -1.13299548
    83   12 Mg  -0.18098605E-02     -1.13570463
    84   12 Mg  -0.18251016E-02     -1.14526857
    85   12 Mg  -0.18250936E-02     -1.14526353
    86   12 Mg  -0.18055347E-02     -1.13299016
    87   12 Mg  -0.18055386E-02     -1.13299258
    88   12 Mg  -0.18181755E-02     -1.14092237
    89   12 Mg  -0.18181783E-02     -1.14092413
    90   12 Mg  -0.18221985E-02     -1.14344683
    91   12 Mg  -0.18254115E-02     -1.14546299
    92   12 Mg  -0.18250877E-02     -1.14525984
    93   12 Mg  -0.18251046E-02     -1.14527042
    94   12 Mg  -0.18221973E-02     -1.14344607
    95   12 Mg  -0.18222116E-02     -1.14345505
    96   12 Mg  -0.18250986E-02     -1.14526667
    97   12 Mg  -0.18250963E-02     -1.14526519
    98   12 Mg  -0.18126967E-02     -1.13748437
    99   12 Mg  -0.18127013E-02     -1.13748723
   100   12 Mg  -0.18181866E-02     -1.14092931
   101   12 Mg  -0.18327441E-02     -1.15006430
   102   12 Mg  -0.18327447E-02     -1.15006466
   103   12 Mg  -0.18327465E-02     -1.15006580
   104   12 Mg  -0.18327420E-02     -1.15006299
   105   12 Mg  -0.18327424E-02     -1.15006320
   106   12 Mg  -0.18327398E-02     -1.15006156
   107   12 Mg  -0.18152073E-02     -1.13905976
   108   12 Mg  -0.18256885E-02     -1.14563683
   109   12 Mg  -0.18256998E-02     -1.14564391
   110   12 Mg  -0.18256953E-02     -1.14564107
   111   12 Mg  -0.18241805E-02     -1.14469053
   112   12 Mg  -0.18241765E-02     -1.14468806
   113   12 Mg  -0.18241739E-02     -1.14468642
   114   12 Mg  -0.18241739E-02     -1.14468638
   115   12 Mg  -0.18241739E-02     -1.14468639
   116   12 Mg  -0.18241762E-02     -1.14468786
   117   12 Mg  -0.18210816E-02     -1.14274598
   118   12 Mg  -0.18210881E-02     -1.14275003
   119   12 Mg  -0.18210924E-02     -1.14275275
   120   12 Mg  -0.17986052E-02     -1.12864180
   121   12 Mg  -0.17986072E-02     -1.12864305
   122   12 Mg  -0.17986030E-02     -1.12864042
   123   12 Mg  -0.18012807E-02     -1.13032071
   124   12 Mg  -0.18012851E-02     -1.13032346
   125   12 Mg  -0.18012786E-02     -1.13031938
   126   12 Mg  -0.19403612E-02     -1.21759505
   127   12 Mg  -0.19403649E-02     -1.21759738
   128   12 Mg  -0.19403617E-02     -1.21759535
   129   12 Mg  -0.18403388E-02     -1.15483004
   130   12 Mg  -0.18403387E-02     -1.15482996
   131   12 Mg  -0.18403485E-02     -1.15483613
   132   12 Mg  -0.18403465E-02     -1.15483485
   133   12 Mg  -0.18403422E-02     -1.15483217
   134   12 Mg  -0.18403507E-02     -1.15483753
   135   12 Mg  -0.18339413E-02     -1.15081557
   136   12 Mg  -0.18339474E-02     -1.15081938
   137   12 Mg  -0.18339479E-02     -1.15081971
   138   12 Mg  -0.18437039E-02     -1.15694166
   139   12 Mg  -0.18437084E-02     -1.15694449
   140   12 Mg  -0.18437111E-02     -1.15694617
   141   12 Mg  -0.17923029E-02     -1.12468703
   142   12 Mg  -0.17923015E-02     -1.12468615
   143   12 Mg  -0.17923009E-02     -1.12468582
   144   12 Mg  -0.17922989E-02     -1.12468451
   145   12 Mg  -0.17923028E-02     -1.12468697
   146   12 Mg  -0.17923008E-02     -1.12468575
   147   12 Mg  -0.17929766E-02     -1.12510977
   148   12 Mg  -0.17849344E-02     -1.12006324
   149   12 Mg  -0.17849437E-02     -1.12006905
   150   12 Mg  -0.17849364E-02     -1.12006452
--------------------------------------------------

Dispersion energy:      -2.7715666960575E-01 Eh

[Info] Dispersion energy written to .EDISP
