-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0128    5686.1313 1759752.2295
     2   12 Mg         0.0043     677.0204   60614.8440
     3   12 Mg         0.0043     677.0211   60614.9105
     4   12 Mg         0.0043     677.0211   60614.9105
     5   12 Mg         0.0048     676.9982   60612.8615
     6   12 Mg         0.0048     676.9983   60612.8617
     7   12 Mg         0.0043     677.0204   60614.8440
     8   12 Mg         0.0043     677.0204   60614.8441
     9   12 Mg         0.0044     677.0159   60614.4388
    10   12 Mg         0.0044     677.0159   60614.4388
    11   12 Mg         0.0044     677.0160   60614.4505
    12   12 Mg         0.0044     677.0159   60614.4387
    13   12 Mg         0.0044     677.0159   60614.4388
    14   12 Mg         0.0043     677.0211   60614.9105
    15   12 Mg         0.0044     677.0172   60614.5554
    16   12 Mg         0.0044     677.0172   60614.5555
    17   12 Mg         0.0048     676.9983   60612.8616
    18   12 Mg         0.0048     676.9983   60612.8616
    19   12 Mg         0.0044     677.0160   60614.4505
    20   12 Mg         0.0044     677.0160   60614.4503
    21   12 Mg         0.0044     677.0172   60614.5554
    22   12 Mg         0.0048     676.9983   60612.8616
    23   12 Mg         0.0048     676.9982   60612.8615
    24   12 Mg         0.0044     677.0159   60614.4387
    25   12 Mg         0.0044     677.0159   60614.4387
    26   12 Mg         0.0042     677.0269   60615.4269
    27   12 Mg         0.0042     677.0269   60615.4267
    28   12 Mg         0.0042     677.0269   60615.4268
    29   12 Mg         0.0042     677.0250   60615.2529
    30   12 Mg         0.0042     677.0251   60615.2620
    31   12 Mg         0.0042     677.0251   60615.2620
    32   12 Mg         0.0042     677.0251   60615.2620
    33   12 Mg         0.0042     677.0251   60615.2620
    34   12 Mg         0.0042     677.0251   60615.2620
    35   12 Mg         0.0042     677.0251   60615.2620
    36   12 Mg         0.0044     677.0180   60614.6332
    37   12 Mg         0.0044     677.0180   60614.6331
    38   12 Mg         0.0044     677.0180   60614.6331
    39   12 Mg         0.0044     677.0193   60614.7490
    40   12 Mg         0.0044     677.0193   60614.7489
    41   12 Mg         0.0044     677.0193   60614.7489
    42   12 Mg         0.0044     677.0184   60614.6626
    43   12 Mg         0.0044     677.0184   60614.6626
    44   12 Mg         0.0044     677.0184   60614.6625
    45   12 Mg         0.0044     677.0184   60614.6625
    46   12 Mg         0.0044     677.0184   60614.6626
    47   12 Mg         0.0044     677.0184   60614.6625
    48   12 Mg         0.0049     676.9957   60612.6336
    49   12 Mg         0.0049     676.9957   60612.6336
    50   12 Mg         0.0049     676.9957   60612.6337
    51   12 Mg         0.0043     677.0238   60615.1509
    52   12 Mg         0.0043     677.0238   60615.1508
    53   12 Mg         0.0043     677.0238   60615.1509
    54   12 Mg         0.0043     677.0239   60615.1552
    55   12 Mg         0.0043     677.0239   60615.1552
    56   12 Mg         0.0043     677.0239   60615.1552
    57   12 Mg         0.0043     677.0209   60614.8891
    58   12 Mg         0.0043     677.0209   60614.8890
    59   12 Mg         0.0043     677.0209   60614.8890
    60   12 Mg         0.0043     677.0206   60614.8635
    61   12 Mg         0.0043     677.0206   60614.8636
    62   12 Mg         0.0043     677.0206   60614.8636
    63   12 Mg         0.0043     677.0206   60614.8636
    64   12 Mg         0.0043     677.0206   60614.8636
    65   12 Mg         0.0043     677.0206   60614.8636
    66   12 Mg         0.0043     677.0207   60614.8678
    67   12 Mg         0.0043     677.0207   60614.8677
    68   12 Mg         0.0043     677.0207   60614.8677
    69   12 Mg         0.0043     677.0221   60614.9966
    70   12 Mg         0.0044     677.0191   60614.7323
    71   12 Mg         0.0044     677.0191   60614.7323
    72   12 Mg         0.0044     677.0191   60614.7322
    73   12 Mg         0.0044     677.0191   60614.7323
    74   12 Mg         0.0044     677.0191   60614.7323
    75   12 Mg         0.0044     677.0191   60614.7323
    76   12 Mg         0.0043     677.0224   60615.0212
    77   12 Mg         0.0043     677.0204   60614.8469
    78   12 Mg         0.0043     677.0204   60614.8471
    79   12 Mg         0.0043     677.0230   60615.0740
    80   12 Mg         0.0043     677.0230   60615.0740
    81   12 Mg         0.0043     677.0230   60615.0740
    82   12 Mg         0.0043     677.0230   60615.0739
    83   12 Mg         0.0043     677.0225   60615.0342
    84   12 Mg         0.0043     677.0205   60614.8541
    85   12 Mg         0.0043     677.0205   60614.8543
    86   12 Mg         0.0043     677.0230   60615.0740
    87   12 Mg         0.0043     677.0230   60615.0740
    88   12 Mg         0.0043     677.0215   60614.9410
    89   12 Mg         0.0043     677.0215   60614.9410
    90   12 Mg         0.0043     677.0206   60614.8653
    91   12 Mg         0.0043     677.0204   60614.8471
    92   12 Mg         0.0043     677.0205   60614.8543
    93   12 Mg         0.0043     677.0205   60614.8541
    94   12 Mg         0.0043     677.0206   60614.8653
    95   12 Mg         0.0043     677.0206   60614.8651
    96   12 Mg         0.0043     677.0205   60614.8542
    97   12 Mg         0.0043     677.0205   60614.8542
    98   12 Mg         0.0043     677.0224   60615.0213
    99   12 Mg         0.0043     677.0224   60615.0212
   100   12 Mg         0.0043     677.0215   60614.9409
   101   12 Mg         0.0044     677.0191   60614.7323
   102   12 Mg         0.0044     677.0191   60614.7323
   103   12 Mg         0.0044     677.0191   60614.7323
   104   12 Mg         0.0044     677.0191   60614.7323
   105   12 Mg         0.0044     677.0191   60614.7323
   106   12 Mg         0.0044     677.0191   60614.7324
   107   12 Mg         0.0043     677.0221   60614.9966
   108   12 Mg         0.0043     677.0207   60614.8679
   109   12 Mg         0.0043     677.0207   60614.8678
   110   12 Mg         0.0043     677.0207   60614.8678
   111   12 Mg         0.0043     677.0206   60614.8636
   112   12 Mg         0.0043     677.0206   60614.8637
   113   12 Mg         0.0043     677.0206   60614.8637
   114   12 Mg         0.0043     677.0206   60614.8637
   115   12 Mg         0.0043     677.0206   60614.8637
   116   12 Mg         0.0043     677.0206   60614.8637
   117   12 Mg         0.0043     677.0209   60614.8891
   118   12 Mg         0.0043     677.0209   60614.8890
   119   12 Mg         0.0043     677.0209   60614.8890
   120   12 Mg         0.0043     677.0239   60615.1553
   121   12 Mg         0.0043     677.0239   60615.1553
   122   12 Mg         0.0043     677.0239   60615.1554
   123   12 Mg         0.0043     677.0238   60615.1510
   124   12 Mg         0.0043     677.0238   60615.1509
   125   12 Mg         0.0043     677.0238   60615.1510
   126   12 Mg         0.0049     676.9957   60612.6337
   127   12 Mg         0.0049     676.9957   60612.6336
   128   12 Mg         0.0049     676.9957   60612.6337
   129   12 Mg         0.0044     677.0184   60614.6626
   130   12 Mg         0.0044     677.0184   60614.6626
   131   12 Mg         0.0044     677.0184   60614.6625
   132   12 Mg         0.0044     677.0184   60614.6625
   133   12 Mg         0.0044     677.0184   60614.6626
   134   12 Mg         0.0044     677.0184   60614.6625
   135   12 Mg         0.0044     677.0193   60614.7490
   136   12 Mg         0.0044     677.0193   60614.7489
   137   12 Mg         0.0044     677.0193   60614.7489
   138   12 Mg         0.0044     677.0180   60614.6332
   139   12 Mg         0.0044     677.0180   60614.6331
