-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0037    5688.8665 1760598.7121
     2   12 Mg         0.0015     677.1554   60626.9337
     3   12 Mg         0.0015     677.1559   60626.9742
     4   12 Mg         0.0015     677.1559   60626.9742
     5   12 Mg         0.0016     677.1510   60626.5420
     6   12 Mg         0.0016     677.1511   60626.5420
     7   12 Mg         0.0015     677.1554   60626.9338
     8   12 Mg         0.0015     677.1554   60626.9338
     9   12 Mg         0.0015     677.1542   60626.8233
    10   12 Mg         0.0015     677.1542   60626.8233
    11   12 Mg         0.0015     677.1545   60626.8466
    12   12 Mg         0.0015     677.1542   60626.8233
    13   12 Mg         0.0015     677.1542   60626.8233
    14   12 Mg         0.0015     677.1559   60626.9742
    15   12 Mg         0.0015     677.1545   60626.8523
    16   12 Mg         0.0015     677.1545   60626.8523
    17   12 Mg         0.0016     677.1510   60626.5420
    18   12 Mg         0.0016     677.1510   60626.5420
    19   12 Mg         0.0015     677.1545   60626.8465
    20   12 Mg         0.0015     677.1545   60626.8465
    21   12 Mg         0.0015     677.1545   60626.8523
    22   12 Mg         0.0016     677.1510   60626.5420
    23   12 Mg         0.0016     677.1510   60626.5420
    24   12 Mg         0.0015     677.1542   60626.8233
    25   12 Mg         0.0015     677.1542   60626.8233
    26   12 Mg         0.0014     677.1573   60627.1053
    27   12 Mg         0.0014     677.1573   60627.1053
    28   12 Mg         0.0014     677.1573   60627.1053
    29   12 Mg         0.0015     677.1567   60627.0459
    30   12 Mg         0.0014     677.1569   60627.0644
    31   12 Mg         0.0014     677.1569   60627.0644
    32   12 Mg         0.0014     677.1569   60627.0644
    33   12 Mg         0.0014     677.1569   60627.0644
    34   12 Mg         0.0014     677.1569   60627.0644
    35   12 Mg         0.0014     677.1569   60627.0644
    36   12 Mg         0.0015     677.1547   60626.8732
    37   12 Mg         0.0015     677.1547   60626.8732
    38   12 Mg         0.0015     677.1547   60626.8731
    39   12 Mg         0.0015     677.1551   60626.9060
    40   12 Mg         0.0015     677.1551   60626.9060
    41   12 Mg         0.0015     677.1551   60626.9060
    42   12 Mg         0.0015     677.1551   60626.9052
    43   12 Mg         0.0015     677.1551   60626.9052
    44   12 Mg         0.0015     677.1551   60626.9051
    45   12 Mg         0.0015     677.1551   60626.9052
    46   12 Mg         0.0015     677.1551   60626.9052
    47   12 Mg         0.0015     677.1551   60626.9051
    48   12 Mg         0.0016     677.1505   60626.4946
    49   12 Mg         0.0016     677.1505   60626.4946
    50   12 Mg         0.0016     677.1505   60626.4946
    51   12 Mg         0.0015     677.1564   60627.0170
    52   12 Mg         0.0015     677.1564   60627.0170
    53   12 Mg         0.0015     677.1564   60627.0170
    54   12 Mg         0.0015     677.1565   60627.0257
    55   12 Mg         0.0015     677.1565   60627.0257
    56   12 Mg         0.0015     677.1565   60627.0257
    57   12 Mg         0.0015     677.1556   60626.9509
    58   12 Mg         0.0015     677.1556   60626.9509
    59   12 Mg         0.0015     677.1556   60626.9508
    60   12 Mg         0.0015     677.1555   60626.9385
    61   12 Mg         0.0015     677.1555   60626.9385
    62   12 Mg         0.0015     677.1555   60626.9385
    63   12 Mg         0.0015     677.1555   60626.9385
    64   12 Mg         0.0015     677.1555   60626.9385
    65   12 Mg         0.0015     677.1555   60626.9385
    66   12 Mg         0.0015     677.1555   60626.9364
    67   12 Mg         0.0015     677.1555   60626.9364
    68   12 Mg         0.0015     677.1555   60626.9364
    69   12 Mg         0.0015     677.1558   60626.9677
    70   12 Mg         0.0015     677.1551   60626.9012
    71   12 Mg         0.0015     677.1551   60626.9012
    72   12 Mg         0.0015     677.1551   60626.9012
    73   12 Mg         0.0015     677.1551   60626.9012
    74   12 Mg         0.0015     677.1551   60626.9012
    75   12 Mg         0.0015     677.1551   60626.9012
    76   12 Mg         0.0015     677.1559   60626.9792
    77   12 Mg         0.0015     677.1554   60626.9342
    78   12 Mg         0.0015     677.1554   60626.9343
    79   12 Mg         0.0015     677.1562   60627.0027
    80   12 Mg         0.0015     677.1562   60627.0027
    81   12 Mg         0.0015     677.1562   60627.0027
    82   12 Mg         0.0015     677.1562   60627.0027
    83   12 Mg         0.0015     677.1560   60626.9872
    84   12 Mg         0.0015     677.1554   60626.9348
    85   12 Mg         0.0015     677.1554   60626.9348
    86   12 Mg         0.0015     677.1562   60627.0027
    87   12 Mg         0.0015     677.1562   60627.0027
    88   12 Mg         0.0015     677.1557   60626.9582
    89   12 Mg         0.0015     677.1557   60626.9582
    90   12 Mg         0.0015     677.1556   60626.9451
    91   12 Mg         0.0015     677.1554   60626.9343
    92   12 Mg         0.0015     677.1554   60626.9348
    93   12 Mg         0.0015     677.1554   60626.9348
    94   12 Mg         0.0015     677.1556   60626.9451
    95   12 Mg         0.0015     677.1556   60626.9451
    96   12 Mg         0.0015     677.1554   60626.9348
    97   12 Mg         0.0015     677.1554   60626.9348
    98   12 Mg         0.0015     677.1559   60626.9793
    99   12 Mg         0.0015     677.1559   60626.9793
   100   12 Mg         0.0015     677.1557   60626.9582
   101   12 Mg         0.0015     677.1551   60626.9012
   102   12 Mg         0.0015     677.1551   60626.9012
   103   12 Mg         0.0015     677.1551   60626.9012
   104   12 Mg         0.0015     677.1551   60626.9012
   105   12 Mg         0.0015     677.1551   60626.9012
   106   12 Mg         0.0015     677.1551   60626.9012
   107   12 Mg         0.0015     677.1558   60626.9677
   108   12 Mg         0.0015     677.1555   60626.9365
   109   12 Mg         0.0015     677.1555   60626.9364
   110   12 Mg         0.0015     677.1555   60626.9364
   111   12 Mg         0.0015     677.1555   60626.9385
   112   12 Mg         0.0015     677.1555   60626.9385
   113   12 Mg         0.0015     677.1555   60626.9385
   114   12 Mg         0.0015     677.1555   60626.9385
   115   12 Mg         0.0015     677.1555   60626.9385
   116   12 Mg         0.0015     677.1555   60626.9385
   117   12 Mg         0.0015     677.1556   60626.9509
   118   12 Mg         0.0015     677.1556   60626.9509
   119   12 Mg         0.0015     677.1556   60626.9508
   120   12 Mg         0.0015     677.1565   60627.0257
   121   12 Mg         0.0015     677.1565   60627.0257
   122   12 Mg         0.0015     677.1565   60627.0257
   123   12 Mg         0.0015     677.1564   60627.0170
   124   12 Mg         0.0015     677.1564   60627.0170
   125   12 Mg         0.0015     677.1564   60627.0170
   126   12 Mg         0.0016     677.1505   60626.4946
   127   12 Mg         0.0016     677.1505   60626.4946
   128   12 Mg         0.0016     677.1505   60626.4946
   129   12 Mg         0.0015     677.1551   60626.9052
   130   12 Mg         0.0015     677.1551   60626.9052
   131   12 Mg         0.0015     677.1551   60626.9051
   132   12 Mg         0.0015     677.1551   60626.9052
   133   12 Mg         0.0015     677.1551   60626.9052
   134   12 Mg         0.0015     677.1551   60626.9051
   135   12 Mg         0.0015     677.1551   60626.9060
   136   12 Mg         0.0015     677.1551   60626.9060
   137   12 Mg         0.0015     677.1551   60626.9060
   138   12 Mg         0.0015     677.1547   60626.8732
   139   12 Mg         0.0015     677.1547   60626.8732
   140   12 Mg         0.0015     677.1547   60626.8731
   141   12 Mg         0.0014     677.1569   60627.0644
   142   12 Mg         0.0014     677.1569   60627.0644
   143   12 Mg         0.0014     677.1569   60627.0644
   144   12 Mg         0.0014     677.1569   60627.0644
   145   12 Mg         0.0014     677.1569   60627.0644
   146   12 Mg         0.0014     677.1569   60627.0644
   147   12 Mg         0.0015     677.1567   60627.0458
   148   12 Mg         0.0014     677.1573   60627.1053
   149   12 Mg         0.0014     677.1573   60627.1053
   150   12 Mg         0.0014     677.1573   60627.1053
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.13940749E-02     -0.87479518
     2   12 Mg  -0.57863749E-03     -0.36310050
     3   12 Mg  -0.57695095E-03     -0.36204218
     4   12 Mg  -0.57695293E-03     -0.36204343
     5   12 Mg  -0.60949696E-03     -0.38246512
     6   12 Mg  -0.60949301E-03     -0.38246264
     7   12 Mg  -0.57863733E-03     -0.36310041
     8   12 Mg  -0.57863614E-03     -0.36309966
     9   12 Mg  -0.58782166E-03     -0.36886366
    10   12 Mg  -0.58782263E-03     -0.36886427
    11   12 Mg  -0.58841919E-03     -0.36923862
    12   12 Mg  -0.58782500E-03     -0.36886575
    13   12 Mg  -0.58782302E-03     -0.36886452
    14   12 Mg  -0.57695097E-03     -0.36204220
    15   12 Mg  -0.58627794E-03     -0.36789496
    16   12 Mg  -0.58627395E-03     -0.36789246
    17   12 Mg  -0.60949604E-03     -0.38246454
    18   12 Mg  -0.60949451E-03     -0.38246358
    19   12 Mg  -0.58842036E-03     -0.36923935
    20   12 Mg  -0.58842350E-03     -0.36924132
    21   12 Mg  -0.58627666E-03     -0.36789416
    22   12 Mg  -0.60949601E-03     -0.38246452
    23   12 Mg  -0.60949791E-03     -0.38246571
    24   12 Mg  -0.58782424E-03     -0.36886528
    25   12 Mg  -0.58782466E-03     -0.36886554
    26   12 Mg  -0.56559175E-03     -0.35491418
    27   12 Mg  -0.56559467E-03     -0.35491601
    28   12 Mg  -0.56559239E-03     -0.35491459
    29   12 Mg  -0.56832861E-03     -0.35663159
    30   12 Mg  -0.56816991E-03     -0.35653200
    31   12 Mg  -0.56816947E-03     -0.35653173
    32   12 Mg  -0.56816930E-03     -0.35653162
    33   12 Mg  -0.56816864E-03     -0.35653121
    34   12 Mg  -0.56816988E-03     -0.35653198
    35   12 Mg  -0.56816926E-03     -0.35653160
    36   12 Mg  -0.58432970E-03     -0.36667242
    37   12 Mg  -0.58433112E-03     -0.36667331
    38   12 Mg  -0.58433197E-03     -0.36667385
    39   12 Mg  -0.58124997E-03     -0.36473986
    40   12 Mg  -0.58125189E-03     -0.36474107
    41   12 Mg  -0.58125205E-03     -0.36474117
    42   12 Mg  -0.58323699E-03     -0.36598674
    43   12 Mg  -0.58323695E-03     -0.36598671
    44   12 Mg  -0.58324005E-03     -0.36598866
    45   12 Mg  -0.58323941E-03     -0.36598826
    46   12 Mg  -0.58323807E-03     -0.36598741
    47   12 Mg  -0.58324075E-03     -0.36598910
    48   12 Mg  -0.61496692E-03     -0.38589757
    49   12 Mg  -0.61496801E-03     -0.38589825
    50   12 Mg  -0.61496699E-03     -0.38589761
    51   12 Mg  -0.57096834E-03     -0.35828804
    52   12 Mg  -0.57096971E-03     -0.35828890
    53   12 Mg  -0.57096767E-03     -0.35828762
    54   12 Mg  -0.57008795E-03     -0.35773559
    55   12 Mg  -0.57008857E-03     -0.35773598
    56   12 Mg  -0.57008726E-03     -0.35773515
    57   12 Mg  -0.57719092E-03     -0.36219277
    58   12 Mg  -0.57719294E-03     -0.36219404
    59   12 Mg  -0.57719431E-03     -0.36219490
    60   12 Mg  -0.57816424E-03     -0.36280354
    61   12 Mg  -0.57816301E-03     -0.36280276
    62   12 Mg  -0.57816218E-03     -0.36280225
    63   12 Mg  -0.57816216E-03     -0.36280223
    64   12 Mg  -0.57816216E-03     -0.36280224
    65   12 Mg  -0.57816290E-03     -0.36280270
    66   12 Mg  -0.57866689E-03     -0.36311896
    67   12 Mg  -0.57867044E-03     -0.36312118
    68   12 Mg  -0.57866902E-03     -0.36312029
    69   12 Mg  -0.57534204E-03     -0.36103258
    70   12 Mg  -0.58090182E-03     -0.36452139
    71   12 Mg  -0.58090200E-03     -0.36452151
