-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0322    5679.6202 1757737.1735
    76   12 Mg         0.0097     676.7616   60591.6730
    77   12 Mg         0.0098     676.7567   60591.2338
    78   12 Mg         0.0098     676.7567   60591.2341
    79   12 Mg         0.0096     676.7643   60591.9123
    80   12 Mg         0.0096     676.7643   60591.9122
    81   12 Mg         0.0096     676.7643   60591.9122
    82   12 Mg         0.0096     676.7643   60591.9120
    83   12 Mg         0.0097     676.7622   60591.7275
    84   12 Mg         0.0098     676.7569   60591.2567
    85   12 Mg         0.0098     676.7569   60591.2570
    86   12 Mg         0.0096     676.7643   60591.9123
    87   12 Mg         0.0096     676.7643   60591.9121
    88   12 Mg         0.0097     676.7595   60591.4855
    89   12 Mg         0.0097     676.7595   60591.4855
    90   12 Mg         0.0097     676.7581   60591.3604
    91   12 Mg         0.0098     676.7567   60591.2342
    92   12 Mg         0.0098     676.7569   60591.2572
    93   12 Mg         0.0098     676.7569   60591.2567
    94   12 Mg         0.0097     676.7581   60591.3605
    95   12 Mg         0.0097     676.7581   60591.3600
    96   12 Mg         0.0098     676.7569   60591.2569
    97   12 Mg         0.0098     676.7569   60591.2569
    98   12 Mg         0.0097     676.7616   60591.6733
    99   12 Mg         0.0097     676.7616   60591.6731
   100   12 Mg         0.0097     676.7595   60591.4852
   101   12 Mg         0.0098     676.7535   60590.9498
   102   12 Mg         0.0098     676.7535   60590.9498
   103   12 Mg         0.0098     676.7535   60590.9497
   104   12 Mg         0.0098     676.7535   60590.9499
   105   12 Mg         0.0098     676.7535   60590.9499
   106   12 Mg         0.0098     676.7535   60590.9500
   107   12 Mg         0.0097     676.7616   60591.6732
   108   12 Mg         0.0098     676.7576   60591.3150
   109   12 Mg         0.0098     676.7576   60591.3146
   110   12 Mg         0.0098     676.7576   60591.3148
   111   12 Mg         0.0098     676.7570   60591.2617
   112   12 Mg         0.0098     676.7570   60591.2618
   113   12 Mg         0.0098     676.7570   60591.2619
   114   12 Mg         0.0098     676.7570   60591.2619
   115   12 Mg         0.0098     676.7570   60591.2619
   116   12 Mg         0.0098     676.7570   60591.2618
   117   12 Mg         0.0097     676.7589   60591.4356
   118   12 Mg         0.0097     676.7589   60591.4354
   119   12 Mg         0.0097     676.7589   60591.4352
   120   12 Mg         0.0096     676.7665   60592.1170
   121   12 Mg         0.0096     676.7665   60592.1170
   122   12 Mg         0.0096     676.7666   60592.1171
   123   12 Mg         0.0096     676.7654   60592.0119
   124   12 Mg         0.0096     676.7654   60592.0118
   125   12 Mg         0.0096     676.7654   60592.0120
   126   12 Mg         0.0112     676.6852   60584.8311
   127   12 Mg         0.0112     676.6852   60584.8310
   128   12 Mg         0.0112     676.6852   60584.8312
   129   12 Mg         0.0099     676.7517   60590.7840
   130   12 Mg         0.0099     676.7517   60590.7840
   131   12 Mg         0.0099     676.7517   60590.7837
   132   12 Mg         0.0099     676.7517   60590.7837
   133   12 Mg         0.0099     676.7517   60590.7839
   134   12 Mg         0.0099     676.7517   60590.7836
   135   12 Mg         0.0098     676.7539   60590.9851
   136   12 Mg         0.0098     676.7539   60590.9849
   137   12 Mg         0.0098     676.7539   60590.9849
   138   12 Mg         0.0099     676.7500   60590.6322
   139   12 Mg         0.0099     676.7500   60590.6320
   140   12 Mg         0.0099     676.7500   60590.6320
   141   12 Mg         0.0095     676.7694   60592.3705
   142   12 Mg         0.0095     676.7694   60592.3705
   143   12 Mg         0.0095     676.7694   60592.3706
   144   12 Mg         0.0095     676.7694   60592.3706
   145   12 Mg         0.0095     676.7694   60592.3705
   146   12 Mg         0.0095     676.7694   60592.3706
   147   12 Mg         0.0095     676.7687   60592.3124
   148   12 Mg         0.0094     676.7746   60592.8420
   149   12 Mg         0.0094     676.7746   60592.8417
   150   12 Mg         0.0094     676.7746   60592.8419
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.69523081E-02     -4.36263922
     2   12 Mg  -0.29678519E-02     -1.86235516
     3   12 Mg  -0.29593465E-02     -1.85701793
     4   12 Mg  -0.29593565E-02     -1.85702426
     5   12 Mg  -0.31047863E-02     -1.94828283
     6   12 Mg  -0.31047676E-02     -1.94827106
     7   12 Mg  -0.29678511E-02     -1.86235471
     8   12 Mg  -0.29678451E-02     -1.86235089
     9   12 Mg  -0.30128647E-02     -1.89060112
    10   12 Mg  -0.30128696E-02     -1.89060420
    11   12 Mg  -0.30167527E-02     -1.89304092
    12   12 Mg  -0.30128817E-02     -1.89061181
    13   12 Mg  -0.30128716E-02     -1.89060545
    14   12 Mg  -0.29593466E-02     -1.85701800
    15   12 Mg  -0.30060402E-02     -1.88631869
    16   12 Mg  -0.30060200E-02     -1.88630601
    17   12 Mg  -0.31047829E-02     -1.94828071
    18   12 Mg  -0.31047753E-02     -1.94827590
    19   12 Mg  -0.30167585E-02     -1.89304456
    20   12 Mg  -0.30167743E-02     -1.89305444
    21   12 Mg  -0.30060337E-02     -1.88631462
    22   12 Mg  -0.31047828E-02     -1.94828063
    23   12 Mg  -0.31047920E-02     -1.94828640
    24   12 Mg  -0.30128779E-02     -1.89060944
    25   12 Mg  -0.30128796E-02     -1.89061052
    26   12 Mg  -0.29044685E-02     -1.82258151
    27   12 Mg  -0.29044832E-02     -1.82259075
    28   12 Mg  -0.29044717E-02     -1.82258354
    29   12 Mg  -0.29158856E-02     -1.82974583
    30   12 Mg  -0.29147510E-02     -1.82903388
    31   12 Mg  -0.29147488E-02     -1.82903247
    32   12 Mg  -0.29147480E-02     -1.82903197
    33   12 Mg  -0.29147446E-02     -1.82902985
    34   12 Mg  -0.29147509E-02     -1.82903378
    35   12 Mg  -0.29147478E-02     -1.82903183
    36   12 Mg  -0.29965839E-02     -1.88038477
    37   12 Mg  -0.29965910E-02     -1.88038927
    38   12 Mg  -0.29965954E-02     -1.88039197
    39   12 Mg  -0.29809573E-02     -1.87057893
    40   12 Mg  -0.29809669E-02     -1.87058500
    41   12 Mg  -0.29809678E-02     -1.87058552
    42   12 Mg  -0.29910413E-02     -1.87690675
    43   12 Mg  -0.29910410E-02     -1.87690656
    44   12 Mg  -0.29910566E-02     -1.87691638
    45   12 Mg  -0.29910533E-02     -1.87691429
    46   12 Mg  -0.29910466E-02     -1.87691008
    47   12 Mg  -0.29910602E-02     -1.87691860
    48   12 Mg  -0.31317854E-02     -1.96522499
    49   12 Mg  -0.31317919E-02     -1.96522911
    50   12 Mg  -0.31317870E-02     -1.96522599
    51   12 Mg  -0.29289346E-02     -1.83793420
    52   12 Mg  -0.29289416E-02     -1.83793858
    53   12 Mg  -0.29289312E-02     -1.83793208
    54   12 Mg  -0.29247705E-02     -1.83532122
    55   12 Mg  -0.29247737E-02     -1.83532321
    56   12 Mg  -0.29247670E-02     -1.83531902
    57   12 Mg  -0.29607030E-02     -1.85786917
    58   12 Mg  -0.29607133E-02     -1.85787561
    59   12 Mg  -0.29607201E-02     -1.85787994
    60   12 Mg  -0.29654547E-02     -1.86085095
    61   12 Mg  -0.29654484E-02     -1.86084699
    62   12 Mg  -0.29654443E-02     -1.86084441
    63   12 Mg  -0.29654442E-02     -1.86084434
    64   12 Mg  -0.29654442E-02     -1.86084434
    65   12 Mg  -0.29654480E-02     -1.86084670
    66   12 Mg  -0.29680830E-02     -1.86250021
    67   12 Mg  -0.29681010E-02     -1.86251150
    68   12 Mg  -0.29680938E-02     -1.86250698
    69   12 Mg  -0.29514297E-02     -1.85205011
    70   12 Mg  -0.29784760E-02     -1.86902194
    71   12 Mg  -0.29784770E-02     -1.86902251
    72   12 Mg  -0.29784798E-02     -1.86902432
    73   12 Mg  -0.29784728E-02     -1.86901988
    74   12 Mg  -0.29784732E-02     -1.86902017
    75   12 Mg  -0.29784691E-02     -1.86901758
    76   12 Mg  -0.29473228E-02     -1.84947297
    77   12 Mg  -0.29673164E-02     -1.86201914
    78   12 Mg  -0.29673026E-02     -1.86201048
    79   12 Mg  -0.29358247E-02     -1.84225781
    80   12 Mg  -0.29358281E-02     -1.84225995
    81   12 Mg  -0.29358277E-02     -1.84225972
    82   12 Mg  -0.29358377E-02     -1.84226600
    83   12 Mg  -0.29425628E-02     -1.84648606
    84   12 Mg  -0.29669546E-02     -1.86179213
    85   12 Mg  -0.29669419E-02     -1.86178415
    86   12 Mg  -0.29358242E-02     -1.84225752
    87   12 Mg  -0.29358304E-02     -1.84226136
    88   12 Mg  -0.29559724E-02     -1.85490069
    89   12 Mg  -0.29559769E-02     -1.85490353
    90   12 Mg  -0.29624326E-02     -1.85895455
    91   12 Mg  -0.29672955E-02     -1.86200603
    92   12 Mg  -0.29669325E-02     -1.86177824
    93   12 Mg  -0.29669593E-02     -1.86179509
    94   12 Mg  -0.29624307E-02     -1.85895335
    95   12 Mg  -0.29624535E-02     -1.85896764
    96   12 Mg  -0.29669498E-02     -1.86178914
    97   12 Mg  -0.29669461E-02     -1.86178676
    98   12 Mg  -0.29473097E-02     -1.84946473
    99   12 Mg  -0.29473170E-02     -1.84946931
   100   12 Mg  -0.29559900E-02     -1.85491176
   101   12 Mg  -0.29784702E-02     -1.86901829
   102   12 Mg  -0.29784712E-02     -1.86901887
   103   12 Mg  -0.29784740E-02     -1.86902067
   104   12 Mg  -0.29784670E-02     -1.86901623
   105   12 Mg  -0.29784674E-02     -1.86901652
   106   12 Mg  -0.29784633E-02     -1.86901393
   107   12 Mg  -0.29514294E-02     -1.85204991
   108   12 Mg  -0.29680717E-02     -1.86249308
   109   12 Mg  -0.29680897E-02     -1.86250438
   110   12 Mg  -0.29680824E-02     -1.86249985
   111   12 Mg  -0.29654433E-02     -1.86084378
   112   12 Mg  -0.29654370E-02     -1.86083983
   113   12 Mg  -0.29654329E-02     -1.86083724
   114   12 Mg  -0.29654328E-02     -1.86083718
   115   12 Mg  -0.29654328E-02     -1.86083717
   116   12 Mg  -0.29654366E-02     -1.86083954
   117   12 Mg  -0.29607021E-02     -1.85786863
   118   12 Mg  -0.29607124E-02     -1.85787508
   119   12 Mg  -0.29607193E-02     -1.85787940
   120   12 Mg  -0.29247540E-02     -1.83531085
   121   12 Mg  -0.29247572E-02     -1.83531284
   122   12 Mg  -0.29247505E-02     -1.83530865
   123   12 Mg  -0.29289223E-02     -1.83792652
   124   12 Mg  -0.29289293E-02     -1.83793089
   125   12 Mg  -0.29289190E-02     -1.83792440
   126   12 Mg  -0.31317848E-02     -1.96522464
   127   12 Mg  -0.31317914E-02     -1.96522876
   128   12 Mg  -0.31317864E-02     -1.96522564
   129   12 Mg  -0.29910412E-02     -1.87690669
   130   12 Mg  -0.29910409E-02     -1.87690650
   131   12 Mg  -0.29910565E-02     -1.87691632
   132   12 Mg  -0.29910532E-02     -1.87691423
   133   12 Mg  -0.29910465E-02     -1.87691002
   134   12 Mg  -0.29910601E-02     -1.87691853
   135   12 Mg  -0.29809571E-02     -1.87057884
   136   12 Mg  -0.29809668E-02     -1.87058490
   137   12 Mg  -0.29809676E-02     -1.87058542
   138   12 Mg  -0.29965838E-02     -1.88038473
   139   12 Mg  -0.29965910E-02     -1.88038923
   140   12 Mg  -0.29965953E-02     -1.88039193
   141   12 Mg  -0.29147564E-02     -1.82903725
   142   12 Mg  -0.29147541E-02     -1.82903584
   143   12 Mg  -0.29147533E-02     -1.82903533
   144   12 Mg  -0.29147500E-02     -1.82903322
   145   12 Mg  -0.29147562E-02     -1.82903715
   146   12 Mg  -0.29147531E-02     -1.82903520
   147   12 Mg  -0.29158866E-02     -1.82974645
   148   12 Mg  -0.29044734E-02     -1.82258456
   149   12 Mg  -0.29044881E-02     -1.82259380
   150   12 Mg  -0.29044766E-02     -1.82258659
--------------------------------------------------

Dispersion energy:      -4.5007561529753E-01 Eh

[Info] Dispersion energy written to .EDISP
