-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0552    5670.6036 1754946.7013
     2   12 Mg         0.0157     676.4568   60564.3879
     3   12 Mg         0.0156     676.4614   60564.7939
     4   12 Mg         0.0156     676.4614   60564.7935
     5   12 Mg         0.0181     676.3332   60553.3196
     6   12 Mg         0.0181     676.3332   60553.3205
     7   12 Mg         0.0157     676.4568   60564.3879
     8   12 Mg         0.0157     676.4568   60564.3881
     9   12 Mg         0.0161     676.4354   60562.4643
    10   12 Mg         0.0161     676.4353   60562.4641
    11   12 Mg         0.0161     676.4369   60562.6051
    12   12 Mg         0.0161     676.4353   60562.4637
    13   12 Mg         0.0161     676.4353   60562.4640
    14   12 Mg         0.0156     676.4614   60564.7939
    15   12 Mg         0.0160     676.4422   60563.0756
    16   12 Mg         0.0160     676.4422   60563.0764
    17   12 Mg         0.0181     676.3332   60553.3200
    18   12 Mg         0.0181     676.3332   60553.3203
    19   12 Mg         0.0161     676.4369   60562.6049
    20   12 Mg         0.0161     676.4369   60562.6043
    21   12 Mg         0.0160     676.4422   60563.0759
    22   12 Mg         0.0181     676.3332   60553.3200
    23   12 Mg         0.0181     676.3332   60553.3196
    24   12 Mg         0.0161     676.4353   60562.4639
    25   12 Mg         0.0161     676.4353   60562.4637
    26   12 Mg         0.0150     676.4904   60567.3913
    27   12 Mg         0.0150     676.4904   60567.3907
    28   12 Mg         0.0150     676.4904   60567.3911
    29   12 Mg         0.0153     676.4791   60566.3791
    30   12 Mg         0.0152     676.4801   60566.4735
    31   12 Mg         0.0152     676.4801   60566.4736
    32   12 Mg         0.0152     676.4801   60566.4736
    33   12 Mg         0.0152     676.4801   60566.4737
    34   12 Mg         0.0152     676.4801   60566.4735
    35   12 Mg         0.0152     676.4801   60566.4736
    36   12 Mg         0.0159     676.4463   60563.4417
    37   12 Mg         0.0159     676.4463   60563.4414
    38   12 Mg         0.0159     676.4463   60563.4413
    39   12 Mg         0.0158     676.4522   60563.9742
    40   12 Mg         0.0158     676.4522   60563.9738
    41   12 Mg         0.0158     676.4522   60563.9738
    42   12 Mg         0.0159     676.4484   60563.6332
    43   12 Mg         0.0159     676.4484   60563.6331
    44   12 Mg         0.0159     676.4484   60563.6326
    45   12 Mg         0.0159     676.4484   60563.6327
    46   12 Mg         0.0159     676.4484   60563.6330
    47   12 Mg         0.0159     676.4484   60563.6324
    48   12 Mg         0.0183     676.3198   60552.1186
    49   12 Mg         0.0183     676.3198   60552.1185
    50   12 Mg         0.0183     676.3198   60552.1188
    51   12 Mg         0.0154     676.4731   60565.8458
    52   12 Mg         0.0154     676.4731   60565.8456
    53   12 Mg         0.0154     676.4731   60565.8459
    54   12 Mg         0.0153     676.4752   60566.0282
    55   12 Mg         0.0153     676.4752   60566.0281
    56   12 Mg         0.0153     676.4752   60566.0283
    57   12 Mg         0.0156     676.4618   60564.8280
    58   12 Mg         0.0156     676.4617   60564.8276
    59   12 Mg         0.0156     676.4617   60564.8273
    60   12 Mg         0.0157     676.4581   60564.5042
    61   12 Mg         0.0157     676.4581   60564.5044
    62   12 Mg         0.0157     676.4581   60564.5046
    63   12 Mg         0.0157     676.4581   60564.5046
    64   12 Mg         0.0157     676.4581   60564.5046
    65   12 Mg         0.0157     676.4581   60564.5045
    66   12 Mg         0.0157     676.4588   60564.5672
    67   12 Mg         0.0157     676.4588   60564.5666
    68   12 Mg         0.0157     676.4588   60564.5669
    69   12 Mg         0.0155     676.4666   60565.2633
    70   12 Mg         0.0158     676.4516   60563.9234
    71   12 Mg         0.0158     676.4516   60563.9234
    72   12 Mg         0.0158     676.4516   60563.9232
    73   12 Mg         0.0158     676.4517   60563.9235
    74   12 Mg         0.0158     676.4516   60563.9235
    75   12 Mg         0.0158     676.4517   60563.9236
    76   12 Mg         0.0155     676.4666   60565.2588
    77   12 Mg         0.0157     676.4571   60564.4150
    78   12 Mg         0.0157     676.4571   60564.4155
    79   12 Mg         0.0154     676.4711   60565.6684
    80   12 Mg         0.0154     676.4711   60565.6683
    81   12 Mg         0.0154     676.4711   60565.6683
    82   12 Mg         0.0154     676.4711   60565.6679
    83   12 Mg         0.0155     676.4673   60565.3271
    84   12 Mg         0.0157     676.4580   60564.4939
    85   12 Mg         0.0157     676.4580   60564.4944
    86   12 Mg         0.0154     676.4711   60565.6684
    87   12 Mg         0.0154     676.4711   60565.6682
    88   12 Mg         0.0156     676.4626   60564.9063
    89   12 Mg         0.0156     676.4626   60564.9061
    90   12 Mg         0.0156     676.4602   60564.6846
    91   12 Mg         0.0157     676.4571   60564.4158
    92   12 Mg         0.0157     676.4580   60564.4947
    93   12 Mg         0.0157     676.4580   60564.4938
    94   12 Mg         0.0156     676.4602   60564.6846
    95   12 Mg         0.0156     676.4601   60564.6838
    96   12 Mg         0.0157     676.4580   60564.4941
    97   12 Mg         0.0157     676.4580   60564.4942
    98   12 Mg         0.0155     676.4666   60565.2592
    99   12 Mg         0.0155     676.4666   60565.2590
   100   12 Mg         0.0156     676.4626   60564.9056
   101   12 Mg         0.0158     676.4517   60563.9236
   102   12 Mg         0.0158     676.4517   60563.9236
   103   12 Mg         0.0158     676.4516   60563.9234
   104   12 Mg         0.0158     676.4517   60563.9237
   105   12 Mg         0.0158     676.4517   60563.9237
   106   12 Mg         0.0158     676.4517   60563.9238
   107   12 Mg         0.0155     676.4666   60565.2633
   108   12 Mg         0.0157     676.4588   60564.5677
   109   12 Mg         0.0157     676.4588   60564.5670
   110   12 Mg         0.0157     676.4588   60564.5673
   111   12 Mg         0.0157     676.4581   60564.5046
   112   12 Mg         0.0157     676.4581   60564.5049
   113   12 Mg         0.0157     676.4581   60564.5050
   114   12 Mg         0.0157     676.4581   60564.5050
   115   12 Mg         0.0157     676.4581   60564.5050
   116   12 Mg         0.0157     676.4581   60564.5049
   117   12 Mg         0.0156     676.4618   60564.8280
   118   12 Mg         0.0156     676.4617   60564.8276
   119   12 Mg         0.0156     676.4617   60564.8274
   120   12 Mg         0.0153     676.4752   60566.0288
   121   12 Mg         0.0153     676.4752   60566.0286
   122   12 Mg         0.0153     676.4752   60566.0289
   123   12 Mg         0.0154     676.4731   60565.8463
   124   12 Mg         0.0154     676.4731   60565.8460
   125   12 Mg         0.0154     676.4731   60565.8464
   126   12 Mg         0.0183     676.3198   60552.1186
   127   12 Mg         0.0183     676.3198   60552.1186
   128   12 Mg         0.0183     676.3198   60552.1188
   129   12 Mg         0.0159     676.4484   60563.6332
   130   12 Mg         0.0159     676.4484   60563.6331
   131   12 Mg         0.0159     676.4484   60563.6326
   132   12 Mg         0.0159     676.4484   60563.6327
   133   12 Mg         0.0159     676.4484   60563.6330
   134   12 Mg         0.0159     676.4484   60563.6325
   135   12 Mg         0.0158     676.4522   60563.9742
   136   12 Mg         0.0158     676.4522   60563.9738
   137   12 Mg         0.0158     676.4522   60563.9738
   138   12 Mg         0.0159     676.4463   60563.4417
   139   12 Mg         0.0159     676.4463   60563.4414
   140   12 Mg         0.0159     676.4463   60563.4413
   141   12 Mg         0.0152     676.4801   60566.4733
   142   12 Mg         0.0152     676.4801   60566.4734
   143   12 Mg         0.0152     676.4801   60566.4734
   144   12 Mg         0.0152     676.4801   60566.4735
   145   12 Mg         0.0152     676.4801   60566.4733
   146   12 Mg         0.0152     676.4801   60566.4734
   147   12 Mg         0.0153     676.4791   60566.3791
   148   12 Mg         0.0150     676.4904   60567.3911
   149   12 Mg         0.0150     676.4904   60567.3906
   150   12 Mg         0.0150     676.4904   60567.3910
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.93193731E-02     -5.84799494
     2   12 Mg  -0.41532246E-02     -2.60618779
     3   12 Mg  -0.41421310E-02     -2.59922647
     4   12 Mg  -0.41421446E-02     -2.59923499
     5   12 Mg  -0.43069823E-02     -2.70267218
     6   12 Mg  -0.43069577E-02     -2.70265676
     7   12 Mg  -0.41532237E-02     -2.60618721
     8   12 Mg  -0.41532155E-02     -2.60618209
     9   12 Mg  -0.42116842E-02     -2.64287171
    10   12 Mg  -0.42116908E-02     -2.64287590
    11   12 Mg  -0.42183549E-02     -2.64705767
    12   12 Mg  -0.42117072E-02     -2.64288620
    13   12 Mg  -0.42116934E-02     -2.64287753
    14   12 Mg  -0.41421312E-02     -2.59922657
    15   12 Mg  -0.42045151E-02     -2.63837303
    16   12 Mg  -0.42044880E-02     -2.63835603
    17   12 Mg  -0.43069786E-02     -2.70266989
    18   12 Mg  -0.43069683E-02     -2.70266344
    19   12 Mg  -0.42183626E-02     -2.64706249
    20   12 Mg  -0.42183835E-02     -2.64707563
    21   12 Mg  -0.42045064E-02     -2.63836760
    22   12 Mg  -0.43069785E-02     -2.70266979
    23   12 Mg  -0.43069904E-02     -2.70267725
    24   12 Mg  -0.42117023E-02     -2.64288310
    25   12 Mg  -0.42117041E-02     -2.64288421
    26   12 Mg  -0.40717504E-02     -2.55506195
