-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0251    5682.1070 1758506.7895
     2   12 Mg         0.0079     676.8509   60599.6699
     3   12 Mg         0.0078     676.8526   60599.8180
     4   12 Mg         0.0078     676.8526   60599.8179
     5   12 Mg         0.0088     676.8030   60595.3771
     6   12 Mg         0.0088     676.8030   60595.3775
     7   12 Mg         0.0079     676.8509   60599.6699
     8   12 Mg         0.0079     676.8509   60599.6700
     9   12 Mg         0.0080     676.8416   60598.8401
    10   12 Mg         0.0080     676.8416   60598.8401
    11   12 Mg         0.0080     676.8421   60598.8816
    12   12 Mg         0.0080     676.8416   60598.8399
    13   12 Mg         0.0080     676.8416   60598.8400
    14   12 Mg         0.0078     676.8526   60599.8180
    15   12 Mg         0.0080     676.8445   60599.0966
    16   12 Mg         0.0080     676.8445   60599.0970
    17   12 Mg         0.0088     676.8030   60595.3772
    18   12 Mg         0.0088     676.8030   60595.3774
    19   12 Mg         0.0080     676.8421   60598.8815
    20   12 Mg         0.0080     676.8421   60598.8813
    21   12 Mg         0.0080     676.8445   60599.0967
    22   12 Mg         0.0088     676.8030   60595.3772
    23   12 Mg         0.0088     676.8030   60595.3771
    24   12 Mg         0.0080     676.8416   60598.8399
    25   12 Mg         0.0080     676.8416   60598.8399
    26   12 Mg         0.0076     676.8646   60600.8991
    27   12 Mg         0.0076     676.8646   60600.8989
    28   12 Mg         0.0076     676.8646   60600.8991
    29   12 Mg         0.0077     676.8602   60600.5050
    30   12 Mg         0.0077     676.8606   60600.5350
    31   12 Mg         0.0077     676.8606   60600.5351
    32   12 Mg         0.0077     676.8606   60600.5351
    33   12 Mg         0.0077     676.8606   60600.5351
    34   12 Mg         0.0077     676.8606   60600.5350
    35   12 Mg         0.0077     676.8606   60600.5351
    36   12 Mg         0.0080     676.8460   60599.2332
    37   12 Mg         0.0080     676.8460   60599.2331
    38   12 Mg         0.0080     676.8460   60599.2330
    39   12 Mg         0.0079     676.8488   60599.4847
    40   12 Mg         0.0079     676.8488   60599.4845
    41   12 Mg         0.0079     676.8488   60599.4845
    42   12 Mg         0.0079     676.8470   60599.3177
    43   12 Mg         0.0079     676.8470   60599.3177
    44   12 Mg         0.0079     676.8470   60599.3174
    45   12 Mg         0.0079     676.8470   60599.3175
    46   12 Mg         0.0079     676.8470   60599.3176
    47   12 Mg         0.0079     676.8470   60599.3174
    48   12 Mg         0.0089     676.7974   60594.8817
    49   12 Mg         0.0089     676.7974   60594.8817
    50   12 Mg         0.0089     676.7974   60594.8818
    51   12 Mg         0.0077     676.8576   60600.2732
    52   12 Mg         0.0077     676.8576   60600.2731
    53   12 Mg         0.0077     676.8576   60600.2732
    54   12 Mg         0.0077     676.8586   60600.3562
    55   12 Mg         0.0077     676.8586   60600.3562
    56   12 Mg         0.0077     676.8586   60600.3563
    57   12 Mg         0.0078     676.8527   60599.8296
    58   12 Mg         0.0078     676.8527   60599.8294
    59   12 Mg         0.0078     676.8527   60599.8293
    60   12 Mg         0.0078     676.8514   60599.7107
    61   12 Mg         0.0078     676.8514   60599.7108
    62   12 Mg         0.0078     676.8514   60599.7108
    63   12 Mg         0.0078     676.8514   60599.7108
    64   12 Mg         0.0078     676.8514   60599.7108
    65   12 Mg         0.0078     676.8514   60599.7108
    66   12 Mg         0.0078     676.8514   60599.7116
    67   12 Mg         0.0078     676.8514   60599.7114
    68   12 Mg         0.0078     676.8514   60599.7115
    69   12 Mg         0.0078     676.8551   60600.0480
    70   12 Mg         0.0079     676.8486   60599.4623
    71   12 Mg         0.0079     676.8486   60599.4623
    72   12 Mg         0.0079     676.8486   60599.4622
    73   12 Mg         0.0079     676.8486   60599.4623
    74   12 Mg         0.0079     676.8486   60599.4623
    75   12 Mg         0.0079     676.8486   60599.4624
    76   12 Mg         0.0078     676.8547   60600.0095
    77   12 Mg         0.0079     676.8510   60599.6777
    78   12 Mg         0.0079     676.8510   60599.6780
    79   12 Mg         0.0077     676.8568   60600.1974
    80   12 Mg         0.0077     676.8568   60600.1973
    81   12 Mg         0.0077     676.8568   60600.1973
    82   12 Mg         0.0077     676.8568   60600.1971
    83   12 Mg         0.0078     676.8553   60600.0586
    84   12 Mg         0.0079     676.8512   60599.6946
    85   12 Mg         0.0079     676.8512   60599.6948
    86   12 Mg         0.0077     676.8568   60600.1974
    87   12 Mg         0.0077     676.8568   60600.1973
    88   12 Mg         0.0078     676.8525   60599.8156
    89   12 Mg         0.0078     676.8525   60599.8156
    90   12 Mg         0.0078     676.8521   60599.7727
    91   12 Mg         0.0079     676.8510   60599.6781
    92   12 Mg         0.0079     676.8512   60599.6949
    93   12 Mg         0.0079     676.8512   60599.6945
    94   12 Mg         0.0078     676.8521   60599.7727
    95   12 Mg         0.0078     676.8521   60599.7724
    96   12 Mg         0.0079     676.8512   60599.6946
    97   12 Mg         0.0079     676.8512   60599.6947
    98   12 Mg         0.0078     676.8547   60600.0098
    99   12 Mg         0.0078     676.8547   60600.0096
   100   12 Mg         0.0078     676.8525   60599.8154
   101   12 Mg         0.0079     676.8486   60599.4624
   102   12 Mg         0.0079     676.8486   60599.4624
   103   12 Mg         0.0079     676.8486   60599.4623
   104   12 Mg         0.0079     676.8486   60599.4624
   105   12 Mg         0.0079     676.8486   60599.4624
   106   12 Mg         0.0079     676.8486   60599.4625
   107   12 Mg         0.0078     676.8551   60600.0480
   108   12 Mg         0.0078     676.8514   60599.7118
   109   12 Mg         0.0078     676.8514   60599.7115
   110   12 Mg         0.0078     676.8514   60599.7117
   111   12 Mg         0.0078     676.8514   60599.7109
   112   12 Mg         0.0078     676.8514   60599.7109
   113   12 Mg         0.0078     676.8514   60599.7110
   114   12 Mg         0.0078     676.8514   60599.7110
   115   12 Mg         0.0078     676.8514   60599.7110
   116   12 Mg         0.0078     676.8514   60599.7110
   117   12 Mg         0.0078     676.8527   60599.8296
   118   12 Mg         0.0078     676.8527   60599.8294
   119   12 Mg         0.0078     676.8527   60599.8293
   120   12 Mg         0.0077     676.8586   60600.3565
   121   12 Mg         0.0077     676.8586   60600.3565
   122   12 Mg         0.0077     676.8586   60600.3566
   123   12 Mg         0.0077     676.8576   60600.2734
   124   12 Mg         0.0077     676.8576   60600.2733
   125   12 Mg         0.0077     676.8577   60600.2734
