-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.1005    5647.7611 1747877.3732
     2   12 Mg         0.0265     675.8746   60512.2560
     3   12 Mg         0.0264     675.8836   60513.0651
     4   12 Mg         0.0264     675.8836   60513.0644
     5   12 Mg         0.0311     675.6114   60488.6943
     6   12 Mg         0.0311     675.6114   60488.6962
     7   12 Mg         0.0265     675.8746   60512.2561
     8   12 Mg         0.0265     675.8746   60512.2565
     9   12 Mg         0.0273     675.8315   60508.3968
    10   12 Mg         0.0273     675.8315   60508.3965
    11   12 Mg         0.0272     675.8353   60508.7406
    12   12 Mg         0.0273     675.8314   60508.3956
    13   12 Mg         0.0273     675.8315   60508.3963
    14   12 Mg         0.0264     675.8836   60513.0651
    15   12 Mg         0.0270     675.8460   60509.7004
    16   12 Mg         0.0270     675.8460   60509.7019
    17   12 Mg         0.0311     675.6114   60488.6952
    18   12 Mg         0.0311     675.6114   60488.6958
    19   12 Mg         0.0272     675.8353   60508.7402
    20   12 Mg         0.0272     675.8353   60508.7390
    21   12 Mg         0.0270     675.8460   60509.7009
    22   12 Mg         0.0311     675.6114   60488.6952
    23   12 Mg         0.0311     675.6114   60488.6943
    24   12 Mg         0.0273     675.8315   60508.3959
    25   12 Mg         0.0273     675.8314   60508.3956
    26   12 Mg         0.0253     675.9419   60518.2819
    27   12 Mg         0.0253     675.9419   60518.2808
    28   12 Mg         0.0253     675.9419   60518.2816
    29   12 Mg         0.0257     675.9182   60516.1654
    30   12 Mg         0.0257     675.9206   60516.3751
    31   12 Mg         0.0257     675.9206   60516.3753
    32   12 Mg         0.0257     675.9206   60516.3754
    33   12 Mg         0.0257     675.9206   60516.3756
    34   12 Mg         0.0257     675.9206   60516.3751
    35   12 Mg         0.0257     675.9206   60516.3753
    36   12 Mg         0.0269     675.8540   60510.4179
    37   12 Mg         0.0269     675.8540   60510.4174
    38   12 Mg         0.0269     675.8540   60510.4171
    39   12 Mg         0.0267     675.8657   60511.4612
    40   12 Mg         0.0267     675.8657   60511.4604
    41   12 Mg         0.0267     675.8657   60511.4604
    42   12 Mg         0.0268     675.8581   60510.7836
    43   12 Mg         0.0268     675.8581   60510.7835
    44   12 Mg         0.0268     675.8581   60510.7824
    45   12 Mg         0.0268     675.8581   60510.7826
    46   12 Mg         0.0268     675.8581   60510.7831
    47   12 Mg         0.0268     675.8581   60510.7821
    48   12 Mg         0.0316     675.5842   60486.2613
    49   12 Mg         0.0316     675.5842   60486.2612
