-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.1972    5566.9360 1722863.4900
   101   12 Mg         0.0484     674.5507   60393.7317
   102   12 Mg         0.0484     674.5507   60393.7316
   103   12 Mg         0.0484     674.5507   60393.7311
   104   12 Mg         0.0484     674.5507   60393.7323
   105   12 Mg         0.0484     674.5507   60393.7321
   106   12 Mg         0.0484     674.5508   60393.7328
   107   12 Mg         0.0473     674.6224   60400.1519
   108   12 Mg         0.0478     674.5868   60396.9582
   109   12 Mg         0.0478     674.5867   60396.9553
   110   12 Mg         0.0478     674.5868   60396.9565
   111   12 Mg         0.0479     674.5821   60396.5368
   112   12 Mg         0.0479     674.5821   60396.5379
   113   12 Mg         0.0479     674.5821   60396.5386
   114   12 Mg         0.0479     674.5821   60396.5386
   115   12 Mg         0.0479     674.5821   60396.5385
   116   12 Mg         0.0479     674.5821   60396.5380
   117   12 Mg         0.0476     674.5993   60398.0797
   118   12 Mg         0.0476     674.5993   60398.0780
   119   12 Mg         0.0476     674.5993   60398.0769
   120   12 Mg         0.0467     674.6576   60403.3028
   121   12 Mg         0.0467     674.6576   60403.3023
   122   12 Mg         0.0467     674.6576   60403.3034
   123   12 Mg         0.0469     674.6486   60402.4953
   124   12 Mg         0.0469     674.6486   60402.4942
   125   12 Mg         0.0469     674.6486   60402.4958
   126   12 Mg         0.0587     673.8509   60331.0714
   127   12 Mg         0.0587     673.8509   60331.0714
   128   12 Mg         0.0587     673.8509   60331.0726
   129   12 Mg         0.0486     674.5389   60392.6757
   130   12 Mg         0.0486     674.5389   60392.6755
   131   12 Mg         0.0486     674.5389   60392.6730
   132   12 Mg         0.0486     674.5389   60392.6734
   133   12 Mg         0.0486     674.5389   60392.6747
   134   12 Mg         0.0486     674.5389   60392.6724
   135   12 Mg         0.0483     674.5566   60394.2550
   136   12 Mg         0.0483     674.5566   60394.2534
   137   12 Mg         0.0483     674.5566   60394.2533
   138   12 Mg         0.0487     674.5302   60391.8895
   139   12 Mg         0.0487     674.5302   60391.8883
   140   12 Mg         0.0487     674.5301   60391.8878
   141   12 Mg         0.0464     674.6810   60405.3983
   142   12 Mg         0.0464     674.6811   60405.3986
   143   12 Mg         0.0464     674.6811   60405.3988
   144   12 Mg         0.0464     674.6811   60405.3993
   145   12 Mg         0.0464     674.6810   60405.3983
   146   12 Mg         0.0464     674.6811   60405.3987
   147   12 Mg         0.0465     674.6747   60404.8330
   148   12 Mg         0.0456     674.7318   60409.9411
   149   12 Mg         0.0456     674.7318   60409.9387
   150   12 Mg         0.0456     674.7318   60409.9405
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.16467966E-01    -10.33380437
     2   12 Mg  -0.80228018E-02     -5.03438416
     3   12 Mg  -0.80097391E-02     -5.02618718
     4   12 Mg  -0.80097599E-02     -5.02620023
     5   12 Mg  -0.81798316E-02     -5.13292182
     6   12 Mg  -0.81797914E-02     -5.13289658
     7   12 Mg  -0.80228005E-02     -5.03438331
     8   12 Mg  -0.80227885E-02     -5.03437580
     9   12 Mg  -0.81026329E-02     -5.08447891
    10   12 Mg  -0.81026439E-02     -5.08448580
    11   12 Mg  -0.81223305E-02     -5.09683934
    12   12 Mg  -0.81026689E-02     -5.08450152
    13   12 Mg  -0.81026469E-02     -5.08448769
    14   12 Mg  -0.80097395E-02     -5.02618743
    15   12 Mg  -0.81043223E-02     -5.08553904
    16   12 Mg  -0.81042819E-02     -5.08551367
    17   12 Mg  -0.81798254E-02     -5.13291796
    18   12 Mg  -0.81798096E-02     -5.13290801
    19   12 Mg  -0.81223423E-02     -5.09684673
    20   12 Mg  -0.81223734E-02     -5.09686623
    21   12 Mg  -0.81043098E-02     -5.08553116
    22   12 Mg  -0.81798251E-02     -5.13291777
    23   12 Mg  -0.81798424E-02     -5.13292863
    24   12 Mg  -0.81026622E-02     -5.08449732
    25   12 Mg  -0.81026628E-02     -5.08449766
    26   12 Mg  -0.79373075E-02     -4.98073567
    27   12 Mg  -0.79373371E-02     -4.98075424
    28   12 Mg  -0.79373135E-02     -4.98073943
    29   12 Mg  -0.79206798E-02     -4.97030160
    30   12 Mg  -0.79215061E-02     -4.97082010
    31   12 Mg  -0.79215016E-02     -4.97081730
    32   12 Mg  -0.79215004E-02     -4.97081654
    33   12 Mg  -0.79214928E-02     -4.97081178
    34   12 Mg  -0.79215056E-02     -4.97081981
    35   12 Mg  -0.79214990E-02     -4.97081567
    36   12 Mg  -0.80853431E-02     -5.07362937
    37   12 Mg  -0.80853577E-02     -5.07363855
    38   12 Mg  -0.80853676E-02     -5.07364480
    39   12 Mg  -0.80522907E-02     -5.05288872
    40   12 Mg  -0.80523096E-02     -5.05290056
    41   12 Mg  -0.80523119E-02     -5.05290199
    42   12 Mg  -0.80741242E-02     -5.06658940
    43   12 Mg  -0.80741213E-02     -5.06658761
    44   12 Mg  -0.80741542E-02     -5.06660828
    45   12 Mg  -0.80741458E-02     -5.06660300
    46   12 Mg  -0.80741342E-02     -5.06659568
    47   12 Mg  -0.80741612E-02     -5.06661262
    48   12 Mg  -0.82266152E-02     -5.16227896
    49   12 Mg  -0.82266276E-02     -5.16228673
    50   12 Mg  -0.82266199E-02     -5.16228193
    51   12 Mg  -0.79449106E-02     -4.98550666
    52   12 Mg  -0.79449247E-02     -4.98551550
    53   12 Mg  -0.79449037E-02     -4.98550232
    54   12 Mg  -0.79376999E-02     -4.98098188
    55   12 Mg  -0.79377061E-02     -4.98098578
    56   12 Mg  -0.79376927E-02     -4.98097735
    57   12 Mg  -0.80158689E-02     -5.03003367
    58   12 Mg  -0.80158899E-02     -5.03004684
    59   12 Mg  -0.80159039E-02     -5.03005563
    60   12 Mg  -0.80186852E-02     -5.03180095
    61   12 Mg  -0.80186724E-02     -5.03179288
    62   12 Mg  -0.80186643E-02     -5.03178780
    63   12 Mg  -0.80186642E-02     -5.03178778
    64   12 Mg  -0.80186635E-02     -5.03178730
    65   12 Mg  -0.80186718E-02     -5.03179255
    66   12 Mg  -0.80319636E-02     -5.04013326
    67   12 Mg  -0.80320010E-02     -5.04015671
    68   12 Mg  -0.80319862E-02     -5.04014742
    69   12 Mg  -0.80033132E-02     -5.02215486
    70   12 Mg  -0.80405076E-02     -5.04549469
    71   12 Mg  -0.80405103E-02     -5.04549639
    72   12 Mg  -0.80405154E-02     -5.04549958
    73   12 Mg  -0.80405014E-02     -5.04549079
    74   12 Mg  -0.80405017E-02     -5.04549100
    75   12 Mg  -0.80404936E-02     -5.04548594
    76   12 Mg  -0.79865368E-02     -5.01162752
    77   12 Mg  -0.80220158E-02     -5.03389093
    78   12 Mg  -0.80219883E-02     -5.03387364
    79   12 Mg  -0.79622780E-02     -4.99640489
    80   12 Mg  -0.79622851E-02     -4.99640934
    81   12 Mg  -0.79622838E-02     -4.99640849
    82   12 Mg  -0.79623039E-02     -4.99642114
    83   12 Mg  -0.79713624E-02     -5.00210541
    84   12 Mg  -0.80232008E-02     -5.03463452
    85   12 Mg  -0.80231778E-02     -5.03462005
    86   12 Mg  -0.79622767E-02     -4.99640405
    87   12 Mg  -0.79622885E-02     -4.99641144
    88   12 Mg  -0.80016982E-02     -5.02114145
    89   12 Mg  -0.80017093E-02     -5.02114840
    90   12 Mg  -0.80153078E-02     -5.02968161
    91   12 Mg  -0.80219731E-02     -5.03386415
    92   12 Mg  -0.80231578E-02     -5.03460752
    93   12 Mg  -0.80232118E-02     -5.03464139
    94   12 Mg  -0.80153053E-02     -5.02968004
    95   12 Mg  -0.80153504E-02     -5.02970834
    96   12 Mg  -0.80231934E-02     -5.03462988
    97   12 Mg  -0.80231850E-02     -5.03462462
    98   12 Mg  -0.79865100E-02     -5.01161067
    99   12 Mg  -0.79865256E-02     -5.01162049
   100   12 Mg  -0.80017346E-02     -5.02116427
   101   12 Mg  -0.80404950E-02     -5.04548680
   102   12 Mg  -0.80404977E-02     -5.04548850
   103   12 Mg  -0.80405028E-02     -5.04549169
   104   12 Mg  -0.80404888E-02     -5.04548290
   105   12 Mg  -0.80404891E-02     -5.04548311
   106   12 Mg  -0.80404811E-02     -5.04547805
   107   12 Mg  -0.80033123E-02     -5.02215428
   108   12 Mg  -0.80319414E-02     -5.04011930
   109   12 Mg  -0.80319787E-02     -5.04014274
   110   12 Mg  -0.80319639E-02     -5.04013346
   111   12 Mg  -0.80186621E-02     -5.03178645
   112   12 Mg  -0.80186493E-02     -5.03177839
   113   12 Mg  -0.80186412E-02     -5.03177330
   114   12 Mg  -0.80186411E-02     -5.03177328
   115   12 Mg  -0.80186404E-02     -5.03177281
   116   12 Mg  -0.80186487E-02     -5.03177805
   117   12 Mg  -0.80158663E-02     -5.03003205
   118   12 Mg  -0.80158873E-02     -5.03004523
   119   12 Mg  -0.80159013E-02     -5.03005401
   120   12 Mg  -0.79376659E-02     -4.98096053
   121   12 Mg  -0.79376721E-02     -4.98096443
   122   12 Mg  -0.79376586E-02     -4.98095600
   123   12 Mg  -0.79448857E-02     -4.98549104
   124   12 Mg  -0.79448998E-02     -4.98549988
   125   12 Mg  -0.79448788E-02     -4.98548671
   126   12 Mg  -0.82266141E-02     -5.16227829
   127   12 Mg  -0.82266265E-02     -5.16228606
   128   12 Mg  -0.82266188E-02     -5.16228125
   129   12 Mg  -0.80741243E-02     -5.06658949
   130   12 Mg  -0.80741214E-02     -5.06658770
   131   12 Mg  -0.80741544E-02     -5.06660837
   132   12 Mg  -0.80741460E-02     -5.06660309
   133   12 Mg  -0.80741343E-02     -5.06659578
   134   12 Mg  -0.80741613E-02     -5.06661271
   135   12 Mg  -0.80522903E-02     -5.05288847
   136   12 Mg  -0.80523092E-02     -5.05290030
   137   12 Mg  -0.80523115E-02     -5.05290174
   138   12 Mg  -0.80853428E-02     -5.07362922
   139   12 Mg  -0.80853575E-02     -5.07363841
   140   12 Mg  -0.80853674E-02     -5.07364465
   141   12 Mg  -0.79215163E-02     -4.97082653
   142   12 Mg  -0.79215118E-02     -4.97082373
   143   12 Mg  -0.79215106E-02     -4.97082298
   144   12 Mg  -0.79215030E-02     -4.97081821
   145   12 Mg  -0.79215158E-02     -4.97082624
   146   12 Mg  -0.79215092E-02     -4.97082210
   147   12 Mg  -0.79206817E-02     -4.97030279
   148   12 Mg  -0.79373178E-02     -4.98074209
   149   12 Mg  -0.79373474E-02     -4.98076066
   150   12 Mg  -0.79373238E-02     -4.98074586
--------------------------------------------------

Dispersion energy:      -1.2127991681682E+00 Eh

[Info] Dispersion energy written to .EDISP
