-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0071    5687.8577 1760286.5138
     2   12 Mg         0.0026     677.1027   60622.2164
     3   12 Mg         0.0026     677.1031   60622.2488
     4   12 Mg         0.0026     677.1031   60622.2488
     5   12 Mg         0.0028     677.0917   60621.2295
     6   12 Mg         0.0028     677.0917   60621.2296
     7   12 Mg         0.0026     677.1027   60622.2165
     8   12 Mg         0.0026     677.1027   60622.2165
     9   12 Mg         0.0027     677.1003   60621.9959
    10   12 Mg         0.0027     677.1003   60621.9959
    11   12 Mg         0.0027     677.1003   60621.9974
    12   12 Mg         0.0027     677.1003   60621.9958
    13   12 Mg         0.0027     677.1003   60621.9958
    14   12 Mg         0.0026     677.1031   60622.2488
    15   12 Mg         0.0026     677.1010   60622.0580
    16   12 Mg         0.0026     677.1010   60622.0581
    17   12 Mg         0.0028     677.0917   60621.2295
    18   12 Mg         0.0028     677.0917   60621.2296
    19   12 Mg         0.0027     677.1003   60621.9974
    20   12 Mg         0.0027     677.1003   60621.9973
    21   12 Mg         0.0026     677.1010   60622.0581
    22   12 Mg         0.0028     677.0917   60621.2295
    23   12 Mg         0.0028     677.0917   60621.2295
    24   12 Mg         0.0027     677.1003   60621.9958
    25   12 Mg         0.0027     677.1003   60621.9958
    26   12 Mg         0.0025     677.1061   60622.5210
    27   12 Mg         0.0025     677.1061   60622.5210
    28   12 Mg         0.0025     677.1061   60622.5210
    29   12 Mg         0.0026     677.1053   60622.4417
    30   12 Mg         0.0026     677.1052   60622.4398
    31   12 Mg         0.0026     677.1052   60622.4398
    32   12 Mg         0.0026     677.1052   60622.4398
    33   12 Mg         0.0026     677.1052   60622.4398
    34   12 Mg         0.0026     677.1052   60622.4398
    35   12 Mg         0.0026     677.1052   60622.4398
    36   12 Mg         0.0026     677.1014   60622.0993
    37   12 Mg         0.0026     677.1014   60622.0993
    38   12 Mg         0.0026     677.1014   60622.0993
    39   12 Mg         0.0026     677.1021   60622.1639
    40   12 Mg         0.0026     677.1021   60622.1638
    41   12 Mg         0.0026     677.1021   60622.1638
    42   12 Mg         0.0026     677.1016   60622.1131
    43   12 Mg         0.0026     677.1016   60622.1131
    44   12 Mg         0.0026     677.1016   60622.1131
    45   12 Mg         0.0026     677.1016   60622.1131
    46   12 Mg         0.0026     677.1016   60622.1131
    47   12 Mg         0.0026     677.1016   60622.1130
    48   12 Mg         0.0029     677.0903   60621.1000
    49   12 Mg         0.0029     677.0903   60621.1000
    50   12 Mg         0.0029     677.0903   60621.1000
    51   12 Mg         0.0026     677.1046   60622.3837
    52   12 Mg         0.0026     677.1046   60622.3837
    53   12 Mg         0.0026     677.1046   60622.3837
    54   12 Mg         0.0026     677.1048   60622.4012
    55   12 Mg         0.0026     677.1048   60622.4011
    56   12 Mg         0.0026     677.1048   60622.4012
    57   12 Mg         0.0026     677.1029   60622.2277
    58   12 Mg         0.0026     677.1029   60622.2277
    59   12 Mg         0.0026     677.1029   60622.2276
    60   12 Mg         0.0026     677.1029   60622.2269
    61   12 Mg         0.0026     677.1029   60622.2269
    62   12 Mg         0.0026     677.1029   60622.2270
    63   12 Mg         0.0026     677.1029   60622.2270
    64   12 Mg         0.0026     677.1029   60622.2270
    65   12 Mg         0.0026     677.1029   60622.2269
    66   12 Mg         0.0026     677.1029   60622.2267
    67   12 Mg         0.0026     677.1028   60622.2266
    68   12 Mg         0.0026     677.1029   60622.2266
    69   12 Mg         0.0026     677.1036   60622.2937
    70   12 Mg         0.0026     677.1020   60622.1545
    71   12 Mg         0.0026     677.1020   60622.1545
    72   12 Mg         0.0026     677.1020   60622.1545
    73   12 Mg         0.0026     677.1020   60622.1545
    74   12 Mg         0.0026     677.1020   60622.1545
    75   12 Mg         0.0026     677.1020   60622.1545
    76   12 Mg         0.0026     677.1038   60622.3110
    77   12 Mg         0.0026     677.1028   60622.2183
    78   12 Mg         0.0026     677.1028   60622.2183
    79   12 Mg         0.0026     677.1043   60622.3566
    80   12 Mg         0.0026     677.1043   60622.3566
    81   12 Mg         0.0026     677.1043   60622.3566
    82   12 Mg         0.0026     677.1043   60622.3566
    83   12 Mg         0.0026     677.1039   60622.3228
    84   12 Mg         0.0026     677.1028   60622.2209
    85   12 Mg         0.0026     677.1028   60622.2210
    86   12 Mg         0.0026     677.1043   60622.3566
    87   12 Mg         0.0026     677.1043   60622.3566
    88   12 Mg         0.0026     677.1033   60622.2681
    89   12 Mg         0.0026     677.1033   60622.2681
    90   12 Mg         0.0026     677.1030   60622.2422
    91   12 Mg         0.0026     677.1028   60622.2183
    92   12 Mg         0.0026     677.1028   60622.2210
    93   12 Mg         0.0026     677.1028   60622.2209
    94   12 Mg         0.0026     677.1030   60622.2422
    95   12 Mg         0.0026     677.1030   60622.2421
    96   12 Mg         0.0026     677.1028   60622.2209
    97   12 Mg         0.0026     677.1028   60622.2210
    98   12 Mg         0.0026     677.1038   60622.3111
    99   12 Mg         0.0026     677.1038   60622.3110
   100   12 Mg         0.0026     677.1033   60622.2680
   101   12 Mg         0.0026     677.1020   60622.1545
   102   12 Mg         0.0026     677.1020   60622.1545
   103   12 Mg         0.0026     677.1020   60622.1545
   104   12 Mg         0.0026     677.1020   60622.1545
   105   12 Mg         0.0026     677.1020   60622.1545
   106   12 Mg         0.0026     677.1020   60622.1545
   107   12 Mg         0.0026     677.1036   60622.2937
   108   12 Mg         0.0026     677.1029   60622.2267
   109   12 Mg         0.0026     677.1029   60622.2266
   110   12 Mg         0.0026     677.1029   60622.2267
   111   12 Mg         0.0026     677.1029   60622.2270
   112   12 Mg         0.0026     677.1029   60622.2270
   113   12 Mg         0.0026     677.1029   60622.2270
   114   12 Mg         0.0026     677.1029   60622.2270
   115   12 Mg         0.0026     677.1029   60622.2270
   116   12 Mg         0.0026     677.1029   60622.2270
   117   12 Mg         0.0026     677.1029   60622.2277
   118   12 Mg         0.0026     677.1029   60622.2277
   119   12 Mg         0.0026     677.1029   60622.2276
   120   12 Mg         0.0026     677.1048   60622.4012
   121   12 Mg         0.0026     677.1048   60622.4012
   122   12 Mg         0.0026     677.1048   60622.4012
   123   12 Mg         0.0026     677.1046   60622.3837
   124   12 Mg         0.0026     677.1046   60622.3837
   125   12 Mg         0.0026     677.1046   60622.3838
   126   12 Mg         0.0029     677.0903   60621.1000
   127   12 Mg         0.0029     677.0903   60621.1000
   128   12 Mg         0.0029     677.0903   60621.1000
   129   12 Mg         0.0026     677.1016   60622.1131
   130   12 Mg         0.0026     677.1016   60622.1131
   131   12 Mg         0.0026     677.1016   60622.1131
   132   12 Mg         0.0026     677.1016   60622.1131
   133   12 Mg         0.0026     677.1016   60622.1131
   134   12 Mg         0.0026     677.1016   60622.1130
   135   12 Mg         0.0026     677.1021   60622.1639
   136   12 Mg         0.0026     677.1021   60622.1638
   137   12 Mg         0.0026     677.1021   60622.1638
   138   12 Mg         0.0026     677.1014   60622.0993
   139   12 Mg         0.0026     677.1014   60622.0993
   140   12 Mg         0.0026     677.1014   60622.0993
   141   12 Mg         0.0026     677.1052   60622.4398
   142   12 Mg         0.0026     677.1052   60622.4398
   143   12 Mg         0.0026     677.1052   60622.4398
   144   12 Mg         0.0026     677.1052   60622.4398
   145   12 Mg         0.0026     677.1052   60622.4398
   146   12 Mg         0.0026     677.1052   60622.4398
   147   12 Mg         0.0026     677.1053   60622.4417
   148   12 Mg         0.0025     677.1061   60622.5210
   149   12 Mg         0.0025     677.1061   60622.5209
   150   12 Mg         0.0025     677.1061   60622.5210
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.24339433E-02     -1.52732248
     2   12 Mg  -0.10012127E-02     -0.62827045
     3   12 Mg  -0.99822923E-03     -0.62639830
     4   12 Mg  -0.99823269E-03     -0.62640047
     5   12 Mg  -0.10561164E-02     -0.66272305
     6   12 Mg  -0.10561095E-02     -0.66271874
     7   12 Mg  -0.10012124E-02     -0.62827029
     8   12 Mg  -0.10012103E-02     -0.62826898
     9   12 Mg  -0.10172417E-02     -0.63832882
    10   12 Mg  -0.10172434E-02     -0.63832988
    11   12 Mg  -0.10182528E-02     -0.63896330
    12   12 Mg  -0.10172475E-02     -0.63833247
    13   12 Mg  -0.10172441E-02     -0.63833031
    14   12 Mg  -0.99822927E-03     -0.62639832
    15   12 Mg  -0.10144292E-02     -0.63656395
    16   12 Mg  -0.10144223E-02     -0.63655958
    17   12 Mg  -0.10561148E-02     -0.66272204
    18   12 Mg  -0.10561121E-02     -0.66272038
    19   12 Mg  -0.10182549E-02     -0.63896458
    20   12 Mg  -0.10182603E-02     -0.63896801
    21   12 Mg  -0.10144270E-02     -0.63656255
    22   12 Mg  -0.10561148E-02     -0.66272201
    23   12 Mg  -0.10561181E-02     -0.66272408
    24   12 Mg  -0.10172462E-02     -0.63833164
    25   12 Mg  -0.10172469E-02     -0.63833210
    26   12 Mg  -0.97861106E-03     -0.61408771
    27   12 Mg  -0.97861614E-03     -0.61409090
    28   12 Mg  -0.97861219E-03     -0.61408842
    29   12 Mg  -0.98329894E-03     -0.61702940
    30   12 Mg  -0.98291261E-03     -0.61678697
    31   12 Mg  -0.98291185E-03     -0.61678650
    32   12 Mg  -0.98291155E-03     -0.61678631
    33   12 Mg  -0.98291041E-03     -0.61678559
    34   12 Mg  -0.98291256E-03     -0.61678694
    35   12 Mg  -0.98291149E-03     -0.61678627
    36   12 Mg  -0.10111114E-02     -0.63448199
    37   12 Mg  -0.10111139E-02     -0.63448354
    38   12 Mg  -0.10111154E-02     -0.63448446
    39   12 Mg  -0.10057461E-02     -0.63111524
    40   12 Mg  -0.10057495E-02     -0.63111733
    41   12 Mg  -0.10057498E-02     -0.63111751
    42   12 Mg  -0.10092564E-02     -0.63331796
    43   12 Mg  -0.10092564E-02     -0.63331792
    44   12 Mg  -0.10092617E-02     -0.63332131
    45   12 Mg  -0.10092606E-02     -0.63332061
    46   12 Mg  -0.10092583E-02     -0.63331914
    47   12 Mg  -0.10092630E-02     -0.63332208
    48   12 Mg  -0.10656704E-02     -0.66871825
    49   12 Mg  -0.10656723E-02     -0.66871945
    50   12 Mg  -0.10656705E-02     -0.66871833
    51   12 Mg  -0.98784474E-03     -0.61988194
    52   12 Mg  -0.98784715E-03     -0.61988344
    53   12 Mg  -0.98784358E-03     -0.61988121
    54   12 Mg  -0.98635446E-03     -0.61894677
    55   12 Mg  -0.98635555E-03     -0.61894745
    56   12 Mg  -0.98635325E-03     -0.61894601
    57   12 Mg  -0.99870086E-03     -0.62669425
    58   12 Mg  -0.99870439E-03     -0.62669647
    59   12 Mg  -0.99870676E-03     -0.62669796
    60   12 Mg  -0.10003682E-02     -0.62774053
    61   12 Mg  -0.10003661E-02     -0.62773918
    62   12 Mg  -0.10003646E-02     -0.62773828
    63   12 Mg  -0.10003646E-02     -0.62773825
    64   12 Mg  -0.10003646E-02     -0.62773826
    65   12 Mg  -0.10003659E-02     -0.62773907
    66   12 Mg  -0.10012321E-02     -0.62828263
    67   12 Mg  -0.10012383E-02     -0.62828651
    68   12 Mg  -0.10012358E-02     -0.62828495
    69   12 Mg  -0.99544071E-03     -0.62464848
    70   12 Mg  -0.10051460E-02     -0.63073864
    71   12 Mg  -0.10051463E-02     -0.63073884
    72   12 Mg  -0.10051473E-02     -0.63073946
    73   12 Mg  -0.10051449E-02     -0.63073792
    74   12 Mg  -0.10051450E-02     -0.63073804
    75   12 Mg  -0.10051436E-02     -0.63073714
    76   12 Mg  -0.99410493E-03     -0.62381026
    77   12 Mg  -0.10010248E-02     -0.62815257
    78   12 Mg  -0.10010201E-02     -0.62814959
    79   12 Mg  -0.99013292E-03     -0.62131779
    80   12 Mg  -0.99013409E-03     -0.62131852
    81   12 Mg  -0.99013397E-03     -0.62131845
    82   12 Mg  -0.99013741E-03     -0.62132061
    83   12 Mg  -0.99249575E-03     -0.62280049
    84   12 Mg  -0.10009111E-02     -0.62808120
    85   12 Mg  -0.10009067E-02     -0.62807843
    86   12 Mg  -0.99013276E-03     -0.62131769
    87   12 Mg  -0.99013487E-03     -0.62131901
    88   12 Mg  -0.99710079E-03     -0.62569020
    89   12 Mg  -0.99710233E-03     -0.62569116
    90   12 Mg  -0.99932287E-03     -0.62708457
    91   12 Mg  -0.10010177E-02     -0.62814807
    92   12 Mg  -0.10009035E-02     -0.62807641
    93   12 Mg  -0.10009127E-02     -0.62808221
    94   12 Mg  -0.99932220E-03     -0.62708415
    95   12 Mg  -0.99933004E-03     -0.62708907
    96   12 Mg  -0.10009094E-02     -0.62808016
    97   12 Mg  -0.10009082E-02     -0.62807935
    98   12 Mg  -0.99410042E-03     -0.62380743
    99   12 Mg  -0.99410292E-03     -0.62380900
   100   12 Mg  -0.99710687E-03     -0.62569401
   101   12 Mg  -0.10051440E-02     -0.63073739
   102   12 Mg  -0.10051443E-02     -0.63073759
   103   12 Mg  -0.10051453E-02     -0.63073822
   104   12 Mg  -0.10051429E-02     -0.63073667
   105   12 Mg  -0.10051431E-02     -0.63073679
   106   12 Mg  -0.10051416E-02     -0.63073589
   107   12 Mg  -0.99544061E-03     -0.62464841
   108   12 Mg  -0.10012282E-02     -0.62828016
   109   12 Mg  -0.10012344E-02     -0.62828404
   110   12 Mg  -0.10012319E-02     -0.62828249
   111   12 Mg  -0.10003643E-02     -0.62773806
   112   12 Mg  -0.10003621E-02     -0.62773671
   113   12 Mg  -0.10003607E-02     -0.62773581
   114   12 Mg  -0.10003606E-02     -0.62773578
   115   12 Mg  -0.10003607E-02     -0.62773579
   116   12 Mg  -0.10003619E-02     -0.62773660
   117   12 Mg  -0.99870056E-03     -0.62669407
   118   12 Mg  -0.99870410E-03     -0.62669628
   119   12 Mg  -0.99870647E-03     -0.62669777
   120   12 Mg  -0.98634878E-03     -0.61894320
   121   12 Mg  -0.98634987E-03     -0.61894389
   122   12 Mg  -0.98634757E-03     -0.61894244
   123   12 Mg  -0.98784052E-03     -0.61987929
   124   12 Mg  -0.98784292E-03     -0.61988079
   125   12 Mg  -0.98783936E-03     -0.61987856
   126   12 Mg  -0.10656702E-02     -0.66871813
   127   12 Mg  -0.10656721E-02     -0.66871933
   128   12 Mg  -0.10656703E-02     -0.66871821
   129   12 Mg  -0.10092564E-02     -0.63331794
   130   12 Mg  -0.10092563E-02     -0.63331790
   131   12 Mg  -0.10092617E-02     -0.63332128
   132   12 Mg  -0.10092606E-02     -0.63332058
   133   12 Mg  -0.10092582E-02     -0.63331911
   134   12 Mg  -0.10092629E-02     -0.63332205
   135   12 Mg  -0.10057461E-02     -0.63111520
