-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0086    5687.4036 1760145.9771
    64   12 Mg         0.0031     677.0801   60620.1854
    65   12 Mg         0.0031     677.0801   60620.1853
    66   12 Mg         0.0031     677.0799   60620.1721
    67   12 Mg         0.0031     677.0799   60620.1720
    68   12 Mg         0.0031     677.0799   60620.1720
    69   12 Mg         0.0031     677.0808   60620.2546
    70   12 Mg         0.0031     677.0791   60620.0978
    71   12 Mg         0.0031     677.0791   60620.0978
    72   12 Mg         0.0031     677.0791   60620.0978
    73   12 Mg         0.0031     677.0791   60620.0979
    74   12 Mg         0.0031     677.0791   60620.0979
    75   12 Mg         0.0031     677.0791   60620.0979
    76   12 Mg         0.0031     677.0810   60620.2744
    77   12 Mg         0.0031     677.0798   60620.1608
    78   12 Mg         0.0031     677.0798   60620.1609
    79   12 Mg         0.0031     677.0817   60620.3286
    80   12 Mg         0.0031     677.0817   60620.3286
    81   12 Mg         0.0031     677.0817   60620.3286
    82   12 Mg         0.0031     677.0817   60620.3286
    83   12 Mg         0.0031     677.0812   60620.2848
    84   12 Mg         0.0031     677.0798   60620.1647
    85   12 Mg         0.0031     677.0798   60620.1648
    86   12 Mg         0.0031     677.0817   60620.3286
    87   12 Mg         0.0031     677.0817   60620.3286
    88   12 Mg         0.0031     677.0805   60620.2219
    89   12 Mg         0.0031     677.0805   60620.2219
    90   12 Mg         0.0031     677.0801   60620.1908
    91   12 Mg         0.0031     677.0798   60620.1609
    92   12 Mg         0.0031     677.0798   60620.1648
    93   12 Mg         0.0031     677.0798   60620.1647
    94   12 Mg         0.0031     677.0801   60620.1908
    95   12 Mg         0.0031     677.0801   60620.1907
    96   12 Mg         0.0031     677.0798   60620.1647
    97   12 Mg         0.0031     677.0798   60620.1647
    98   12 Mg         0.0031     677.0810   60620.2745
    99   12 Mg         0.0031     677.0810   60620.2744
   100   12 Mg         0.0031     677.0805   60620.2218
   101   12 Mg         0.0031     677.0791   60620.0979
   102   12 Mg         0.0031     677.0791   60620.0979
   103   12 Mg         0.0031     677.0791   60620.0979
   104   12 Mg         0.0031     677.0791   60620.0979
   105   12 Mg         0.0031     677.0791   60620.0979
   106   12 Mg         0.0031     677.0791   60620.0979
   107   12 Mg         0.0031     677.0808   60620.2546
   108   12 Mg         0.0031     677.0799   60620.1722
   109   12 Mg         0.0031     677.0799   60620.1721
   110   12 Mg         0.0031     677.0799   60620.1721
   111   12 Mg         0.0031     677.0801   60620.1854
   112   12 Mg         0.0031     677.0801   60620.1854
   113   12 Mg         0.0031     677.0801   60620.1854
   114   12 Mg         0.0031     677.0801   60620.1854
   115   12 Mg         0.0031     677.0801   60620.1854
   116   12 Mg         0.0031     677.0801   60620.1854
   117   12 Mg         0.0031     677.0803   60620.2045
   118   12 Mg         0.0031     677.0803   60620.2045
   119   12 Mg         0.0031     677.0803   60620.2045
   120   12 Mg         0.0030     677.0823   60620.3830
   121   12 Mg         0.0030     677.0823   60620.3830
   122   12 Mg         0.0030     677.0823   60620.3830
   123   12 Mg         0.0030     677.0820   60620.3619
   124   12 Mg         0.0030     677.0820   60620.3619
   125   12 Mg         0.0030     677.0820   60620.3620
   126   12 Mg         0.0034     677.0652   60618.8557
   127   12 Mg         0.0034     677.0652   60618.8557
   128   12 Mg         0.0034     677.0652   60618.8557
   129   12 Mg         0.0031     677.0790   60620.0895
   130   12 Mg         0.0031     677.0790   60620.0895
   131   12 Mg         0.0031     677.0790   60620.0895
   132   12 Mg         0.0031     677.0790   60620.0895
   133   12 Mg         0.0031     677.0790   60620.0895
   134   12 Mg         0.0031     677.0790   60620.0894
   135   12 Mg         0.0031     677.0790   60620.0947
   136   12 Mg         0.0031     677.0790   60620.0947
   137   12 Mg         0.0031     677.0790   60620.0947
   138   12 Mg         0.0031     677.0782   60620.0177
   139   12 Mg         0.0031     677.0782   60620.0177
   140   12 Mg         0.0031     677.0782   60620.0176
   141   12 Mg         0.0030     677.0828   60620.4315
   142   12 Mg         0.0030     677.0828   60620.4315
   143   12 Mg         0.0030     677.0828   60620.4315
   144   12 Mg         0.0030     677.0828   60620.4316
   145   12 Mg         0.0030     677.0828   60620.4315
   146   12 Mg         0.0030     677.0828   60620.4315
   147   12 Mg         0.0030     677.0828   60620.4283
   148   12 Mg         0.0030     677.0846   60620.5889
   149   12 Mg         0.0030     677.0846   60620.5888
   150   12 Mg         0.0030     677.0846   60620.5889
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.28157333E-02     -1.76689932
     2   12 Mg  -0.11573542E-02     -0.72625075
     3   12 Mg  -0.11539033E-02     -0.72408528
     4   12 Mg  -0.11539073E-02     -0.72408779
     5   12 Mg  -0.12209457E-02     -0.76615500
     6   12 Mg  -0.12209378E-02     -0.76615003
     7   12 Mg  -0.11573539E-02     -0.72625056
     8   12 Mg  -0.11573515E-02     -0.72624905
     9   12 Mg  -0.11758727E-02     -0.73787128
    10   12 Mg  -0.11758747E-02     -0.73787251
    11   12 Mg  -0.11770494E-02     -0.73860967
    12   12 Mg  -0.11758795E-02     -0.73787551
    13   12 Mg  -0.11758755E-02     -0.73787301
    14   12 Mg  -0.11539034E-02     -0.72408530
    15   12 Mg  -0.11726373E-02     -0.73584104
    16   12 Mg  -0.11726293E-02     -0.73583598
    17   12 Mg  -0.12209439E-02     -0.76615385
    18   12 Mg  -0.12209408E-02     -0.76615192
    19   12 Mg  -0.11770518E-02     -0.73861114
    20   12 Mg  -0.11770581E-02     -0.73861511
    21   12 Mg  -0.11726347E-02     -0.73583941
    22   12 Mg  -0.12209438E-02     -0.76615382
    23   12 Mg  -0.12209476E-02     -0.76615621
    24   12 Mg  -0.11758779E-02     -0.73787455
    25   12 Mg  -0.11758788E-02     -0.73787508
    26   12 Mg  -0.11312478E-02     -0.70986869
    27   12 Mg  -0.11312537E-02     -0.70987238
    28   12 Mg  -0.11312491E-02     -0.70986951
    29   12 Mg  -0.11365978E-02     -0.71322589
    30   12 Mg  -0.11361532E-02     -0.71294691
    31   12 Mg  -0.11361523E-02     -0.71294636
    32   12 Mg  -0.11361520E-02     -0.71294614
    33   12 Mg  -0.11361507E-02     -0.71294531
    34   12 Mg  -0.11361532E-02     -0.71294687
    35   12 Mg  -0.11361519E-02     -0.71294610
    36   12 Mg  -0.11687855E-02     -0.73342397
    37   12 Mg  -0.11687883E-02     -0.73342576
    38   12 Mg  -0.11687901E-02     -0.73342683
    39   12 Mg  -0.11625912E-02     -0.72953699
    40   12 Mg  -0.11625951E-02     -0.72953941
    41   12 Mg  -0.11625954E-02     -0.72953962
    42   12 Mg  -0.11666638E-02     -0.73209260
    43   12 Mg  -0.11666638E-02     -0.73209256
    44   12 Mg  -0.11666700E-02     -0.73209648
    45   12 Mg  -0.11666687E-02     -0.73209566
    46   12 Mg  -0.11666660E-02     -0.73209396
    47   12 Mg  -0.11666714E-02     -0.73209736
    48   12 Mg  -0.12319950E-02     -0.77308854
    49   12 Mg  -0.12319972E-02     -0.77308994
    50   12 Mg  -0.12319952E-02     -0.77308864
    51   12 Mg  -0.11418890E-02     -0.71654617
    52   12 Mg  -0.11418918E-02     -0.71654791
    53   12 Mg  -0.11418877E-02     -0.71654533
    54   12 Mg  -0.11401521E-02     -0.71545623
    55   12 Mg  -0.11401533E-02     -0.71545702
    56   12 Mg  -0.11401507E-02     -0.71545535
    57   12 Mg  -0.11544495E-02     -0.72442798
    58   12 Mg  -0.11544536E-02     -0.72443054
    59   12 Mg  -0.11544563E-02     -0.72443227
    60   12 Mg  -0.11563806E-02     -0.72563977
    61   12 Mg  -0.11563781E-02     -0.72563820
    62   12 Mg  -0.11563764E-02     -0.72563716
    63   12 Mg  -0.11563764E-02     -0.72563713
    64   12 Mg  -0.11563764E-02     -0.72563714
    65   12 Mg  -0.11563779E-02     -0.72563807
    66   12 Mg  -0.11573648E-02     -0.72625735
    67   12 Mg  -0.11573719E-02     -0.72626184
    68   12 Mg  -0.11573690E-02     -0.72626004
    69   12 Mg  -0.11506541E-02     -0.72204637
    70   12 Mg  -0.11618914E-02     -0.72909787
    71   12 Mg  -0.11618918E-02     -0.72909810
    72   12 Mg  -0.11618929E-02     -0.72909883
    73   12 Mg  -0.11618901E-02     -0.72909704
    74   12 Mg  -0.11618903E-02     -0.72909718
    75   12 Mg  -0.11618886E-02     -0.72909613
    76   12 Mg  -0.11491015E-02     -0.72107209
    77   12 Mg  -0.11571473E-02     -0.72612089
    78   12 Mg  -0.11571418E-02     -0.72611743
    79   12 Mg  -0.11445080E-02     -0.71818962
    80   12 Mg  -0.11445094E-02     -0.71819047
    81   12 Mg  -0.11445092E-02     -0.71819039
    82   12 Mg  -0.11445132E-02     -0.71819288
    83   12 Mg  -0.11472492E-02     -0.71990971
    84   12 Mg  -0.11569978E-02     -0.72602707
    85   12 Mg  -0.11569927E-02     -0.72602387
    86   12 Mg  -0.11445078E-02     -0.71818951
    87   12 Mg  -0.11445103E-02     -0.71819104
    88   12 Mg  -0.11526012E-02     -0.72326816
    89   12 Mg  -0.11526030E-02     -0.72326927
    90   12 Mg  -0.11551447E-02     -0.72486422
    91   12 Mg  -0.11571390E-02     -0.72611567
    92   12 Mg  -0.11569890E-02     -0.72602153
    93   12 Mg  -0.11569996E-02     -0.72602824
    94   12 Mg  -0.11551439E-02     -0.72486373
    95   12 Mg  -0.11551530E-02     -0.72486943
    96   12 Mg  -0.11569959E-02     -0.72602587
    97   12 Mg  -0.11569944E-02     -0.72602493
    98   12 Mg  -0.11490963E-02     -0.72106881
    99   12 Mg  -0.11490992E-02     -0.72107063
   100   12 Mg  -0.11526082E-02     -0.72327257
   101   12 Mg  -0.11618891E-02     -0.72909643
   102   12 Mg  -0.11618895E-02     -0.72909666
   103   12 Mg  -0.11618906E-02     -0.72909738
   104   12 Mg  -0.11618878E-02     -0.72909559
   105   12 Mg  -0.11618880E-02     -0.72909573
   106   12 Mg  -0.11618863E-02     -0.72909469
   107   12 Mg  -0.11506540E-02     -0.72204630
   108   12 Mg  -0.11573602E-02     -0.72625449
   109   12 Mg  -0.11573674E-02     -0.72625899
   110   12 Mg  -0.11573645E-02     -0.72625719
   111   12 Mg  -0.11563760E-02     -0.72563691
   112   12 Mg  -0.11563735E-02     -0.72563534
   113   12 Mg  -0.11563719E-02     -0.72563430
   114   12 Mg  -0.11563718E-02     -0.72563427
   115   12 Mg  -0.11563718E-02     -0.72563428
   116   12 Mg  -0.11563733E-02     -0.72563521
   117   12 Mg  -0.11544491E-02     -0.72442776
   118   12 Mg  -0.11544532E-02     -0.72443033
   119   12 Mg  -0.11544560E-02     -0.72443206
   120   12 Mg  -0.11401455E-02     -0.71545210
   121   12 Mg  -0.11401468E-02     -0.71545290
   122   12 Mg  -0.11401441E-02     -0.71545123
   123   12 Mg  -0.11418841E-02     -0.71654310
   124   12 Mg  -0.11418869E-02     -0.71654485
   125   12 Mg  -0.11418828E-02     -0.71654226
   126   12 Mg  -0.12319948E-02     -0.77308839
   127   12 Mg  -0.12319970E-02     -0.77308979
   128   12 Mg  -0.12319949E-02     -0.77308850
   129   12 Mg  -0.11666638E-02     -0.73209257
   130   12 Mg  -0.11666637E-02     -0.73209253
   131   12 Mg  -0.11666699E-02     -0.73209644
   132   12 Mg  -0.11666687E-02     -0.73209563
   133   12 Mg  -0.11666659E-02     -0.73209393
   134   12 Mg  -0.11666714E-02     -0.73209733
   135   12 Mg  -0.11625911E-02     -0.72953695
   136   12 Mg  -0.11625950E-02     -0.72953938
   137   12 Mg  -0.11625953E-02     -0.72953958
   138   12 Mg  -0.11687855E-02     -0.73342395
   139   12 Mg  -0.11687883E-02     -0.73342575
   140   12 Mg  -0.11687900E-02     -0.73342682
   141   12 Mg  -0.11361554E-02     -0.71294826
   142   12 Mg  -0.11361545E-02     -0.71294771
   143   12 Mg  -0.11361542E-02     -0.71294749
   144   12 Mg  -0.11361528E-02     -0.71294666
   145   12 Mg  -0.11361553E-02     -0.71294822
   146   12 Mg  -0.11361541E-02     -0.71294745
   147   12 Mg  -0.11365982E-02     -0.71322615
   148   12 Mg  -0.11312497E-02     -0.70986989
   149   12 Mg  -0.11312556E-02     -0.70987359
   150   12 Mg  -0.11312510E-02     -0.70987071
--------------------------------------------------

Dispersion energy:      -1.7573617492648E-01 Eh

[Info] Dispersion energy written to .EDISP
