-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0738    5662.1137 1752319.2324
    93   12 Mg         0.0202     676.2204   60543.2196
    94   12 Mg         0.0201     676.2234   60543.4873
    95   12 Mg         0.0201     676.2234   60543.4861
    96   12 Mg         0.0202     676.2204   60543.2201
    97   12 Mg         0.0202     676.2204   60543.2203
    98   12 Mg         0.0200     676.2323   60544.2882
    99   12 Mg         0.0200     676.2323   60544.2879
   100   12 Mg         0.0201     676.2268   60543.7912
   101   12 Mg         0.0204     676.2113   60542.4009
   102   12 Mg         0.0204     676.2113   60542.4009
   103   12 Mg         0.0204     676.2113   60542.4007
   104   12 Mg         0.0204     676.2113   60542.4011
   105   12 Mg         0.0204     676.2113   60542.4011
   106   12 Mg         0.0204     676.2113   60542.4013
   107   12 Mg         0.0200     676.2325   60544.3004
   108   12 Mg         0.0202     676.2217   60543.3353
   109   12 Mg         0.0202     676.2217   60543.3344
   110   12 Mg         0.0202     676.2217   60543.3347
   111   12 Mg         0.0202     676.2206   60543.2354
   112   12 Mg         0.0202     676.2206   60543.2357
   113   12 Mg         0.0202     676.2206   60543.2360
   114   12 Mg         0.0202     676.2206   60543.2360
   115   12 Mg         0.0202     676.2206   60543.2359
   116   12 Mg         0.0202     676.2206   60543.2358
   117   12 Mg         0.0201     676.2257   60543.6915
   118   12 Mg         0.0201     676.2257   60543.6910
   119   12 Mg         0.0201     676.2257   60543.6906
   120   12 Mg         0.0197     676.2441   60545.3397
   121   12 Mg         0.0197     676.2441   60545.3395
   122   12 Mg         0.0197     676.2441   60545.3398
   123   12 Mg         0.0198     676.2413   60545.0889
   124   12 Mg         0.0198     676.2413   60545.0885
   125   12 Mg         0.0198     676.2413   60545.0891
   126   12 Mg         0.0239     676.0218   60525.4349
   127   12 Mg         0.0239     676.0218   60525.4348
   128   12 Mg         0.0239     676.0218   60525.4352
   129   12 Mg         0.0204     676.2072   60542.0345
   130   12 Mg         0.0204     676.2072   60542.0345
   131   12 Mg         0.0204     676.2072   60542.0337
   132   12 Mg         0.0204     676.2072   60542.0338
   133   12 Mg         0.0204     676.2072   60542.0342
   134   12 Mg         0.0204     676.2072   60542.0335
   135   12 Mg         0.0203     676.2125   60542.5085
   136   12 Mg         0.0203     676.2125   60542.5080
   137   12 Mg         0.0203     676.2125   60542.5079
   138   12 Mg         0.0205     676.2043   60541.7738
   139   12 Mg         0.0205     676.2043   60541.7734
   140   12 Mg         0.0205     676.2042   60541.7732
   141   12 Mg         0.0196     676.2510   60545.9627
   142   12 Mg         0.0196     676.2510   60545.9628
   143   12 Mg         0.0196     676.2510   60545.9629
   144   12 Mg         0.0196     676.2510   60545.9630
   145   12 Mg         0.0196     676.2510   60545.9627
   146   12 Mg         0.0196     676.2510   60545.9629
   147   12 Mg         0.0196     676.2495   60545.8237
   148   12 Mg         0.0193     676.2656   60547.2670
   149   12 Mg         0.0193     676.2656   60547.2662
   150   12 Mg         0.0193     676.2656   60547.2668
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.10752994E-01     -6.74760572
     2   12 Mg  -0.49182680E-02     -3.08625975
     3   12 Mg  -0.49058589E-02     -3.07847295
     4   12 Mg  -0.49058745E-02     -3.07848270
     5   12 Mg  -0.50737281E-02     -3.18381246
     6   12 Mg  -0.50737000E-02     -3.18379482
     7   12 Mg  -0.49182669E-02     -3.08625910
     8   12 Mg  -0.49182577E-02     -3.08625327
     9   12 Mg  -0.49832137E-02     -3.12701379
    10   12 Mg  -0.49832214E-02     -3.12701861
    11   12 Mg  -0.49921541E-02     -3.13262398
    12   12 Mg  -0.49832402E-02     -3.12703044
    13   12 Mg  -0.49832242E-02     -3.12702043
    14   12 Mg  -0.49058591E-02     -3.07847307
    15   12 Mg  -0.49770064E-02     -3.12311867
    16   12 Mg  -0.49769755E-02     -3.12309930
    17   12 Mg  -0.50737242E-02     -3.18381002
    18   12 Mg  -0.50737124E-02     -3.18380262
    19   12 Mg  -0.49921628E-02     -3.13262943
    20   12 Mg  -0.49921865E-02     -3.13264434
    21   12 Mg  -0.49769966E-02     -3.12311251
    22   12 Mg  -0.50737240E-02     -3.18380990
    23   12 Mg  -0.50737373E-02     -3.18381822
    24   12 Mg  -0.49832347E-02     -3.12702698
    25   12 Mg  -0.49832363E-02     -3.12702796
    26   12 Mg  -0.48288438E-02     -3.03014522
    27   12 Mg  -0.48288662E-02     -3.03015931
    28   12 Mg  -0.48288486E-02     -3.03014825
    29   12 Mg  -0.48390333E-02     -3.03653925
    30   12 Mg  -0.48378077E-02     -3.03577016
    31   12 Mg  -0.48378042E-02     -3.03576799
    32   12 Mg  -0.48378031E-02     -3.03576730
    33   12 Mg  -0.48377978E-02     -3.03576395
    34   12 Mg  -0.48378074E-02     -3.03577000
    35   12 Mg  -0.48378026E-02     -3.03576697
    36   12 Mg  -0.49629706E-02     -3.11431105
    37   12 Mg  -0.49629816E-02     -3.11431795
    38   12 Mg  -0.49629884E-02     -3.11432223
    39   12 Mg  -0.49386108E-02     -3.09902507
    40   12 Mg  -0.49386255E-02     -3.09903428
    41   12 Mg  -0.49386268E-02     -3.09903514
    42   12 Mg  -0.49540105E-02     -3.10868850
    43   12 Mg  -0.49540095E-02     -3.10868790
    44   12 Mg  -0.49540336E-02     -3.10870302
    45   12 Mg  -0.49540281E-02     -3.10869959
    46   12 Mg  -0.49540183E-02     -3.10869342
    47   12 Mg  -0.49540389E-02     -3.10870637
    48   12 Mg  -0.51129616E-02     -3.20843186
    49   12 Mg  -0.51129723E-02     -3.20843858
    50   12 Mg  -0.51129653E-02     -3.20843419
    51   12 Mg  -0.48586860E-02     -3.04887148
    52   12 Mg  -0.48586966E-02     -3.04887817
    53   12 Mg  -0.48586808E-02     -3.04886822
    54   12 Mg  -0.48526897E-02     -3.04510875
    55   12 Mg  -0.48526945E-02     -3.04511177
    56   12 Mg  -0.48526843E-02     -3.04510536
    57   12 Mg  -0.49085971E-02     -3.08019119
    58   12 Mg  -0.49086129E-02     -3.08020110
    59   12 Mg  -0.49086235E-02     -3.08020773
    60   12 Mg  -0.49146990E-02     -3.08402020
    61   12 Mg  -0.49146893E-02     -3.08401411
    62   12 Mg  -0.49146831E-02     -3.08401021
    63   12 Mg  -0.49146830E-02     -3.08401014
    64   12 Mg  -0.49146828E-02     -3.08401002
    65   12 Mg  -0.49146887E-02     -3.08401374
    66   12 Mg  -0.49200341E-02     -3.08736802
    67   12 Mg  -0.49200619E-02     -3.08738542
    68   12 Mg  -0.49200508E-02     -3.08737848
    69   12 Mg  -0.48951773E-02     -3.07177011
    70   12 Mg  -0.49325355E-02     -3.09521276
    71   12 Mg  -0.49325371E-02     -3.09521373
    72   12 Mg  -0.49325413E-02     -3.09521640
    73   12 Mg  -0.49325307E-02     -3.09520972
    74   12 Mg  -0.49325311E-02     -3.09521000
    75   12 Mg  -0.49325249E-02     -3.09520610
    76   12 Mg  -0.48876542E-02     -3.06704933
    77   12 Mg  -0.49172529E-02     -3.08562277
    78   12 Mg  -0.49172318E-02     -3.08560957
    79   12 Mg  -0.48699420E-02     -3.05593475
    80   12 Mg  -0.48699473E-02     -3.05593806
    81   12 Mg  -0.48699466E-02     -3.05593763
    82   12 Mg  -0.48699619E-02     -3.05594724
    83   12 Mg  -0.48795011E-02     -3.06193318
    84   12 Mg  -0.49171662E-02     -3.08556835
    85   12 Mg  -0.49171473E-02     -3.08555649
    86   12 Mg  -0.48699412E-02     -3.05593427
    87   12 Mg  -0.48699505E-02     -3.05594009
    88   12 Mg  -0.49005423E-02     -3.07513670
    89   12 Mg  -0.49005496E-02     -3.07514128
    90   12 Mg  -0.49105109E-02     -3.08139213
    91   12 Mg  -0.49172208E-02     -3.08560265
    92   12 Mg  -0.49171326E-02     -3.08554726
    93   12 Mg  -0.49171736E-02     -3.08557304
    94   12 Mg  -0.49105082E-02     -3.08139043
    95   12 Mg  -0.49105429E-02     -3.08141222
    96   12 Mg  -0.49171593E-02     -3.08556402
    97   12 Mg  -0.49171533E-02     -3.08556028
    98   12 Mg  -0.48876340E-02     -3.06703664
    99   12 Mg  -0.48876454E-02     -3.06704377
   100   12 Mg  -0.49005694E-02     -3.07515372
   101   12 Mg  -0.49325264E-02     -3.09520707
   102   12 Mg  -0.49325280E-02     -3.09520804
   103   12 Mg  -0.49325322E-02     -3.09521071
   104   12 Mg  -0.49325216E-02     -3.09520403
   105   12 Mg  -0.49325220E-02     -3.09520432
   106   12 Mg  -0.49325158E-02     -3.09520041
   107   12 Mg  -0.48951767E-02     -3.07176978
   108   12 Mg  -0.49200169E-02     -3.08735723
   109   12 Mg  -0.49200447E-02     -3.08737464
   110   12 Mg  -0.49200336E-02     -3.08736769
   111   12 Mg  -0.49146816E-02     -3.08400924
   112   12 Mg  -0.49146719E-02     -3.08400315
   113   12 Mg  -0.49146656E-02     -3.08399925
   114   12 Mg  -0.49146655E-02     -3.08399919
   115   12 Mg  -0.49146653E-02     -3.08399907
   116   12 Mg  -0.49146713E-02     -3.08400279
   117   12 Mg  -0.49085957E-02     -3.08019028
   118   12 Mg  -0.49086114E-02     -3.08020019
   119   12 Mg  -0.49086220E-02     -3.08020682
   120   12 Mg  -0.48526642E-02     -3.04509278
   121   12 Mg  -0.48526691E-02     -3.04509581
   122   12 Mg  -0.48526588E-02     -3.04508940
   123   12 Mg  -0.48586672E-02     -3.04885972
   124   12 Mg  -0.48586779E-02     -3.04886641
   125   12 Mg  -0.48586620E-02     -3.04885646
   126   12 Mg  -0.51129608E-02     -3.20843133
   127   12 Mg  -0.51129715E-02     -3.20843806
   128   12 Mg  -0.51129645E-02     -3.20843366
   129   12 Mg  -0.49540104E-02     -3.10868845
   130   12 Mg  -0.49540094E-02     -3.10868785
   131   12 Mg  -0.49540335E-02     -3.10870297
   132   12 Mg  -0.49540281E-02     -3.10869954
   133   12 Mg  -0.49540182E-02     -3.10869337
   134   12 Mg  -0.49540389E-02     -3.10870632
   135   12 Mg  -0.49386106E-02     -3.09902491
   136   12 Mg  -0.49386252E-02     -3.09903412
   137   12 Mg  -0.49386266E-02     -3.09903498
   138   12 Mg  -0.49629705E-02     -3.11431098
   139   12 Mg  -0.49629815E-02     -3.11431788
   140   12 Mg  -0.49629883E-02     -3.11432216
   141   12 Mg  -0.48378158E-02     -3.03577524
   142   12 Mg  -0.48378123E-02     -3.03577306
   143   12 Mg  -0.48378112E-02     -3.03577237
   144   12 Mg  -0.48378059E-02     -3.03576902
   145   12 Mg  -0.48378155E-02     -3.03577508
   146   12 Mg  -0.48378107E-02     -3.03577204
   147   12 Mg  -0.48390347E-02     -3.03654014
   148   12 Mg  -0.48288514E-02     -3.03014998
   149   12 Mg  -0.48288738E-02     -3.03016407
   150   12 Mg  -0.48288562E-02     -3.03015301
--------------------------------------------------

Dispersion energy:      -7.4436200845944E-01 Eh

[Info] Dispersion energy written to .EDISP
