-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0419    5675.9943 1756615.0307
     2   12 Mg         0.0123     676.6281   60579.7201
     3   12 Mg         0.0123     676.6317   60580.0466
     4   12 Mg         0.0123     676.6317   60580.0463
     5   12 Mg         0.0141     676.5413   60571.9519
     6   12 Mg         0.0141     676.5413   60571.9525
     7   12 Mg         0.0123     676.6281   60579.7201
     8   12 Mg         0.0123     676.6281   60579.7203
     9   12 Mg         0.0126     676.6130   60578.3651
    10   12 Mg         0.0126     676.6130   60578.3650
    11   12 Mg         0.0126     676.6143   60578.4868
    12   12 Mg         0.0126     676.6129   60578.3647
    13   12 Mg         0.0126     676.6129   60578.3649
    14   12 Mg         0.0123     676.6317   60580.0466
    15   12 Mg         0.0126     676.6175   60578.7720
    16   12 Mg         0.0126     676.6175   60578.7725
    17   12 Mg         0.0141     676.5413   60571.9521
    18   12 Mg         0.0141     676.5413   60571.9523
    19   12 Mg         0.0126     676.6143   60578.4867
    20   12 Mg         0.0126     676.6143   60578.4862
    21   12 Mg         0.0126     676.6175   60578.7722
    22   12 Mg         0.0141     676.5413   60571.9521
    23   12 Mg         0.0141     676.5413   60571.9518
    24   12 Mg         0.0126     676.6129   60578.3648
    25   12 Mg         0.0126     676.6129   60578.3647
    26   12 Mg         0.0119     676.6527   60581.9214
    27   12 Mg         0.0119     676.6527   60581.9210
    28   12 Mg         0.0119     676.6527   60581.9213
    29   12 Mg         0.0120     676.6446   60581.1957
    30   12 Mg         0.0120     676.6455   60581.2754
    31   12 Mg         0.0120     676.6455   60581.2755
    32   12 Mg         0.0120     676.6455   60581.2755
    33   12 Mg         0.0120     676.6455   60581.2756
    34   12 Mg         0.0120     676.6455   60581.2754
    35   12 Mg         0.0120     676.6455   60581.2755
    36   12 Mg         0.0125     676.6209   60579.0728
    37   12 Mg         0.0125     676.6209   60579.0726
    38   12 Mg         0.0125     676.6209   60579.0725
    39   12 Mg         0.0124     676.6246   60579.4097
    40   12 Mg         0.0124     676.6246   60579.4094
    41   12 Mg         0.0124     676.6246   60579.4094
    42   12 Mg         0.0125     676.6221   60579.1871
    43   12 Mg         0.0125     676.6221   60579.1871
    44   12 Mg         0.0125     676.6221   60579.1867
    45   12 Mg         0.0125     676.6221   60579.1868
    46   12 Mg         0.0125     676.6221   60579.1870
    47   12 Mg         0.0125     676.6221   60579.1866
    48   12 Mg         0.0143     676.5303   60570.9676
    49   12 Mg         0.0143     676.5303   60570.9675
    50   12 Mg         0.0143     676.5303   60570.9677
    51   12 Mg         0.0121     676.6401   60580.7996
    52   12 Mg         0.0121     676.6401   60580.7994
    53   12 Mg         0.0121     676.6401   60580.7997
    54   12 Mg         0.0121     676.6417   60580.9358
    55   12 Mg         0.0121     676.6417   60580.9357
    56   12 Mg         0.0121     676.6417   60580.9359
    57   12 Mg         0.0123     676.6317   60580.0413
    58   12 Mg         0.0123     676.6317   60580.0410
    59   12 Mg         0.0123     676.6317   60580.0408
    60   12 Mg         0.0123     676.6290   60579.8056
    61   12 Mg         0.0123     676.6290   60579.8058
    62   12 Mg         0.0123     676.6290   60579.8059
    63   12 Mg         0.0123     676.6290   60579.8059
    64   12 Mg         0.0123     676.6290   60579.8059
    65   12 Mg         0.0123     676.6290   60579.8058
    66   12 Mg         0.0123     676.6293   60579.8311
    67   12 Mg         0.0123     676.6293   60579.8306
    68   12 Mg         0.0123     676.6293   60579.8308
    69   12 Mg         0.0122     676.6352   60580.3600
    70   12 Mg         0.0124     676.6240   60579.3551
    71   12 Mg         0.0124     676.6240   60579.3551
    72   12 Mg         0.0124     676.6240   60579.3550
    73   12 Mg         0.0124     676.6240   60579.3552
    74   12 Mg         0.0124     676.6240   60579.3552
    75   12 Mg         0.0124     676.6240   60579.3553
    76   12 Mg         0.0122     676.6352   60580.3572
    77   12 Mg         0.0123     676.6286   60579.7663
    78   12 Mg         0.0123     676.6286   60579.7667
    79   12 Mg         0.0121     676.6387   60580.6681
    80   12 Mg         0.0121     676.6387   60580.6680
    81   12 Mg         0.0121     676.6387   60580.6680
    82   12 Mg         0.0121     676.6387   60580.6677
    83   12 Mg         0.0122     676.6359   60580.4192
    84   12 Mg         0.0123     676.6290   60579.7989
    85   12 Mg         0.0123     676.6290   60579.7993
    86   12 Mg         0.0121     676.6387   60580.6681
    87   12 Mg         0.0121     676.6387   60580.6679
    88   12 Mg         0.0123     676.6324   60580.1032
    89   12 Mg         0.0123     676.6324   60580.1031
    90   12 Mg         0.0123     676.6305   60579.9380
    91   12 Mg         0.0123     676.6286   60579.7668
    92   12 Mg         0.0123     676.6290   60579.7995
    93   12 Mg         0.0123     676.6290   60579.7988
    94   12 Mg         0.0123     676.6305   60579.9381
    95   12 Mg         0.0123     676.6305   60579.9375
    96   12 Mg         0.0123     676.6290   60579.7990
    97   12 Mg         0.0123     676.6290   60579.7991
    98   12 Mg         0.0122     676.6352   60580.3576
    99   12 Mg         0.0122     676.6352   60580.3574
   100   12 Mg         0.0123     676.6324   60580.1027
   101   12 Mg         0.0124     676.6240   60579.3553
   102   12 Mg         0.0124     676.6240   60579.3553
   103   12 Mg         0.0124     676.6240   60579.3552
   104   12 Mg         0.0124     676.6240   60579.3554
   105   12 Mg         0.0124     676.6240   60579.3554
   106   12 Mg         0.0124     676.6240   60579.3555
   107   12 Mg         0.0122     676.6352   60580.3600
   108   12 Mg         0.0123     676.6293   60579.8314
   109   12 Mg         0.0123     676.6293   60579.8309
   110   12 Mg         0.0123     676.6293   60579.8311
   111   12 Mg         0.0123     676.6290   60579.8060
   112   12 Mg         0.0123     676.6290   60579.8061
   113   12 Mg         0.0123     676.6290   60579.8062
   114   12 Mg         0.0123     676.6290   60579.8062
   115   12 Mg         0.0123     676.6290   60579.8062
   116   12 Mg         0.0123     676.6290   60579.8061
   117   12 Mg         0.0123     676.6317   60580.0413
   118   12 Mg         0.0123     676.6317   60580.0410
   119   12 Mg         0.0123     676.6317   60580.0408
   120   12 Mg         0.0121     676.6417   60580.9363
   121   12 Mg         0.0121     676.6417   60580.9362
   122   12 Mg         0.0121     676.6417   60580.9364
   123   12 Mg         0.0121     676.6401   60580.8000
   124   12 Mg         0.0121     676.6401   60580.7998
   125   12 Mg         0.0121     676.6401   60580.8001
   126   12 Mg         0.0143     676.5303   60570.9676
   127   12 Mg         0.0143     676.5303   60570.9676
   128   12 Mg         0.0143     676.5303   60570.9677
   129   12 Mg         0.0125     676.6221   60579.1871
   130   12 Mg         0.0125     676.6221   60579.1871
   131   12 Mg         0.0125     676.6221   60579.1867
   132   12 Mg         0.0125     676.6221   60579.1868
   133   12 Mg         0.0125     676.6221   60579.1870
   134   12 Mg         0.0125     676.6221   60579.1866
   135   12 Mg         0.0124     676.6246   60579.4097
   136   12 Mg         0.0124     676.6246   60579.4094
   137   12 Mg         0.0124     676.6246   60579.4094
   138   12 Mg         0.0125     676.6209   60579.0728
   139   12 Mg         0.0125     676.6209   60579.0726
   140   12 Mg         0.0125     676.6209   60579.0725
   141   12 Mg         0.0120     676.6455   60581.2752
   142   12 Mg         0.0120     676.6455   60581.2753
   143   12 Mg         0.0120     676.6455   60581.2753
   144   12 Mg         0.0120     676.6455   60581.2754
   145   12 Mg         0.0120     676.6455   60581.2752
   146   12 Mg         0.0120     676.6455   60581.2753
   147   12 Mg         0.0120     676.6446   60581.1957
   148   12 Mg         0.0119     676.6527   60581.9213
   149   12 Mg         0.0119     676.6527   60581.9209
   150   12 Mg         0.0119     676.6527   60581.9212
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.80603903E-02     -5.05797129
     2   12 Mg  -0.35083488E-02     -2.20152210
     3   12 Mg  -0.34986209E-02     -2.19541774
     4   12 Mg  -0.34986326E-02     -2.19542510
     5   12 Mg  -0.36556451E-02     -2.29395196
     6   12 Mg  -0.36556237E-02     -2.29393848
     7   12 Mg  -0.35083480E-02     -2.20152158
     8   12 Mg  -0.35083409E-02     -2.20151715
     9   12 Mg  -0.35599664E-02     -2.23391264
    10   12 Mg  -0.35599721E-02     -2.23391624
    11   12 Mg  -0.35650048E-02     -2.23707428
    12   12 Mg  -0.35599863E-02     -2.23392512
    13   12 Mg  -0.35599744E-02     -2.23391768
    14   12 Mg  -0.34986210E-02     -2.19541782
    15   12 Mg  -0.35527165E-02     -2.22936326
    16   12 Mg  -0.35526930E-02     -2.22934853
    17   12 Mg  -0.36556416E-02     -2.29394975
    18   12 Mg  -0.36556327E-02     -2.29394417
    19   12 Mg  -0.35650115E-02     -2.23707848
    20   12 Mg  -0.35650297E-02     -2.23708992
    21   12 Mg  -0.35527090E-02     -2.22935854
    22   12 Mg  -0.36556415E-02     -2.29394966
    23   12 Mg  -0.36556520E-02     -2.29395627
    24   12 Mg  -0.35599819E-02     -2.23392239
    25   12 Mg  -0.35599837E-02     -2.23392352
    26   12 Mg  -0.34359232E-02     -2.15607439
    27   12 Mg  -0.34359403E-02     -2.15608512
    28   12 Mg  -0.34359270E-02     -2.15607674
    29   12 Mg  -0.34479529E-02     -2.16362314
    30   12 Mg  -0.34467357E-02     -2.16285929
    31   12 Mg  -0.34467331E-02     -2.16285765
    32   12 Mg  -0.34467322E-02     -2.16285708
    33   12 Mg  -0.34467282E-02     -2.16285461
    34   12 Mg  -0.34467355E-02     -2.16285918
    35   12 Mg  -0.34467319E-02     -2.16285690
