-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0419    5675.9943 1756615.0307
    36   12 Mg  -0.35418633E-02     -2.22255278
    37   12 Mg  -0.35418716E-02     -2.22255801
    38   12 Mg  -0.35418767E-02     -2.22256117
    39   12 Mg  -0.35236063E-02     -2.21109632
    40   12 Mg  -0.35236175E-02     -2.21110336
    41   12 Mg  -0.35236185E-02     -2.21110397
    42   12 Mg  -0.35353319E-02     -2.21845427
    43   12 Mg  -0.35353315E-02     -2.21845400
    44   12 Mg  -0.35353497E-02     -2.21846542
    45   12 Mg  -0.35353457E-02     -2.21846295
    46   12 Mg  -0.35353380E-02     -2.21845810
    47   12 Mg  -0.35353538E-02     -2.21846799
    48   12 Mg  -0.36867127E-02     -2.31344714
    49   12 Mg  -0.36867206E-02     -2.31345211
    50   12 Mg  -0.36867149E-02     -2.31344855
    51   12 Mg  -0.34631109E-02     -2.17313490
    52   12 Mg  -0.34631190E-02     -2.17313998
    53   12 Mg  -0.34631070E-02     -2.17313244
    54   12 Mg  -0.34583208E-02     -2.17012909
    55   12 Mg  -0.34583245E-02     -2.17013140
    56   12 Mg  -0.34583168E-02     -2.17012653
    57   12 Mg  -0.35002048E-02     -2.19641168
    58   12 Mg  -0.35002168E-02     -2.19641919
    59   12 Mg  -0.35002248E-02     -2.19642422
    60   12 Mg  -0.35055543E-02     -2.19976853
    61   12 Mg  -0.35055470E-02     -2.19976393
    62   12 Mg  -0.35055422E-02     -2.19976094
    63   12 Mg  -0.35055421E-02     -2.19976087
    64   12 Mg  -0.35055420E-02     -2.19976084
    65   12 Mg  -0.35055464E-02     -2.19976361
    66   12 Mg  -0.35088016E-02     -2.20180627
    67   12 Mg  -0.35088226E-02     -2.20181942
    68   12 Mg  -0.35088142E-02     -2.20181416
    69   12 Mg  -0.34896032E-02     -2.18975906
    70   12 Mg  -0.35202771E-02     -2.20900721
    71   12 Mg  -0.35202782E-02     -2.20900789
    72   12 Mg  -0.35202815E-02     -2.20900997
    73   12 Mg  -0.35202733E-02     -2.20900484
    74   12 Mg  -0.35202738E-02     -2.20900514
    75   12 Mg  -0.35202690E-02     -2.20900214
    76   12 Mg  -0.34845756E-02     -2.18660418
    77   12 Mg  -0.35076377E-02     -2.20107587
    78   12 Mg  -0.35076216E-02     -2.20106581
    79   12 Mg  -0.34711768E-02     -2.17819636
    80   12 Mg  -0.34711808E-02     -2.17819885
    81   12 Mg  -0.34711804E-02     -2.17819857
    82   12 Mg  -0.34711920E-02     -2.17820587
    83   12 Mg  -0.34789226E-02     -2.18305692
    84   12 Mg  -0.35073533E-02     -2.20089743
    85   12 Mg  -0.35073386E-02     -2.20088822
    86   12 Mg  -0.34711763E-02     -2.17819601
    87   12 Mg  -0.34711834E-02     -2.17820047
    88   12 Mg  -0.34946090E-02     -2.19290028
    89   12 Mg  -0.34946144E-02     -2.19290362
    90   12 Mg  -0.35020824E-02     -2.19758990
    91   12 Mg  -0.35076134E-02     -2.20106063
    92   12 Mg  -0.35073276E-02     -2.20088131
    93   12 Mg  -0.35073588E-02     -2.20090090
    94   12 Mg  -0.35020802E-02     -2.19758852
    95   12 Mg  -0.35021067E-02     -2.19760512
    96   12 Mg  -0.35073478E-02     -2.20089399
    97   12 Mg  -0.35073434E-02     -2.20089122
    98   12 Mg  -0.34845603E-02     -2.18659459
    99   12 Mg  -0.34845688E-02     -2.18659993
   100   12 Mg  -0.34946296E-02     -2.19291316
   101   12 Mg  -0.35202703E-02     -2.20900295
   102   12 Mg  -0.35202714E-02     -2.20900364
   103   12 Mg  -0.35202747E-02     -2.20900572
   104   12 Mg  -0.35202665E-02     -2.20900058
   105   12 Mg  -0.35202670E-02     -2.20900089
   106   12 Mg  -0.35202622E-02     -2.20899789
   107   12 Mg  -0.34896028E-02     -2.18975882
   108   12 Mg  -0.35087885E-02     -2.20179801
   109   12 Mg  -0.35088094E-02     -2.20181115
   110   12 Mg  -0.35088010E-02     -2.20180589
   111   12 Mg  -0.35055410E-02     -2.19976021
   112   12 Mg  -0.35055337E-02     -2.19975560
   113   12 Mg  -0.35055289E-02     -2.19975261
   114   12 Mg  -0.35055288E-02     -2.19975254
   115   12 Mg  -0.35055288E-02     -2.19975251
   116   12 Mg  -0.35055332E-02     -2.19975528
   117   12 Mg  -0.35002038E-02     -2.19641104
   118   12 Mg  -0.35002158E-02     -2.19641855
   119   12 Mg  -0.35002238E-02     -2.19642358
   120   12 Mg  -0.34583016E-02     -2.17011702
   121   12 Mg  -0.34583053E-02     -2.17011933
   122   12 Mg  -0.34582975E-02     -2.17011446
   123   12 Mg  -0.34630967E-02     -2.17312597
   124   12 Mg  -0.34631048E-02     -2.17313105
   125   12 Mg  -0.34630927E-02     -2.17312350
   126   12 Mg  -0.36867120E-02     -2.31344674
   127   12 Mg  -0.36867200E-02     -2.31345171
   128   12 Mg  -0.36867143E-02     -2.31344815
   129   12 Mg  -0.35353318E-02     -2.21845420
   130   12 Mg  -0.35353314E-02     -2.21845393
   131   12 Mg  -0.35353496E-02     -2.21846535
   132   12 Mg  -0.35353456E-02     -2.21846288
   133   12 Mg  -0.35353379E-02     -2.21845804
   134   12 Mg  -0.35353537E-02     -2.21846792
   135   12 Mg  -0.35236061E-02     -2.21109621
   136   12 Mg  -0.35236173E-02     -2.21110325
   137   12 Mg  -0.35236183E-02     -2.21110386
   138   12 Mg  -0.35418632E-02     -2.22255273
   139   12 Mg  -0.35418716E-02     -2.22255796
   140   12 Mg  -0.35418766E-02     -2.22256113
   141   12 Mg  -0.34467419E-02     -2.16286320
   142   12 Mg  -0.34467393E-02     -2.16286156
   143   12 Mg  -0.34467384E-02     -2.16286098
   144   12 Mg  -0.34467344E-02     -2.16285851
   145   12 Mg  -0.34467417E-02     -2.16286308
   146   12 Mg  -0.34467381E-02     -2.16286081
   147   12 Mg  -0.34479541E-02     -2.16362385
   148   12 Mg  -0.34359289E-02     -2.15607795
   149   12 Mg  -0.34359460E-02     -2.15608869
   150   12 Mg  -0.34359327E-02     -2.15608030
--------------------------------------------------

Dispersion energy:      -5.3172615157245E-01 Eh

[Info] Dispersion energy written to .EDISP
