-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.4214    5101.8574 1578930.2996
   133   12 Mg         0.0956     670.8886   60065.8506
   134   12 Mg         0.0956     670.8885   60065.8438
   135   12 Mg         0.0950     670.9400   60070.4590
   136   12 Mg         0.0950     670.9400   60070.4541
   137   12 Mg         0.0950     670.9400   60070.4539
   138   12 Mg         0.0958     670.8634   60063.5967
   139   12 Mg         0.0958     670.8634   60063.5932
   140   12 Mg         0.0958     670.8633   60063.5916
   141   12 Mg         0.0909     671.3039   60103.0405
   142   12 Mg         0.0909     671.3040   60103.0416
   143   12 Mg         0.0909     671.3040   60103.0421
   144   12 Mg         0.0909     671.3040   60103.0434
   145   12 Mg         0.0909     671.3039   60103.0405
   146   12 Mg         0.0909     671.3040   60103.0418
   147   12 Mg         0.0911     671.2851   60101.3558
   148   12 Mg         0.0892     671.4592   60116.9446
   149   12 Mg         0.0892     671.4592   60116.9376
   150   12 Mg         0.0892     671.4592   60116.9429
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.20751725E-01    -13.02190420
     2   12 Mg  -0.10810513E-01     -6.78369919
     3   12 Mg  -0.10798502E-01     -6.77616206
     4   12 Mg  -0.10798525E-01     -6.77617666
     5   12 Mg  -0.10929306E-01     -6.85824291
     6   12 Mg  -0.10929265E-01     -6.85821708
     7   12 Mg  -0.10810511E-01     -6.78369801
     8   12 Mg  -0.10810498E-01     -6.78368999
     9   12 Mg  -0.10902668E-01     -6.84152721
    10   12 Mg  -0.10902681E-01     -6.84153561
    11   12 Mg  -0.10929399E-01     -6.85830154
    12   12 Mg  -0.10902709E-01     -6.84155291
    13   12 Mg  -0.10902683E-01     -6.84153709
    14   12 Mg  -0.10798502E-01     -6.77616247
    15   12 Mg  -0.10909944E-01     -6.84609330
    16   12 Mg  -0.10909899E-01     -6.84606519
    17   12 Mg  -0.10929302E-01     -6.85824082
    18   12 Mg  -0.10929285E-01     -6.85823017
    19   12 Mg  -0.10929414E-01     -6.85831091
    20   12 Mg  -0.10929450E-01     -6.85833344
    21   12 Mg  -0.10909931E-01     -6.84608477
    22   12 Mg  -0.10929302E-01     -6.85824060
    23   12 Mg  -0.10929323E-01     -6.85825381
    24   12 Mg  -0.10902701E-01     -6.84154829
    25   12 Mg  -0.10902702E-01     -6.84154865
    26   12 Mg  -0.10745340E-01     -6.74280287
    27   12 Mg  -0.10745374E-01     -6.74282400
    28   12 Mg  -0.10745347E-01     -6.74280696
    29   12 Mg  -0.10700410E-01     -6.71460851
    30   12 Mg  -0.10704919E-01     -6.71743791
    31   12 Mg  -0.10704914E-01     -6.71743510
    32   12 Mg  -0.10704913E-01     -6.71743417
    33   12 Mg  -0.10704904E-01     -6.71742861
    34   12 Mg  -0.10704918E-01     -6.71743747
    35   12 Mg  -0.10704911E-01     -6.71743277
    36   12 Mg  -0.10885363E-01     -6.83066849
    37   12 Mg  -0.10885380E-01     -6.83067889
    38   12 Mg  -0.10885392E-01     -6.83068671
    39   12 Mg  -0.10848138E-01     -6.80730949
    40   12 Mg  -0.10848159E-01     -6.80732234
    41   12 Mg  -0.10848162E-01     -6.80732438
    42   12 Mg  -0.10874548E-01     -6.82388172
    43   12 Mg  -0.10874543E-01     -6.82387898
    44   12 Mg  -0.10874582E-01     -6.82390338
    45   12 Mg  -0.10874572E-01     -6.82389691
    46   12 Mg  -0.10874560E-01     -6.82388927
    47   12 Mg  -0.10874590E-01     -6.82390825
    48   12 Mg  -0.10978409E-01     -6.88905568
    49   12 Mg  -0.10978426E-01     -6.88906650
    50   12 Mg  -0.10978419E-01     -6.88906188
    51   12 Mg  -0.10725093E-01     -6.73009759
    52   12 Mg  -0.10725109E-01     -6.73010753
    53   12 Mg  -0.10725085E-01     -6.73009272
    54   12 Mg  -0.10716687E-01     -6.72482256
    55   12 Mg  -0.10716694E-01     -6.72482680
    56   12 Mg  -0.10716679E-01     -6.72481741
    57   12 Mg  -0.10810425E-01     -6.78364440
    58   12 Mg  -0.10810449E-01     -6.78365925
    59   12 Mg  -0.10810465E-01     -6.78366915
    60   12 Mg  -0.10806297E-01     -6.78105376
    61   12 Mg  -0.10806283E-01     -6.78104483
    62   12 Mg  -0.10806274E-01     -6.78103903
    63   12 Mg  -0.10806273E-01     -6.78103895
    64   12 Mg  -0.10806272E-01     -6.78103825
    65   12 Mg  -0.10806282E-01     -6.78104443
    66   12 Mg  -0.10830120E-01     -6.79600306
    67   12 Mg  -0.10830163E-01     -6.79602997
    68   12 Mg  -0.10830146E-01     -6.79601939
    69   12 Mg  -0.10801894E-01     -6.77829097
    70   12 Mg  -0.10835693E-01     -6.79950028
    71   12 Mg  -0.10835697E-01     -6.79950281
    72   12 Mg  -0.10835703E-01     -6.79950600
    73   12 Mg  -0.10835686E-01     -6.79949593
    74   12 Mg  -0.10835687E-01     -6.79949632
    75   12 Mg  -0.10835678E-01     -6.79949052
    76   12 Mg  -0.10775034E-01     -6.76143610
    77   12 Mg  -0.10810970E-01     -6.78398639
    78   12 Mg  -0.10810940E-01     -6.78396710
    79   12 Mg  -0.10747194E-01     -6.74396604
    80   12 Mg  -0.10747202E-01     -6.74397105
    81   12 Mg  -0.10747200E-01     -6.74396982
    82   12 Mg  -0.10747222E-01     -6.74398388
    83   12 Mg  -0.10751939E-01     -6.74694372
    84   12 Mg  -0.10814008E-01     -6.78589253
    85   12 Mg  -0.10813984E-01     -6.78587748
    86   12 Mg  -0.10747192E-01     -6.74396483
    87   12 Mg  -0.10747204E-01     -6.74397263
    88   12 Mg  -0.10790013E-01     -6.77083541
    89   12 Mg  -0.10790027E-01     -6.77084427
    90   12 Mg  -0.10805414E-01     -6.78049977
    91   12 Mg  -0.10810922E-01     -6.78395610
    92   12 Mg  -0.10813962E-01     -6.78586348
    93   12 Mg  -0.10814022E-01     -6.78590117
    94   12 Mg  -0.10805413E-01     -6.78049905
    95   12 Mg  -0.10805462E-01     -6.78053005
    96   12 Mg  -0.10814002E-01     -6.78588877
    97   12 Mg  -0.10813992E-01     -6.78588257
    98   12 Mg  -0.10775004E-01     -6.76141734
    99   12 Mg  -0.10775023E-01     -6.76142880
   100   12 Mg  -0.10790055E-01     -6.77086147
   101   12 Mg  -0.10835679E-01     -6.79949107
   102   12 Mg  -0.10835683E-01     -6.79949360
   103   12 Mg  -0.10835688E-01     -6.79949680
   104   12 Mg  -0.10835672E-01     -6.79948672
   105   12 Mg  -0.10835672E-01     -6.79948711
   106   12 Mg  -0.10835663E-01     -6.79948131
   107   12 Mg  -0.10801893E-01     -6.77829014
   108   12 Mg  -0.10830095E-01     -6.79598742
   109   12 Mg  -0.10830138E-01     -6.79601433
   110   12 Mg  -0.10830121E-01     -6.79600376
   111   12 Mg  -0.10806271E-01     -6.78103733
   112   12 Mg  -0.10806257E-01     -6.78102840
   113   12 Mg  -0.10806247E-01     -6.78102260
   114   12 Mg  -0.10806247E-01     -6.78102251
   115   12 Mg  -0.10806246E-01     -6.78102182
   116   12 Mg  -0.10806256E-01     -6.78102800
   117   12 Mg  -0.10810422E-01     -6.78364202
   118   12 Mg  -0.10810445E-01     -6.78365687
   119   12 Mg  -0.10810461E-01     -6.78366676
   120   12 Mg  -0.10716648E-01     -6.72479834
   121   12 Mg  -0.10716655E-01     -6.72480259
   122   12 Mg  -0.10716640E-01     -6.72479320
   123   12 Mg  -0.10725065E-01     -6.73007969
   124   12 Mg  -0.10725081E-01     -6.73008963
   125   12 Mg  -0.10725057E-01     -6.73007483
   126   12 Mg  -0.10978408E-01     -6.88905493
   127   12 Mg  -0.10978425E-01     -6.88906575
   128   12 Mg  -0.10978418E-01     -6.88906113
   129   12 Mg  -0.10874548E-01     -6.82388189
   130   12 Mg  -0.10874544E-01     -6.82387915
   131   12 Mg  -0.10874583E-01     -6.82390355
   132   12 Mg  -0.10874572E-01     -6.82389709
   133   12 Mg  -0.10874560E-01     -6.82388944
   134   12 Mg  -0.10874590E-01     -6.82390842
   135   12 Mg  -0.10848138E-01     -6.80730916
   136   12 Mg  -0.10848158E-01     -6.80732202
   137   12 Mg  -0.10848161E-01     -6.80732406
   138   12 Mg  -0.10885363E-01     -6.83066827
   139   12 Mg  -0.10885379E-01     -6.83067867
   140   12 Mg  -0.10885392E-01     -6.83068649
   141   12 Mg  -0.10704930E-01     -6.71744494
   142   12 Mg  -0.10704925E-01     -6.71744213
   143   12 Mg  -0.10704924E-01     -6.71744120
   144   12 Mg  -0.10704915E-01     -6.71743565
   145   12 Mg  -0.10704929E-01     -6.71744450
   146   12 Mg  -0.10704922E-01     -6.71743980
   147   12 Mg  -0.10700413E-01     -6.71461026
   148   12 Mg  -0.10745352E-01     -6.74280990
   149   12 Mg  -0.10745385E-01     -6.74283103
   150   12 Mg  -0.10745358E-01     -6.74281400
--------------------------------------------------

Dispersion energy:      -1.6326517646440E+00 Eh

[Info] Dispersion energy written to .EDISP
