-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0051    5688.4690 1760475.6948
     2   12 Mg         0.0019     677.1340   60625.0177
     3   12 Mg         0.0019     677.1343   60625.0386
     4   12 Mg         0.0019     677.1343   60625.0385
     5   12 Mg         0.0021     677.1271   60624.3991
     6   12 Mg         0.0021     677.1271   60624.3992
     7   12 Mg         0.0019     677.1340   60625.0177
     8   12 Mg         0.0019     677.1340   60625.0178
     9   12 Mg         0.0020     677.1323   60624.8640
    10   12 Mg         0.0020     677.1323   60624.8640
    11   12 Mg         0.0020     677.1323   60624.8631
    12   12 Mg         0.0020     677.1323   60624.8640
    13   12 Mg         0.0020     677.1323   60624.8640
    14   12 Mg         0.0019     677.1343   60625.0386
    15   12 Mg         0.0020     677.1328   60624.9058
    16   12 Mg         0.0020     677.1328   60624.9059
    17   12 Mg         0.0021     677.1271   60624.3991
    18   12 Mg         0.0021     677.1271   60624.3991
    19   12 Mg         0.0020     677.1323   60624.8631
    20   12 Mg         0.0020     677.1323   60624.8631
    21   12 Mg         0.0020     677.1328   60624.9058
    22   12 Mg         0.0021     677.1271   60624.3991
    23   12 Mg         0.0021     677.1271   60624.3991
    24   12 Mg         0.0020     677.1323   60624.8640
    25   12 Mg         0.0020     677.1323   60624.8640
    26   12 Mg         0.0019     677.1363   60625.2246
    27   12 Mg         0.0019     677.1363   60625.2246
    28   12 Mg         0.0019     677.1363   60625.2246
    29   12 Mg         0.0019     677.1358   60625.1743
    30   12 Mg         0.0019     677.1359   60625.1821
    31   12 Mg         0.0019     677.1359   60625.1821
    32   12 Mg         0.0019     677.1359   60625.1821
    33   12 Mg         0.0019     677.1359   60625.1821
    34   12 Mg         0.0019     677.1359   60625.1821
    35   12 Mg         0.0019     677.1359   60625.1821
    36   12 Mg         0.0020     677.1331   60624.9347
    37   12 Mg         0.0020     677.1331   60624.9347
    38   12 Mg         0.0020     677.1331   60624.9347
    39   12 Mg         0.0019     677.1336   60624.9801
    40   12 Mg         0.0019     677.1336   60624.9801
    41   12 Mg         0.0019     677.1336   60624.9801
    42   12 Mg         0.0020     677.1332   60624.9435
    43   12 Mg         0.0020     677.1332   60624.9435
    44   12 Mg         0.0020     677.1332   60624.9435
    45   12 Mg         0.0020     677.1332   60624.9435
    46   12 Mg         0.0020     677.1332   60624.9435
    47   12 Mg         0.0020     677.1332   60624.9435
    48   12 Mg         0.0021     677.1260   60624.2970
    49   12 Mg         0.0021     677.1260   60624.2970
    50   12 Mg         0.0021     677.1260   60624.2970
    51   12 Mg         0.0019     677.1353   60625.1341
    52   12 Mg         0.0019     677.1353   60625.1340
