-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.9808    3954.4639 1223833.2795
   111   12 Mg         0.2036     656.5309   58780.3844
   112   12 Mg         0.2036     656.5311   58780.3986
   113   12 Mg         0.2036     656.5312   58780.4082
   114   12 Mg         0.2036     656.5312   58780.4087
   115   12 Mg         0.2036     656.5312   58780.4074
   116   12 Mg         0.2036     656.5311   58780.4003
   117   12 Mg         0.2022     656.7857   58803.1929
   118   12 Mg         0.2022     656.7854   58803.1702
   119   12 Mg         0.2022     656.7852   58803.1548
   120   12 Mg         0.1979     657.5633   58872.8116
   121   12 Mg         0.1979     657.5632   58872.8042
   122   12 Mg         0.1979     657.5633   58872.8190
   123   12 Mg         0.1986     657.4408   58861.8457
   124   12 Mg         0.1986     657.4406   58861.8304
   125   12 Mg         0.1986     657.4409   58861.8529
   126   12 Mg         0.2628     643.6606   57628.0815
   127   12 Mg         0.2628     643.6606   57628.0847
   128   12 Mg         0.2628     643.6609   57628.1080
   129   12 Mg         0.2068     655.9343   58726.9685
   130   12 Mg         0.2068     655.9343   58726.9650
   131   12 Mg         0.2069     655.9339   58726.9307
   132   12 Mg         0.2069     655.9339   58726.9353
   133   12 Mg         0.2069     655.9341   58726.9548
   134   12 Mg         0.2069     655.9338   58726.9221
   135   12 Mg         0.2055     656.1812   58749.0752
   136   12 Mg         0.2055     656.1810   58749.0519
   137   12 Mg         0.2055     656.1809   58749.0512
   138   12 Mg         0.2075     655.8143   58716.2291
   139   12 Mg         0.2075     655.8142   58716.2128
   140   12 Mg         0.2075     655.8141   58716.2050
   141   12 Mg         0.1961     657.8846   58901.5851
   142   12 Mg         0.1961     657.8847   58901.5901
   143   12 Mg         0.1961     657.8847   58901.5925
   144   12 Mg         0.1961     657.8848   58901.5983
   145   12 Mg         0.1961     657.8846   58901.5851
   146   12 Mg         0.1961     657.8847   58901.5913
   147   12 Mg         0.1966     657.7935   58893.4303
   148   12 Mg         0.1917     658.6340   58968.6811
   149   12 Mg         0.1917     658.6337   58968.6493
   150   12 Mg         0.1917     658.6340   58968.6732
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   56 Ba  -0.21579596E-01    -13.54140112
     2   12 Mg  -0.14305202E-01     -8.97664990
     3   12 Mg  -0.14274152E-01     -8.95716552
     4   12 Mg  -0.14274177E-01     -8.95718104
     5   12 Mg  -0.13932011E-01     -8.74246874
     6   12 Mg  -0.13931986E-01     -8.74245341
     7   12 Mg  -0.14305200E-01     -8.97664870
     8   12 Mg  -0.14305186E-01     -8.97664003
     9   12 Mg  -0.14384618E-01     -9.02648387
    10   12 Mg  -0.14384632E-01     -9.02649316
    11   12 Mg  -0.14412950E-01     -9.04426276
    12   12 Mg  -0.14384664E-01     -9.02651278
    13   12 Mg  -0.14384635E-01     -9.02649455
    14   12 Mg  -0.14274153E-01     -8.95716597
    15   12 Mg  -0.14417419E-01     -9.04706676
    16   12 Mg  -0.14417370E-01     -9.04703657
    17   12 Mg  -0.13932024E-01     -8.74247735
    18   12 Mg  -0.13932008E-01     -8.74246692
    19   12 Mg  -0.14412967E-01     -9.04427350
    20   12 Mg  -0.14413007E-01     -9.04429816
    21   12 Mg  -0.14417404E-01     -9.04705755
    22   12 Mg  -0.13932024E-01     -8.74247733
    23   12 Mg  -0.13932042E-01     -8.74248838
    24   12 Mg  -0.14384656E-01     -9.02650806
    25   12 Mg  -0.14384652E-01     -9.02650527
    26   12 Mg  -0.14185285E-01     -8.90140042
    27   12 Mg  -0.14185321E-01     -8.90142361
    28   12 Mg  -0.14185291E-01     -8.90140463
    29   12 Mg  -0.14192717E-01     -8.90606446
    30   12 Mg  -0.14197242E-01     -8.90890381
    31   12 Mg  -0.14197237E-01     -8.90890095
    32   12 Mg  -0.14197236E-01     -8.90890007
    33   12 Mg  -0.14197226E-01     -8.90889390
    34   12 Mg  -0.14197241E-01     -8.90890325
    35   12 Mg  -0.14197233E-01     -8.90889809
    36   12 Mg  -0.14389473E-01     -9.02953049
    37   12 Mg  -0.14389491E-01     -9.02954181
    38   12 Mg  -0.14389506E-01     -9.02955139
    39   12 Mg  -0.14348723E-01     -9.00395968
    40   12 Mg  -0.14348744E-01     -9.00397297
    41   12 Mg  -0.14348748E-01     -9.00397548
    42   12 Mg  -0.14357781E-01     -9.00964353
    43   12 Mg  -0.14357775E-01     -9.00963977
    44   12 Mg  -0.14357819E-01     -9.00966728
    45   12 Mg  -0.14357807E-01     -9.00965968
    46   12 Mg  -0.14357794E-01     -9.00965188
    47   12 Mg  -0.14357827E-01     -9.00967255
    48   12 Mg  -0.13973581E-01     -8.76855475
    49   12 Mg  -0.13973613E-01     -8.76857471
    50   12 Mg  -0.13973608E-01     -8.76857124
    51   12 Mg  -0.14213852E-01     -8.91932657
    52   12 Mg  -0.14213869E-01     -8.91933732
    53   12 Mg  -0.14213843E-01     -8.91932119
    54   12 Mg  -0.14207656E-01     -8.91543849
    55   12 Mg  -0.14207663E-01     -8.91544315
    56   12 Mg  -0.14207647E-01     -8.91543282
    57   12 Mg  -0.14315656E-01     -8.98320997
    58   12 Mg  -0.14315683E-01     -8.98322651
    59   12 Mg  -0.14315700E-01     -8.98323722
    60   12 Mg  -0.14301285E-01     -8.97419157
    61   12 Mg  -0.14301269E-01     -8.97418166
    62   12 Mg  -0.14301259E-01     -8.97417569
    63   12 Mg  -0.14301259E-01     -8.97417560
    64   12 Mg  -0.14301257E-01     -8.97417450
    65   12 Mg  -0.14301269E-01     -8.97418162
    66   12 Mg  -0.14336522E-01     -8.99630332
    67   12 Mg  -0.14336570E-01     -8.99633350
    68   12 Mg  -0.14336551E-01     -8.99632184
    69   12 Mg  -0.14275824E-01     -8.95821504
    70   12 Mg  -0.14320266E-01     -8.98610257
    71   12 Mg  -0.14320271E-01     -8.98610602
    72   12 Mg  -0.14320276E-01     -8.98610906
    73   12 Mg  -0.14320260E-01     -8.98609855
    74   12 Mg  -0.14320259E-01     -8.98609836
    75   12 Mg  -0.14320249E-01     -8.98609202
    76   12 Mg  -0.14270147E-01     -8.95465242
    77   12 Mg  -0.14306444E-01     -8.97742928
    78   12 Mg  -0.14306411E-01     -8.97740840
    79   12 Mg  -0.14244224E-01     -8.93838571
    80   12 Mg  -0.14244233E-01     -8.93839111
    81   12 Mg  -0.14244231E-01     -8.93838975
    82   12 Mg  -0.14244255E-01     -8.93840508
    83   12 Mg  -0.14244167E-01     -8.93834983
    84   12 Mg  -0.14312516E-01     -8.98123948
    85   12 Mg  -0.14312492E-01     -8.98122449
    86   12 Mg  -0.14244222E-01     -8.93838428
    87   12 Mg  -0.14244235E-01     -8.93839216
    88   12 Mg  -0.14288062E-01     -8.96589457
    89   12 Mg  -0.14288080E-01     -8.96590553
    90   12 Mg  -0.14305108E-01     -8.97659074
    91   12 Mg  -0.14306391E-01     -8.97739582
    92   12 Mg  -0.14312468E-01     -8.98120915
    93   12 Mg  -0.14312533E-01     -8.98125002
    94   12 Mg  -0.14305109E-01     -8.97659123
    95   12 Mg  -0.14305161E-01     -8.97662428
    96   12 Mg  -0.14312512E-01     -8.98123673
    97   12 Mg  -0.14312501E-01     -8.98122985
    98   12 Mg  -0.14270114E-01     -8.95463191
    99   12 Mg  -0.14270135E-01     -8.95464504
   100   12 Mg  -0.14288109E-01     -8.96592351
   101   12 Mg  -0.14320249E-01     -8.98609209
   102   12 Mg  -0.14320255E-01     -8.98609553
   103   12 Mg  -0.14320260E-01     -8.98609858
   104   12 Mg  -0.14320243E-01     -8.98608806
   105   12 Mg  -0.14320243E-01     -8.98608788
   106   12 Mg  -0.14320232E-01     -8.98608154
   107   12 Mg  -0.14275823E-01     -8.95821408
   108   12 Mg  -0.14336495E-01     -8.99628645
   109   12 Mg  -0.14336543E-01     -8.99631664
   110   12 Mg  -0.14336525E-01     -8.99630497
   111   12 Mg  -0.14301256E-01     -8.97417350
   112   12 Mg  -0.14301240E-01     -8.97416358
   113   12 Mg  -0.14301230E-01     -8.97415761
   114   12 Mg  -0.14301230E-01     -8.97415752
   115   12 Mg  -0.14301229E-01     -8.97415643
   116   12 Mg  -0.14301240E-01     -8.97416355
   117   12 Mg  -0.14315651E-01     -8.98320681
   118   12 Mg  -0.14315678E-01     -8.98322334
   119   12 Mg  -0.14315695E-01     -8.98323405
   120   12 Mg  -0.14207613E-01     -8.91541148
   121   12 Mg  -0.14207620E-01     -8.91541614
   122   12 Mg  -0.14207604E-01     -8.91540581
   123   12 Mg  -0.14213819E-01     -8.91930637
   124   12 Mg  -0.14213837E-01     -8.91931712
   125   12 Mg  -0.14213811E-01     -8.91930098
   126   12 Mg  -0.13973580E-01     -8.76855408
   127   12 Mg  -0.13973612E-01     -8.76857404
   128   12 Mg  -0.13973607E-01     -8.76857057
   129   12 Mg  -0.14357781E-01     -9.00964378
   130   12 Mg  -0.14357775E-01     -9.00964002
   131   12 Mg  -0.14357819E-01     -9.00966753
   132   12 Mg  -0.14357807E-01     -9.00965993
   133   12 Mg  -0.14357795E-01     -9.00965213
   134   12 Mg  -0.14357828E-01     -9.00967280
   135   12 Mg  -0.14348723E-01     -9.00395940
   136   12 Mg  -0.14348744E-01     -9.00397269
   137   12 Mg  -0.14348748E-01     -9.00397520
   138   12 Mg  -0.14389472E-01     -9.02953028
   139   12 Mg  -0.14389490E-01     -9.02954160
   140   12 Mg  -0.14389506E-01     -9.02955119
   141   12 Mg  -0.14197254E-01     -8.90891146
   142   12 Mg  -0.14197250E-01     -8.90890860
   143   12 Mg  -0.14197248E-01     -8.90890772
   144   12 Mg  -0.14197238E-01     -8.90890155
   145   12 Mg  -0.14197253E-01     -8.90891090
   146   12 Mg  -0.14197245E-01     -8.90890574
   147   12 Mg  -0.14192721E-01     -8.90606698
   148   12 Mg  -0.14185297E-01     -8.90140818
   149   12 Mg  -0.14185334E-01     -8.90143137
   150   12 Mg  -0.14185304E-01     -8.90141239
--------------------------------------------------

Dispersion energy:      -2.1476831798544E+00 Eh

[Info] Dispersion energy written to .EDISP
