-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.6365    4487.6299 1388838.2519
     2   12 Mg         0.1370     666.5333   59675.9188
     3   12 Mg         0.1360     666.6545   59686.7647
     4   12 Mg         0.1360     666.6544   59686.7554
     5   12 Mg         0.1712     661.9230   59263.1506
     6   12 Mg         0.1712     661.9234   59263.1838
     7   12 Mg         0.1370     666.5333   59675.9195
     8   12 Mg         0.1370     666.5334   59675.9257
     9   12 Mg         0.1421     665.9132   59620.3994
    10   12 Mg         0.1421     665.9132   59620.3952
    11   12 Mg         0.1414     665.9926   59627.5065
    12   12 Mg         0.1421     665.9131   59620.3840
    13   12 Mg         0.1421     665.9131   59620.3925
    14   12 Mg         0.1360     666.6545   59686.7648
    15   12 Mg         0.1401     666.1516   59641.7459
    16   12 Mg         0.1401     666.1519   59641.7662
    17   12 Mg         0.1712     661.9232   59263.1667
    18   12 Mg         0.1712     661.9233   59263.1766
    19   12 Mg         0.1414     665.9925   59627.5006
    20   12 Mg         0.1414     665.9924   59627.4841
    21   12 Mg         0.1401     666.1517   59641.7528
    22   12 Mg         0.1712     661.9232   59263.1670
    23   12 Mg         0.1712     661.9231   59263.1525
    24   12 Mg         0.1421     665.9131   59620.3887
    25   12 Mg         0.1421     665.9130   59620.3833
    26   12 Mg         0.1291     667.4608   59758.9575
    27   12 Mg         0.1291     667.4607   59758.9437
    28   12 Mg         0.1291     667.4608   59758.9541
    29   12 Mg         0.1321     667.1090   59727.4562
    30   12 Mg         0.1318     667.1458   59730.7498
    31   12 Mg         0.1318     667.1458   59730.7519
    32   12 Mg         0.1318     667.1458   59730.7530
    33   12 Mg         0.1318     667.1458   59730.7555
    34   12 Mg         0.1318     667.1458   59730.7498
    35   12 Mg         0.1318     667.1458   59730.7525
    36   12 Mg         0.1392     666.2611   59651.5422
    37   12 Mg         0.1392     666.2610   59651.5353
    38   12 Mg         0.1392     666.2610   59651.5319
    39   12 Mg         0.1379     666.4202   59665.7857
    40   12 Mg         0.1379     666.4200   59665.7758
    41   12 Mg         0.1379     666.4200   59665.7755
    42   12 Mg         0.1388     666.3140   59656.2811
    43   12 Mg         0.1388     666.3140   59656.2796
    44   12 Mg         0.1388     666.3138   59656.2651
    45   12 Mg         0.1388     666.3138   59656.2671
    46   12 Mg         0.1388     666.3139   59656.2753
    47   12 Mg         0.1388     666.3138   59656.2615
