-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  56 Ba       2.3467     2.5907     5.3747
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  56 Ba     1  0.0000 5726.9887   2  0.9797 4171.7842   3  1.8467  716.5475
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   56 Ba         0.0198    5683.8696 1759052.2699
     2   12 Mg         0.0064     676.9219   60606.0230
     3   12 Mg         0.0064     676.9234   60606.1623
     4   12 Mg         0.0064     676.9234   60606.1622
     5   12 Mg         0.0071     676.8860   60602.8089
     6   12 Mg         0.0071     676.8860   60602.8092
     7   12 Mg         0.0064     676.9219   60606.0230
     8   12 Mg         0.0064     676.9219   60606.0231
     9   12 Mg         0.0065     676.9147   60605.3780
    10   12 Mg         0.0065     676.9147   60605.3780
    11   12 Mg         0.0065     676.9150   60605.4055
    12   12 Mg         0.0065     676.9147   60605.3778
    13   12 Mg         0.0065     676.9147   60605.3779
    14   12 Mg         0.0064     676.9234   60606.1623
    15   12 Mg         0.0065     676.9168   60605.5727
    16   12 Mg         0.0065     676.9168   60605.5729
    17   12 Mg         0.0071     676.8860   60602.8090
    18   12 Mg         0.0071     676.8860   60602.8091
    19   12 Mg         0.0065     676.9150   60605.4054
    20   12 Mg         0.0065     676.9150   60605.4052
    21   12 Mg         0.0065     676.9168   60605.5728
    22   12 Mg         0.0071     676.8860   60602.8090
    23   12 Mg         0.0071     676.8860   60602.8089
    24   12 Mg         0.0065     676.9147   60605.3779
    25   12 Mg         0.0065     676.9147   60605.3778
    26   12 Mg         0.0062     676.9324   60606.9700
    27   12 Mg         0.0062     676.9324   60606.9698
    28   12 Mg         0.0062     676.9324   60606.9700
    29   12 Mg         0.0062     676.9291   60606.6729
    30   12 Mg         0.0062     676.9294   60606.6935
    31   12 Mg         0.0062     676.9294   60606.6935
    32   12 Mg         0.0062     676.9294   60606.6935
    33   12 Mg         0.0062     676.9294   60606.6936
    34   12 Mg         0.0062     676.9294   60606.6935
    35   12 Mg         0.0062     676.9294   60606.6935
    36   12 Mg         0.0065     676.9180   60605.6777
    37   12 Mg         0.0065     676.9180   60605.6777
    38   12 Mg         0.0065     676.9180   60605.6776
    39   12 Mg         0.0064     676.9202   60605.8764
    40   12 Mg         0.0064     676.9202   60605.8762
    41   12 Mg         0.0064     676.9202   60605.8762
    42   12 Mg         0.0065     676.9189   60605.7580
    43   12 Mg         0.0065     676.9189   60605.7580
    44   12 Mg         0.0065     676.9189   60605.7578
    45   12 Mg         0.0065     676.9189   60605.7578
    46   12 Mg         0.0065     676.9189   60605.7579
    47   12 Mg         0.0065     676.9189   60605.7578
    48   12 Mg         0.0072     676.8810   60602.3609
    49   12 Mg         0.0072     676.8810   60602.3609
    50   12 Mg         0.0072     676.8810   60602.3609
    51   12 Mg         0.0063     676.9271   60606.4911
