Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_li,LiSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result
Cd,112.41,158.0,1.69,8.994,,46.0,0.00876737138176956,0.03506948552707824,1.0,3.0,0.01168982850902608,0.000447428475928702,4.47428475928702
Cd,112.41,158.0,1.69,8.994,,46.0,0.012928471613960098,0.025856943227920197,2.0,2.0,0.025856943227920197,0.0006987114042821553,6.987114042821553
Ce,140.116,235.0,1.12,5.539,0.5,205.0,0.005485629973580113,0.02194251989432045,1.0,3.0,0.007314173298106817,0.00020631798151561048,2.0631798151561047
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.004700399878097863,0.009400799756195725,2.0,2.0,0.009400799756195725,0.00022169080712211968,2.216908071221197
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.006963457131408575,0.01392691426281715,4.0,4.0,0.01392691426281715,0.0004238728156252423,4.2387281562524235
Cu,63.55,140.0,1.9,7.726,1.228,46.5,0.014197536644771075,0.0567901465790843,1.0,3.0,0.018930048859694768,0.0012248830158602404,12.248830158602404
Cu,63.55,140.0,1.9,7.726,1.228,46.5,0.014243750556491061,0.056975002225964244,2.0,6.0,0.01899166740865475,0.0012308993271740317,12.308993271740317
Cu,63.55,140.0,1.9,7.726,1.228,46.5,0.014222040402636114,0.056888161610544455,1.0,3.0,0.01896272053684815,0.0012286073466319652,12.286073466319651
Cu,63.55,140.0,1.9,7.726,1.228,46.5,0.013982063827059013,0.05592825530823605,1.0,3.0,0.018642751769412016,0.0012025771904089018,12.025771904089018
C,12.011,170.0,2.55,11.26,1.263,11.3,0.007605116397794513,0.015210232795589026,2.0,2.0,0.015210232795589026,0.0006617699769978117,6.617699769978118
Dy,162.5,229.0,1.22,5.939,,163.0,0.03016673263841156,0.12066693055364625,2.0,6.0,0.04022231018454875,0.001031030622200792,10.31030622200792
Dy,162.5,229.0,1.22,5.939,,163.0,0.03045710824069154,0.12182843296276616,1.0,3.0,0.040609477654255384,0.0010483538177665903,10.483538177665903
Er,167.26,235.0,1.24,6.108,,150.0,0.019762480118026435,0.07904992047210574,2.0,6.0,0.026349973490701912,0.0006946616112382851,6.946616112382851
Eu,151.964,233.0,,5.67,,184.0,0.03195038327003706,0.12780153308014824,2.0,6.0,0.04260051102671608,0.00082170824809464,8.2170824809464
Eu,151.964,233.0,,5.67,,184.0,0.026473654483916885,0.10589461793566754,1.0,3.0,0.03529820597855585,0.0006835114925078294,6.835114925078294
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.003376121452533575,0.0135044858101343,2.0,6.0,0.004501495270044766,0.0003433448517952512,3.433448517952512
Fe,55.84,194.0,1.83,7.902,0.163,62.0,0.003169781064535625,0.00633956212907125,2.0,2.0,0.00633956212907125,0.0002584538175080094,2.5845381750800938
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.00812876769215665,0.0162575353843133,1.0,1.0,0.0162575353843133,0.0009695551289110072,9.695551289110071
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.009462573692848801,0.018925147385697602,1.0,1.0,0.018925147385697602,0.001111795282659415,11.11795282659415
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.007113352203163776,0.014226704406327551,2.0,2.0,0.014226704406327551,0.0007294418075271795,7.294418075271795
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.011355287048001332,0.034065861144004,4.0,8.0,0.017032930572002,0.0005830048928358852,5.830048928358853
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.01170988051302729,0.04683952205210916,1.0,3.0,0.015613174017369719,0.0007267348179323822,7.267348179323823
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.011630238419575242,0.04652095367830097,2.0,6.0,0.015506984559433655,0.0007164146423558832,7.164146423558832
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.011778104016939312,0.04711241606775725,1.0,3.0,0.015704138689252415,0.0006980020520644509,6.980020520644509
Ga,69.723,187.0,1.81,5.999,0.3,50.0,0.004337517207421674,0.008675034414843349,2.0,2.0,0.008675034414843349,0.00029664211489303677,2.9664211489303676
Gd,157.25,237.0,1.2,6.15,,158.0,0.01546121239127035,0.0618448495650814,2.0,6.0,0.020614949855027133,0.0005156232375157938,5.156232375157938
Ge,72.63,211.0,2.01,7.9,1.35,40.0,0.0024390498594214372,0.009756199437685749,1.0,3.0,0.003252066479228583,0.0001346324530652314,1.346324530652314
Ge,72.63,211.0,2.01,7.9,1.35,40.0,0.0013341615897781254,0.0026683231795562507,6.0,6.0,0.0026683231795562507,8.560970212931544e-05,0.8560970212931543
Ge,72.63,211.0,2.01,7.9,1.35,40.0,0.0013657398914888748,0.0027314797829777497,8.0,8.0,0.0027314797829777497,8.033810159599887e-05,0.8033810159599887
Hf,178.49,212.0,1.3,6.825,,103.0,0.01416389189832885,0.0283277837966577,1.0,1.0,0.0283277837966577,0.0006836186489345509,6.8361864893455095
Hg,200.59,209.0,2.0,10.438,,33.0,0.004330781919554287,0.017323127678217146,2.0,6.0,0.0057743758927390485,0.00019939326586736815,1.9939326586736816
Hg,200.59,209.0,2.0,10.438,,33.0,0.005937375724387588,0.023749502897550352,1.0,3.0,0.007916500965850117,0.00026945185911675786,2.6945185911675784
Hg,200.59,209.0,2.0,10.438,,33.0,0.005153514054961988,0.02061405621984795,1.0,3.0,0.006871352073282651,0.00023472866999294163,2.347286699929416
Hg,200.59,209.0,2.0,10.438,,33.0,0.0052330838678356,0.0209323354713424,1.0,3.0,0.006977445157114133,0.0002412138000830266,2.412138000830266
Hg,200.59,209.0,2.0,10.438,,33.0,0.006840046432642399,0.013680092865284798,1.0,1.0,0.013680092865284798,0.0003802082010705476,3.8020820107054765
Ho,164.93033,216.0,1.23,6.022,,156.0,0.016820604441790496,0.06728241776716198,2.0,6.0,0.022427472589053993,0.000580051337063695,5.80051337063695
Ho,164.93033,216.0,1.23,6.022,,156.0,0.01811651035330813,0.07246604141323253,1.0,3.0,0.024155347137744174,0.000630868990586545,6.30868990586545
Ho,164.93033,216.0,1.23,6.022,,156.0,0.017937146810640226,0.0717485872425609,1.0,3.0,0.0239161957475203,0.0006200682623041154,6.200682623041153
H,1.008,120.0,2.2,13.598,0.754,4.50711,0.010541760368954226,0.02108352073790845,1.0,1.0,0.02108352073790845,0.00130082892863334,13.0082892863334
In,114.818,193.0,1.78,5.786,0.3,65.0,0.008713297291850145,0.026139891875550436,4.0,8.0,0.013069945937775218,0.0003618859829531078,3.618859829531078
In,114.818,193.0,1.78,5.786,0.3,65.0,0.0101119897892167,0.0404479591568668,1.0,3.0,0.013482653052288934,0.00044599591302683684,4.459959130268368
In,114.818,193.0,1.78,5.786,0.3,65.0,0.009862980508591713,0.03945192203436685,1.0,3.0,0.013150640678122284,0.00042873343026609905,4.287334302660991
In,114.818,193.0,1.78,5.786,0.3,65.0,0.014111201085974603,0.028222402171949205,2.0,2.0,0.028222402171949205,0.0007133263117279334,7.133263117279334
Ir,192.22,202.0,2.2,9.1,1.565,54.0,0.0047398403109343385,0.018959361243737354,1.0,3.0,0.006319787081245785,0.00034681142179704893,3.468114217970489
Ir,192.22,202.0,2.2,9.1,1.565,54.0,0.013023588366629526,0.026047176733259052,1.0,1.0,0.026047176733259052,0.000981118456501781,9.811184565017811
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.004735737422616224,0.009471474845232449,1.0,1.0,0.009471474845232449,0.00017820246103257775,1.7820246103257775
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.004840869089761949,0.009681738179523898,2.0,2.0,0.009681738179523898,0.00018088900307134257,1.8088900307134257
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0034036575752345254,0.006807315150469051,2.0,2.0,0.006807315150469051,0.00010441348266068059,1.044134826606806
La,138.9055,240.0,1.1,5.577,0.5,215.0,0.02083796558430681,0.08335186233722724,2.0,6.0,0.02778395411240908,0.0006489129674625879,6.489129674625879
La,138.9055,240.0,1.1,5.577,0.5,215.0,0.020798402116751623,0.08319360846700649,1.0,3.0,0.027731202822335498,0.0006212705717686763,6.212705717686763
Lu,174.9667,221.0,1.27,5.426,,137.0,0.0131723787164511,0.0526895148658044,2.0,6.0,0.0175631716219348,0.00048050500861941973,4.805050086194197
Mg,24.305,173.0,1.31,7.646,,71.2,0.010112954851429793,1.516943227714469,1.0,149.0,0.010180827031640732,0.0004518013190498735,4.518013190498735
Mg,24.305,173.0,1.31,7.646,,71.2,0.011133628913144157,0.1781380626103065,1.0,15.0,0.011875870840687102,0.0004998157523012759,4.998157523012758
Mg,24.305,173.0,1.31,7.646,,71.2,0.016237858305259183,0.04871357491577755,2.0,4.0,0.024356787457888773,0.0007602092235993833,7.602092235993833
Mg,24.305,173.0,1.31,7.646,,71.2,0.014538195475906684,0.04361458642772005,2.0,4.0,0.021807293213860025,0.0006665428220187521,6.665428220187521
Mg,24.305,173.0,1.31,7.646,,71.2,0.01657574579092627,0.0497272373727788,2.0,4.0,0.0248636186863894,0.0007787535128062901,7.787535128062902
Mg,24.305,173.0,1.31,7.646,,71.2,0.015194491209842067,0.0455834736295262,2.0,4.0,0.0227917368147631,0.0007012972857994424,7.012972857994424
Mg,24.305,173.0,1.31,7.646,,71.2,0.01613153483008081,0.048394604490242424,2.0,4.0,0.024197302245121212,0.000758555901234209,7.58555901234209
Mg,24.305,173.0,1.31,7.646,,71.2,0.015601807237235749,0.04680542171170725,2.0,4.0,0.023402710855853624,0.0007276838629126272,7.2768386291262726
Mg,24.305,173.0,1.31,7.646,,71.2,0.015399760696502241,0.04619928208950672,2.0,4.0,0.02309964104475336,0.000714109494004973,7.1410949400497294
Mg,24.305,173.0,1.31,7.646,,71.2,0.015932020926095133,0.0477960627782854,2.0,4.0,0.0238980313891427,0.0007415294005589962,7.4152940055899625
Mg,24.305,173.0,1.31,7.646,,71.2,0.01665918482361257,0.04997755447083771,2.0,4.0,0.024988777235418855,0.0007860455163062817,7.8604551630628166
Mg,24.305,173.0,1.31,7.646,,71.2,0.016020350992593083,0.048061052977779246,2.0,4.0,0.024030526488889623,0.0007446121100955698,7.446121100955698
Mg,24.305,173.0,1.31,7.646,,71.2,0.01603995522111049,0.04811986566333147,2.0,4.0,0.024059932831665735,0.0007495612464503403,7.495612464503403
Mg,24.305,173.0,1.31,7.646,,71.2,0.016153864645445326,0.04846159393633598,2.0,4.0,0.02423079696816799,0.0007537327199202068,7.537327199202068
Mg,24.305,173.0,1.31,7.646,,71.2,0.012655035909469042,0.037965107728407124,2.0,4.0,0.018982553864203562,0.0006137590555596427,6.137590555596427
Mg,24.305,173.0,1.31,7.646,,71.2,0.012825282030593901,0.0384758460917817,1.0,2.0,0.01923792304589085,0.0006242489771770174,6.242489771770174
Mg,24.305,173.0,1.31,7.646,,71.2,0.01652986300654284,0.049589589019628524,2.0,4.0,0.024794794509814262,0.0007754838408738023,7.754838408738023
Mg,24.305,173.0,1.31,7.646,,71.2,0.014398084790244516,0.04319425437073355,2.0,4.0,0.021597127185366775,0.0006955953205933378,6.955953205933378
Mg,24.305,173.0,1.31,7.646,,71.2,0.014865771941691551,0.059463087766766204,1.0,3.0,0.019821029255588735,0.0006866777537543174,6.866777537543174
Mg,24.305,173.0,1.31,7.646,,71.2,0.014511332720498125,0.0580453308819925,1.0,3.0,0.019348443627330833,0.0006619861592826732,6.619861592826733
Mg,24.305,173.0,1.31,7.646,,71.2,0.0148639864544855,0.059455945817942,1.0,3.0,0.019818648605980666,0.0006865049737942949,6.8650497379429485
Mg,24.305,173.0,1.31,7.646,,71.2,0.015270827171065045,0.06108330868426018,2.0,6.0,0.020361102894753392,0.0007082191302779347,7.082191302779346
Mg,24.305,173.0,1.31,7.646,,71.2,0.013034458751125282,0.05213783500450113,4.0,12.0,0.01737927833483371,0.0006166038575049041,6.166038575049041
Mg,24.305,173.0,1.31,7.646,,71.2,0.01418542938023459,0.05674171752093836,1.0,3.0,0.018913905840312786,0.0006539714490335998,6.5397144903359985
Mg,24.305,173.0,1.31,7.646,,71.2,0.015473620767766063,0.06189448307106425,1.0,3.0,0.020631494357021416,0.0007211413297078116,7.211413297078116
Mg,24.305,173.0,1.31,7.646,,71.2,0.013372238417793251,0.0802334305067595,1.0,5.0,0.0160466861013519,0.0006100572362147018,6.100572362147018
Mg,24.305,173.0,1.31,7.646,,71.2,0.012852929373573999,0.077117576241444,1.0,5.0,0.0154235152482888,0.0005850631792629655,5.850631792629655
Mg,24.305,173.0,1.31,7.646,,71.2,0.013220937009519715,0.0793256220571183,1.0,5.0,0.01586512441142366,0.0006033277529018207,6.033277529018207
Mg,24.305,173.0,1.31,7.646,,71.2,0.013225632548218449,0.07935379528931069,1.0,5.0,0.015870759057862137,0.0006036521553923999,6.036521553923999
Mg,24.305,173.0,1.31,7.646,,71.2,0.01267120569602748,0.10136964556821984,1.0,7.0,0.01448137793831712,0.0005761435916639147,5.7614359166391464
Mg,24.305,173.0,1.31,7.646,,71.2,0.0164204850938906,0.0328409701877812,2.0,2.0,0.0328409701877812,0.0007836791186763564,7.8367911867635645
Mg,24.305,173.0,1.31,7.646,,71.2,0.01796563473186639,0.03593126946373278,3.0,3.0,0.03593126946373278,0.0008515471869069624,8.515471869069623
Mg,24.305,173.0,1.31,7.646,,71.2,0.017256976814020653,0.034513953628041306,3.0,3.0,0.034513953628041306,0.0008084191713330409,8.084191713330409
Mg,24.305,173.0,1.31,7.646,,71.2,0.01589123835243965,0.0317824767048793,1.0,1.0,0.0317824767048793,0.0007557260703676881,7.557260703676881
Mg,24.305,173.0,1.31,7.646,,71.2,0.016363191871050852,0.032726383742101704,3.0,3.0,0.032726383742101704,0.0007584696646718817,7.584696646718816
Mg,24.305,173.0,1.31,7.646,,71.2,0.016657339849104266,0.03331467969820853,3.0,3.0,0.03331467969820853,0.0007991027796791085,7.9910277967910845
Mg,24.305,173.0,1.31,7.646,,71.2,0.017182997131463897,0.034365994262927795,3.0,3.0,0.034365994262927795,0.0008089495593527128,8.089495593527127
Mg,24.305,173.0,1.31,7.646,,71.2,0.016588233775555957,0.033176467551111914,3.0,3.0,0.033176467551111914,0.0007937417117135163,7.937417117135163
Mg,24.305,173.0,1.31,7.646,,71.2,0.0035080810988986503,0.0070161621977973005,1.0,1.0,0.0070161621977973005,0.00017305542889146605,1.7305542889146606
Mg,24.305,173.0,1.31,7.646,,71.2,0.014794002437433076,0.029588004874866153,2.0,2.0,0.029588004874866153,0.0007169500198333632,7.1695001983336315
Mg,24.305,173.0,1.31,7.646,,71.2,0.016591063253382887,0.033182126506765774,2.0,2.0,0.033182126506765774,0.0007700683261669712,7.700683261669712
Mg,24.305,173.0,1.31,7.646,,71.2,0.003463775553977101,0.006927551107954202,1.0,1.0,0.006927551107954202,0.00017389345868231424,1.7389345868231425
Mg,24.305,173.0,1.31,7.646,,71.2,0.015960377156763725,0.03192075431352745,1.0,1.0,0.03192075431352745,0.0007590419748201364,7.590419748201364
Mg,24.305,173.0,1.31,7.646,,71.2,0.015920230240642416,0.03184046048128483,3.0,3.0,0.03184046048128483,0.0007609441723918197,7.609441723918198
Mg,24.305,173.0,1.31,7.646,,71.2,0.003511203079494825,0.00702240615898965,2.0,2.0,0.00702240615898965,0.00017347142542831906,1.7347142542831906
Mg,24.305,173.0,1.31,7.646,,71.2,0.0151909213083102,0.0303818426166204,2.0,2.0,0.0303818426166204,0.0007553845268088662,7.553845268088661
Mg,24.305,173.0,1.31,7.646,,71.2,0.0143096981479118,0.0286193962958236,1.0,1.0,0.0286193962958236,0.0006894307789539606,6.894307789539606
Mg,24.305,173.0,1.31,7.646,,71.2,0.015264550439035308,0.030529100878070616,3.0,3.0,0.030529100878070616,0.000748227249933052,7.48227249933052
Mg,24.305,173.0,1.31,7.646,,71.2,0.015721097080161808,0.031442194160323615,3.0,3.0,0.031442194160323615,0.0007834371718603886,7.834371718603886
Mg,24.305,173.0,1.31,7.646,,71.2,0.01507475496017544,0.03014950992035088,3.0,3.0,0.03014950992035088,0.0007451371512682841,7.451371512682841
Mg,24.305,173.0,1.31,7.646,,71.2,0.015857748167378147,0.031715496334756295,3.0,3.0,0.031715496334756295,0.0007785867009219204,7.785867009219204
Mn,54.93804,197.0,1.55,7.434,,68.0,0.0031490046097577247,0.0062980092195154495,1.0,1.0,0.0062980092195154495,0.00024046000807783225,2.4046000807783225
N,14.007,155.0,3.04,14.534,,7.4,0.0027373421707566504,0.010949368683026602,1.0,3.0,0.003649789561008867,0.0002601559716219569,2.601559716219569
Ni,58.693,163.0,1.91,7.64,1.156,49.0,0.0031269613039282508,0.012507845215713003,1.0,3.0,0.004169281738571001,0.00029807541346762713,2.980754134676271
Np,237.048172,221.0,1.36,6.266,,160.0,0.011814926890844875,0.0472597075633795,1.0,3.0,0.015753235854459834,0.0007439887954767205,7.439887954767205
N,14.007,155.0,3.04,14.534,,7.4,0.0057249036794436246,0.011449807358887249,1.0,1.0,0.011449807358887249,0.00044794871011115297,4.47948710111153
N,14.007,155.0,3.04,14.534,,7.4,0.005630178644384969,0.011260357288769937,4.0,4.0,0.011260357288769937,0.0004376591627648582,4.376591627648582
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0009600302900610418,0.0028800908701831253,2.0,4.0,0.0014400454350915626,9.96855808975231e-05,0.996855808975231
O,15.999,152.0,3.44,13.618,1.461,5.3,0.001075606130583733,0.0032268183917511994,1.0,2.0,0.0016134091958755997,0.00011167446961003927,1.1167446961003926
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0010494729074944,0.0031484187224832,2.0,4.0,0.0015742093612416,0.0001145141014129952,1.145141014129952
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0008869820085797668,0.0026609460257393004,1.0,2.0,0.0013304730128696502,0.00010700026742047912,1.0700026742047912
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0033318432712172875,0.01332737308486915,1.0,3.0,0.004442457694956384,0.0003111863234871721,3.111863234871721
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0008161283721689167,0.00734515534952025,1.0,8.0,0.0009181444186900313,6.509824881106632e-05,0.6509824881106632
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0009650896489951055,0.00868580684095595,1.0,8.0,0.0010857258551194937,8.462005541559824e-05,0.8462005541559824
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0008670995731989998,0.007803896158790999,1.0,8.0,0.0009754870198488749,7.771720492438339e-05,0.7771720492438339
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0007533398201792944,0.00678005838161365,1.0,8.0,0.0008475072977017062,6.045040750938397e-05,0.6045040750938397
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0008155392294303722,0.007339853064873349,1.0,8.0,0.0009174816331091687,5.9505789211167345e-05,0.5950578921116735
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0007772652430849,0.006995387187764101,1.0,8.0,0.0008744233984705126,5.9398093277823795e-05,0.5939809327782379
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0008421584606797389,0.00757942614611765,1.0,8.0,0.0009474282682647063,6.013623019092165e-05,0.6013623019092165
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0007706108932475111,0.0069354980392276,1.0,8.0,0.00086693725490345,6.561269628370808e-05,0.6561269628370808
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.003202052936301344,0.012808211745205376,2.0,6.0,0.004269403915068459,0.00020522773090893596,2.0522773090893596
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.0015668886290036458,0.009401331774021875,4.0,20.0,0.001880266354804375,8.174713333276115e-05,0.8174713333276115
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.0017561147159470417,0.01053668829568225,4.0,20.0,0.00210733765913645,8.951801763490704e-05,0.8951801763490703
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.0015087894660265862,0.01207031572821269,8.0,56.0,0.0017243308183160985,7.113957826984059e-05,0.711395782698406
Pa,231.03588,243.0,1.5,5.89,,200.0,0.017147676384894922,0.034295352769789844,1.0,1.0,0.034295352769789844,0.0007560259961348719,7.560259961348718
Pb,207.0,202.0,2.33,7.417,0.36,57.0,0.004986587856097074,0.019946351424388296,1.0,3.0,0.006648783808129432,0.00017848009693026689,1.784800969302669
Pb,207.0,202.0,2.33,7.417,0.36,57.0,0.0015416515330807252,0.006166606132322901,1.0,3.0,0.0020555353774409668,4.437497674901116e-05,0.4437497674901116
Pb,207.0,202.0,2.33,7.417,0.36,57.0,0.007698734912711974,0.015397469825423948,1.0,1.0,0.015397469825423948,0.00035116077884969393,3.5116077884969394
Pd,106.42,202.0,2.2,8.337,0.557,26.14,0.011758503101895414,0.047034012407581656,1.0,3.0,0.01567800413586055,0.0008241965929235464,8.241965929235464
Pd,106.42,202.0,2.2,8.337,0.557,26.14,0.015331266703699623,0.12265013362959698,1.0,7.0,0.017521447661371,0.001045258396966985,10.452583969669849
Pd,106.42,202.0,2.2,8.337,0.557,26.14,0.012884955544424075,0.02576991108884815,1.0,1.0,0.02576991108884815,0.0009939840135749555,9.939840135749554
Pd,106.42,202.0,2.2,8.337,0.557,26.14,0.01396158625127065,0.0279231725025413,1.0,1.0,0.0279231725025413,0.0010187849660116474,10.187849660116473
Pm,144.91276,236.0,,5.55,,200.0,0.0314518876161807,0.1258075504647228,1.0,3.0,0.041935850154907604,0.001007099575260378,10.07099575260378
Pr,140.90766,239.0,1.13,5.464,,216.0,0.03331936227213405,0.1332774490885362,1.0,3.0,0.0444258163628454,0.0010229232327241856,10.229232327241856
Pt,195.08,209.0,2.28,9.0,2.128,48.0,0.010832018346831724,0.03249605504049517,2.0,4.0,0.016248027520247586,0.0006474764351677253,6.474764351677253
Pt,195.08,209.0,2.28,9.0,2.128,48.0,0.007520572069380276,0.030082288277521105,1.0,3.0,0.010027429425840369,0.0005258003464567452,5.2580034645674525
Pt,195.08,209.0,2.28,9.0,2.128,48.0,0.007343680235240652,0.05874944188192521,1.0,7.0,0.008392777411703602,0.0004951573811869568,4.951573811869568
Pt,195.08,209.0,2.28,9.0,2.128,48.0,0.009840965766717974,0.019681931533435948,1.0,1.0,0.019681931533435948,0.0007225438173987981,7.225438173987982
Pu,244.0642,243.0,1.28,6.06,,145.0,0.014716199064086001,0.058864796256344006,1.0,3.0,0.01962159875211467,0.000804650414460011,8.04650414460011
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.008016642497761094,0.016033284995522187,8.0,8.0,0.016033284995522187,0.0005161056106455216,5.161056106455216
Re,186.207,217.0,1.9,7.88,0.15,62.0,0.004188087646988274,0.016752350587953095,1.0,3.0,0.005584116862651031,0.0002943853074279891,2.943853074279891
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,0.0180199255459288,0.0720797021837152,1.0,3.0,0.024026567394571735,0.0013584931979113968,13.584931979113968
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,0.016739053767911162,0.06695621507164465,1.0,3.0,0.022318738357214884,0.0012223018964640812,12.223018964640811
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,0.016699025016996823,0.03339805003399365,1.0,1.0,0.03339805003399365,0.001267062462503549,12.670624625035488
S,32.07,180.0,2.58,10.36,2.077,19.4,0.00042850119929890504,0.002142505996494525,2.0,8.0,0.0005356264991236313,2.2409637422528688e-06,0.02240963742252869
S,32.07,180.0,2.58,10.36,2.077,19.4,0.00042850119929890504,0.002142505996494525,2.0,8.0,0.0005356264991236313,2.2409637422528688e-06,0.02240963742252869
S,32.07,180.0,2.58,10.36,2.077,19.4,0.000437992907443885,0.002189964537219425,2.0,8.0,0.0005474911343048563,2.0708116284339167e-06,0.02070811628433917
Sb,121.76,206.0,2.05,8.64,1.07,43.0,0.005112642711190537,0.020450570844762147,1.0,3.0,0.006816856948254049,0.0001993809526538335,1.993809526538335
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.0018753870050727006,0.007501548020290802,1.0,3.0,0.002500516006763601,0.00013258377377898796,1.3258377377898796
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.0018855886678763065,0.007542354671505226,2.0,6.0,0.002514118223835075,0.00012893589422477162,1.2893589422477163
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.001197946015120837,0.002395892030241674,2.0,2.0,0.002395892030241674,7.960358833162019e-05,0.7960358833162019
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.000570098429859,0.001140196859718,8.0,8.0,0.001140196859718,2.333792196264019e-05,0.2333792196264019
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.007509397114777687,0.015018794229555373,8.0,8.0,0.015018794229555373,0.00048464015335238504,4.84640153352385
Sm,150.4,229.0,1.17,5.644,,192.0,0.03176501598074461,0.12706006392297844,1.0,3.0,0.04235335464099282,0.0010412004753981576,10.412004753981575
Sn,118.71,217.0,1.96,7.344,1.2,53.0,0.0024927406081248498,0.009970962432499399,1.0,3.0,0.003323654144166466,0.0001015008710190269,1.015008710190269
Sn,118.71,217.0,1.96,7.344,1.2,53.0,0.0016404817564149288,0.0032809635128298576,6.0,6.0,0.0032809635128298576,7.822292169493555e-05,0.7822292169493555
Sn,118.71,217.0,1.96,7.344,1.2,53.0,0.001558669472609042,0.003117338945218084,3.0,3.0,0.003117338945218084,7.609199702325763e-05,0.7609199702325763
S,32.07,180.0,2.58,10.36,2.077,19.4,0.005702335187590274,0.011404670375180549,1.0,1.0,0.011404670375180549,0.00034034015306486516,3.4034015306486514
S,32.07,180.0,2.58,10.36,2.077,19.4,0.005581935254870469,0.011163870509740938,4.0,4.0,0.011163870509740938,0.00027991547299096117,2.7991547299096116
S,32.07,180.0,2.58,10.36,2.077,19.4,0.0076709509839932005,0.015341901967986401,1.0,1.0,0.015341901967986401,0.00048414271816403916,4.841427181640392
Tb,158.92535,221.0,,5.864,,170.0,0.02868064331467856,0.11472257325871424,1.0,3.0,0.03824085775290475,0.0009794003282646985,9.794003282646985
Tb,158.92535,221.0,,5.864,,170.0,0.03266632559061604,0.13066530236246415,1.0,3.0,0.04355510078748805,0.0011252852140610143,11.252852140610143
Tb,158.92535,221.0,,5.864,,170.0,0.02121268330163406,0.08485073320653624,2.0,6.0,0.028283577735512083,0.0007156256769833986,7.156256769833986
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.003032952140442644,0.012131808561770575,2.0,6.0,0.004043936187256858,9.514474491027219e-05,0.9514474491027218
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.0036663835754089263,0.014665534301635705,12.0,36.0,0.004888511433878568,0.00012259184351379274,1.2259184351379275
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.0036729358522451876,0.01469174340898075,12.0,36.0,0.0048972478029935835,0.0001231408867652524,1.2314088676525239
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.010554878878467424,0.042219515513869696,1.0,3.0,0.014073171837956566,0.00040399601885470144,4.039960188547014
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.010645902484311525,0.0425836099372461,1.0,3.0,0.0141945366457487,0.0004107203713429684,4.107203713429684
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.012096499724428757,0.024192999448857513,4.0,4.0,0.024192999448857513,0.0004795830145461778,4.795830145461778
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.012824262051226396,0.02564852410245279,12.0,12.0,0.02564852410245279,0.0005574726527238479,5.574726527238479
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.013250020619529563,0.026500041239059125,12.0,12.0,0.026500041239059125,0.0005867111777670467,5.867111777670467
Tl,204.383,196.0,1.62,6.108,0.2,66.0,0.0161931413407314,0.0323862826814628,1.0,1.0,0.0323862826814628,0.0007957351185954725,7.9573511859547255
Tm,168.93422,227.0,1.25,6.184,,144.0,0.018221397312764002,0.07288558925105601,2.0,6.0,0.02429519641701867,0.0006476965891534458,6.476965891534458
