Group,AtomicMass,AtomicMass_std,AtomicRadius,AtomicRadius_std,Electronegativity,Electronegativity_std,IonizationEnergy,IonizationEnergy_std,ElectronAffinity,ElectronAffinity_std,Polarizability,Polarizability_std,Total Sites,Total Sites_std,Li Sites,Li Sites_std,Counter Ion Sites,Counter Ion Sites_std
11,96.721680057508,64.58611303384306,189.33546325878595,19.802694743281826,1.9347284345047921,0.43421976119910854,7.851610223642173,1.8013992357503115,0.7967412140575081,0.5784152200535079,57.67918530351437,40.194185361494846,15.79552715654952,21.14971916965305,11.13738019169329,17.27892341544049,4.875399361022364,4.112262998813411
13,49.09255268965517,49.732369530668876,176.54990925589837,14.047217614852464,1.512323049001815,0.3417293626069881,7.59414337568058,0.6324339759623095,0.342076225045372,0.6291131576181432,65.43771324863884,17.674878768708144,8.62431941923775,15.341164713385993,5.112522686025408,12.767360629459205,3.511796733212341,2.787528498422333
14,30.06415068131868,25.54245260120782,173.66272189349112,8.943913698522561,1.339763313609468,0.14105396636722903,7.61320202874049,0.5221622611803401,0.02789687235841082,0.11672194756923301,71.52765215553677,17.59642823714054,5.541842772612004,1.5174335976060207,2.2882502113271346,1.0457822297344193,3.224852071005917,1.2497679477034815
16,35.29643849953227,36.39036108744366,175.94574368568755,11.484024611881607,1.3461365762394761,0.17300100684869932,7.44633769878391,0.6196097698865795,0.048785781103835364,0.15855388722273145,73.43607343311507,19.982513797168004,5.871842843779233,2.914422754210525,4.003741814780168,2.461308274103285,1.8362956033676332,0.9161226154938126
30,152.91945333333334,9.304295107617063,227.0,9.2951600308978,0.37666666666666665,0.5835294908285841,5.730666666666667,0.20655911179772862,0.0,0.0,185.33333333333334,23.754297856738823,4.0,0.0,1.0,0.0,3.0,0.0
5,48.66783620689655,69.31199431831385,190.66666666666666,13.7127143791983,2.2005172413793095,0.33625834281311334,9.228873563218391,1.8580928771163996,0.5389942528735633,0.7164115094230624,25.454597701149428,22.064976474753834,8.505747126436782,3.831338869254589,1.6206896551724137,1.2044366856414492,6.885057471264368,4.110961766311721
12,45.07864527272727,49.51093665834069,177.67424242424244,14.642557622777383,1.4421212121212121,0.26631216619886483,7.737204545454546,0.6452120035591631,0.16895454545454547,0.43960156417583324,65.94214646464647,14.201981937817285,14.815656565656566,25.876031547955222,8.33838383838384,21.823719484790658,6.4772727272727275,4.80828284898748
17,27.133491980506825,27.039179463008523,178.2027290448343,13.091245000486646,1.2610136452241716,0.1726260460259954,7.13937231968811,0.890868986192933,0.12416179337231971,0.2553643826229525,91.26191520467839,38.24455254304732,10.187134502923977,21.945156920849318,7.358674463937622,15.409387605110197,5.148148148148148,15.905528025163395
10,54.42416605033558,61.50479557967101,182.56711409395973,16.706735442686618,1.900604026845638,0.581293956812002,8.139704697986575,2.1096873306349986,0.65098322147651,0.6875395523758397,46.85774197986577,22.4889342764109,11.261744966442953,7.815116124695971,4.1610738255033555,5.905618068326332,7.100671140939597,5.435566829084197
2,44.61609965283019,51.466076607507624,193.98490566037736,14.885667758996195,1.6113207547169812,0.5101375250400363,7.053411320754717,1.5023859864043227,0.7877811320754717,0.3674304165502486,88.39349056603773,61.28292867823411,7.562264150943396,5.879220805382706,1.9962264150943396,1.4525268296889646,4.796226415094339,5.654508869442392
9,63.56942813984734,58.62708030342183,173.59541984732823,19.790774826010637,2.251793893129771,0.8554635248885083,9.622465648854961,2.966493270917991,0.9741106870229007,0.8151127505631124,42.710076335877865,26.921359620672437,65.51908396946565,64.41803739988268,14.541984732824428,25.157666668717983,50.97709923664122,63.80285315914024
1,30.371858071964017,33.4063509640329,174.2518740629685,25.208014037361938,2.794857571214393,0.6909216778831524,11.174685157421289,2.6651016713707785,1.2699310344827588,0.4430558042584091,18.9191904047976,18.57066668715562,15.91904047976012,30.67037845207085,6.983508245877061,18.30828832270693,8.935532233883059,16.123315513014617
