Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
Hg,K2 Hg6,8,2.0,6.0,0.02278847298138955,0.0028485591226736938,0.011394236490694775,0.0037980788302315917,K2 Hg6
Sn,K2 Sn1,3,2.0,1.0,0.004170536568482651,0.0013901788561608835,0.0020852682842413253,0.004170536568482651,K2 Sn1
Pr,K3 Pr1,4,3.0,1.0,0.01206265501162325,0.0030156637529058124,0.0040208850038744165,0.01206265501162325,K3 Pr1
S,K1 S1,2,1.0,1.0,0.003591012323307205,0.0017955061616536025,0.003591012323307205,0.003591012323307205,K1 S1
Dy,K3 Dy1,4,3.0,1.0,0.00943833181527625,0.0023595829538190626,0.0031461106050920833,0.00943833181527625,K3 Dy1
Bi,K8 Bi2,10,8.0,2.0,0.06560200064980361,0.006560200064980361,0.008200250081225451,0.032801000324901804,K8 Bi2
N,K6 N2,8,6.0,2.0,0.0580979982435981,0.007262249780449762,0.009682999707266349,0.02904899912179905,K6 N2
Pm,K1 Pm3,4,1.0,3.0,0.045271368629357996,0.011317842157339499,0.045271368629357996,0.015090456209785998,K1 Pm3
Ru,K3 Ru1,4,3.0,1.0,0.010069857047943801,0.0025174642619859504,0.003356619015981267,0.010069857047943801,K3 Ru1
Zr,K3 Zr1,4,3.0,1.0,0.009397878721296899,0.0023494696803242248,0.0031326262404323,0.009397878721296899,K3 Zr1
Zr,K4 Zr2,6,4.0,2.0,0.013339825537380254,0.0022233042562300426,0.0033349563843450636,0.006669912768690127,K4 Zr2
O,K1 O2,3,1.0,2.0,0.00315158655943299,0.00105052885314433,0.00315158655943299,0.001575793279716495,K1 O2
Sc,K3 Sc1,4,3.0,1.0,0.0097867563633848,0.0024466890908462,0.003262252121128267,0.0097867563633848,K3 Sc1
W,K3 W1,4,3.0,1.0,0.007071793789165202,0.0017679484472913004,0.0023572645963884004,0.007071793789165202,K3 W1
C,K2 C4,6,2.0,4.0,0.00748924665974135,0.0012482077766235583,0.003744623329870675,0.0018723116649353375,K2 C4
Cd,K3 Cd1,4,3.0,1.0,0.0066606663757099,0.001665166593927475,0.002220222125236633,0.0066606663757099,K3 Cd1
O,K16 O8,24,16.0,8.0,0.158350695354119,0.006597945639754958,0.009896918459632437,0.019793836919264875,K16 O8
U,K3 U1,4,3.0,1.0,0.008329728601185301,0.0020824321502963252,0.0027765762003951005,0.008329728601185301,K3 U1
C,K2 C120,122,2.0,120.0,0.055741970517897504,0.00045690139768768444,0.027870985258948752,0.0004645164209824792,K2 C120
I,K4 I4,8,4.0,4.0,0.04025463597658485,0.0050318294970731064,0.010063658994146213,0.010063658994146213,K4 I4
Re,K3 Re1,4,3.0,1.0,0.0092011941832993,0.002300298545824825,0.0030670647277664335,0.0092011941832993,K3 Re1
Li,K3 Li1,4,3.0,1.0,0.0079651352977722,0.00199128382444305,0.0026550450992573996,0.0079651352977722,K3 Li1
Rh,K3 Rh1,4,3.0,1.0,0.04299171052878445,0.010747927632196112,0.014330570176261484,0.04299171052878445,K3 Rh1
N,K1 N2,3,1.0,2.0,0.010217365681832099,0.0034057885606106997,0.010217365681832099,0.005108682840916049,K1 N2
Pm,K1 Pm3,4,1.0,3.0,0.05181419814021125,0.012953549535052813,0.05181419814021125,0.017271399380070416,K1 Pm3
Rb,K3 Rb1,4,3.0,1.0,0.0515799499300918,0.01289498748252295,0.017193316643363935,0.0515799499300918,K3 Rb1
Th,K3 Th1,4,3.0,1.0,0.0072937556224219515,0.0018234389056054879,0.0024312518741406506,0.0072937556224219515,K3 Th1
Hf,K3 Hf1,4,3.0,1.0,0.0077963538787931,0.001949088469698275,0.0025987846262643666,0.0077963538787931,K3 Hf1
Se,K16 Se16,32,16.0,16.0,0.125806399998043,0.003931449999938844,0.007862899999877687,0.007862899999877687,K16 Se16
Si,K1 Si1,2,1.0,1.0,0.00300335695753055,0.001501678478765275,0.00300335695753055,0.00300335695753055,K1 Si1
F,K1 F1,2,1.0,1.0,0.0107851414161939,0.00539257070809695,0.0107851414161939,0.0107851414161939,K1 F1
Ga,K4 Ga6,10,4.0,6.0,0.030137607466678505,0.0030137607466678507,0.007534401866669626,0.005022934577779751,K4 Ga6
S,K1 S1,2,1.0,1.0,0.01277299883959225,0.006386499419796125,0.01277299883959225,0.01277299883959225,K1 S1
Rb,K6 Rb2,8,6.0,2.0,0.01658860760203205,0.0020735759502540064,0.0027647679336720086,0.008294303801016025,K6 Rb2
Hg,K1 Hg3,4,1.0,3.0,0.012205716300751599,0.0030514290751878998,0.012205716300751599,0.004068572100250533,K1 Hg3
Cs,Cs12 K14,26,14.0,14.0,0.04964872918235845,0.0019095665070137866,0.0035463377987398894,0.0035463377987398894,Cs12 K14
O,K16 O8,24,16.0,8.0,0.1787765332802585,0.0074490222200107705,0.011173533330016156,0.022347066660032312,K16 O8
C,K8 C8,16,8.0,8.0,0.021162481649965495,0.0013226551031228434,0.002645310206245687,0.002645310206245687,K8 C8
Ag,K4 Ag8,12,4.0,8.0,0.044288490069128994,0.0036907075057607494,0.011072122517282248,0.005536061258641124,K4 Ag8
C,K2 C4,6,2.0,4.0,0.00783114274965545,0.0013051904582759082,0.003915571374827725,0.0019577856874138625,K2 C4
Pr,K2 Pr6,8,2.0,6.0,0.09914970281938651,0.012393712852423314,0.049574851409693255,0.016524950469897753,K2 Pr6
Se,K1 Se1,2,1.0,1.0,0.01024022088134343,0.005120110440671715,0.01024022088134343,0.01024022088134343,K1 Se1
Ca,K3 Ca1,4,3.0,1.0,0.008718717631941751,0.002179679407985438,0.0029062392106472506,0.008718717631941751,K3 Ca1
In,K3 In1,4,3.0,1.0,0.0096525600441812,0.0024131400110453,0.0032175200147270665,0.0096525600441812,K3 In1
F,K2 F10,12,2.0,10.0,0.01411998510945015,0.0011766654257875126,0.007059992554725075,0.001411998510945015,K2 F10
Al,K3 Al1,4,3.0,1.0,0.010892057547549398,0.0027230143868873496,0.003630685849183133,0.010892057547549398,K3 Al1
Tc,K6 Tc3,9,6.0,3.0,0.030452132430591604,0.003383570270065734,0.005075355405098601,0.010150710810197201,K6 Tc3
Mg,K3 Mg1,4,3.0,1.0,0.008842586934572749,0.002210646733643187,0.0029475289781909163,0.008842586934572749,K3 Mg1
Er,K6 Er2,8,6.0,2.0,0.024499218980293804,0.0030624023725367255,0.0040832031633823,0.012249609490146902,K6 Er2
O,K4 O2,6,4.0,2.0,0.0373281982044945,0.00622136636741575,0.009332049551123624,0.01866409910224725,K4 O2
Fe,K2 Fe2,4,2.0,2.0,0.012428590709971349,0.003107147677492837,0.006214295354985674,0.006214295354985674,K2 Fe2
Sr,K6 Sr2,8,6.0,2.0,0.02306370053814615,0.0028829625672682686,0.0038439500896910246,0.011531850269073074,K6 Sr2
Ba,K3 Ba1,4,3.0,1.0,0.0645733972242085,0.016143349306052126,0.021524465741402835,0.0645733972242085,K3 Ba1
Sb,K5 Sb4,9,5.0,4.0,0.06551725635854305,0.007279695150949228,0.01310345127170861,0.016379314089635763,K5 Sb4
C,K4 C1,5,4.0,1.0,0.038583766683177805,0.007716753336635561,0.009645941670794451,0.038583766683177805,K4 C1
Al,K3 Al1,4,3.0,1.0,0.0115514798602786,0.00288786996506965,0.003850493286759533,0.0115514798602786,K3 Al1
Cr,K3 Cr1,4,3.0,1.0,0.011060134647444798,0.0027650336618611996,0.003686711549148266,0.011060134647444798,K3 Cr1
H,K1 H3,4,1.0,3.0,0.0141208972828559,0.003530224320713975,0.0141208972828559,0.004706965760951967,K1 H3
Ge,K8 Ge46,54,8.0,46.0,0.13728735445820697,0.0025423584158927215,0.01716091930727587,0.002984507705613195,K8 Ge46
Tl,K3 Tl1,4,3.0,1.0,0.0097569668748731,0.002439241718718275,0.0032523222916243668,0.0097569668748731,K3 Tl1
Ge,K3 Ge1,4,3.0,1.0,0.008265293840527401,0.0020663234601318503,0.002755097946842467,0.008265293840527401,K3 Ge1
Se,K57 Se34,91,57.0,34.0,0.5833020586179256,0.006409912732065116,0.010233369449437292,0.017155942900527223,K57 Se34
Se,K8 Se20,28,8.0,20.0,0.0947453890894555,0.003383763896051982,0.011843173636181937,0.004737269454472775,K8 Se20
C,K2 C1,3,2.0,1.0,0.00394571573720395,0.0013152385790679833,0.001972857868601975,0.00394571573720395,K2 C1
Ti,K3 Ti1,4,3.0,1.0,0.0105264712214942,0.00263161780537355,0.003508823740498067,0.0105264712214942,K3 Ti1
Mo,K3 Mo1,4,3.0,1.0,0.011229386072571452,0.002807346518142863,0.0037431286908571506,0.011229386072571452,K3 Mo1
Se,K2 Se6,8,2.0,6.0,0.02432966527302325,0.0030412081591279063,0.012164832636511625,0.004054944212170542,K2 Se6
O,K4 O2,6,4.0,2.0,0.04139120071888335,0.006898533453147226,0.010347800179720838,0.020695600359441676,K4 O2
Tl,K4 Tl4,8,4.0,4.0,0.0263039216491243,0.0032879902061405375,0.006575980412281075,0.006575980412281075,K4 Tl4
Si,K16 Si16,32,16.0,16.0,0.05561784270808501,0.0017380575846276565,0.003476115169255313,0.003476115169255313,K16 Si16
Rb,K1 Rb3,4,1.0,3.0,0.00846344435196355,0.0021158610879908877,0.00846344435196355,0.0028211481173211835,K1 Rb3
O,K6 O3,9,6.0,3.0,0.07077849199132699,0.007864276887925221,0.011796415331887833,0.023592830663775665,K6 O3
Ti,K6 Ti2,8,6.0,2.0,0.0230027889697346,0.002875348621216825,0.0038337981616224336,0.0115013944848673,K6 Ti2
Si,K8 Si46,54,8.0,46.0,0.12246912952517547,0.002267946843058805,0.015308641190646934,0.0026623723809820754,K8 Si46
Rb,K3 Rb1,4,3.0,1.0,0.0081988216827106,0.00204970542067765,0.0027329405609035334,0.0081988216827106,K3 Rb1
Pu,K6 Pu6,12,6.0,6.0,0.146612819659303,0.012217734971608584,0.02443546994321717,0.02443546994321717,K6 Pu6
O,K2 O2,4,2.0,2.0,0.02398995334780345,0.005997488336950863,0.011994976673901725,0.011994976673901725,K2 O2
Ca,K1 Ca3,4,1.0,3.0,0.036174405896318346,0.009043601474079586,0.036174405896318346,0.012058135298772782,K1 Ca3
As,K2 As2,4,2.0,2.0,0.024142773829890447,0.006035693457472612,0.012071386914945224,0.012071386914945224,K2 As2
Pd,K3 Pd1,4,3.0,1.0,0.0082158998216406,0.00205397495541015,0.0027386332738802,0.0082158998216406,K3 Pd1
Hf,K3 Hf1,4,3.0,1.0,0.0087463760907377,0.002186594022684425,0.002915458696912567,0.0087463760907377,K3 Hf1
B,K6 B34,40,6.0,34.0,0.05826139164501999,0.0014565347911254997,0.009710231940836665,0.001713570342500588,K6 B34
F,K8 F24,32,8.0,24.0,0.07291856832220128,0.00227870526006879,0.00911482104027516,0.00303827368009172,K8 F24
Th,K2 Th6,8,2.0,6.0,0.09836360074948348,0.012295450093685436,0.04918180037474174,0.01639393345824725,K2 Th6
Tc,K3 Tc1,4,3.0,1.0,0.01297756951246105,0.0032443923781152626,0.0043258565041536835,0.01297756951246105,K3 Tc1
Mg,K1 Mg15,16,1.0,15.0,0.13539038957061145,0.008461899348163215,0.13539038957061145,0.009026025971374096,K1 Mg15
Si,K15 Si92,107,15.0,92.0,0.23365267652064192,0.002183669874024691,0.015576845101376129,0.0025397030056591515,K15 Si92
Pt,K2 Pt6,8,2.0,6.0,0.035095834745986106,0.004386979343248263,0.017547917372993053,0.005849305790997684,K2 Pt6
Pr,K6 Pr2,8,6.0,2.0,0.02508144545315965,0.003135180681644956,0.004180240908859941,0.012540722726579825,K6 Pr2
La,K1 La3,4,1.0,3.0,0.07470895345767041,0.018677238364417603,0.07470895345767041,0.024902984485890137,K1 La3
Nb,K3 Nb1,4,3.0,1.0,0.01021402506230655,0.0025535062655766376,0.00340467502076885,0.01021402506230655,K3 Nb1
Cd,K3 Cd1,4,3.0,1.0,0.038483908118982946,0.009620977029745736,0.012827969372994316,0.038483908118982946,K3 Cd1
Ga,K4 Ga4,8,4.0,4.0,0.024100011665666003,0.0030125014582082503,0.006025002916416501,0.006025002916416501,K4 Ga4
Tl,K2 Tl6,8,2.0,6.0,0.038210948864321005,0.004776368608040126,0.019105474432160503,0.0063684914773868345,K2 Tl6
C,K1 C1,2,1.0,1.0,0.0031748158172634506,0.0015874079086317253,0.0031748158172634506,0.0031748158172634506,K1 C1
O,K2 O4,6,2.0,4.0,0.0034063269866247696,0.0005677211644374616,0.0017031634933123848,0.0008515817466561924,K2 O4
Re,K6 Re3,9,6.0,3.0,0.016860214155384995,0.0018733571283761105,0.002810035692564166,0.005620071385128332,K6 Re3
Pr,K1 Pr3,4,1.0,3.0,0.05078743890081665,0.012696859725204162,0.05078743890081665,0.016929146300272216,K1 Pr3
Re,K3 Re1,4,3.0,1.0,0.00875899624789235,0.0021897490619730876,0.002919665415964117,0.00875899624789235,K3 Re1
Sr,K3 Sr1,4,3.0,1.0,0.010831548420531098,0.0027078871051327744,0.0036105161401770326,0.010831548420531098,K3 Sr1
P,K1 P1,2,1.0,1.0,0.010194433256946231,0.0050972166284731155,0.010194433256946231,0.010194433256946231,K1 P1
Ho,K6 Ho2,8,6.0,2.0,0.0249548112971618,0.003119351412145225,0.004159135216193633,0.0124774056485809,K6 Ho2
Ce,K6 Ce2,8,6.0,2.0,0.0260553077328306,0.003256913466603825,0.0043425512888051005,0.0130276538664153,K6 Ce2
S,K8 S20,28,8.0,20.0,0.0838951265038265,0.0029962545179938035,0.010486890812978312,0.004194756325191324,K8 S20
Cs,Cs1 K3,4,3.0,3.0,0.0441669230532016,0.0110417307633004,0.014722307684400533,0.014722307684400533,Cs1 K3
Bi,K5 Bi4,9,5.0,4.0,0.06478615850515596,0.00719846205612844,0.012957231701031191,0.01619653962628899,K5 Bi4
Te,K6 Te6,12,6.0,6.0,0.081909908577352,0.006825825714779334,0.013651651429558667,0.013651651429558667,K6 Te6
Ba,K3 Ba1,4,3.0,1.0,0.0551414363532108,0.0137853590883027,0.0183804787844036,0.0551414363532108,K3 Ba1
