Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Composition
Tl,K3 Tl1,4,3.0,1.0,0.0093656403826128,0.0023414100956532,0.0031218801275376003,0.0093656403826128,K3 Tl1
Cs,Cs4 K8,12,8.0,8.0,0.023778695854178602,0.001981557987848217,0.0029723369817723252,0.0029723369817723252,Cs4 K8
Th,K3 Th1,4,3.0,1.0,0.007285718899846449,0.0018214297249616123,0.002428572966615483,0.007285718899846449,K3 Th1
Eu,K1 Eu3,4,1.0,3.0,0.0656625915387626,0.01641564788469065,0.0656625915387626,0.021887530512920864,K1 Eu3
C,K1 C2,3,1.0,2.0,0.01444116970368195,0.00481372323456065,0.01444116970368195,0.007220584851840975,K1 C2
Hg,K3 Hg1,4,3.0,1.0,0.03462069604833495,0.008655174012083737,0.01154023201611165,0.03462069604833495,K3 Hg1
Y,K6 Y2,8,6.0,2.0,0.02364059791151545,0.002955074738939431,0.0039400996519192415,0.011820298955757725,K6 Y2
Cs,Cs1 K1,2,1.0,1.0,0.022586492318592596,0.011293246159296298,0.022586492318592596,0.022586492318592596,Cs1 K1
F,K8 F24,32,8.0,24.0,0.07283173254434415,0.0022759916420107547,0.009103966568043019,0.0030346555226810064,K8 F24
Tm,K3 Tm1,4,3.0,1.0,0.01230173063182315,0.0030754326579557874,0.004100576877274383,0.01230173063182315,K3 Tm1
P,K1 P1,2,1.0,1.0,0.010451969736747831,0.005225984868373916,0.010451969736747831,0.010451969736747831,K1 P1
O,K4 O8,12,4.0,8.0,0.052733616404042505,0.0043944680336702084,0.013183404101010626,0.006591702050505313,K4 O8
Sr,K3 Sr1,4,3.0,1.0,0.011381186967070448,0.002845296741767612,0.0037937289890234826,0.011381186967070448,K3 Sr1
Mn,K6 Mn2,8,6.0,2.0,0.023945888470913206,0.0029932360588641508,0.003990981411818867,0.011972944235456603,K6 Mn2
Mn,K3 Mn1,4,3.0,1.0,0.012919318837956849,0.003229829709489212,0.004306439612652283,0.012919318837956849,K3 Mn1
Ag,K3 Ag1,4,3.0,1.0,0.0417361638920751,0.010434040973018775,0.0139120546306917,0.0417361638920751,K3 Ag1
O,K16 O8,24,16.0,8.0,0.1767813300860665,0.007365888753586104,0.011048833130379156,0.022097666260758313,K16 O8
Cs,Cs2 K6,8,6.0,6.0,0.09777405763376776,0.01222175720422097,0.016295676272294626,0.016295676272294626,Cs2 K6
P,K4 P6,10,4.0,6.0,0.048336198654908194,0.00483361986549082,0.012084049663727049,0.008056033109151366,K4 P6
O,K2 O4,6,2.0,4.0,0.022513593295599696,0.003752265549266616,0.011256796647799848,0.005628398323899924,K2 O4
Fe,K16 Fe4,20,16.0,4.0,0.22110453021470172,0.011055226510735086,0.013819033138418858,0.05527613255367543,K16 Fe4
Ba,K2 Ba6,8,2.0,6.0,0.10140654970294964,0.012675818712868705,0.05070327485147482,0.016901091617158272,K2 Ba6
Tl,K24 Tl68,92,24.0,68.0,0.42554513895528295,0.004625490640818293,0.017731047456470122,0.006258016749342396,K24 Tl68
O,K6 O6,12,6.0,6.0,0.07024021454973049,0.005853351212477541,0.011706702424955083,0.011706702424955083,K6 O6
O,K4 O8,12,4.0,8.0,0.046937582240704406,0.003911465186725367,0.011734395560176102,0.005867197780088051,K4 O8
Sn,K24 Sn100,124,24.0,100.0,0.28739220749986044,0.00231767909274081,0.011974675312494186,0.0028739220749986042,K24 Sn100
Nb,K6 Nb2,8,6.0,2.0,0.02242560540298535,0.002803200675373169,0.0037376009004975587,0.011212802701492676,K6 Nb2
O,K4 O2,6,4.0,2.0,0.048218110539174505,0.008036351756529085,0.012054527634793626,0.024109055269587253,K4 O2
Co,K3 Co1,4,3.0,1.0,0.011666712567810898,0.0029166781419527246,0.0038889041892702994,0.011666712567810898,K3 Co1
Co,K6 Co2,8,6.0,2.0,0.0224301084748148,0.00280376355935185,0.003738351412469133,0.0112150542374074,K6 Co2
Pb,K1 Pb3,4,1.0,3.0,0.021603678063953247,0.005400919515988312,0.021603678063953247,0.007201226021317749,K1 Pb3
Te,K2 Te6,8,2.0,6.0,0.028522889470292398,0.0035653611837865497,0.014261444735146199,0.0047538149117154,K2 Te6
N,K2 N6,8,2.0,6.0,0.012428534473561252,0.0015535668091951566,0.006214267236780626,0.002071422412260209,K2 N6
Sr,K1 Sr3,4,1.0,3.0,0.040869369861181545,0.010217342465295386,0.040869369861181545,0.013623123287060515,K1 Sr3
Pm,K6 Pm2,8,6.0,2.0,0.025202617802335455,0.003150327225291932,0.004200436300389242,0.012601308901167728,K6 Pm2
Zn,K3 Zn1,4,3.0,1.0,0.008015189293895752,0.002003797323473938,0.0026717297646319175,0.008015189293895752,K3 Zn1
Sb,K2 Sb6,8,2.0,6.0,0.02132476245386265,0.002665595306732831,0.010662381226931325,0.003554127075643775,K2 Sb6
O,K4 O2,6,4.0,2.0,0.0390305881985315,0.006505098033088584,0.009757647049632875,0.01951529409926575,K4 O2
Pb,K4 Pb8,12,4.0,8.0,0.032728521551327105,0.0027273767959439255,0.008182130387831776,0.004091065193915888,K4 Pb8
Ga,K3 Ga1,4,3.0,1.0,0.0114165083465705,0.002854127086642625,0.003805502782190167,0.0114165083465705,K3 Ga1
Mg,K1 Mg7,8,1.0,7.0,0.0666964667056763,0.008337058338209538,0.0666964667056763,0.009528066672239472,K1 Mg7
In,K3 In1,4,3.0,1.0,0.010227268240393451,0.0025568170600983628,0.0034090894134644837,0.010227268240393451,K3 In1
Be,K3 Be1,4,3.0,1.0,0.00869316832181285,0.0021732920804532125,0.002897722773937617,0.00869316832181285,K3 Be1
Sm,K6 Sm2,8,6.0,2.0,0.025686005220054653,0.0032107506525068316,0.004281000870009109,0.012843002610027326,K6 Sm2
Co,K4 Co4,8,4.0,4.0,0.024489059543734003,0.0030611324429667503,0.006122264885933501,0.006122264885933501,K4 Co4
O,K1 O3,4,1.0,3.0,0.010783470380113399,0.0026958675950283497,0.010783470380113399,0.0035944901267044665,K1 O3
Er,K3 Er1,4,3.0,1.0,0.015000527126527052,0.003750131781631763,0.005000175708842351,0.015000527126527052,K3 Er1
Zr,K3 Zr1,4,3.0,1.0,0.009466996008593902,0.0023667490021484754,0.0031556653361979672,0.009466996008593902,K3 Zr1
O,K4 O8,12,4.0,8.0,0.04662013834491155,0.003885011528742629,0.011655034586227887,0.005827517293113944,K4 O8
Cs,Cs6 K2,8,2.0,2.0,0.08019816361442256,0.01002477045180282,0.04009908180721128,0.04009908180721128,Cs6 K2
Cu,K3 Cu1,4,3.0,1.0,0.038793999120714545,0.009698499780178636,0.012931333040238182,0.038793999120714545,K3 Cu1
Ga,K3 Ga1,4,3.0,1.0,0.011494490455866101,0.0028736226139665253,0.0038314968186220336,0.011494490455866101,K3 Ga1
La,K10 La4,14,10.0,4.0,0.032645088414308944,0.002331792029593496,0.0032645088414308943,0.008161272103577236,K10 La4
Cr,K3 Cr1,4,3.0,1.0,0.01102788635884555,0.0027569715897113873,0.0036759621196151833,0.01102788635884555,K3 Cr1
Zn,K3 Zn1,4,3.0,1.0,0.0079516419142973,0.001987910478574325,0.0026505473047657665,0.0079516419142973,K3 Zn1
Na,K6 Na2,8,6.0,2.0,0.0930575102552083,0.011632188781901037,0.015509585042534716,0.04652875512760415,K6 Na2
Eu,K1 Eu3,4,1.0,3.0,0.0588401233627467,0.014710030840686675,0.0588401233627467,0.019613374454248902,K1 Eu3
Sn,K2 Sn6,8,2.0,6.0,0.01790932569935855,0.002238665712419819,0.008954662849679275,0.0029848876165597584,K2 Sn6
C,K2 C2,4,2.0,2.0,0.006315917098918551,0.0015789792747296378,0.0031579585494592756,0.0031579585494592756,K2 C2
Cr,K3 Cr1,4,3.0,1.0,0.011063461566365599,0.0027658653915913997,0.003687820522121866,0.011063461566365599,K3 Cr1
Ir,K3 Ir1,4,3.0,1.0,0.006257772294958202,0.0015644430737395505,0.0020859240983194006,0.006257772294958202,K3 Ir1
Co,K6 Co2,8,6.0,2.0,0.019103559954272098,0.0023879449942840122,0.0031839266590453497,0.009551779977136049,K6 Co2
Bi,K1 Bi3,4,1.0,3.0,0.013813045183400402,0.0034532612958501005,0.013813045183400402,0.004604348394466801,K1 Bi3
N,K2 N2,4,2.0,2.0,0.0063086128932876,0.0015771532233219,0.0031543064466438,0.0031543064466438,K2 N2
Pm,K3 Pm1,4,3.0,1.0,0.0114892701098286,0.00287231752745715,0.0038297567032762,0.0114892701098286,K3 Pm1
V,K3 V1,4,3.0,1.0,0.012505148849034902,0.0031262872122587255,0.0041683829496783,0.012505148849034902,K3 V1
Ta,K3 Ta1,4,3.0,1.0,0.0079792130676182,0.00199480326690455,0.0026597376892060665,0.0079792130676182,K3 Ta1
Mn,K3 Mn1,4,3.0,1.0,0.012613227049938152,0.003153306762484538,0.004204409016646051,0.012613227049938152,K3 Mn1
W,K3 W1,4,3.0,1.0,0.008669177420344499,0.0021672943550861247,0.0028897258067815,0.008669177420344499,K3 W1
Ca,K1 Ca3,4,1.0,3.0,0.0373755358729174,0.00934388396822935,0.0373755358729174,0.012458511957639133,K1 Ca3
Zn,K3 Zn1,4,3.0,1.0,0.00876466178212405,0.0021911654455310124,0.002921553927374683,0.00876466178212405,K3 Zn1
Sm,K1 Sm3,4,1.0,3.0,0.048066191293976095,0.012016547823494024,0.048066191293976095,0.016022063764658697,K1 Sm3
In,K3 In1,4,3.0,1.0,0.0095910936797429,0.002397773419935725,0.0031970312265809666,0.0095910936797429,K3 In1
Tc,K3 Tc1,4,3.0,1.0,0.012818918633414299,0.0032047296583535747,0.004272972877804766,0.012818918633414299,K3 Tc1
Co,K4 Co4,8,4.0,4.0,0.0229798312070775,0.0028724789008846875,0.005744957801769375,0.005744957801769375,K4 Co4
Mo,K3 Mo1,4,3.0,1.0,0.010826003763002549,0.0027065009407506373,0.0036086679210008497,0.010826003763002549,K3 Mo1
Nd,K1 Nd3,4,1.0,3.0,0.04861981256313874,0.012154953140784686,0.04861981256313874,0.016206604187712914,K1 Nd3
Sn,K3 Sn1,4,3.0,1.0,0.0074787372504024514,0.0018696843126006129,0.0024929124168008173,0.0074787372504024514,K3 Sn1
Si,K3 Si1,4,3.0,1.0,0.0077961604608739,0.001949040115218475,0.002598720153624633,0.0077961604608739,K3 Si1
P,K1 P1,2,1.0,1.0,0.010625459808644083,0.005312729904322041,0.010625459808644083,0.010625459808644083,K1 P1
Yb,K1 Yb3,4,1.0,3.0,0.014615410783639898,0.0036538526959099746,0.014615410783639898,0.0048718035945466325,K1 Yb3
B,K11 B62,73,11.0,62.0,0.1048398423576305,0.00143616222407713,0.009530894759784591,0.001690965199316621,K11 B62
O,K4 O12,16,4.0,12.0,0.031812954243054394,0.0019883096401908996,0.007953238560763598,0.002651079520254533,K4 O12
B,K1 B1,2,1.0,1.0,0.015376858556791152,0.007688429278395576,0.015376858556791152,0.015376858556791152,K1 B1
Eu,K3 Eu1,4,3.0,1.0,0.05159568925292605,0.012898922313231512,0.01719856308430868,0.05159568925292605,K3 Eu1
Hg,K3 Hg1,4,3.0,1.0,0.04035853600887035,0.010089634002217587,0.013452845336290117,0.04035853600887035,K3 Hg1
Rb,K2 Rb6,8,2.0,6.0,0.01669534014778155,0.002086917518472694,0.008347670073890775,0.002782556691296925,K2 Rb6
Pd,K2 Pd1,3,2.0,1.0,0.005903237924609249,0.0019677459748697495,0.0029516189623046245,0.005903237924609249,K2 Pd1
Mg,K3 Mg1,4,3.0,1.0,0.008800118097494451,0.0022000295243736127,0.002933372699164817,0.008800118097494451,K3 Mg1
Rh,K3 Rh1,4,3.0,1.0,0.0075932478354192,0.0018983119588548,0.0025310826118064,0.0075932478354192,K3 Rh1
Tc,K6 Tc3,9,6.0,3.0,0.030418797309193495,0.003379866367688166,0.005069799551532249,0.010139599103064499,K6 Tc3
Hf,K3 Hf1,4,3.0,1.0,0.008908656909780852,0.002227164227445213,0.002969552303260284,0.008908656909780852,K3 Hf1
O,K4 O8,12,4.0,8.0,0.042903523279813394,0.0035752936066511163,0.010725880819953348,0.005362940409976674,K4 O8
Ca,K3 Ca1,4,3.0,1.0,0.008600261284993402,0.0021500653212483505,0.0028667537616644673,0.008600261284993402,K3 Ca1
Ce,K1 Ce3,4,1.0,3.0,0.017116645567474047,0.004279161391868512,0.017116645567474047,0.005705548522491349,K1 Ce3
V,K3 V1,4,3.0,1.0,0.011951665251203,0.00298791631280075,0.0039838884170676665,0.011951665251203,K3 V1
O,K4 O2,6,4.0,2.0,0.040501267339183605,0.006750211223197268,0.010125316834795901,0.020250633669591803,K4 O2
Cl,K1 Cl1,2,1.0,1.0,0.011639447823394,0.005819723911697,0.011639447823394,0.011639447823394,K1 Cl1
Tm,K6 Tm2,8,6.0,2.0,0.02452894203514415,0.0030661177543930187,0.004088157005857358,0.012264471017572075,K6 Tm2
