-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.1169    5652.8137 1548148.1052
     2   12 Mg         0.0205     676.2021   60541.5809
     3   12 Mg         0.0204     676.2070   60542.0231
     4   12 Mg         0.0204     676.2070   60542.0219
     5   12 Mg         0.0271     675.8425   60509.3825
     6   12 Mg         0.0271     675.8425   60509.3826
     7   12 Mg         0.0205     676.2021   60541.5810
     8   12 Mg         0.0205     676.2021   60541.5811
     9   12 Mg         0.0210     676.1748   60539.1391
    10   12 Mg         0.0210     676.1748   60539.1385
    11   12 Mg         0.0209     676.1849   60540.0453
    12   12 Mg         0.0210     676.1748   60539.1383
    13   12 Mg         0.0210     676.1748   60539.1385
    14   12 Mg         0.0204     676.2070   60542.0222
    15   12 Mg         0.0208     676.1895   60540.4510
    16   12 Mg         0.0208     676.1895   60540.4504
    17   12 Mg         0.0271     675.8425   60509.3838
    18   12 Mg         0.0271     675.8425   60509.3827
    19   12 Mg         0.0209     676.1849   60540.0443
    20   12 Mg         0.0209     676.1849   60540.0451
    21   12 Mg         0.0208     676.1895   60540.4503
    22   12 Mg         0.0271     675.8425   60509.3819
    23   12 Mg         0.0271     675.8425   60509.3831
    24   12 Mg         0.0210     676.1748   60539.1390
    25   12 Mg         0.0210     676.1748   60539.1385
    26   12 Mg         0.0198     676.2422   60545.1712
    27   12 Mg         0.0198     676.2422   60545.1716
    28   12 Mg         0.0198     676.2422   60545.1711
    29   12 Mg         0.0200     676.2303   60544.1044
    30   12 Mg         0.0199     676.2367   60544.6754
    31   12 Mg         0.0199     676.2367   60544.6756
    32   12 Mg         0.0199     676.2367   60544.6754
    33   12 Mg         0.0199     676.2367   60544.6754
    34   12 Mg         0.0199     676.2367   60544.6757
    35   12 Mg         0.0199     676.2367   60544.6752
    36   12 Mg         0.0206     676.1978   60541.2000
    37   12 Mg         0.0206     676.1978   60541.2002
    38   12 Mg         0.0206     676.1978   60541.1993
    39   12 Mg         0.0205     676.2027   60541.6306
    40   12 Mg         0.0205     676.2027   60541.6305
    41   12 Mg         0.0205     676.2027   60541.6304
    42   12 Mg         0.0207     676.1949   60540.9346
    43   12 Mg         0.0207     676.1949   60540.9346
    44   12 Mg         0.0207     676.1949   60540.9340
    45   12 Mg         0.0207     676.1949   60540.9346
    46   12 Mg         0.0207     676.1949   60540.9347
    47   12 Mg         0.0207     676.1949   60540.9345
    48   12 Mg         0.0274     675.8225   60507.5971
    49   12 Mg         0.0274     675.8225   60507.5974
    50   12 Mg         0.0274     675.8225   60507.5966
    51   12 Mg         0.0201     676.2256   60543.6886
    52   12 Mg         0.0201     676.2256   60543.6888
    53   12 Mg         0.0201     676.2256   60543.6893
    54   12 Mg         0.0201     676.2267   60543.7877
    55   12 Mg         0.0201     676.2268   60543.7881
    56   12 Mg         0.0201     676.2268   60543.7883
    57   12 Mg         0.0203     676.2137   60542.6158
    58   12 Mg         0.0203     676.2137   60542.6160
    59   12 Mg         0.0203     676.2137   60542.6158
    60   12 Mg         0.0204     676.2119   60542.4568
    61   12 Mg         0.0204     676.2119   60542.4566
    62   12 Mg         0.0204     676.2119   60542.4570
    63   12 Mg         0.0204     676.2093   60542.2217
    64   12 Mg         0.0204     676.2093   60542.2215
    65   12 Mg         0.0204     676.2093   60542.2215
    66   12 Mg         0.0204     676.2093   60542.2213
    67   12 Mg         0.0204     676.2093   60542.2215
    68   12 Mg         0.0204     676.2093   60542.2212
    69   12 Mg         0.0202     676.2177   60542.9736
    70   12 Mg         0.0206     676.1973   60541.1506
    71   12 Mg         0.0206     676.1973   60541.1505
    72   12 Mg         0.0206     676.1973   60541.1501
    73   12 Mg         0.0206     676.1973   60541.1507
    74   12 Mg         0.0206     676.1973   60541.1506
    75   12 Mg         0.0206     676.1973   60541.1501
    76   12 Mg         0.0202     676.2221   60543.3748
    77   12 Mg         0.0205     676.2053   60541.8636
    78   12 Mg         0.0205     676.2053   60541.8635
    79   12 Mg         0.0201     676.2241   60543.5471
    80   12 Mg         0.0201     676.2241   60543.5470
    81   12 Mg         0.0201     676.2241   60543.5470
    82   12 Mg         0.0201     676.2241   60543.5469
    83   12 Mg         0.0203     676.2172   60542.9351
    84   12 Mg         0.0204     676.2074   60542.0572
    85   12 Mg         0.0204     676.2074   60542.0575
    86   12 Mg         0.0201     676.2241   60543.5476
    87   12 Mg         0.0201     676.2241   60543.5475
    88   12 Mg         0.0204     676.2115   60542.4197
    89   12 Mg         0.0204     676.2115   60542.4195
    90   12 Mg         0.0204     676.2084   60542.1406
    91   12 Mg         0.0205     676.2053   60541.8636
    92   12 Mg         0.0204     676.2074   60542.0572
    93   12 Mg         0.0204     676.2074   60542.0570
    94   12 Mg         0.0204     676.2083   60542.1402
    95   12 Mg         0.0204     676.2083   60542.1402
    96   12 Mg         0.0204     676.2074   60542.0574
    97   12 Mg         0.0204     676.2074   60542.0575
    98   12 Mg         0.0202     676.2221   60543.3743
    99   12 Mg         0.0202     676.2221   60543.3749
   100   12 Mg         0.0204     676.2115   60542.4196
   101   12 Mg         0.0206     676.1973   60541.1507
   102   12 Mg         0.0206     676.1973   60541.1505
   103   12 Mg         0.0206     676.1973   60541.1502
   104   12 Mg         0.0206     676.1973   60541.1507
   105   12 Mg         0.0206     676.1973   60541.1507
   106   12 Mg         0.0206     676.1973   60541.1501
   107   12 Mg         0.0202     676.2177   60542.9735
   108   12 Mg         0.0204     676.2093   60542.2220
   109   12 Mg         0.0204     676.2093   60542.2218
   110   12 Mg         0.0204     676.2093   60542.2218
   111   12 Mg         0.0204     676.2093   60542.2216
   112   12 Mg         0.0204     676.2093   60542.2218
   113   12 Mg         0.0204     676.2093   60542.2214
   114   12 Mg         0.0204     676.2119   60542.4571
   115   12 Mg         0.0204     676.2119   60542.4569
   116   12 Mg         0.0204     676.2119   60542.4572
   117   12 Mg         0.0203     676.2137   60542.6164
   118   12 Mg         0.0203     676.2137   60542.6166
   119   12 Mg         0.0203     676.2137   60542.6164
   120   12 Mg         0.0201     676.2268   60543.7883
   121   12 Mg         0.0201     676.2268   60543.7886
   122   12 Mg         0.0201     676.2268   60543.7888
   123   12 Mg         0.0201     676.2256   60543.6892
   124   12 Mg         0.0201     676.2257   60543.6894
   125   12 Mg         0.0201     676.2257   60543.6899
   126   12 Mg         0.0274     675.8225   60507.5967
   127   12 Mg         0.0274     675.8225   60507.5971
   128   12 Mg         0.0274     675.8225   60507.5963
   129   12 Mg         0.0207     676.1949   60540.9346
   130   12 Mg         0.0207     676.1949   60540.9346
   131   12 Mg         0.0207     676.1949   60540.9340
   132   12 Mg         0.0207     676.1949   60540.9346
   133   12 Mg         0.0207     676.1949   60540.9347
   134   12 Mg         0.0207     676.1949   60540.9345
   135   12 Mg         0.0205     676.2027   60541.6309
   136   12 Mg         0.0205     676.2027   60541.6308
   137   12 Mg         0.0205     676.2027   60541.6307
   138   12 Mg         0.0206     676.1979   60541.2006
   139   12 Mg         0.0206     676.1979   60541.2007
   140   12 Mg         0.0206     676.1978   60541.1998
   141   12 Mg         0.0199     676.2367   60544.6751
   142   12 Mg         0.0199     676.2367   60544.6753
   143   12 Mg         0.0199     676.2367   60544.6751
   144   12 Mg         0.0199     676.2367   60544.6751
   145   12 Mg         0.0199     676.2367   60544.6754
   146   12 Mg         0.0199     676.2367   60544.6749
   147   12 Mg         0.0200     676.2303   60544.1044
