-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0296    5883.3470 1611284.7547
     2   12 Mg         0.0065     676.9178   60605.6595
     3   12 Mg         0.0065     676.9189   60605.7528
     4   12 Mg         0.0065     676.9188   60605.7526
     5   12 Mg         0.0079     676.8469   60599.3106
     6   12 Mg         0.0079     676.8469   60599.3106
     7   12 Mg         0.0065     676.9178   60605.6595
     8   12 Mg         0.0065     676.9178   60605.6595
     9   12 Mg         0.0066     676.9112   60605.0690
    10   12 Mg         0.0066     676.9112   60605.0688
    11   12 Mg         0.0066     676.9132   60605.2500
    12   12 Mg         0.0066     676.9112   60605.0688
    13   12 Mg         0.0066     676.9112   60605.0688
    14   12 Mg         0.0065     676.9188   60605.7526
    15   12 Mg         0.0065     676.9146   60605.3756
    16   12 Mg         0.0065     676.9146   60605.3754
    17   12 Mg         0.0079     676.8469   60599.3109
    18   12 Mg         0.0079     676.8469   60599.3107
    19   12 Mg         0.0066     676.9132   60605.2498
    20   12 Mg         0.0066     676.9132   60605.2500
    21   12 Mg         0.0065     676.9146   60605.3754
    22   12 Mg         0.0079     676.8469   60599.3105
    23   12 Mg         0.0079     676.8469   60599.3107
    24   12 Mg         0.0066     676.9112   60605.0690
    25   12 Mg         0.0066     676.9112   60605.0688
    26   12 Mg         0.0063     676.9263   60606.4207
    27   12 Mg         0.0063     676.9263   60606.4207
    28   12 Mg         0.0063     676.9263   60606.4206
    29   12 Mg         0.0063     676.9244   60606.2469
    30   12 Mg         0.0063     676.9257   60606.3674
    31   12 Mg         0.0063     676.9257   60606.3674
    32   12 Mg         0.0063     676.9257   60606.3674
    33   12 Mg         0.0063     676.9257   60606.3674
    34   12 Mg         0.0063     676.9257   60606.3674
    35   12 Mg         0.0063     676.9257   60606.3673
    36   12 Mg         0.0065     676.9164   60605.5312
    37   12 Mg         0.0065     676.9164   60605.5312
    38   12 Mg         0.0065     676.9164   60605.5310
    39   12 Mg         0.0065     676.9178   60605.6626
    40   12 Mg         0.0065     676.9178   60605.6626
    41   12 Mg         0.0065     676.9178   60605.6626
    42   12 Mg         0.0065     676.9157   60605.4751
    43   12 Mg         0.0065     676.9157   60605.4751
    44   12 Mg         0.0065     676.9157   60605.4750
    45   12 Mg         0.0065     676.9157   60605.4751
    46   12 Mg         0.0065     676.9157   60605.4752
    47   12 Mg         0.0065     676.9157   60605.4751
    48   12 Mg         0.0080     676.8419   60598.8669
    49   12 Mg         0.0080     676.8419   60598.8670
    50   12 Mg         0.0080     676.8419   60598.8668
    51   12 Mg         0.0064     676.9232   60606.1403
    52   12 Mg         0.0064     676.9232   60606.1404
    53   12 Mg         0.0064     676.9232   60606.1405
    54   12 Mg         0.0064     676.9235   60606.1734
    55   12 Mg         0.0064     676.9235   60606.1735
    56   12 Mg         0.0064     676.9235   60606.1735
    57   12 Mg         0.0064     676.9202   60605.8779
    58   12 Mg         0.0064     676.9202   60605.8779
    59   12 Mg         0.0064     676.9202   60605.8779
    60   12 Mg         0.0064     676.9197   60605.8277
    61   12 Mg         0.0064     676.9197   60605.8277
    62   12 Mg         0.0064     676.9197   60605.8278
    63   12 Mg         0.0064     676.9194   60605.8037
    64   12 Mg         0.0064     676.9194   60605.8036
    65   12 Mg         0.0064     676.9194   60605.8036
    66   12 Mg         0.0064     676.9194   60605.8036
    67   12 Mg         0.0064     676.9194   60605.8036
    68   12 Mg         0.0064     676.9194   60605.8035
    69   12 Mg         0.0064     676.9204   60605.8931
    70   12 Mg         0.0065     676.9162   60605.5191
    71   12 Mg         0.0065     676.9162   60605.5191
    72   12 Mg         0.0065     676.9162   60605.5190
    73   12 Mg         0.0065     676.9162   60605.5191
    74   12 Mg         0.0065     676.9162   60605.5191
    75   12 Mg         0.0065     676.9162   60605.5190
    76   12 Mg         0.0064     676.9226   60606.0849
    77   12 Mg         0.0065     676.9185   60605.7241
    78   12 Mg         0.0065     676.9185   60605.7241
    79   12 Mg         0.0064     676.9228   60606.1095
    80   12 Mg         0.0064     676.9228   60606.1095
    81   12 Mg         0.0064     676.9228   60606.1095
    82   12 Mg         0.0064     676.9228   60606.1094
    83   12 Mg         0.0064     676.9213   60605.9703
    84   12 Mg         0.0065     676.9189   60605.7529
