-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.1613    5471.8768 1498594.5208
    89   12 Mg         0.0267     675.8643   60511.3330
    90   12 Mg         0.0268     675.8598   60510.9378
    91   12 Mg         0.0269     675.8555   60510.5470
    92   12 Mg         0.0268     675.8580   60510.7713
    93   12 Mg         0.0268     675.8580   60510.7711
    94   12 Mg         0.0268     675.8598   60510.9373
    95   12 Mg         0.0268     675.8598   60510.9373
    96   12 Mg         0.0268     675.8580   60510.7716
    97   12 Mg         0.0268     675.8580   60510.7719
    98   12 Mg         0.0264     675.8797   60512.7142
    99   12 Mg         0.0264     675.8797   60512.7151
   100   12 Mg         0.0267     675.8643   60511.3333
   101   12 Mg         0.0271     675.8442   60509.5355
   102   12 Mg         0.0271     675.8442   60509.5353
   103   12 Mg         0.0271     675.8442   60509.5347
   104   12 Mg         0.0271     675.8442   60509.5355
   105   12 Mg         0.0271     675.8442   60509.5355
   106   12 Mg         0.0271     675.8442   60509.5347
   107   12 Mg         0.0265     675.8735   60512.1650
   108   12 Mg         0.0268     675.8613   60511.0713
   109   12 Mg         0.0268     675.8613   60511.0710
   110   12 Mg         0.0268     675.8613   60511.0710
   111   12 Mg         0.0268     675.8613   60511.0708
   112   12 Mg         0.0268     675.8613   60511.0710
   113   12 Mg         0.0268     675.8613   60511.0705
   114   12 Mg         0.0267     675.8651   60511.4085
   115   12 Mg         0.0267     675.8651   60511.4083
   116   12 Mg         0.0267     675.8651   60511.4087
   117   12 Mg         0.0266     675.8675   60511.6253
   118   12 Mg         0.0266     675.8675   60511.6255
   119   12 Mg         0.0266     675.8675   60511.6253
   120   12 Mg         0.0263     675.8860   60513.2815
   121   12 Mg         0.0263     675.8860   60513.2820
   122   12 Mg         0.0263     675.8860   60513.2822
   123   12 Mg         0.0263     675.8849   60513.1775
   124   12 Mg         0.0263     675.8849   60513.1777
   125   12 Mg         0.0263     675.8849   60513.1784
   126   12 Mg         0.0367     675.2843   60459.4103
   127   12 Mg         0.0367     675.2843   60459.4108
   128   12 Mg         0.0367     675.2843   60459.4096
   129   12 Mg         0.0271     675.8408   60509.2366
   130   12 Mg         0.0271     675.8408   60509.2366
   131   12 Mg         0.0271     675.8408   60509.2359
   132   12 Mg         0.0271     675.8408   60509.2367
   133   12 Mg         0.0271     675.8408   60509.2369
   134   12 Mg         0.0271     675.8408   60509.2366
   135   12 Mg         0.0269     675.8518   60510.2221
   136   12 Mg         0.0269     675.8518   60510.2220
   137   12 Mg         0.0269     675.8518   60510.2218
   138   12 Mg         0.0270     675.8450   60509.6108
   139   12 Mg         0.0270     675.8450   60509.6110
   140   12 Mg         0.0270     675.8450   60509.6098
   141   12 Mg         0.0261     675.9003   60514.5604
   142   12 Mg         0.0261     675.9003   60514.5607
   143   12 Mg         0.0261     675.9003   60514.5604
   144   12 Mg         0.0261     675.9003   60514.5604
   145   12 Mg         0.0261     675.9003   60514.5609
   146   12 Mg         0.0261     675.9003   60514.5601
   147   12 Mg         0.0262     675.8911   60513.7322
   148   12 Mg         0.0259     675.9092   60515.3548
   149   12 Mg         0.0259     675.9092   60515.3553
   150   12 Mg         0.0259     675.9092   60515.3547
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.13243825E-01     -8.31062570
     2   12 Mg  -0.58671119E-02     -3.68166831
     3   12 Mg  -0.58502342E-02     -3.67107741
     4   12 Mg  -0.58502710E-02     -3.67110050
     5   12 Mg  -0.60890696E-02     -3.82094889
     6   12 Mg  -0.60890856E-02     -3.82095889
     7   12 Mg  -0.58671076E-02     -3.68166558
     8   12 Mg  -0.58671048E-02     -3.68166383
     9   12 Mg  -0.59239882E-02     -3.71735872
    10   12 Mg  -0.59240016E-02     -3.71736715
    11   12 Mg  -0.59128919E-02     -3.71039571
    12   12 Mg  -0.59240076E-02     -3.71737091
    13   12 Mg  -0.59240019E-02     -3.71736732
    14   12 Mg  -0.58502644E-02     -3.67109635
    15   12 Mg  -0.59098424E-02     -3.70848207
    16   12 Mg  -0.59098621E-02     -3.70849443
    17   12 Mg  -0.60890684E-02     -3.82094810
    18   12 Mg  -0.60890813E-02     -3.82095623
    19   12 Mg  -0.59129206E-02     -3.71041368
    20   12 Mg  -0.59128980E-02     -3.71039954
    21   12 Mg  -0.59098663E-02     -3.70849712
    22   12 Mg  -0.60890819E-02     -3.82095657
    23   12 Mg  -0.60890698E-02     -3.82094901
    24   12 Mg  -0.59239897E-02     -3.71735967
    25   12 Mg  -0.59240027E-02     -3.71736781
    26   12 Mg  -0.57534445E-02     -3.61034091
    27   12 Mg  -0.57534335E-02     -3.61033404
    28   12 Mg  -0.57534490E-02     -3.61034373
    29   12 Mg  -0.57893943E-02     -3.63289975
    30   12 Mg  -0.57733384E-02     -3.62282457
    31   12 Mg  -0.57733310E-02     -3.62281988
    32   12 Mg  -0.57733357E-02     -3.62282284
    33   12 Mg  -0.57733390E-02     -3.62282494
    34   12 Mg  -0.57733257E-02     -3.62281658
    35   12 Mg  -0.57733439E-02     -3.62282798
    36   12 Mg  -0.58871463E-02     -3.69424011
    37   12 Mg  -0.58871415E-02     -3.69423704
    38   12 Mg  -0.58871696E-02     -3.69425472
    39   12 Mg  -0.58696623E-02     -3.68326872
    40   12 Mg  -0.58696634E-02     -3.68326939
    41   12 Mg  -0.58696679E-02     -3.68327221
    42   12 Mg  -0.58863578E-02     -3.69374528
    43   12 Mg  -0.58863568E-02     -3.69374467
    44   12 Mg  -0.58863750E-02     -3.69375606
    45   12 Mg  -0.58863571E-02     -3.69374482
    46   12 Mg  -0.58863525E-02     -3.69374199
    47   12 Mg  -0.58863578E-02     -3.69374532
    48   12 Mg  -0.61291085E-02     -3.84607363
    49   12 Mg  -0.61290975E-02     -3.84606675
    50   12 Mg  -0.61291206E-02     -3.84608122
    51   12 Mg  -0.57993748E-02     -3.63916264
    52   12 Mg  -0.57993688E-02     -3.63915888
    53   12 Mg  -0.57993521E-02     -3.63914839
    54   12 Mg  -0.57979175E-02     -3.63824818
    55   12 Mg  -0.57979063E-02     -3.63824114
    56   12 Mg  -0.57979004E-02     -3.63823741
    57   12 Mg  -0.58437893E-02     -3.66703317
    58   12 Mg  -0.58437846E-02     -3.66703021
    59   12 Mg  -0.58437897E-02     -3.66703342
    60   12 Mg  -0.58506756E-02     -3.67135435
    61   12 Mg  -0.58506819E-02     -3.67135830
    62   12 Mg  -0.58506714E-02     -3.67135175
    63   12 Mg  -0.58485233E-02     -3.67000375
    64   12 Mg  -0.58485286E-02     -3.67000713
    65   12 Mg  -0.58485285E-02     -3.67000706
    66   12 Mg  -0.58485348E-02     -3.67001098
    67   12 Mg  -0.58485279E-02     -3.67000664
    68   12 Mg  -0.58485402E-02     -3.67001438
    69   12 Mg  -0.58243321E-02     -3.65482359
    70   12 Mg  -0.58714406E-02     -3.68438460
    71   12 Mg  -0.58714451E-02     -3.68438741
    72   12 Mg  -0.58714567E-02     -3.68439473
    73   12 Mg  -0.58714402E-02     -3.68438436
    74   12 Mg  -0.58714405E-02     -3.68438452
    75   12 Mg  -0.58714573E-02     -3.68439507
    76   12 Mg  -0.58145971E-02     -3.64871479
    77   12 Mg  -0.58576458E-02     -3.67572821
    78   12 Mg  -0.58576516E-02     -3.67573189
    79   12 Mg  -0.58094319E-02     -3.64547353
    80   12 Mg  -0.58094328E-02     -3.64547412
    81   12 Mg  -0.58094328E-02     -3.64547414
    82   12 Mg  -0.58094364E-02     -3.64547639
    83   12 Mg  -0.58243930E-02     -3.65486180
    84   12 Mg  -0.58561822E-02     -3.67480982
    85   12 Mg  -0.58561702E-02     -3.67480230
    86   12 Mg  -0.58094140E-02     -3.64546233
    87   12 Mg  -0.58094191E-02     -3.64546552
    88   12 Mg  -0.58446191E-02     -3.66755388
    89   12 Mg  -0.58446266E-02     -3.66755857
    90   12 Mg  -0.58550802E-02     -3.67411828
    91   12 Mg  -0.58576453E-02     -3.67572792
    92   12 Mg  -0.58561821E-02     -3.67480975
    93   12 Mg  -0.58561873E-02     -3.67481303
    94   12 Mg  -0.58550914E-02     -3.67412532
    95   12 Mg  -0.58550914E-02     -3.67412532
    96   12 Mg  -0.58561765E-02     -3.67480621
    97   12 Mg  -0.58561704E-02     -3.67480238
    98   12 Mg  -0.58146125E-02     -3.64872446
    99   12 Mg  -0.58145915E-02     -3.64871126
   100   12 Mg  -0.58446197E-02     -3.66755421
   101   12 Mg  -0.58714397E-02     -3.68438401
   102   12 Mg  -0.58714441E-02     -3.68438683
   103   12 Mg  -0.58714558E-02     -3.68439414
   104   12 Mg  -0.58714393E-02     -3.68438377
   105   12 Mg  -0.58714395E-02     -3.68438393
   106   12 Mg  -0.58714563E-02     -3.68439448
   107   12 Mg  -0.58243330E-02     -3.65482411
   108   12 Mg  -0.58485127E-02     -3.66999710
   109   12 Mg  -0.58485180E-02     -3.67000048
   110   12 Mg  -0.58485179E-02     -3.67000040
   111   12 Mg  -0.58485242E-02     -3.67000433
   112   12 Mg  -0.58485173E-02     -3.66999999
   113   12 Mg  -0.58485296E-02     -3.67000773
   114   12 Mg  -0.58506658E-02     -3.67134824
   115   12 Mg  -0.58506721E-02     -3.67135220
   116   12 Mg  -0.58506617E-02     -3.67134564
   117   12 Mg  -0.58437694E-02     -3.66702069
   118   12 Mg  -0.58437647E-02     -3.66701774
   119   12 Mg  -0.58437699E-02     -3.66702095
   120   12 Mg  -0.57978981E-02     -3.63823599
   121   12 Mg  -0.57978869E-02     -3.63822895
   122   12 Mg  -0.57978809E-02     -3.63822522
   123   12 Mg  -0.57993556E-02     -3.63915058
   124   12 Mg  -0.57993496E-02     -3.63914683
   125   12 Mg  -0.57993329E-02     -3.63913634
   126   12 Mg  -0.61291179E-02     -3.84607957
   127   12 Mg  -0.61291070E-02     -3.84607269
   128   12 Mg  -0.61291300E-02     -3.84608716
   129   12 Mg  -0.58863574E-02     -3.69374501
   130   12 Mg  -0.58863564E-02     -3.69374440
   131   12 Mg  -0.58863745E-02     -3.69375579
   132   12 Mg  -0.58863566E-02     -3.69374455
   133   12 Mg  -0.58863521E-02     -3.69374172
   134   12 Mg  -0.58863574E-02     -3.69374505
   135   12 Mg  -0.58696524E-02     -3.68326250
   136   12 Mg  -0.58696535E-02     -3.68326318
   137   12 Mg  -0.58696580E-02     -3.68326599
   138   12 Mg  -0.58871269E-02     -3.69422793
   139   12 Mg  -0.58871220E-02     -3.69422486
   140   12 Mg  -0.58871502E-02     -3.69424254
   141   12 Mg  -0.57733474E-02     -3.62283018
   142   12 Mg  -0.57733399E-02     -3.62282549
   143   12 Mg  -0.57733446E-02     -3.62282845
   144   12 Mg  -0.57733480E-02     -3.62283055
   145   12 Mg  -0.57733347E-02     -3.62282219
   146   12 Mg  -0.57733528E-02     -3.62283359
   147   12 Mg  -0.57893956E-02     -3.63290057
   148   12 Mg  -0.57534536E-02     -3.61034664
   149   12 Mg  -0.57534426E-02     -3.61033977
   150   12 Mg  -0.57534581E-02     -3.61034946
--------------------------------------------------

Dispersion energy:      -8.8724645218440E-01 Eh

[Info] Dispersion energy written to .EDISP
