-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0071    5923.0876 1622168.5902
     2   12 Mg         0.0020     677.1330   60624.9286
     3   12 Mg         0.0020     677.1331   60624.9342
     4   12 Mg         0.0020     677.1331   60624.9342
     5   12 Mg         0.0022     677.1194   60623.7117
     6   12 Mg         0.0022     677.1194   60623.7117
     7   12 Mg         0.0020     677.1330   60624.9286
     8   12 Mg         0.0020     677.1330   60624.9286
     9   12 Mg         0.0020     677.1314   60624.7870
    10   12 Mg         0.0020     677.1314   60624.7870
    11   12 Mg         0.0020     677.1318   60624.8193
    12   12 Mg         0.0020     677.1314   60624.7870
    13   12 Mg         0.0020     677.1314   60624.7870
    14   12 Mg         0.0020     677.1331   60624.9342
    15   12 Mg         0.0020     677.1322   60624.8576
    16   12 Mg         0.0020     677.1322   60624.8576
    17   12 Mg         0.0022     677.1194   60623.7117
    18   12 Mg         0.0022     677.1194   60623.7117
    19   12 Mg         0.0020     677.1318   60624.8193
    20   12 Mg         0.0020     677.1318   60624.8193
    21   12 Mg         0.0020     677.1322   60624.8576
    22   12 Mg         0.0022     677.1194   60623.7117
    23   12 Mg         0.0022     677.1194   60623.7117
    24   12 Mg         0.0020     677.1314   60624.7870
    25   12 Mg         0.0020     677.1314   60624.7870
    26   12 Mg         0.0019     677.1347   60625.0816
    27   12 Mg         0.0019     677.1347   60625.0817
    28   12 Mg         0.0019     677.1347   60625.0816
    29   12 Mg         0.0019     677.1346   60625.0699
    30   12 Mg         0.0019     677.1350   60625.1033
    31   12 Mg         0.0019     677.1350   60625.1033
    32   12 Mg         0.0019     677.1350   60625.1033
    33   12 Mg         0.0019     677.1350   60625.1033
    34   12 Mg         0.0019     677.1350   60625.1033
    35   12 Mg         0.0019     677.1350   60625.1032
    36   12 Mg         0.0020     677.1327   60624.8995
    37   12 Mg         0.0020     677.1327   60624.8995
    38   12 Mg         0.0020     677.1327   60624.8995
    39   12 Mg         0.0020     677.1330   60624.9272
    40   12 Mg         0.0020     677.1330   60624.9272
    41   12 Mg         0.0020     677.1330   60624.9272
    42   12 Mg         0.0020     677.1324   60624.8700
    43   12 Mg         0.0020     677.1324   60624.8700
    44   12 Mg         0.0020     677.1324   60624.8699
    45   12 Mg         0.0020     677.1324   60624.8700
    46   12 Mg         0.0020     677.1324   60624.8700
    47   12 Mg         0.0020     677.1324   60624.8700
    48   12 Mg         0.0023     677.1183   60623.6129
    49   12 Mg         0.0023     677.1183   60623.6129
    50   12 Mg         0.0023     677.1183   60623.6129
    51   12 Mg         0.0019     677.1344   60625.0491
    52   12 Mg         0.0019     677.1344   60625.0491
    53   12 Mg         0.0019     677.1344   60625.0491
    54   12 Mg         0.0019     677.1344   60625.0520
    55   12 Mg         0.0019     677.1344   60625.0520
    56   12 Mg         0.0019     677.1344   60625.0520
    57   12 Mg         0.0019     677.1336   60624.9783
    58   12 Mg         0.0019     677.1336   60624.9783
    59   12 Mg         0.0019     677.1336   60624.9783
    60   12 Mg         0.0019     677.1335   60624.9695
    61   12 Mg         0.0019     677.1335   60624.9695
    62   12 Mg         0.0019     677.1335   60624.9695
    63   12 Mg         0.0020     677.1334   60624.9626
    64   12 Mg         0.0020     677.1334   60624.9626
    65   12 Mg         0.0020     677.1334   60624.9626
    66   12 Mg         0.0020     677.1334   60624.9626
    67   12 Mg         0.0020     677.1334   60624.9626
    68   12 Mg         0.0020     677.1334   60624.9626
    69   12 Mg         0.0019     677.1336   60624.9787
    70   12 Mg         0.0020     677.1326   60624.8929
    71   12 Mg         0.0020     677.1326   60624.8929
    72   12 Mg         0.0020     677.1326   60624.8929
    73   12 Mg         0.0020     677.1326   60624.8929
    74   12 Mg         0.0020     677.1326   60624.8929
    75   12 Mg         0.0020     677.1326   60624.8929
    76   12 Mg         0.0019     677.1341   60625.0269
    77   12 Mg         0.0020     677.1332   60624.9443
    78   12 Mg         0.0020     677.1332   60624.9443
    79   12 Mg         0.0019     677.1342   60625.0349
    80   12 Mg         0.0019     677.1342   60625.0349
    81   12 Mg         0.0019     677.1342   60625.0349
    82   12 Mg         0.0019     677.1342   60625.0349
    83   12 Mg         0.0019     677.1339   60625.0043
    84   12 Mg         0.0020     677.1333   60624.9493
    85   12 Mg         0.0020     677.1333   60624.9493
    86   12 Mg         0.0019     677.1342   60625.0350
    87   12 Mg         0.0019     677.1342   60625.0349
    88   12 Mg         0.0019     677.1335   60624.9702
    89   12 Mg         0.0019     677.1335   60624.9702
    90   12 Mg         0.0020     677.1333   60624.9534
    91   12 Mg         0.0020     677.1332   60624.9443
    92   12 Mg         0.0020     677.1333   60624.9493
    93   12 Mg         0.0020     677.1333   60624.9493
    94   12 Mg         0.0020     677.1333   60624.9534
    95   12 Mg         0.0020     677.1333   60624.9534
    96   12 Mg         0.0020     677.1333   60624.9493
    97   12 Mg         0.0020     677.1333   60624.9493
    98   12 Mg         0.0019     677.1341   60625.0269
    99   12 Mg         0.0019     677.1341   60625.0269
   100   12 Mg         0.0019     677.1335   60624.9702
   101   12 Mg         0.0020     677.1326   60624.8929
   102   12 Mg         0.0020     677.1326   60624.8929
   103   12 Mg         0.0020     677.1326   60624.8929
   104   12 Mg         0.0020     677.1326   60624.8929
   105   12 Mg         0.0020     677.1326   60624.8929
   106   12 Mg         0.0020     677.1326   60624.8929
   107   12 Mg         0.0019     677.1336   60624.9787
   108   12 Mg         0.0020     677.1334   60624.9626
   109   12 Mg         0.0020     677.1334   60624.9626
   110   12 Mg         0.0020     677.1334   60624.9626
   111   12 Mg         0.0020     677.1334   60624.9626
   112   12 Mg         0.0020     677.1334   60624.9626
   113   12 Mg         0.0020     677.1334   60624.9626
   114   12 Mg         0.0019     677.1335   60624.9695
   115   12 Mg         0.0019     677.1335   60624.9695
   116   12 Mg         0.0019     677.1335   60624.9695
   117   12 Mg         0.0019     677.1336   60624.9783
   118   12 Mg         0.0019     677.1336   60624.9783
   119   12 Mg         0.0019     677.1336   60624.9783
   120   12 Mg         0.0019     677.1344   60625.0520
   121   12 Mg         0.0019     677.1344   60625.0520
   122   12 Mg         0.0019     677.1344   60625.0520
   123   12 Mg         0.0019     677.1344   60625.0491
   124   12 Mg         0.0019     677.1344   60625.0491
   125   12 Mg         0.0019     677.1344   60625.0491
   126   12 Mg         0.0023     677.1183   60623.6129
   127   12 Mg         0.0023     677.1183   60623.6129
   128   12 Mg         0.0023     677.1183   60623.6129
   129   12 Mg         0.0020     677.1324   60624.8700
   130   12 Mg         0.0020     677.1324   60624.8700
   131   12 Mg         0.0020     677.1324   60624.8699
   132   12 Mg         0.0020     677.1324   60624.8700
   133   12 Mg         0.0020     677.1324   60624.8700
   134   12 Mg         0.0020     677.1324   60624.8700
   135   12 Mg         0.0020     677.1330   60624.9272
   136   12 Mg         0.0020     677.1330   60624.9272
   137   12 Mg         0.0020     677.1330   60624.9272
   138   12 Mg         0.0020     677.1327   60624.8995
   139   12 Mg         0.0020     677.1327   60624.8995
   140   12 Mg         0.0020     677.1327   60624.8995
   141   12 Mg         0.0019     677.1350   60625.1032
   142   12 Mg         0.0019     677.1350   60625.1033
   143   12 Mg         0.0019     677.1350   60625.1032
   144   12 Mg         0.0019     677.1350   60625.1032
   145   12 Mg         0.0019     677.1350   60625.1033
   146   12 Mg         0.0019     677.1350   60625.1032
   147   12 Mg         0.0019     677.1346   60625.0699
   148   12 Mg         0.0019     677.1347   60625.0816
   149   12 Mg         0.0019     677.1347   60625.0816
   150   12 Mg         0.0019     677.1347   60625.0816
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.16997307E-02     -1.06659709
     2   12 Mg  -0.76437049E-03     -0.47964972
     3   12 Mg  -0.76186765E-03     -0.47807917
     4   12 Mg  -0.76187337E-03     -0.47808276
     5   12 Mg  -0.79287202E-03     -0.49753471
     6   12 Mg  -0.79287448E-03     -0.49753625
     7   12 Mg  -0.76436986E-03     -0.47964933
     8   12 Mg  -0.76436939E-03     -0.47964904
     9   12 Mg  -0.77459770E-03     -0.48606739
    10   12 Mg  -0.77459999E-03     -0.48606883
    11   12 Mg  -0.77176305E-03     -0.48428863
    12   12 Mg  -0.77460090E-03     -0.48606940
    13   12 Mg  -0.77460010E-03     -0.48606890
