-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.3254    4247.9206 1163387.0512
     2   12 Mg         0.0488     674.5231   60391.2547
     3   12 Mg         0.0485     674.5403   60392.7937
     4   12 Mg         0.0485     674.5402   60392.7898
     5   12 Mg         0.0685     673.1390   60267.3388
     6   12 Mg         0.0685     673.1390   60267.3400
     7   12 Mg         0.0488     674.5231   60391.2551
     8   12 Mg         0.0488     674.5231   60391.2554
     9   12 Mg         0.0502     674.4306   60382.9784
    10   12 Mg         0.0502     674.4306   60382.9767
    11   12 Mg         0.0497     674.4670   60386.2342
    12   12 Mg         0.0502     674.4306   60382.9761
    13   12 Mg         0.0502     674.4306   60382.9765
    14   12 Mg         0.0485     674.5402   60392.7906
    15   12 Mg         0.0494     674.4828   60387.6476
    16   12 Mg         0.0494     674.4828   60387.6458
    17   12 Mg         0.0685     673.1391   60267.3448
    18   12 Mg         0.0685     673.1390   60267.3404
    19   12 Mg         0.0497     674.4670   60386.2310
    20   12 Mg         0.0497     674.4670   60386.2336
    21   12 Mg         0.0494     674.4828   60387.6453
    22   12 Mg         0.0685     673.1390   60267.3369
    23   12 Mg         0.0685     673.1391   60267.3416
    24   12 Mg         0.0502     674.4306   60382.9784
    25   12 Mg         0.0502     674.4306   60382.9765
    26   12 Mg         0.0467     674.6605   60403.5586
    27   12 Mg         0.0467     674.6605   60403.5597
    28   12 Mg         0.0467     674.6605   60403.5583
    29   12 Mg         0.0474     674.6134   60399.3375
    30   12 Mg         0.0471     674.6359   60401.3567
    31   12 Mg         0.0471     674.6359   60401.3573
    32   12 Mg         0.0471     674.6359   60401.3567
    33   12 Mg         0.0471     674.6359   60401.3566
    34   12 Mg         0.0471     674.6359   60401.3578
    35   12 Mg         0.0471     674.6359   60401.3560
    36   12 Mg         0.0490     674.5100   60390.0846
    37   12 Mg         0.0490     674.5100   60390.0852
    38   12 Mg         0.0490     674.5100   60390.0823
    39   12 Mg         0.0488     674.5255   60391.4725
    40   12 Mg         0.0488     674.5255   60391.4724
    41   12 Mg         0.0488     674.5255   60391.4720
    42   12 Mg         0.0492     674.4998   60389.1722
    43   12 Mg         0.0492     674.4998   60389.1722
    44   12 Mg         0.0492     674.4998   60389.1705
    45   12 Mg         0.0492     674.4998   60389.1723
    46   12 Mg         0.0492     674.4998   60389.1728
    47   12 Mg         0.0492     674.4998   60389.1721
    48   12 Mg         0.0694     673.0648   60260.6961
    49   12 Mg         0.0694     673.0649   60260.6972
    50   12 Mg         0.0694     673.0648   60260.6944
    51   12 Mg         0.0476     674.5991   60398.0624
    52   12 Mg         0.0476     674.5991   60398.0630
    53   12 Mg         0.0476     674.5991   60398.0646
    54   12 Mg         0.0476     674.6024   60398.3545
    55   12 Mg         0.0476     674.6024   60398.3556
    56   12 Mg         0.0476     674.6024   60398.3562
    57   12 Mg         0.0482     674.5609   60394.6376
    58   12 Mg         0.0482     674.5609   60394.6381
    59   12 Mg         0.0482     674.5609   60394.6375
    60   12 Mg         0.0483     674.5558   60394.1861
    61   12 Mg         0.0483     674.5558   60394.1856
    62   12 Mg         0.0483     674.5558   60394.1867
    63   12 Mg         0.0485     674.5457   60393.2832
    64   12 Mg         0.0485     674.5457   60393.2827
    65   12 Mg         0.0485     674.5457   60393.2827
    66   12 Mg         0.0485     674.5457   60393.2821
    67   12 Mg         0.0485     674.5457   60393.2827
    68   12 Mg         0.0485     674.5457   60393.2815
    69   12 Mg         0.0480     674.5765   60396.0336
    70   12 Mg         0.0491     674.5064   60389.7578
    71   12 Mg         0.0491     674.5063   60389.7573
    72   12 Mg         0.0491     674.5063   60389.7561
    73   12 Mg         0.0491     674.5064   60389.7578
    74   12 Mg         0.0491     674.5064   60389.7578
    75   12 Mg         0.0491     674.5063   60389.7561
    76   12 Mg         0.0478     674.5893   60397.1800
    77   12 Mg         0.0487     674.5325   60392.0983
    78   12 Mg         0.0487     674.5325   60392.0978
    79   12 Mg         0.0477     674.5941   60397.6119
    80   12 Mg         0.0477     674.5941   60397.6117
    81   12 Mg         0.0477     674.5941   60397.6117
    82   12 Mg         0.0477     674.5941   60397.6113
    83   12 Mg         0.0481     674.5691   60395.3742
    84   12 Mg         0.0486     674.5385   60392.6339
    85   12 Mg         0.0486     674.5385   60392.6352
    86   12 Mg         0.0477     674.5941   60397.6135
    87   12 Mg         0.0477     674.5941   60397.6130
    88   12 Mg         0.0484     674.5517   60393.8217
    89   12 Mg         0.0484     674.5517   60393.8210
    90   12 Mg         0.0485     674.5426   60393.0025
    91   12 Mg         0.0487     674.5325   60392.0984
    92   12 Mg         0.0486     674.5385   60392.6339
    93   12 Mg         0.0486     674.5385   60392.6334
    94   12 Mg         0.0485     674.5426   60393.0014
    95   12 Mg         0.0485     674.5426   60393.0014
    96   12 Mg         0.0486     674.5385   60392.6345
    97   12 Mg         0.0486     674.5385   60392.6352
    98   12 Mg         0.0478     674.5892   60397.1784
    99   12 Mg         0.0478     674.5893   60397.1806
   100   12 Mg         0.0484     674.5517   60393.8216
   101   12 Mg         0.0491     674.5064   60389.7578
   102   12 Mg         0.0491     674.5064   60389.7573
   103   12 Mg         0.0491     674.5063   60389.7562
   104   12 Mg         0.0491     674.5064   60389.7579
   105   12 Mg         0.0491     674.5064   60389.7578
   106   12 Mg         0.0491     674.5063   60389.7562
   107   12 Mg         0.0480     674.5764   60396.0333
   108   12 Mg         0.0485     674.5457   60393.2841
   109   12 Mg         0.0485     674.5457   60393.2836
   110   12 Mg         0.0485     674.5457   60393.2836
   111   12 Mg         0.0485     674.5457   60393.2830
   112   12 Mg         0.0485     674.5457   60393.2836
   113   12 Mg         0.0485     674.5457   60393.2825
   114   12 Mg         0.0483     674.5558   60394.1870
   115   12 Mg         0.0483     674.5558   60394.1865
   116   12 Mg         0.0483     674.5558   60394.1876
   117   12 Mg         0.0482     674.5609   60394.6394
   118   12 Mg         0.0482     674.5609   60394.6400
