-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0491    5843.2965 1600316.0403
     2   12 Mg         0.0099     676.7495   60590.5918
     3   12 Mg         0.0099     676.7510   60590.7207
     4   12 Mg         0.0099     676.7509   60590.7202
     5   12 Mg         0.0125     676.6211   60579.0978
     6   12 Mg         0.0125     676.6211   60579.0979
     7   12 Mg         0.0099     676.7495   60590.5919
     8   12 Mg         0.0099     676.7495   60590.5919
     9   12 Mg         0.0101     676.7387   60589.6277
    10   12 Mg         0.0101     676.7387   60589.6275
    11   12 Mg         0.0101     676.7421   60589.9250
    12   12 Mg         0.0101     676.7387   60589.6274
    13   12 Mg         0.0101     676.7387   60589.6275
    14   12 Mg         0.0099     676.7509   60590.7203
    15   12 Mg         0.0100     676.7443   60590.1255
    16   12 Mg         0.0100     676.7443   60590.1253
    17   12 Mg         0.0125     676.6211   60579.0983
    18   12 Mg         0.0125     676.6211   60579.0979
    19   12 Mg         0.0101     676.7421   60589.9246
    20   12 Mg         0.0101     676.7421   60589.9249
    21   12 Mg         0.0100     676.7443   60590.1253
    22   12 Mg         0.0125     676.6211   60579.0977
    23   12 Mg         0.0125     676.6211   60579.0980
    24   12 Mg         0.0101     676.7387   60589.6277
    25   12 Mg         0.0101     676.7387   60589.6275
    26   12 Mg         0.0096     676.7647   60591.9518
    27   12 Mg         0.0096     676.7647   60591.9519
    28   12 Mg         0.0096     676.7647   60591.9517
    29   12 Mg         0.0097     676.7609   60591.6077
    30   12 Mg         0.0096     676.7632   60591.8216
    31   12 Mg         0.0096     676.7633   60591.8217
    32   12 Mg         0.0096     676.7632   60591.8216
    33   12 Mg         0.0096     676.7632   60591.8216
    34   12 Mg         0.0096     676.7633   60591.8217
    35   12 Mg         0.0096     676.7632   60591.8215
    36   12 Mg         0.0100     676.7473   60590.3930
    37   12 Mg         0.0100     676.7473   60590.3931
    38   12 Mg         0.0100     676.7473   60590.3927
    39   12 Mg         0.0099     676.7500   60590.6320
    40   12 Mg         0.0099     676.7500   60590.6320
    41   12 Mg         0.0099     676.7500   60590.6320
    42   12 Mg         0.0100     676.7464   60590.3090
    43   12 Mg         0.0100     676.7464   60590.3090
    44   12 Mg         0.0100     676.7464   60590.3088
    45   12 Mg         0.0100     676.7464   60590.3090
    46   12 Mg         0.0100     676.7464   60590.3091
    47   12 Mg         0.0100     676.7464   60590.3090
    48   12 Mg         0.0126     676.6143   60578.4890
    49   12 Mg         0.0126     676.6143   60578.4892
    50   12 Mg         0.0126     676.6143   60578.4889
    51   12 Mg         0.0097     676.7589   60591.4343
    52   12 Mg         0.0097     676.7589   60591.4343
    53   12 Mg         0.0097     676.7589   60591.4345
    54   12 Mg         0.0097     676.7595   60591.4815
    55   12 Mg         0.0097     676.7595   60591.4817
    56   12 Mg         0.0097     676.7595   60591.4817
    57   12 Mg         0.0098     676.7540   60590.9960
    58   12 Mg         0.0098     676.7540   60590.9961
    59   12 Mg         0.0098     676.7540   60590.9960
    60   12 Mg         0.0098     676.7535   60590.9508
    61   12 Mg         0.0098     676.7535   60590.9508
    62   12 Mg         0.0098     676.7535   60590.9509
    63   12 Mg         0.0099     676.7522   60590.8287
    64   12 Mg         0.0099     676.7522   60590.8286
    65   12 Mg         0.0099     676.7522   60590.8286
    66   12 Mg         0.0099     676.7522   60590.8285
    67   12 Mg         0.0099     676.7522   60590.8286
    68   12 Mg         0.0099     676.7522   60590.8284
    69   12 Mg         0.0098     676.7554   60591.1147
    70   12 Mg         0.0100     676.7477   60590.4312
    71   12 Mg         0.0100     676.7477   60590.4311
    72   12 Mg         0.0100     676.7477   60590.4310
    73   12 Mg         0.0100     676.7477   60590.4312
    74   12 Mg         0.0100     676.7477   60590.4312
    75   12 Mg         0.0100     676.7477   60590.4310
    76   12 Mg         0.0098     676.7573   60591.2929
    77   12 Mg         0.0099     676.7511   60590.7301
    78   12 Mg         0.0099     676.7511   60590.7301
    79   12 Mg         0.0097     676.7583   60591.3792
    80   12 Mg         0.0097     676.7583   60591.3791
    81   12 Mg         0.0097     676.7583   60591.3791
    82   12 Mg         0.0097     676.7583   60591.3791
    83   12 Mg         0.0098     676.7556   60591.1399
    84   12 Mg         0.0099     676.7516   60590.7809
    85   12 Mg         0.0099     676.7516   60590.7810
    86   12 Mg         0.0097     676.7583   60591.3794
    87   12 Mg         0.0097     676.7583   60591.3793
    88   12 Mg         0.0098     676.7532   60590.9251
    89   12 Mg         0.0098     676.7532   60590.9250
