-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0234    5894.9111 1614451.8322
    33   12 Mg         0.0052     676.9796   60611.1925
    34   12 Mg         0.0052     676.9796   60611.1925
    35   12 Mg         0.0052     676.9796   60611.1924
    36   12 Mg         0.0054     676.9721   60610.5234
    37   12 Mg         0.0054     676.9721   60610.5234
    38   12 Mg         0.0054     676.9721   60610.5233
    39   12 Mg         0.0053     676.9734   60610.6386
    40   12 Mg         0.0053     676.9734   60610.6386
    41   12 Mg         0.0053     676.9734   60610.6386
    42   12 Mg         0.0054     676.9718   60610.4897
    43   12 Mg         0.0054     676.9718   60610.4897
    44   12 Mg         0.0054     676.9718   60610.4896
    45   12 Mg         0.0054     676.9718   60610.4897
    46   12 Mg         0.0054     676.9718   60610.4897
    47   12 Mg         0.0054     676.9718   60610.4897
    48   12 Mg         0.0065     676.9161   60605.5092
    49   12 Mg         0.0065     676.9161   60605.5093
    50   12 Mg         0.0065     676.9161   60605.5091
    51   12 Mg         0.0052     676.9776   60611.0152
    52   12 Mg         0.0052     676.9776   60611.0152
    53   12 Mg         0.0052     676.9776   60611.0153
    54   12 Mg         0.0052     676.9779   60611.0438
    55   12 Mg         0.0052     676.9779   60611.0439
    56   12 Mg         0.0052     676.9779   60611.0439
    57   12 Mg         0.0053     676.9753   60610.8072
    58   12 Mg         0.0053     676.9753   60610.8072
    59   12 Mg         0.0053     676.9753   60610.8072
    60   12 Mg         0.0053     676.9748   60610.7659
    61   12 Mg         0.0053     676.9748   60610.7659
    62   12 Mg         0.0053     676.9748   60610.7659
    63   12 Mg         0.0053     676.9747   60610.7511
    64   12 Mg         0.0053     676.9747   60610.7510
    65   12 Mg         0.0053     676.9747   60610.7510
    66   12 Mg         0.0053     676.9747   60610.7510
    67   12 Mg         0.0053     676.9747   60610.7510
    68   12 Mg         0.0053     676.9747   60610.7510
    69   12 Mg         0.0053     676.9758   60610.8479
    70   12 Mg         0.0053     676.9726   60610.5636
    71   12 Mg         0.0053     676.9726   60610.5636
    72   12 Mg         0.0053     676.9726   60610.5635
    73   12 Mg         0.0053     676.9726   60610.5636
    74   12 Mg         0.0053     676.9726   60610.5636
    75   12 Mg         0.0053     676.9726   60610.5635
    76   12 Mg         0.0052     676.9771   60610.9718
    77   12 Mg         0.0053     676.9740   60610.6883
    78   12 Mg         0.0053     676.9740   60610.6883
    79   12 Mg         0.0052     676.9774   60610.9916
    80   12 Mg         0.0052     676.9774   60610.9916
    81   12 Mg         0.0052     676.9774   60610.9916
    82   12 Mg         0.0052     676.9774   60610.9916
    83   12 Mg         0.0053     676.9762   60610.8831
    84   12 Mg         0.0053     676.9742   60610.7102
    85   12 Mg         0.0053     676.9742   60610.7102
    86   12 Mg         0.0052     676.9774   60610.9917
    87   12 Mg         0.0052     676.9774   60610.9917
    88   12 Mg         0.0053     676.9750   60610.7804
    89   12 Mg         0.0053     676.9750   60610.7804
    90   12 Mg         0.0053     676.9744   60610.7228
    91   12 Mg         0.0053     676.9740   60610.6883
    92   12 Mg         0.0053     676.9742   60610.7102
    93   12 Mg         0.0053     676.9742   60610.7101
    94   12 Mg         0.0053     676.9744   60610.7227
    95   12 Mg         0.0053     676.9744   60610.7227
    96   12 Mg         0.0053     676.9742   60610.7102
    97   12 Mg         0.0053     676.9742   60610.7102
    98   12 Mg         0.0052     676.9771   60610.9718
    99   12 Mg         0.0052     676.9771   60610.9719
   100   12 Mg         0.0053     676.9750   60610.7804
   101   12 Mg         0.0053     676.9726   60610.5636
   102   12 Mg         0.0053     676.9726   60610.5636
   103   12 Mg         0.0053     676.9726   60610.5635
   104   12 Mg         0.0053     676.9726   60610.5636
   105   12 Mg         0.0053     676.9726   60610.5636
   106   12 Mg         0.0053     676.9726   60610.5635
   107   12 Mg         0.0053     676.9758   60610.8479
   108   12 Mg         0.0053     676.9747   60610.7511
   109   12 Mg         0.0053     676.9747   60610.7511
   110   12 Mg         0.0053     676.9747   60610.7511
   111   12 Mg         0.0053     676.9747   60610.7511
   112   12 Mg         0.0053     676.9747   60610.7511
   113   12 Mg         0.0053     676.9747   60610.7510
   114   12 Mg         0.0053     676.9748   60610.7660
   115   12 Mg         0.0053     676.9748   60610.7659
   116   12 Mg         0.0053     676.9748   60610.7660
   117   12 Mg         0.0053     676.9753   60610.8073
   118   12 Mg         0.0053     676.9753   60610.8073
   119   12 Mg         0.0053     676.9753   60610.8073
   120   12 Mg         0.0052     676.9779   60611.0439
   121   12 Mg         0.0052     676.9779   60611.0440
   122   12 Mg         0.0052     676.9779   60611.0440
   123   12 Mg         0.0052     676.9776   60611.0153
   124   12 Mg         0.0052     676.9776   60611.0153
   125   12 Mg         0.0052     676.9776   60611.0154
   126   12 Mg         0.0065     676.9161   60605.5092
   127   12 Mg         0.0065     676.9161   60605.5092
   128   12 Mg         0.0065     676.9161   60605.5091
   129   12 Mg         0.0054     676.9718   60610.4897
   130   12 Mg         0.0054     676.9718   60610.4897
   131   12 Mg         0.0054     676.9718   60610.4896
   132   12 Mg         0.0054     676.9718   60610.4897
   133   12 Mg         0.0054     676.9718   60610.4897
   134   12 Mg         0.0054     676.9718   60610.4897
   135   12 Mg         0.0053     676.9734   60610.6387
   136   12 Mg         0.0053     676.9734   60610.6386
   137   12 Mg         0.0053     676.9734   60610.6386
   138   12 Mg         0.0054     676.9721   60610.5235
   139   12 Mg         0.0054     676.9721   60610.5235
   140   12 Mg         0.0054     676.9721   60610.5234
   141   12 Mg         0.0052     676.9796   60611.1924
   142   12 Mg         0.0052     676.9796   60611.1925
   143   12 Mg         0.0052     676.9796   60611.1924
   144   12 Mg         0.0052     676.9796   60611.1924
   145   12 Mg         0.0052     676.9796   60611.1925
   146   12 Mg         0.0052     676.9796   60611.1924
   147   12 Mg         0.0052     676.9786   60611.1002
   148   12 Mg         0.0052     676.9801   60611.2388
   149   12 Mg         0.0052     676.9801   60611.2389
   150   12 Mg         0.0052     676.9801   60611.2388
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.41855407E-02     -2.62646647
     2   12 Mg  -0.18448868E-02     -1.15768393
     3   12 Mg  -0.18388220E-02     -1.15387822
     4   12 Mg  -0.18388358E-02     -1.15388690
     5   12 Mg  -0.19196039E-02     -1.20456961
     6   12 Mg  -0.19196097E-02     -1.20457329
     7   12 Mg  -0.18448852E-02     -1.15768297
     8   12 Mg  -0.18448841E-02     -1.15768228
     9   12 Mg  -0.18693771E-02     -1.17305185
    10   12 Mg  -0.18693826E-02     -1.17305530
    11   12 Mg  -0.18626084E-02     -1.16880444
    12   12 Mg  -0.18693848E-02     -1.17305668
    13   12 Mg  -0.18693829E-02     -1.17305546
    14   12 Mg  -0.18388333E-02     -1.15388529
    15   12 Mg  -0.18602340E-02     -1.16731447
    16   12 Mg  -0.18602411E-02     -1.16731892
    17   12 Mg  -0.19196048E-02     -1.20457019
    18   12 Mg  -0.19196083E-02     -1.20457242
    19   12 Mg  -0.18626194E-02     -1.16881134
    20   12 Mg  -0.18626107E-02     -1.16880584
    21   12 Mg  -0.18602427E-02     -1.16731993
    22   12 Mg  -0.19196084E-02     -1.20457244
    23   12 Mg  -0.19196041E-02     -1.20456977
    24   12 Mg  -0.18693776E-02     -1.17305216
    25   12 Mg  -0.18693831E-02     -1.17305562
    26   12 Mg  -0.17986589E-02     -1.12867547
    27   12 Mg  -0.17986548E-02     -1.12867295
    28   12 Mg  -0.17986604E-02     -1.12867644
    29   12 Mg  -0.18157511E-02     -1.13940103
    30   12 Mg  -0.18095025E-02     -1.13547997
    31   12 Mg  -0.18094999E-02     -1.13547835
    32   12 Mg  -0.18095018E-02     -1.13547951
    33   12 Mg  -0.18095028E-02     -1.13548018
    34   12 Mg  -0.18094980E-02     -1.13547715
    35   12 Mg  -0.18095047E-02     -1.13548136
    36   12 Mg  -0.18515446E-02     -1.16186180
    37   12 Mg  -0.18515428E-02     -1.16186062
    38   12 Mg  -0.18515533E-02     -1.16186723
    39   12 Mg  -0.18454835E-02     -1.15805835
    40   12 Mg  -0.18454839E-02     -1.15805864
    41   12 Mg  -0.18454854E-02     -1.15805960
    42   12 Mg  -0.18523146E-02     -1.16234495
    43   12 Mg  -0.18523144E-02     -1.16234481
    44   12 Mg  -0.18523209E-02     -1.16234892
    45   12 Mg  -0.18523143E-02     -1.16234479
    46   12 Mg  -0.18523126E-02     -1.16234369
    47   12 Mg  -0.18523147E-02     -1.16234503
    48   12 Mg  -0.19353713E-02     -1.21446384
    49   12 Mg  -0.19353674E-02     -1.21446137
    50   12 Mg  -0.19353760E-02     -1.21446677
    51   12 Mg  -0.18197936E-02     -1.14193775
    52   12 Mg  -0.18197915E-02     -1.14193640
    53   12 Mg  -0.18197853E-02     -1.14193254
    54   12 Mg  -0.18190368E-02     -1.14146284
    55   12 Mg  -0.18190327E-02     -1.14146025
    56   12 Mg  -0.18190305E-02     -1.14145888
    57   12 Mg  -0.18352294E-02     -1.15162383
    58   12 Mg  -0.18352276E-02     -1.15162268
    59   12 Mg  -0.18352295E-02     -1.15162390
    60   12 Mg  -0.18374817E-02     -1.15303720
    61   12 Mg  -0.18374840E-02     -1.15303862
    62   12 Mg  -0.18374801E-02     -1.15303616
    63   12 Mg  -0.18377894E-02     -1.15323025
    64   12 Mg  -0.18377913E-02     -1.15323146
    65   12 Mg  -0.18377913E-02     -1.15323148
    66   12 Mg  -0.18377936E-02     -1.15323288
    67   12 Mg  -0.18377911E-02     -1.15323134
    68   12 Mg  -0.18377956E-02     -1.15323415
    69   12 Mg  -0.18285444E-02     -1.14742893
    70   12 Mg  -0.18481012E-02     -1.15970101
    71   12 Mg  -0.18481028E-02     -1.15970203
    72   12 Mg  -0.18481072E-02     -1.15970475
    73   12 Mg  -0.18481010E-02     -1.15970090
    74   12 Mg  -0.18481011E-02     -1.15970098
    75   12 Mg  -0.18481073E-02     -1.15970484
    76   12 Mg  -0.18248714E-02     -1.14512410
    77   12 Mg  -0.18415297E-02     -1.15557734
    78   12 Mg  -0.18415318E-02     -1.15557863
    79   12 Mg  -0.18229321E-02     -1.14390718
    80   12 Mg  -0.18229326E-02     -1.14390745
    81   12 Mg  -0.18229326E-02     -1.14390746
    82   12 Mg  -0.18229339E-02     -1.14390830
    83   12 Mg  -0.18289899E-02     -1.14770851
    84   12 Mg  -0.18405072E-02     -1.15493571
    85   12 Mg  -0.18405027E-02     -1.15493290
    86   12 Mg  -0.18229257E-02     -1.14390312
    87   12 Mg  -0.18229275E-02     -1.14390426
    88   12 Mg  -0.18361102E-02     -1.15217653
    89   12 Mg  -0.18361129E-02     -1.15217824
    90   12 Mg  -0.18397999E-02     -1.15449189
    91   12 Mg  -0.18415295E-02     -1.15557718
    92   12 Mg  -0.18405072E-02     -1.15493571
    93   12 Mg  -0.18405091E-02     -1.15493687
    94   12 Mg  -0.18398041E-02     -1.15449449
    95   12 Mg  -0.18398041E-02     -1.15449449
    96   12 Mg  -0.18405050E-02     -1.15493434
    97   12 Mg  -0.18405028E-02     -1.15493292
    98   12 Mg  -0.18248772E-02     -1.14512771
    99   12 Mg  -0.18248694E-02     -1.14512281
   100   12 Mg  -0.18361104E-02     -1.15217670
   101   12 Mg  -0.18481009E-02     -1.15970082
   102   12 Mg  -0.18481025E-02     -1.15970185
   103   12 Mg  -0.18481069E-02     -1.15970456
   104   12 Mg  -0.18481007E-02     -1.15970071
   105   12 Mg  -0.18481008E-02     -1.15970079
   106   12 Mg  -0.18481070E-02     -1.15970465
   107   12 Mg  -0.18285450E-02     -1.14742933
   108   12 Mg  -0.18377856E-02     -1.15322787
   109   12 Mg  -0.18377875E-02     -1.15322909
   110   12 Mg  -0.18377876E-02     -1.15322911
   111   12 Mg  -0.18377898E-02     -1.15323051
   112   12 Mg  -0.18377873E-02     -1.15322897
   113   12 Mg  -0.18377918E-02     -1.15323178
   114   12 Mg  -0.18374782E-02     -1.15303498
   115   12 Mg  -0.18374805E-02     -1.15303640
   116   12 Mg  -0.18374765E-02     -1.15303394
   117   12 Mg  -0.18352222E-02     -1.15161929
   118   12 Mg  -0.18352203E-02     -1.15161814
   119   12 Mg  -0.18352223E-02     -1.15161936
   120   12 Mg  -0.18190298E-02     -1.14145844
   121   12 Mg  -0.18190257E-02     -1.14145584
   122   12 Mg  -0.18190235E-02     -1.14145447
   123   12 Mg  -0.18197865E-02     -1.14193326
   124   12 Mg  -0.18197843E-02     -1.14193191
   125   12 Mg  -0.18197782E-02     -1.14192805
   126   12 Mg  -0.19353749E-02     -1.21446612
   127   12 Mg  -0.19353710E-02     -1.21446364
   128   12 Mg  -0.19353796E-02     -1.21446904
   129   12 Mg  -0.18523144E-02     -1.16234486
   130   12 Mg  -0.18523142E-02     -1.16234472
   131   12 Mg  -0.18523208E-02     -1.16234883
   132   12 Mg  -0.18523142E-02     -1.16234470
   133   12 Mg  -0.18523124E-02     -1.16234360
   134   12 Mg  -0.18523146E-02     -1.16234495
   135   12 Mg  -0.18454798E-02     -1.15805606
   136   12 Mg  -0.18454802E-02     -1.15805634
   137   12 Mg  -0.18454818E-02     -1.15805731
   138   12 Mg  -0.18515376E-02     -1.16185737
   139   12 Mg  -0.18515357E-02     -1.16185618
   140   12 Mg  -0.18515462E-02     -1.16186279
   141   12 Mg  -0.18095059E-02     -1.13548208
   142   12 Mg  -0.18095033E-02     -1.13548046
   143   12 Mg  -0.18095051E-02     -1.13548162
   144   12 Mg  -0.18095062E-02     -1.13548229
   145   12 Mg  -0.18095014E-02     -1.13547926
   146   12 Mg  -0.18095081E-02     -1.13548347
   147   12 Mg  -0.18157515E-02     -1.13940128
   148   12 Mg  -0.17986621E-02     -1.12867749
   149   12 Mg  -0.17986581E-02     -1.12867498
   150   12 Mg  -0.17986636E-02     -1.12867846
--------------------------------------------------

Dispersion energy:      -2.7889234944129E-01 Eh

[Info] Dispersion energy written to .EDISP
