-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0862    5749.9575 1574753.0756
    20   12 Mg  -0.42310059E-02     -2.65499631
    21   12 Mg  -0.42270789E-02     -2.65253208
    22   12 Mg  -0.43651874E-02     -2.73919647
    23   12 Mg  -0.43651780E-02     -2.73919058
    24   12 Mg  -0.42425025E-02     -2.66221053
    25   12 Mg  -0.42425134E-02     -2.66221738
    26   12 Mg  -0.41000974E-02     -2.57284994
    27   12 Mg  -0.41000888E-02     -2.57284457
    28   12 Mg  -0.41001008E-02     -2.57285208
    29   12 Mg  -0.41325849E-02     -2.59323618
    30   12 Mg  -0.41195055E-02     -2.58502875
    31   12 Mg  -0.41194999E-02     -2.58502520
    32   12 Mg  -0.41195037E-02     -2.58502761
    33   12 Mg  -0.41195061E-02     -2.58502912
    34   12 Mg  -0.41194958E-02     -2.58502263
    35   12 Mg  -0.41195100E-02     -2.58503158
    36   12 Mg  -0.42089892E-02     -2.64118059
    37   12 Mg  -0.42089852E-02     -2.64117812
    38   12 Mg  -0.42090075E-02     -2.64119211
    39   12 Mg  -0.41956967E-02     -2.63283940
    40   12 Mg  -0.41956976E-02     -2.63283996
    41   12 Mg  -0.41957010E-02     -2.63284210
    42   12 Mg  -0.42096375E-02     -2.64158744
    43   12 Mg  -0.42096370E-02     -2.64158708
    44   12 Mg  -0.42096510E-02     -2.64159591
    45   12 Mg  -0.42096370E-02     -2.64158710
    46   12 Mg  -0.42096334E-02     -2.64158481
    47   12 Mg  -0.42096377E-02     -2.64158756
    48   12 Mg  -0.43978272E-02     -2.75967823
    49   12 Mg  -0.43978187E-02     -2.75967291
    50   12 Mg  -0.43978369E-02     -2.75968433
    51   12 Mg  -0.41408727E-02     -2.59843685
    52   12 Mg  -0.41408681E-02     -2.59843395
    53   12 Mg  -0.41408549E-02     -2.59842571
    54   12 Mg  -0.41394919E-02     -2.59757038
    55   12 Mg  -0.41394831E-02     -2.59756485
    56   12 Mg  -0.41394784E-02     -2.59756193
    57   12 Mg  -0.41745408E-02     -2.61956388
    58   12 Mg  -0.41745369E-02     -2.61956148
    59   12 Mg  -0.41745410E-02     -2.61956405
    60   12 Mg  -0.41795656E-02     -2.62271704
    61   12 Mg  -0.41795705E-02     -2.62272010
    62   12 Mg  -0.41795622E-02     -2.62271490
    63   12 Mg  -0.41793916E-02     -2.62260779
    64   12 Mg  -0.41793957E-02     -2.62261041
    65   12 Mg  -0.41793957E-02     -2.62261041
    66   12 Mg  -0.41794005E-02     -2.62261343
    67   12 Mg  -0.41793952E-02     -2.62261010
    68   12 Mg  -0.41794048E-02     -2.62261612
    69   12 Mg  -0.41599012E-02     -2.61037742
    70   12 Mg  -0.41992446E-02     -2.63506574
    71   12 Mg  -0.41992481E-02     -2.63506795
    72   12 Mg  -0.41992573E-02     -2.63507372
    73   12 Mg  -0.41992442E-02     -2.63506553
    74   12 Mg  -0.41992445E-02     -2.63506568
    75   12 Mg  -0.41992576E-02     -2.63507394
    76   12 Mg  -0.41520506E-02     -2.60545110
    77   12 Mg  -0.41868199E-02     -2.62726916
    78   12 Mg  -0.41868244E-02     -2.62727197
    79   12 Mg  -0.41480579E-02     -2.60294561
    80   12 Mg  -0.41480587E-02     -2.60294612
    81   12 Mg  -0.41480587E-02     -2.60294615
    82   12 Mg  -0.41480616E-02     -2.60294794
    83   12 Mg  -0.41605884E-02     -2.61080867
    84   12 Mg  -0.41851845E-02     -2.62624292
    85   12 Mg  -0.41851750E-02     -2.62623697
    86   12 Mg  -0.41480440E-02     -2.60293690
    87   12 Mg  -0.41480479E-02     -2.60293937
    88   12 Mg  -0.41759943E-02     -2.62047599
    89   12 Mg  -0.41760001E-02     -2.62047964
    90   12 Mg  -0.41840030E-02     -2.62550154
    91   12 Mg  -0.41868195E-02     -2.62726888
    92   12 Mg  -0.41851844E-02     -2.62624289
    93   12 Mg  -0.41851885E-02     -2.62624541
    94   12 Mg  -0.41840119E-02     -2.62550708
    95   12 Mg  -0.41840118E-02     -2.62550707
    96   12 Mg  -0.41851799E-02     -2.62624004
    97   12 Mg  -0.41851751E-02     -2.62623702
    98   12 Mg  -0.41520628E-02     -2.60545877
    99   12 Mg  -0.41520462E-02     -2.60544834
   100   12 Mg  -0.41759948E-02     -2.62047631
   101   12 Mg  -0.41992439E-02     -2.63506532
   102   12 Mg  -0.41992474E-02     -2.63506753
   103   12 Mg  -0.41992566E-02     -2.63507330
   104   12 Mg  -0.41992436E-02     -2.63506511
   105   12 Mg  -0.41992438E-02     -2.63506526
   106   12 Mg  -0.41992569E-02     -2.63507352
   107   12 Mg  -0.41599022E-02     -2.61037804
   108   12 Mg  -0.41793834E-02     -2.62260267
   109   12 Mg  -0.41793876E-02     -2.62260529
   110   12 Mg  -0.41793876E-02     -2.62260529
   111   12 Mg  -0.41793924E-02     -2.62260831
   112   12 Mg  -0.41793871E-02     -2.62260498
   113   12 Mg  -0.41793967E-02     -2.62261100
   114   12 Mg  -0.41795581E-02     -2.62271229
   115   12 Mg  -0.41795630E-02     -2.62271535
   116   12 Mg  -0.41795547E-02     -2.62271015
   117   12 Mg  -0.41745253E-02     -2.61955416
   118   12 Mg  -0.41745215E-02     -2.61955176
   119   12 Mg  -0.41745255E-02     -2.61955433
   120   12 Mg  -0.41394768E-02     -2.59756092
   121   12 Mg  -0.41394680E-02     -2.59755539
   122   12 Mg  -0.41394634E-02     -2.59755247
   123   12 Mg  -0.41408575E-02     -2.59842733
   124   12 Mg  -0.41408529E-02     -2.59842443
   125   12 Mg  -0.41408398E-02     -2.59841619
   126   12 Mg  -0.43978348E-02     -2.75968298
   127   12 Mg  -0.43978263E-02     -2.75967766
   128   12 Mg  -0.43978445E-02     -2.75968907
   129   12 Mg  -0.42096372E-02     -2.64158725
   130   12 Mg  -0.42096367E-02     -2.64158689
   131   12 Mg  -0.42096507E-02     -2.64159572
   132   12 Mg  -0.42096367E-02     -2.64158691
   133   12 Mg  -0.42096330E-02     -2.64158462
   134   12 Mg  -0.42096374E-02     -2.64158737
   135   12 Mg  -0.41956889E-02     -2.63283452
   136   12 Mg  -0.41956898E-02     -2.63283508
   137   12 Mg  -0.41956932E-02     -2.63283722
   138   12 Mg  -0.42089741E-02     -2.64117110
   139   12 Mg  -0.42089701E-02     -2.64116862
   140   12 Mg  -0.42089924E-02     -2.64118262
   141   12 Mg  -0.41195126E-02     -2.58503321
   142   12 Mg  -0.41195070E-02     -2.58502966
   143   12 Mg  -0.41195108E-02     -2.58503207
   144   12 Mg  -0.41195132E-02     -2.58503357
   145   12 Mg  -0.41195029E-02     -2.58502708
   146   12 Mg  -0.41195171E-02     -2.58503604
   147   12 Mg  -0.41325858E-02     -2.59323676
   148   12 Mg  -0.41001044E-02     -2.57285434
   149   12 Mg  -0.41000958E-02     -2.57284897
   150   12 Mg  -0.41001078E-02     -2.57285648
--------------------------------------------------

Dispersion energy:      -6.3430120572457E-01 Eh

[Info] Dispersion energy written to .EDISP
