-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0085    5920.8731 1621562.1013
   108   12 Mg         0.0023     677.1192   60623.6899
   109   12 Mg         0.0023     677.1192   60623.6898
   110   12 Mg         0.0023     677.1192   60623.6898
   111   12 Mg         0.0023     677.1192   60623.6898
   112   12 Mg         0.0023     677.1192   60623.6898
   113   12 Mg         0.0023     677.1192   60623.6898
   114   12 Mg         0.0023     677.1193   60623.6988
   115   12 Mg         0.0023     677.1193   60623.6988
   116   12 Mg         0.0023     677.1193   60623.6989
   117   12 Mg         0.0022     677.1194   60623.7092
   118   12 Mg         0.0022     677.1194   60623.7092
   119   12 Mg         0.0022     677.1194   60623.7092
   120   12 Mg         0.0022     677.1204   60623.7965
   121   12 Mg         0.0022     677.1204   60623.7965
   122   12 Mg         0.0022     677.1204   60623.7965
   123   12 Mg         0.0022     677.1203   60623.7930
   124   12 Mg         0.0022     677.1203   60623.7930
   125   12 Mg         0.0022     677.1203   60623.7931
   126   12 Mg         0.0026     677.1007   60622.0359
   127   12 Mg         0.0026     677.1007   60622.0359
   128   12 Mg         0.0026     677.1007   60622.0359
   129   12 Mg         0.0023     677.1180   60623.5810
   130   12 Mg         0.0023     677.1180   60623.5810
   131   12 Mg         0.0023     677.1180   60623.5810
   132   12 Mg         0.0023     677.1180   60623.5810
   133   12 Mg         0.0023     677.1180   60623.5810
   134   12 Mg         0.0023     677.1180   60623.5810
   135   12 Mg         0.0023     677.1187   60623.6480
   136   12 Mg         0.0023     677.1187   60623.6479
   137   12 Mg         0.0023     677.1187   60623.6479
   138   12 Mg         0.0023     677.1184   60623.6151
   139   12 Mg         0.0023     677.1184   60623.6151
   140   12 Mg         0.0023     677.1184   60623.6150
   141   12 Mg         0.0022     677.1211   60623.8581
   142   12 Mg         0.0022     677.1211   60623.8581
   143   12 Mg         0.0022     677.1211   60623.8581
   144   12 Mg         0.0022     677.1211   60623.8581
   145   12 Mg         0.0022     677.1211   60623.8581
   146   12 Mg         0.0022     677.1211   60623.8581
   147   12 Mg         0.0022     677.1206   60623.8179
   148   12 Mg         0.0022     677.1208   60623.8362
   149   12 Mg         0.0022     677.1208   60623.8362
   150   12 Mg         0.0022     677.1208   60623.8362
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.19587639E-02     -1.22914290
     2   12 Mg  -0.87797970E-03     -0.55094058
     3   12 Mg  -0.87509833E-03     -0.54913249
     4   12 Mg  -0.87510491E-03     -0.54913662
     5   12 Mg  -0.91123410E-03     -0.57180803
     6   12 Mg  -0.91123692E-03     -0.57180980
     7   12 Mg  -0.87797899E-03     -0.55094013
     8   12 Mg  -0.87797845E-03     -0.55093979
     9   12 Mg  -0.88975860E-03     -0.55833195
    10   12 Mg  -0.88976124E-03     -0.55833361
    11   12 Mg  -0.88646409E-03     -0.55626461
    12   12 Mg  -0.88976228E-03     -0.55833426
    13   12 Mg  -0.88976137E-03     -0.55833369
    14   12 Mg  -0.87510369E-03     -0.54913586
    15   12 Mg  -0.88531591E-03     -0.55554412
    16   12 Mg  -0.88531928E-03     -0.55554624
    17   12 Mg  -0.91123467E-03     -0.57180839
    18   12 Mg  -0.91123628E-03     -0.57180940
    19   12 Mg  -0.88646932E-03     -0.55626790
    20   12 Mg  -0.88646514E-03     -0.55626528
    21   12 Mg  -0.88532005E-03     -0.55554672
    22   12 Mg  -0.91123623E-03     -0.57180937
    23   12 Mg  -0.91123427E-03     -0.57180814
    24   12 Mg  -0.88975884E-03     -0.55833210
    25   12 Mg  -0.88976149E-03     -0.55833376
    26   12 Mg  -0.85584811E-03     -0.53705280
    27   12 Mg  -0.85584620E-03     -0.53705160
    28   12 Mg  -0.85584884E-03     -0.53705325
    29   12 Mg  -0.86412387E-03     -0.54224591
    30   12 Mg  -0.86117492E-03     -0.54039542
    31   12 Mg  -0.86117369E-03     -0.54039465
    32   12 Mg  -0.86117457E-03     -0.54039520
    33   12 Mg  -0.86117508E-03     -0.54039552
    34   12 Mg  -0.86117279E-03     -0.54039408
    35   12 Mg  -0.86117598E-03     -0.54039609
    36   12 Mg  -0.88116204E-03     -0.55293753
    37   12 Mg  -0.88116114E-03     -0.55293696
    38   12 Mg  -0.88116614E-03     -0.55294010
    39   12 Mg  -0.87826583E-03     -0.55112013
    40   12 Mg  -0.87826604E-03     -0.55112026
    41   12 Mg  -0.87826677E-03     -0.55112072
    42   12 Mg  -0.88151940E-03     -0.55316178
    43   12 Mg  -0.88151930E-03     -0.55316171
    44   12 Mg  -0.88152241E-03     -0.55316367
    45   12 Mg  -0.88151928E-03     -0.55316170
    46   12 Mg  -0.88151845E-03     -0.55316118
    47   12 Mg  -0.88151947E-03     -0.55316182
    48   12 Mg  -0.91874306E-03     -0.57651997
    49   12 Mg  -0.91874119E-03     -0.57651880
    50   12 Mg  -0.91874528E-03     -0.57652136
    51   12 Mg  -0.86605667E-03     -0.54345877
    52   12 Mg  -0.86605565E-03     -0.54345813
    53   12 Mg  -0.86605273E-03     -0.54345629
    54   12 Mg  -0.86568532E-03     -0.54322574
    55   12 Mg  -0.86568336E-03     -0.54322451
    56   12 Mg  -0.86568232E-03     -0.54322386
    57   12 Mg  -0.87340001E-03     -0.54806678
    58   12 Mg  -0.87339914E-03     -0.54806623
    59   12 Mg  -0.87340006E-03     -0.54806681
    60   12 Mg  -0.87447970E-03     -0.54874430
    61   12 Mg  -0.87448077E-03     -0.54874497
    62   12 Mg  -0.87447892E-03     -0.54874380
    63   12 Mg  -0.87458906E-03     -0.54881292
    64   12 Mg  -0.87458998E-03     -0.54881350
    65   12 Mg  -0.87458999E-03     -0.54881351
    66   12 Mg  -0.87459105E-03     -0.54881417
    67   12 Mg  -0.87458989E-03     -0.54881344
    68   12 Mg  -0.87459201E-03     -0.54881477
    69   12 Mg  -0.87025755E-03     -0.54609486
    70   12 Mg  -0.87957752E-03     -0.55194322
    71   12 Mg  -0.87957829E-03     -0.55194371
    72   12 Mg  -0.87958034E-03     -0.55194500
    73   12 Mg  -0.87957743E-03     -0.55194317
    74   12 Mg  -0.87957749E-03     -0.55194321
    75   12 Mg  -0.87958041E-03     -0.55194504
    76   12 Mg  -0.86848624E-03     -0.54498335
    77   12 Mg  -0.87636728E-03     -0.54992877
    78   12 Mg  -0.87636826E-03     -0.54992938
    79   12 Mg  -0.86752636E-03     -0.54438101
    80   12 Mg  -0.86752657E-03     -0.54438114
    81   12 Mg  -0.86752658E-03     -0.54438115
    82   12 Mg  -0.86752721E-03     -0.54438154
    83   12 Mg  -0.87040571E-03     -0.54618783
    84   12 Mg  -0.87591325E-03     -0.54964386
    85   12 Mg  -0.87591111E-03     -0.54964252
    86   12 Mg  -0.86752329E-03     -0.54437908
    87   12 Mg  -0.86752415E-03     -0.54437962
    88   12 Mg  -0.87378872E-03     -0.54831070
    89   12 Mg  -0.87379002E-03     -0.54831151
    90   12 Mg  -0.87559805E-03     -0.54944607
    91   12 Mg  -0.87636716E-03     -0.54992869
    92   12 Mg  -0.87591324E-03     -0.54964386
    93   12 Mg  -0.87591411E-03     -0.54964441
    94   12 Mg  -0.87560002E-03     -0.54944731
    95   12 Mg  -0.87560001E-03     -0.54944730
    96   12 Mg  -0.87591221E-03     -0.54964321
    97   12 Mg  -0.87591112E-03     -0.54964253
    98   12 Mg  -0.86848898E-03     -0.54498506
    99   12 Mg  -0.86848527E-03     -0.54498274
   100   12 Mg  -0.87378885E-03     -0.54831078
   101   12 Mg  -0.87957737E-03     -0.55194313
   102   12 Mg  -0.87957815E-03     -0.55194362
   103   12 Mg  -0.87958020E-03     -0.55194491
   104   12 Mg  -0.87957729E-03     -0.55194308
   105   12 Mg  -0.87957735E-03     -0.55194312
   106   12 Mg  -0.87958027E-03     -0.55194495
   107   12 Mg  -0.87025787E-03     -0.54609506
   108   12 Mg  -0.87458726E-03     -0.54881179
   109   12 Mg  -0.87458818E-03     -0.54881237
   110   12 Mg  -0.87458819E-03     -0.54881238
   111   12 Mg  -0.87458925E-03     -0.54881304
   112   12 Mg  -0.87458809E-03     -0.54881231
   113   12 Mg  -0.87459021E-03     -0.54881365
   114   12 Mg  -0.87447802E-03     -0.54874324
   115   12 Mg  -0.87447909E-03     -0.54874392
   116   12 Mg  -0.87447724E-03     -0.54874275
   117   12 Mg  -0.87339656E-03     -0.54806462
   118   12 Mg  -0.87339569E-03     -0.54806407
   119   12 Mg  -0.87339662E-03     -0.54806465
   120   12 Mg  -0.86568198E-03     -0.54322365
   121   12 Mg  -0.86568002E-03     -0.54322242
   122   12 Mg  -0.86567898E-03     -0.54322176
   123   12 Mg  -0.86605327E-03     -0.54345663
   124   12 Mg  -0.86605225E-03     -0.54345599
   125   12 Mg  -0.86604933E-03     -0.54345416
   126   12 Mg  -0.91874478E-03     -0.57652105
   127   12 Mg  -0.91874291E-03     -0.57651988
   128   12 Mg  -0.91874700E-03     -0.57652245
   129   12 Mg  -0.88151934E-03     -0.55316174
   130   12 Mg  -0.88151923E-03     -0.55316167
   131   12 Mg  -0.88152235E-03     -0.55316362
   132   12 Mg  -0.88151922E-03     -0.55316166
   133   12 Mg  -0.88151838E-03     -0.55316114
   134   12 Mg  -0.88151941E-03     -0.55316178
   135   12 Mg  -0.87826409E-03     -0.55111904
   136   12 Mg  -0.87826430E-03     -0.55111917
   137   12 Mg  -0.87826503E-03     -0.55111963
   138   12 Mg  -0.88115868E-03     -0.55293542
   139   12 Mg  -0.88115778E-03     -0.55293486
   140   12 Mg  -0.88116278E-03     -0.55293800
   141   12 Mg  -0.86117652E-03     -0.54039642
   142   12 Mg  -0.86117529E-03     -0.54039565
   143   12 Mg  -0.86117617E-03     -0.54039620
   144   12 Mg  -0.86117668E-03     -0.54039653
   145   12 Mg  -0.86117438E-03     -0.54039509
   146   12 Mg  -0.86117758E-03     -0.54039709
   147   12 Mg  -0.86412405E-03     -0.54224603
   148   12 Mg  -0.85584964E-03     -0.53705376
   149   12 Mg  -0.85584773E-03     -0.53705256
   150   12 Mg  -0.85585037E-03     -0.53705421
--------------------------------------------------

Dispersion energy:      -1.3266600976170E-01 Eh

[Info] Dispersion energy written to .EDISP
