-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0187    5903.4216 1616782.6254
   120   12 Mg         0.0043     677.0211   60614.9113
   121   12 Mg         0.0043     677.0211   60614.9113
   122   12 Mg         0.0043     677.0211   60614.9113
   123   12 Mg         0.0043     677.0214   60614.9317
   124   12 Mg         0.0043     677.0214   60614.9317
   125   12 Mg         0.0043     677.0214   60614.9318
   126   12 Mg         0.0053     676.9726   60610.5653
   127   12 Mg         0.0053     676.9726   60610.5653
   128   12 Mg         0.0053     676.9726   60610.5652
   129   12 Mg         0.0044     677.0163   60614.4796
   130   12 Mg         0.0044     677.0163   60614.4796
   131   12 Mg         0.0044     677.0163   60614.4796
   132   12 Mg         0.0044     677.0163   60614.4796
   133   12 Mg         0.0044     677.0163   60614.4797
   134   12 Mg         0.0044     677.0163   60614.4796
   135   12 Mg         0.0044     677.0178   60614.6130
   136   12 Mg         0.0044     677.0178   60614.6130
   137   12 Mg         0.0044     677.0178   60614.6130
   138   12 Mg         0.0044     677.0170   60614.5433
   139   12 Mg         0.0044     677.0170   60614.5433
   140   12 Mg         0.0044     677.0170   60614.5432
   141   12 Mg         0.0043     677.0227   60615.0527
   142   12 Mg         0.0043     677.0227   60615.0527
   143   12 Mg         0.0043     677.0227   60615.0527
   144   12 Mg         0.0043     677.0227   60615.0527
   145   12 Mg         0.0043     677.0227   60615.0527
   146   12 Mg         0.0043     677.0227   60615.0526
   147   12 Mg         0.0043     677.0219   60614.9816
   148   12 Mg         0.0043     677.0229   60615.0706
   149   12 Mg         0.0043     677.0229   60615.0706
   150   12 Mg         0.0043     677.0229   60615.0705
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.35711859E-02     -2.24095296
     2   12 Mg  -0.15793000E-02     -0.99102574
     3   12 Mg  -0.15741312E-02     -0.98778221
     4   12 Mg  -0.15741430E-02     -0.98778966
     5   12 Mg  -0.16425140E-02     -1.03069311
     6   12 Mg  -0.16425191E-02     -1.03069627
     7   12 Mg  -0.15792987E-02     -0.99102492
     8   12 Mg  -0.15792978E-02     -0.99102432
     9   12 Mg  -0.16004437E-02     -1.00429357
    10   12 Mg  -0.16004484E-02     -1.00429654
    11   12 Mg  -0.15945759E-02     -1.00061148
    12   12 Mg  -0.16004503E-02     -1.00429772
    13   12 Mg  -0.16004486E-02     -1.00429668
    14   12 Mg  -0.15741408E-02     -0.98778828
    15   12 Mg  -0.15924761E-02     -0.99929382
    16   12 Mg  -0.15924822E-02     -0.99929764
    17   12 Mg  -0.16425149E-02     -1.03069365
    18   12 Mg  -0.16425179E-02     -1.03069554
    19   12 Mg  -0.15945853E-02     -1.00061741
    20   12 Mg  -0.15945778E-02     -1.00061268
    21   12 Mg  -0.15924835E-02     -0.99929851
    22   12 Mg  -0.16425179E-02     -1.03069553
    23   12 Mg  -0.16425143E-02     -1.03069326
    24   12 Mg  -0.16004441E-02     -1.00429383
    25   12 Mg  -0.16004488E-02     -1.00429682
    26   12 Mg  -0.15395979E-02     -0.96611230
    27   12 Mg  -0.15395945E-02     -0.96611014
    28   12 Mg  -0.15395993E-02     -0.96611313
    29   12 Mg  -0.15542867E-02     -0.97532963
    30   12 Mg  -0.15489577E-02     -0.97198566
    31   12 Mg  -0.15489555E-02     -0.97198427
    32   12 Mg  -0.15489571E-02     -0.97198526
    33   12 Mg  -0.15489580E-02     -0.97198584
    34   12 Mg  -0.15489539E-02     -0.97198324
    35   12 Mg  -0.15489596E-02     -0.97198685
    36   12 Mg  -0.15850217E-02     -0.99461613
    37   12 Mg  -0.15850201E-02     -0.99461511
    38   12 Mg  -0.15850291E-02     -0.99462078
    39   12 Mg  -0.15798021E-02     -0.99134078
    40   12 Mg  -0.15798025E-02     -0.99134102
    41   12 Mg  -0.15798038E-02     -0.99134185
    42   12 Mg  -0.15857124E-02     -0.99504955
    43   12 Mg  -0.15857122E-02     -0.99504944
    44   12 Mg  -0.15857178E-02     -0.99505296
    45   12 Mg  -0.15857122E-02     -0.99504941
    46   12 Mg  -0.15857107E-02     -0.99504847
    47   12 Mg  -0.15857125E-02     -0.99504963
    48   12 Mg  -0.16560579E-02     -1.03919202
    49   12 Mg  -0.16560545E-02     -1.03918990
    50   12 Mg  -0.16560619E-02     -1.03919453
    51   12 Mg  -0.15578066E-02     -0.97753842
    52   12 Mg  -0.15578048E-02     -0.97753726
    53   12 Mg  -0.15577995E-02     -0.97753395
    54   12 Mg  -0.15571023E-02     -0.97709647
    55   12 Mg  -0.15570988E-02     -0.97709425
    56   12 Mg  -0.15570969E-02     -0.97709308
    57   12 Mg  -0.15710024E-02     -0.98581891
    58   12 Mg  -0.15710009E-02     -0.98581793
    59   12 Mg  -0.15710025E-02     -0.98581898
    60   12 Mg  -0.15729590E-02     -0.98704666
    61   12 Mg  -0.15729609E-02     -0.98704788
    62   12 Mg  -0.15729576E-02     -0.98704577
    63   12 Mg  -0.15732538E-02     -0.98723168
    64   12 Mg  -0.15732555E-02     -0.98723272
    65   12 Mg  -0.15732555E-02     -0.98723273
    66   12 Mg  -0.15732574E-02     -0.98723393
    67   12 Mg  -0.15732553E-02     -0.98723261
    68   12 Mg  -0.15732592E-02     -0.98723502
    69   12 Mg  -0.15652618E-02     -0.98221663
    70   12 Mg  -0.15821199E-02     -0.99279524
    71   12 Mg  -0.15821213E-02     -0.99279612
    72   12 Mg  -0.15821250E-02     -0.99279845
    73   12 Mg  -0.15821198E-02     -0.99279515
    74   12 Mg  -0.15821199E-02     -0.99279521
    75   12 Mg  -0.15821252E-02     -0.99279852
    76   12 Mg  -0.15621726E-02     -0.98027812
    77   12 Mg  -0.15763542E-02     -0.98917722
    78   12 Mg  -0.15763560E-02     -0.98917832
    79   12 Mg  -0.15604855E-02     -0.97921945
    80   12 Mg  -0.15604859E-02     -0.97921968
    81   12 Mg  -0.15604859E-02     -0.97921969
    82   12 Mg  -0.15604871E-02     -0.97922041
    83   12 Mg  -0.15656830E-02     -0.98248094
    84   12 Mg  -0.15755805E-02     -0.98869168
    85   12 Mg  -0.15755766E-02     -0.98868926
    86   12 Mg  -0.15604800E-02     -0.97921597
    87   12 Mg  -0.15604815E-02     -0.97921695
    88   12 Mg  -0.15717741E-02     -0.98630316
    89   12 Mg  -0.15717765E-02     -0.98630463
    90   12 Mg  -0.15749876E-02     -0.98831964
    91   12 Mg  -0.15763540E-02     -0.98917708
    92   12 Mg  -0.15755805E-02     -0.98869167
    93   12 Mg  -0.15755821E-02     -0.98869267
    94   12 Mg  -0.15749912E-02     -0.98832187
    95   12 Mg  -0.15749912E-02     -0.98832187
    96   12 Mg  -0.15755786E-02     -0.98869050
    97   12 Mg  -0.15755767E-02     -0.98868928
    98   12 Mg  -0.15621776E-02     -0.98028122
    99   12 Mg  -0.15621709E-02     -0.98027701
   100   12 Mg  -0.15717744E-02     -0.98630331
   101   12 Mg  -0.15821197E-02     -0.99279508
   102   12 Mg  -0.15821211E-02     -0.99279596
   103   12 Mg  -0.15821248E-02     -0.99279829
   104   12 Mg  -0.15821195E-02     -0.99279499
   105   12 Mg  -0.15821196E-02     -0.99279505
   106   12 Mg  -0.15821249E-02     -0.99279836
   107   12 Mg  -0.15652624E-02     -0.98221697
   108   12 Mg  -0.15732506E-02     -0.98722964
   109   12 Mg  -0.15732522E-02     -0.98723068
   110   12 Mg  -0.15732523E-02     -0.98723070
   111   12 Mg  -0.15732542E-02     -0.98723190
   112   12 Mg  -0.15732521E-02     -0.98723058
   113   12 Mg  -0.15732559E-02     -0.98723299
   114   12 Mg  -0.15729560E-02     -0.98704476
   115   12 Mg  -0.15729579E-02     -0.98704598
   116   12 Mg  -0.15729545E-02     -0.98704387
   117   12 Mg  -0.15709962E-02     -0.98581502
   118   12 Mg  -0.15709947E-02     -0.98581403
   119   12 Mg  -0.15709963E-02     -0.98581508
   120   12 Mg  -0.15570963E-02     -0.97709270
   121   12 Mg  -0.15570928E-02     -0.97709047
   122   12 Mg  -0.15570909E-02     -0.97708930
   123   12 Mg  -0.15578005E-02     -0.97753457
   124   12 Mg  -0.15577986E-02     -0.97753341
   125   12 Mg  -0.15577934E-02     -0.97753010
   126   12 Mg  -0.16560610E-02     -1.03919397
   127   12 Mg  -0.16560576E-02     -1.03919185
   128   12 Mg  -0.16560650E-02     -1.03919648
   129   12 Mg  -0.15857123E-02     -0.99504947
   130   12 Mg  -0.15857121E-02     -0.99504936
   131   12 Mg  -0.15857177E-02     -0.99505288
   132   12 Mg  -0.15857121E-02     -0.99504934
   133   12 Mg  -0.15857106E-02     -0.99504840
   134   12 Mg  -0.15857124E-02     -0.99504955
   135   12 Mg  -0.15797989E-02     -0.99133881
   136   12 Mg  -0.15797993E-02     -0.99133905
   137   12 Mg  -0.15798007E-02     -0.99133988
   138   12 Mg  -0.15850156E-02     -0.99461233
   139   12 Mg  -0.15850140E-02     -0.99461131
   140   12 Mg  -0.15850230E-02     -0.99461698
   141   12 Mg  -0.15489606E-02     -0.97198747
   142   12 Mg  -0.15489584E-02     -0.97198608
   143   12 Mg  -0.15489600E-02     -0.97198707
   144   12 Mg  -0.15489609E-02     -0.97198765
   145   12 Mg  -0.15489568E-02     -0.97198505
   146   12 Mg  -0.15489625E-02     -0.97198866
   147   12 Mg  -0.15542870E-02     -0.97532984
   148   12 Mg  -0.15396007E-02     -0.96611403
   149   12 Mg  -0.15395973E-02     -0.96611187
   150   12 Mg  -0.15396020E-02     -0.96611486
--------------------------------------------------

Dispersion energy:      -2.3872407369646E-01 Eh

[Info] Dispersion energy written to .EDISP
