-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0051    5926.2817 1623043.3728
     2   12 Mg         0.0015     677.1547   60626.8692
     3   12 Mg         0.0015     677.1550   60626.8979
     4   12 Mg         0.0015     677.1550   60626.8978
     5   12 Mg         0.0017     677.1458   60626.0710
     6   12 Mg         0.0017     677.1458   60626.0710
     7   12 Mg         0.0015     677.1547   60626.8692
     8   12 Mg         0.0015     677.1547   60626.8692
     9   12 Mg         0.0015     677.1536   60626.7672
    10   12 Mg         0.0015     677.1536   60626.7672
    11   12 Mg         0.0015     677.1541   60626.8141
    12   12 Mg         0.0015     677.1536   60626.7672
    13   12 Mg         0.0015     677.1536   60626.7672
    14   12 Mg         0.0015     677.1550   60626.8978
    15   12 Mg         0.0015     677.1541   60626.8174
    16   12 Mg         0.0015     677.1541   60626.8174
    17   12 Mg         0.0017     677.1458   60626.0711
    18   12 Mg         0.0017     677.1458   60626.0710
    19   12 Mg         0.0015     677.1541   60626.8141
    20   12 Mg         0.0015     677.1541   60626.8141
    21   12 Mg         0.0015     677.1541   60626.8174
    22   12 Mg         0.0017     677.1458   60626.0710
    23   12 Mg         0.0017     677.1458   60626.0711
    24   12 Mg         0.0015     677.1536   60626.7672
    25   12 Mg         0.0015     677.1536   60626.7672
    26   12 Mg         0.0015     677.1559   60626.9737
    27   12 Mg         0.0015     677.1559   60626.9738
    28   12 Mg         0.0015     677.1559   60626.9737
    29   12 Mg         0.0015     677.1558   60626.9703
    30   12 Mg         0.0015     677.1561   60626.9938
    31   12 Mg         0.0015     677.1561   60626.9938
    32   12 Mg         0.0015     677.1561   60626.9938
    33   12 Mg         0.0015     677.1561   60626.9938
    34   12 Mg         0.0015     677.1561   60626.9938
    35   12 Mg         0.0015     677.1561   60626.9938
    36   12 Mg         0.0015     677.1545   60626.8475
    37   12 Mg         0.0015     677.1545   60626.8475
    38   12 Mg         0.0015     677.1545   60626.8474
    39   12 Mg         0.0015     677.1547   60626.8676
    40   12 Mg         0.0015     677.1547   60626.8676
    41   12 Mg         0.0015     677.1547   60626.8676
    42   12 Mg         0.0015     677.1544   60626.8378
    43   12 Mg         0.0015     677.1544   60626.8378
    44   12 Mg         0.0015     677.1544   60626.8378
    45   12 Mg         0.0015     677.1544   60626.8378
    46   12 Mg         0.0015     677.1544   60626.8379
    47   12 Mg         0.0015     677.1544   60626.8378
    48   12 Mg         0.0017     677.1450   60625.9993
    49   12 Mg         0.0017     677.1450   60625.9993
    50   12 Mg         0.0017     677.1450   60625.9993
    51   12 Mg         0.0015     677.1557   60626.9554
    52   12 Mg         0.0015     677.1557   60626.9554
    53   12 Mg         0.0015     677.1557   60626.9554
    54   12 Mg         0.0015     677.1557   60626.9575
    55   12 Mg         0.0015     677.1557   60626.9575
    56   12 Mg         0.0015     677.1557   60626.9575
    57   12 Mg         0.0015     677.1551   60626.9039
    58   12 Mg         0.0015     677.1551   60626.9039
    59   12 Mg         0.0015     677.1551   60626.9039
    60   12 Mg         0.0015     677.1550   60626.8974
    61   12 Mg         0.0015     677.1550   60626.8974
    62   12 Mg         0.0015     677.1550   60626.8974
    63   12 Mg         0.0015     677.1550   60626.8933
    64   12 Mg         0.0015     677.1550   60626.8933
    65   12 Mg         0.0015     677.1550   60626.8933
    66   12 Mg         0.0015     677.1550   60626.8933
    67   12 Mg         0.0015     677.1550   60626.8933
    68   12 Mg         0.0015     677.1550   60626.8933
    69   12 Mg         0.0015     677.1551   60626.9019
    70   12 Mg         0.0015     677.1544   60626.8422
    71   12 Mg         0.0015     677.1544   60626.8422
    72   12 Mg         0.0015     677.1544   60626.8422
    73   12 Mg         0.0015     677.1544   60626.8422
    74   12 Mg         0.0015     677.1544   60626.8422
    75   12 Mg         0.0015     677.1544   60626.8422
    76   12 Mg         0.0015     677.1555   60626.9389
    77   12 Mg         0.0015     677.1548   60626.8804
    78   12 Mg         0.0015     677.1548   60626.8804
    79   12 Mg         0.0015     677.1555   60626.9449
    80   12 Mg         0.0015     677.1555   60626.9449
    81   12 Mg         0.0015     677.1555   60626.9449
    82   12 Mg         0.0015     677.1555   60626.9449
    83   12 Mg         0.0015     677.1553   60626.9236
    84   12 Mg         0.0015     677.1549   60626.8835
    85   12 Mg         0.0015     677.1549   60626.8835
    86   12 Mg         0.0015     677.1556   60626.9449
    87   12 Mg         0.0015     677.1556   60626.9449
    88   12 Mg         0.0015     677.1550   60626.8985
    89   12 Mg         0.0015     677.1550   60626.8985
    90   12 Mg         0.0015     677.1549   60626.8864
    91   12 Mg         0.0015     677.1548   60626.8804
    92   12 Mg         0.0015     677.1549   60626.8835
    93   12 Mg         0.0015     677.1549   60626.8835
    94   12 Mg         0.0015     677.1549   60626.8864
    95   12 Mg         0.0015     677.1549   60626.8864
    96   12 Mg         0.0015     677.1549   60626.8835
    97   12 Mg         0.0015     677.1549   60626.8835
    98   12 Mg         0.0015     677.1555   60626.9388
    99   12 Mg         0.0015     677.1555   60626.9389
   100   12 Mg         0.0015     677.1550   60626.8985
   101   12 Mg         0.0015     677.1544   60626.8422
   102   12 Mg         0.0015     677.1544   60626.8422
   103   12 Mg         0.0015     677.1544   60626.8422
   104   12 Mg         0.0015     677.1544   60626.8422
   105   12 Mg         0.0015     677.1544   60626.8422
   106   12 Mg         0.0015     677.1544   60626.8422
   107   12 Mg         0.0015     677.1551   60626.9019
   108   12 Mg         0.0015     677.1550   60626.8933
   109   12 Mg         0.0015     677.1550   60626.8933
   110   12 Mg         0.0015     677.1550   60626.8933
   111   12 Mg         0.0015     677.1550   60626.8933
   112   12 Mg         0.0015     677.1550   60626.8933
   113   12 Mg         0.0015     677.1550   60626.8933
   114   12 Mg         0.0015     677.1550   60626.8974
   115   12 Mg         0.0015     677.1550   60626.8974
   116   12 Mg         0.0015     677.1550   60626.8974
   117   12 Mg         0.0015     677.1551   60626.9039
   118   12 Mg         0.0015     677.1551   60626.9039
   119   12 Mg         0.0015     677.1551   60626.9039
   120   12 Mg         0.0015     677.1557   60626.9575
   121   12 Mg         0.0015     677.1557   60626.9575
   122   12 Mg         0.0015     677.1557   60626.9575
   123   12 Mg         0.0015     677.1557   60626.9554
   124   12 Mg         0.0015     677.1557   60626.9554
   125   12 Mg         0.0015     677.1557   60626.9555
   126   12 Mg         0.0017     677.1450   60625.9993
   127   12 Mg         0.0017     677.1450   60625.9993
   128   12 Mg         0.0017     677.1450   60625.9993
   129   12 Mg         0.0015     677.1544   60626.8378
   130   12 Mg         0.0015     677.1544   60626.8378
   131   12 Mg         0.0015     677.1544   60626.8378
   132   12 Mg         0.0015     677.1544   60626.8378
   133   12 Mg         0.0015     677.1544   60626.8379
   134   12 Mg         0.0015     677.1544   60626.8378
   135   12 Mg         0.0015     677.1547   60626.8676
   136   12 Mg         0.0015     677.1547   60626.8676
   137   12 Mg         0.0015     677.1547   60626.8676
   138   12 Mg         0.0015     677.1545   60626.8475
   139   12 Mg         0.0015     677.1545   60626.8475
   140   12 Mg         0.0015     677.1545   60626.8474
   141   12 Mg         0.0015     677.1561   60626.9938
   142   12 Mg         0.0015     677.1561   60626.9938
   143   12 Mg         0.0015     677.1561   60626.9938
   144   12 Mg         0.0015     677.1561   60626.9937
   145   12 Mg         0.0015     677.1561   60626.9938
   146   12 Mg         0.0015     677.1561   60626.9937
   147   12 Mg         0.0015     677.1558   60626.9703
   148   12 Mg         0.0015     677.1559   60626.9737
   149   12 Mg         0.0015     677.1559   60626.9737
   150   12 Mg         0.0015     677.1559   60626.9737
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.12921324E-02     -0.81082530
     2   12 Mg  -0.58470622E-03     -0.36690869
     3   12 Mg  -0.58279759E-03     -0.36571101
     4   12 Mg  -0.58280195E-03     -0.36571375
     5   12 Mg  -0.60589907E-03     -0.38020740
     6   12 Mg  -0.60590095E-03     -0.38020858
     7   12 Mg  -0.58470575E-03     -0.36690840
     8   12 Mg  -0.58470539E-03     -0.36690817
     9   12 Mg  -0.59249593E-03     -0.37179681
    10   12 Mg  -0.59249768E-03     -0.37179791
    11   12 Mg  -0.59030348E-03     -0.37042103
    12   12 Mg  -0.59249837E-03     -0.37179834
    13   12 Mg  -0.59249777E-03     -0.37179796
    14   12 Mg  -0.58280115E-03     -0.36571324
    15   12 Mg  -0.58960994E-03     -0.36998583
    16   12 Mg  -0.58961218E-03     -0.36998723
    17   12 Mg  -0.60589948E-03     -0.38020766
    18   12 Mg  -0.60590053E-03     -0.38020832
    19   12 Mg  -0.59030695E-03     -0.37042320
    20   12 Mg  -0.59030418E-03     -0.37042147
    21   12 Mg  -0.58961268E-03     -0.36998754
    22   12 Mg  -0.60590048E-03     -0.38020829
    23   12 Mg  -0.60589920E-03     -0.38020749
    24   12 Mg  -0.59249609E-03     -0.37179691
    25   12 Mg  -0.59249785E-03     -0.37179801
    26   12 Mg  -0.57000351E-03     -0.35768260
    27   12 Mg  -0.57000225E-03     -0.35768181
    28   12 Mg  -0.57000399E-03     -0.35768291
    29   12 Mg  -0.57556528E-03     -0.36117267
    30   12 Mg  -0.57360999E-03     -0.35994571
    31   12 Mg  -0.57360918E-03     -0.35994519
    32   12 Mg  -0.57360976E-03     -0.35994556
    33   12 Mg  -0.57361010E-03     -0.35994577
    34   12 Mg  -0.57360858E-03     -0.35994482
    35   12 Mg  -0.57361069E-03     -0.35994614
    36   12 Mg  -0.58682810E-03     -0.36824019
    37   12 Mg  -0.58682750E-03     -0.36823982
    38   12 Mg  -0.58683081E-03     -0.36824190
    39   12 Mg  -0.58488097E-03     -0.36701835
    40   12 Mg  -0.58488111E-03     -0.36701844
    41   12 Mg  -0.58488160E-03     -0.36701874
    42   12 Mg  -0.58704606E-03     -0.36837696
    43   12 Mg  -0.58704599E-03     -0.36837692
    44   12 Mg  -0.58704805E-03     -0.36837821
    45   12 Mg  -0.58704598E-03     -0.36837691
    46   12 Mg  -0.58704543E-03     -0.36837657
    47   12 Mg  -0.58704610E-03     -0.36837699
    48   12 Mg  -0.61083523E-03     -0.38330489
    49   12 Mg  -0.61083399E-03     -0.38330411
    50   12 Mg  -0.61083669E-03     -0.38330581
    51   12 Mg  -0.57680251E-03     -0.36194904
    52   12 Mg  -0.57680184E-03     -0.36194862
    53   12 Mg  -0.57679990E-03     -0.36194740
    54   12 Mg  -0.57654997E-03     -0.36179057
    55   12 Mg  -0.57654868E-03     -0.36178976
    56   12 Mg  -0.57654799E-03     -0.36178932
    57   12 Mg  -0.58168510E-03     -0.36501291
    58   12 Mg  -0.58168453E-03     -0.36501255
    59   12 Mg  -0.58168514E-03     -0.36501293
    60   12 Mg  -0.58240866E-03     -0.36546695
    61   12 Mg  -0.58240937E-03     -0.36546740
    62   12 Mg  -0.58240814E-03     -0.36546663
    63   12 Mg  -0.58246975E-03     -0.36550528
    64   12 Mg  -0.58247035E-03     -0.36550567
    65   12 Mg  -0.58247036E-03     -0.36550567
    66   12 Mg  -0.58247107E-03     -0.36550611
    67   12 Mg  -0.58247029E-03     -0.36550563
    68   12 Mg  -0.58247170E-03     -0.36550651
