-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0124    5914.3124 1619765.3132
   131   12 Mg         0.0031     677.0773   60619.9383
   132   12 Mg         0.0031     677.0773   60619.9384
   133   12 Mg         0.0031     677.0773   60619.9384
   134   12 Mg         0.0031     677.0773   60619.9384
   135   12 Mg         0.0031     677.0780   60620.0037
   136   12 Mg         0.0031     677.0780   60620.0037
   137   12 Mg         0.0031     677.0780   60620.0037
   138   12 Mg         0.0031     677.0775   60619.9572
   139   12 Mg         0.0031     677.0775   60619.9572
   140   12 Mg         0.0031     677.0775   60619.9571
   141   12 Mg         0.0031     677.0812   60620.2906
   142   12 Mg         0.0031     677.0812   60620.2906
   143   12 Mg         0.0031     677.0812   60620.2906
   144   12 Mg         0.0031     677.0812   60620.2906
   145   12 Mg         0.0031     677.0812   60620.2906
   146   12 Mg         0.0031     677.0812   60620.2906
   147   12 Mg         0.0031     677.0807   60620.2473
   148   12 Mg         0.0031     677.0816   60620.3201
   149   12 Mg         0.0031     677.0816   60620.3201
   150   12 Mg         0.0031     677.0816   60620.3201
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.26266940E-02     -1.64827536
     2   12 Mg  -0.11695124E-02     -0.73388009
     3   12 Mg  -0.11656958E-02     -0.73148514
     4   12 Mg  -0.11657046E-02     -0.73149065
     5   12 Mg  -0.12150890E-02     -0.76247987
     6   12 Mg  -0.12150928E-02     -0.76248222
     7   12 Mg  -0.11695114E-02     -0.73387949
     8   12 Mg  -0.11695107E-02     -0.73387904
     9   12 Mg  -0.11852586E-02     -0.74376100
    10   12 Mg  -0.11852621E-02     -0.74376321
    11   12 Mg  -0.11808552E-02     -0.74099781
    12   12 Mg  -0.11852635E-02     -0.74376408
    13   12 Mg  -0.11852623E-02     -0.74376331
    14   12 Mg  -0.11657029E-02     -0.73148963
    15   12 Mg  -0.11792902E-02     -0.74001578
    16   12 Mg  -0.11792947E-02     -0.74001861
    17   12 Mg  -0.12150897E-02     -0.76248031
    18   12 Mg  -0.12150919E-02     -0.76248168
    19   12 Mg  -0.11808622E-02     -0.74100220
    20   12 Mg  -0.11808566E-02     -0.74099870
    21   12 Mg  -0.11792957E-02     -0.74001925
    22   12 Mg  -0.12150919E-02     -0.76248166
    23   12 Mg  -0.12150892E-02     -0.76248000
    24   12 Mg  -0.11852589E-02     -0.74376119
    25   12 Mg  -0.11852624E-02     -0.74376341
    26   12 Mg  -0.11400237E-02     -0.71537567
    27   12 Mg  -0.11400211E-02     -0.71537407
    28   12 Mg  -0.11400247E-02     -0.71537628
    29   12 Mg  -0.11509965E-02     -0.72226123
    30   12 Mg  -0.11470446E-02     -0.71978136
    31   12 Mg  -0.11470430E-02     -0.71978033
    32   12 Mg  -0.11470441E-02     -0.71978107
    33   12 Mg  -0.11470448E-02     -0.71978150
    34   12 Mg  -0.11470418E-02     -0.71977957
    35   12 Mg  -0.11470460E-02     -0.71978225
    36   12 Mg  -0.11737484E-02     -0.73653822
    37   12 Mg  -0.11737472E-02     -0.73653746
    38   12 Mg  -0.11737538E-02     -0.73654166
    39   12 Mg  -0.11698969E-02     -0.73412136
    40   12 Mg  -0.11698971E-02     -0.73412154
    41   12 Mg  -0.11698981E-02     -0.73412215
    42   12 Mg  -0.11742833E-02     -0.73687390
    43   12 Mg  -0.11742832E-02     -0.73687382
    44   12 Mg  -0.11742873E-02     -0.73687643
    45   12 Mg  -0.11742831E-02     -0.73687380
    46   12 Mg  -0.11742820E-02     -0.73687310
    47   12 Mg  -0.11742834E-02     -0.73687396
    48   12 Mg  -0.12251133E-02     -0.76877018
    49   12 Mg  -0.12251108E-02     -0.76876861
    50   12 Mg  -0.12251162E-02     -0.76877204
    51   12 Mg  -0.11536071E-02     -0.72389939
    52   12 Mg  -0.11536057E-02     -0.72389854
    53   12 Mg  -0.11536018E-02     -0.72389608
    54   12 Mg  -0.11531160E-02     -0.72359123
    55   12 Mg  -0.11531134E-02     -0.72358958
    56   12 Mg  -0.11531120E-02     -0.72358871
    57   12 Mg  -0.11634215E-02     -0.73005801
    58   12 Mg  -0.11634203E-02     -0.73005728
    59   12 Mg  -0.11634216E-02     -0.73005806
    60   12 Mg  -0.11648318E-02     -0.73094300
    61   12 Mg  -0.11648332E-02     -0.73094390
    62   12 Mg  -0.11648308E-02     -0.73094234
    63   12 Mg  -0.11650095E-02     -0.73105450
    64   12 Mg  -0.11650107E-02     -0.73105527
    65   12 Mg  -0.11650107E-02     -0.73105528
    66   12 Mg  -0.11650122E-02     -0.73105617
    67   12 Mg  -0.11650106E-02     -0.73105519
    68   12 Mg  -0.11650134E-02     -0.73105698
    69   12 Mg  -0.11591260E-02     -0.72736258
    70   12 Mg  -0.11716281E-02     -0.73520776
    71   12 Mg  -0.11716292E-02     -0.73520841
    72   12 Mg  -0.11716319E-02     -0.73521013
    73   12 Mg  -0.11716280E-02     -0.73520769
    74   12 Mg  -0.11716281E-02     -0.73520773
    75   12 Mg  -0.11716320E-02     -0.73521019
    76   12 Mg  -0.11568035E-02     -0.72590518
    77   12 Mg  -0.11673461E-02     -0.73252073
    78   12 Mg  -0.11673474E-02     -0.73252155
    79   12 Mg  -0.11555395E-02     -0.72511200
    80   12 Mg  -0.11555398E-02     -0.72511217
    81   12 Mg  -0.11555398E-02     -0.72511218
    82   12 Mg  -0.11555407E-02     -0.72511271
    83   12 Mg  -0.11593976E-02     -0.72753301
    84   12 Mg  -0.11667725E-02     -0.73216082
    85   12 Mg  -0.11667697E-02     -0.73215903
    86   12 Mg  -0.11555354E-02     -0.72510942
    87   12 Mg  -0.11555366E-02     -0.72511014
    88   12 Mg  -0.11639732E-02     -0.73040420
    89   12 Mg  -0.11639749E-02     -0.73040529
    90   12 Mg  -0.11663810E-02     -0.73191514
    91   12 Mg  -0.11673459E-02     -0.73252063
    92   12 Mg  -0.11667725E-02     -0.73216081
    93   12 Mg  -0.11667737E-02     -0.73216155
    94   12 Mg  -0.11663836E-02     -0.73191679
    95   12 Mg  -0.11663836E-02     -0.73191678
    96   12 Mg  -0.11667711E-02     -0.73215995
    97   12 Mg  -0.11667697E-02     -0.73215904
    98   12 Mg  -0.11568072E-02     -0.72590748
    99   12 Mg  -0.11568022E-02     -0.72590437
   100   12 Mg  -0.11639734E-02     -0.73040431
   101   12 Mg  -0.11716279E-02     -0.73520764
   102   12 Mg  -0.11716290E-02     -0.73520829
   103   12 Mg  -0.11716317E-02     -0.73521001
   104   12 Mg  -0.11716278E-02     -0.73520757
   105   12 Mg  -0.11716279E-02     -0.73520762
   106   12 Mg  -0.11716318E-02     -0.73521007
   107   12 Mg  -0.11591265E-02     -0.72736284
   108   12 Mg  -0.11650071E-02     -0.73105299
   109   12 Mg  -0.11650083E-02     -0.73105376
   110   12 Mg  -0.11650083E-02     -0.73105377
   111   12 Mg  -0.11650098E-02     -0.73105466
   112   12 Mg  -0.11650082E-02     -0.73105368
   113   12 Mg  -0.11650110E-02     -0.73105547
   114   12 Mg  -0.11648296E-02     -0.73094159
   115   12 Mg  -0.11648310E-02     -0.73094249
   116   12 Mg  -0.11648285E-02     -0.73094093
   117   12 Mg  -0.11634169E-02     -0.73005512
   118   12 Mg  -0.11634157E-02     -0.73005440
   119   12 Mg  -0.11634170E-02     -0.73005517
   120   12 Mg  -0.11531116E-02     -0.72358843
   121   12 Mg  -0.11531089E-02     -0.72358679
   122   12 Mg  -0.11531076E-02     -0.72358592
   123   12 Mg  -0.11536026E-02     -0.72389654
   124   12 Mg  -0.11536012E-02     -0.72389568
   125   12 Mg  -0.11535973E-02     -0.72389323
   126   12 Mg  -0.12251156E-02     -0.76877162
   127   12 Mg  -0.12251131E-02     -0.76877005
   128   12 Mg  -0.12251185E-02     -0.76877348
   129   12 Mg  -0.11742832E-02     -0.73687385
   130   12 Mg  -0.11742831E-02     -0.73687376
   131   12 Mg  -0.11742872E-02     -0.73687637
   132   12 Mg  -0.11742831E-02     -0.73687374
   133   12 Mg  -0.11742819E-02     -0.73687305
   134   12 Mg  -0.11742833E-02     -0.73687390
   135   12 Mg  -0.11698945E-02     -0.73411991
   136   12 Mg  -0.11698948E-02     -0.73412009
   137   12 Mg  -0.11698958E-02     -0.73412070
   138   12 Mg  -0.11737439E-02     -0.73653540
   139   12 Mg  -0.11737427E-02     -0.73653465
   140   12 Mg  -0.11737494E-02     -0.73653885
   141   12 Mg  -0.11470468E-02     -0.71978270
   142   12 Mg  -0.11470451E-02     -0.71978168
   143   12 Mg  -0.11470463E-02     -0.71978241
   144   12 Mg  -0.11470470E-02     -0.71978284
   145   12 Mg  -0.11470439E-02     -0.71978091
   146   12 Mg  -0.11470482E-02     -0.71978359
   147   12 Mg  -0.11509968E-02     -0.72226138
   148   12 Mg  -0.11400257E-02     -0.71537695
   149   12 Mg  -0.11400232E-02     -0.71537535
   150   12 Mg  -0.11400267E-02     -0.71537756
--------------------------------------------------

Dispersion energy:      -1.7675002293749E-01 Eh

[Info] Dispersion energy written to .EDISP
