-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0379    5867.0653 1606825.6345
   122   12 Mg         0.0078     676.8531   60599.8669
   123   12 Mg         0.0078     676.8527   60599.8269
   124   12 Mg         0.0078     676.8527   60599.8269
   125   12 Mg         0.0078     676.8527   60599.8271
   126   12 Mg         0.0100     676.7456   60590.2377
   127   12 Mg         0.0100     676.7456   60590.2378
   128   12 Mg         0.0100     676.7456   60590.2375
   129   12 Mg         0.0080     676.8430   60598.9596
   130   12 Mg         0.0080     676.8430   60598.9596
   131   12 Mg         0.0080     676.8430   60598.9594
   132   12 Mg         0.0080     676.8430   60598.9596
   133   12 Mg         0.0080     676.8430   60598.9596
   134   12 Mg         0.0080     676.8430   60598.9596
   135   12 Mg         0.0080     676.8458   60599.2124
   136   12 Mg         0.0080     676.8458   60599.2124
   137   12 Mg         0.0080     676.8458   60599.2123
   138   12 Mg         0.0080     676.8440   60599.0478
   139   12 Mg         0.0080     676.8440   60599.0478
   140   12 Mg         0.0080     676.8440   60599.0476
   141   12 Mg         0.0078     676.8559   60600.1207
   142   12 Mg         0.0078     676.8559   60600.1208
   143   12 Mg         0.0078     676.8559   60600.1207
   144   12 Mg         0.0078     676.8559   60600.1207
   145   12 Mg         0.0078     676.8559   60600.1208
   146   12 Mg         0.0078     676.8559   60600.1207
   147   12 Mg         0.0078     676.8542   60599.9614
   148   12 Mg         0.0077     676.8569   60600.2049
   149   12 Mg         0.0077     676.8569   60600.2050
   150   12 Mg         0.0077     676.8569   60600.2049
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   37 Rb  -0.58019150E-02     -3.64075660
     2   12 Mg  -0.25424341E-02     -1.59540148
     3   12 Mg  -0.25341517E-02     -1.59020421
     4   12 Mg  -0.25341705E-02     -1.59021602
     5   12 Mg  -0.26472060E-02     -1.66114685
     6   12 Mg  -0.26472140E-02     -1.66115185
     7   12 Mg  -0.25424320E-02     -1.59540016
     8   12 Mg  -0.25424305E-02     -1.59539923
     9   12 Mg  -0.25753249E-02     -1.61604080
    10   12 Mg  -0.25753324E-02     -1.61604546
    11   12 Mg  -0.25664687E-02     -1.61048341
    12   12 Mg  -0.25753354E-02     -1.61604733
    13   12 Mg  -0.25753327E-02     -1.61604565
    14   12 Mg  -0.25341671E-02     -1.59021384
    15   12 Mg  -0.25633761E-02     -1.60854278
    16   12 Mg  -0.25633858E-02     -1.60854885
    17   12 Mg  -0.26472070E-02     -1.66114747
    18   12 Mg  -0.26472121E-02     -1.66115066
    19   12 Mg  -0.25664836E-02     -1.61049279
    20   12 Mg  -0.25664717E-02     -1.61048532
    21   12 Mg  -0.25633880E-02     -1.60855024
    22   12 Mg  -0.26472122E-02     -1.66115072
    23   12 Mg  -0.26472063E-02     -1.66114704
    24   12 Mg  -0.25753256E-02     -1.61604123
    25   12 Mg  -0.25753330E-02     -1.61604587
    26   12 Mg  -0.24800079E-02     -1.55622845
    27   12 Mg  -0.24800024E-02     -1.55622501
    28   12 Mg  -0.24800100E-02     -1.55622978
    29   12 Mg  -0.25027471E-02     -1.57049750
    30   12 Mg  -0.24942429E-02     -1.56516103
    31   12 Mg  -0.24942393E-02     -1.56515881
    32   12 Mg  -0.24942418E-02     -1.56516039
    33   12 Mg  -0.24942433E-02     -1.56516130
    34   12 Mg  -0.24942367E-02     -1.56515717
    35   12 Mg  -0.24942459E-02     -1.56516291
    36   12 Mg  -0.25515804E-02     -1.60114085
    37   12 Mg  -0.25515778E-02     -1.60113924
    38   12 Mg  -0.25515921E-02     -1.60114825
    39   12 Mg  -0.25432549E-02     -1.59591657
    40   12 Mg  -0.25432555E-02     -1.59591694
    41   12 Mg  -0.25432577E-02     -1.59591827
    42   12 Mg  -0.25525076E-02     -1.60172270
    43   12 Mg  -0.25525073E-02     -1.60172251
    44   12 Mg  -0.25525162E-02     -1.60172812
    45   12 Mg  -0.25525072E-02     -1.60172248
    46   12 Mg  -0.25525049E-02     -1.60172099
    47   12 Mg  -0.25525078E-02     -1.60172281
    48   12 Mg  -0.26686056E-02     -1.67457532
    49   12 Mg  -0.26686003E-02     -1.67457194
    50   12 Mg  -0.26686120E-02     -1.67457930
    51   12 Mg  -0.25082317E-02     -1.57393918
    52   12 Mg  -0.25082288E-02     -1.57393734
    53   12 Mg  -0.25082204E-02     -1.57393207
    54   12 Mg  -0.25072231E-02     -1.57330626
    55   12 Mg  -0.25072175E-02     -1.57330272
    56   12 Mg  -0.25072145E-02     -1.57330085
    57   12 Mg  -0.25293476E-02     -1.58718955
    58   12 Mg  -0.25293451E-02     -1.58718799
    59   12 Mg  -0.25293477E-02     -1.58718966
    60   12 Mg  -0.25324696E-02     -1.58914865
    61   12 Mg  -0.25324727E-02     -1.58915059
    62   12 Mg  -0.25324673E-02     -1.58914724
    63   12 Mg  -0.25328150E-02     -1.58936544
    64   12 Mg  -0.25328177E-02     -1.58936709
    65   12 Mg  -0.25328177E-02     -1.58936712
    66   12 Mg  -0.25328208E-02     -1.58936903
    67   12 Mg  -0.25328174E-02     -1.58936693
    68   12 Mg  -0.25328235E-02     -1.58937076
    69   12 Mg  -0.25201477E-02     -1.58141655
    70   12 Mg  -0.25465416E-02     -1.59797900
    71   12 Mg  -0.25465439E-02     -1.59798040
    72   12 Mg  -0.25465498E-02     -1.59798410
    73   12 Mg  -0.25465414E-02     -1.59797886
    74   12 Mg  -0.25465416E-02     -1.59797896
    75   12 Mg  -0.25465500E-02     -1.59798423
    76   12 Mg  -0.25151046E-02     -1.57825194
    77   12 Mg  -0.25377569E-02     -1.59246651
    78   12 Mg  -0.25377597E-02     -1.59246828
    79   12 Mg  -0.25125345E-02     -1.57663921
    80   12 Mg  -0.25125351E-02     -1.57663957
    81   12 Mg  -0.25125351E-02     -1.57663958
    82   12 Mg  -0.25125369E-02     -1.57664073
    83   12 Mg  -0.25207557E-02     -1.58179806
    84   12 Mg  -0.25365182E-02     -1.59168920
    85   12 Mg  -0.25365121E-02     -1.59168536
    86   12 Mg  -0.25125257E-02     -1.57663366
    87   12 Mg  -0.25125282E-02     -1.57663523
    88   12 Mg  -0.25305439E-02     -1.58794030
    89   12 Mg  -0.25305477E-02     -1.58794264
    90   12 Mg  -0.25356281E-02     -1.59113063
    91   12 Mg  -0.25377566E-02     -1.59246630
    92   12 Mg  -0.25365182E-02     -1.59168918
    93   12 Mg  -0.25365207E-02     -1.59169078
    94   12 Mg  -0.25356337E-02     -1.59113418
    95   12 Mg  -0.25356337E-02     -1.59113417
    96   12 Mg  -0.25365152E-02     -1.59168733
    97   12 Mg  -0.25365121E-02     -1.59168539
    98   12 Mg  -0.25151124E-02     -1.57825687
    99   12 Mg  -0.25151018E-02     -1.57825018
   100   12 Mg  -0.25305443E-02     -1.58794053
   101   12 Mg  -0.25465412E-02     -1.59797874
   102   12 Mg  -0.25465435E-02     -1.59798015
   103   12 Mg  -0.25465494E-02     -1.59798385
   104   12 Mg  -0.25465410E-02     -1.59797860
   105   12 Mg  -0.25465412E-02     -1.59797870
   106   12 Mg  -0.25465496E-02     -1.59798398
   107   12 Mg  -0.25201485E-02     -1.58141706
   108   12 Mg  -0.25328099E-02     -1.58936219
   109   12 Mg  -0.25328125E-02     -1.58936385
   110   12 Mg  -0.25328125E-02     -1.58936387
   111   12 Mg  -0.25328156E-02     -1.58936578
   112   12 Mg  -0.25328122E-02     -1.58936368
   113   12 Mg  -0.25328184E-02     -1.58936752
   114   12 Mg  -0.25324648E-02     -1.58914562
   115   12 Mg  -0.25324678E-02     -1.58914757
   116   12 Mg  -0.25324625E-02     -1.58914422
   117   12 Mg  -0.25293377E-02     -1.58718336
   118   12 Mg  -0.25293352E-02     -1.58718179
   119   12 Mg  -0.25293378E-02     -1.58718346
   120   12 Mg  -0.25072135E-02     -1.57330024
   121   12 Mg  -0.25072079E-02     -1.57329670
   122   12 Mg  -0.25072049E-02     -1.57329484
   123   12 Mg  -0.25082220E-02     -1.57393306
   124   12 Mg  -0.25082191E-02     -1.57393122
   125   12 Mg  -0.25082107E-02     -1.57392595
   126   12 Mg  -0.26686106E-02     -1.67457841
   127   12 Mg  -0.26686052E-02     -1.67457503
   128   12 Mg  -0.26686169E-02     -1.67458238
   129   12 Mg  -0.25525074E-02     -1.60172258
   130   12 Mg  -0.25525071E-02     -1.60172239
   131   12 Mg  -0.25525160E-02     -1.60172800
   132   12 Mg  -0.25525071E-02     -1.60172236
   133   12 Mg  -0.25525047E-02     -1.60172087
   134   12 Mg  -0.25525076E-02     -1.60172269
   135   12 Mg  -0.25432499E-02     -1.59591344
   136   12 Mg  -0.25432506E-02     -1.59591382
   137   12 Mg  -0.25432527E-02     -1.59591515
   138   12 Mg  -0.25515707E-02     -1.60113480
   139   12 Mg  -0.25515682E-02     -1.60113319
   140   12 Mg  -0.25515825E-02     -1.60114219
   141   12 Mg  -0.24942475E-02     -1.56516391
   142   12 Mg  -0.24942439E-02     -1.56516169
   143   12 Mg  -0.24942464E-02     -1.56516326
   144   12 Mg  -0.24942479E-02     -1.56516418
   145   12 Mg  -0.24942413E-02     -1.56516005
   146   12 Mg  -0.24942505E-02     -1.56516579
   147   12 Mg  -0.25027476E-02     -1.57049784
   148   12 Mg  -0.24800123E-02     -1.55623122
   149   12 Mg  -0.24800068E-02     -1.55622778
   150   12 Mg  -0.24800144E-02     -1.55623255
--------------------------------------------------

Dispersion energy:      -3.8441200079405E-01 Eh

[Info] Dispersion energy written to .EDISP
