-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  37 Rb       2.5200     2.3088     5.0561
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  37 Rb     1  0.0000 6138.7755   2  0.9738  476.2591
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   37 Rb         0.0151    5909.6184 1618479.7533
     2   12 Mg         0.0037     677.0513   60617.6120
     3   12 Mg         0.0037     677.0516   60617.6366
     4   12 Mg         0.0037     677.0516   60617.6365
     5   12 Mg         0.0044     677.0183   60614.6598
     6   12 Mg         0.0044     677.0183   60614.6598
     7   12 Mg         0.0037     677.0513   60617.6120
     8   12 Mg         0.0037     677.0513   60617.6120
     9   12 Mg         0.0038     677.0480   60617.3119
    10   12 Mg         0.0038     677.0480   60617.3118
    11   12 Mg         0.0037     677.0489   60617.3943
    12   12 Mg         0.0038     677.0480   60617.3118
    13   12 Mg         0.0038     677.0480   60617.3118
    14   12 Mg         0.0037     677.0516   60617.6365
    15   12 Mg         0.0037     677.0496   60617.4627
    16   12 Mg         0.0037     677.0496   60617.4626
    17   12 Mg         0.0044     677.0183   60614.6599
    18   12 Mg         0.0044     677.0183   60614.6598
    19   12 Mg         0.0037     677.0489   60617.3942
    20   12 Mg         0.0037     677.0489   60617.3942
    21   12 Mg         0.0037     677.0496   60617.4626
    22   12 Mg         0.0044     677.0183   60614.6598
    23   12 Mg         0.0044     677.0183   60614.6598
    24   12 Mg         0.0038     677.0480   60617.3119
    25   12 Mg         0.0038     677.0480   60617.3118
