Symbol_x,Structure,Total Sites_x,Li Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Li Sites,Diff per Counter Ion Sites,Composition,Symbol_y,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,Result_1,results_per_li,LiSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites_y,Reduced Formula,Anion Site,Structure_SG
Mg,Li3 Mg1,4,3.0,1.0,0.0716236599202651,0.0179059149800662,0.023874553306755,0.0716236599202651,Li3 Mg1,Mg,24.305,173.0,1.31,7.646,,71.2,17.90591498006629,23.874553306755047,0.75,0.25,0.0716236599202651,0.0008883221968332,0.8883221968332785,Fm-3m,225,4,Li3Mg,0.33,Li-Mg0.33
Mg,Li4 Mg2,6,4.0,2.0,0.1026062484557726,0.0171010414092954,0.0256515621139431,0.0513031242278863,Li4 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,17.101041409295433,25.65156211394315,0.6666666666666666,0.3333333333333333,0.0513031242278863,0.0008478715162686,0.8478715162686398,C2/c,15,6,Li2Mg,0.5,Li-Mg0.5
Mg,Li4 Mg2,6,4.0,2.0,0.101642307302833,0.0169403845504721,0.0254105768257082,0.0508211536514165,Li4 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,16.940384550472167,25.410576825708247,0.6666666666666666,0.3333333333333333,0.0508211536514165,0.0008025184778899,0.8025184778899901,P6_3/mmc,194,6,Li2Mg,0.5,Li-Mg0.5
Mg,Li4 Mg2,6,4.0,2.0,0.0994387657650045,0.0165731276275007,0.0248596914412511,0.0497193828825022,Li4 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,16.573127627500753,24.85969144125113,0.6666666666666666,0.3333333333333333,0.0497193828825022,0.000812507610628,0.8125076106280225,C2/m,12,6,Li2Mg,0.5,Li-Mg0.5
Mg,Li4 Mg2,6,4.0,2.0,0.0958355142507778,0.0159725857084629,0.0239588785626944,0.0479177571253889,Li4 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,15.972585708462969,23.958878562694448,0.6666666666666666,0.3333333333333333,0.0479177571253889,0.0007737303251916,0.7737303251916094,Amm2,38,6,Li2Mg,0.5,Li-Mg0.5
Mg,Li4 Mg2,6,4.0,2.0,0.092359646481685,0.0153932744136141,0.0230899116204212,0.0461798232408425,Li4 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,15.393274413614176,23.089911620421265,0.6666666666666666,0.3333333333333333,0.0461798232408425,0.0007406687667256,0.7406687667256043,Cmcm,63,6,Li2Mg,0.5,Li-Mg0.5
Mg,Li2 Mg2,4,2.0,2.0,0.0663642530135315,0.0165910632533828,0.0331821265067657,0.0331821265067657,Li2 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,16.591063253382888,33.182126506765776,0.5,0.5,0.0331821265067657,0.0007700683261669,0.7700683261669712,P-3m1,164,4,LiMg,1.0,Li-Mg1.0
Mg,Li1 Mg1,2,1.0,1.0,0.0319207543135274,0.0159603771567637,0.0319207543135274,0.0319207543135274,Li1 Mg1,Mg,24.305,173.0,1.31,7.646,,71.2,15.960377156763723,31.92075431352745,0.5,0.5,0.0319207543135274,0.0007590419748201,0.7590419748201364,P-6m2,187,2,LiMg,1.0,Li-Mg1.0
Mg,Li1 Mg1,2,1.0,1.0,0.0317824767048793,0.0158912383524396,0.0317824767048793,0.0317824767048793,Li1 Mg1,Mg,24.305,173.0,1.31,7.646,,71.2,15.891238352439649,31.782476704879297,0.5,0.5,0.0317824767048793,0.0007557260703676,0.7557260703676881,R-3m,166,2,LiMg,1.0,Li-Mg1.0
Mg,Li2 Mg2,4,2.0,2.0,0.0607636852332408,0.0151909213083102,0.0303818426166204,0.0303818426166204,Li2 Mg2,Mg,24.305,173.0,1.31,7.646,,71.2,15.1909213083102,30.3818426166204,0.5,0.5,0.0303818426166204,0.0007553845268088,0.7553845268088661,C2/m,12,4,LiMg,1.0,Li-Mg1.0
Mg,Li3 Mg5,8,3.0,5.0,0.1190533236855111,0.0148816654606888,0.0396844412285037,0.0238106647371022,Li3 Mg5,Mg,24.305,173.0,1.31,7.646,,71.2,14.881665460688897,39.68444122850372,0.375,0.625,0.0238106647371022,0.0007051347387544,0.7051347387544247,I4/mmm,139,8,Li3Mg5,1.67,Li-Mg1.67
