-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0999    4342.2386 1048704.9211
    59   12 Mg         0.0367     675.2817   60459.1776
    60   12 Mg         0.0367     675.2817   60459.1778
    61   12 Mg         0.0367     675.2817   60459.1767
    62   12 Mg         0.0367     675.2817   60459.1775
    63   12 Mg         0.0366     675.2894   60459.8671
    64   12 Mg         0.0366     675.2894   60459.8657
    65   12 Mg         0.0366     675.2894   60459.8672
    66   12 Mg         0.0366     675.2894   60459.8671
    67   12 Mg         0.0366     675.2894   60459.8664
    68   12 Mg         0.0366     675.2894   60459.8675
    69   12 Mg         0.0367     675.2832   60459.3076
    70   12 Mg         0.0367     675.2832   60459.3064
    71   12 Mg         0.0367     675.2832   60459.3064
    72   12 Mg         0.0368     675.2774   60458.7933
    73   12 Mg         0.0368     675.2774   60458.7925
    74   12 Mg         0.0368     675.2774   60458.7926
    75   12 Mg         0.0364     675.3047   60461.2366
    76   12 Mg         0.0364     675.3025   60461.0412
    77   12 Mg         0.0364     675.3026   60461.0427
    78   12 Mg         0.0363     675.3055   60461.3045
    79   12 Mg         0.0363     675.3056   60461.3137
    80   12 Mg         0.0363     675.3056   60461.3144
    81   12 Mg         0.0363     675.3056   60461.3137
    82   12 Mg         0.0363     675.3056   60461.3140
    83   12 Mg         0.0365     675.2966   60460.5131
    84   12 Mg         0.0366     675.2899   60459.9102
    85   12 Mg         0.0366     675.2899   60459.9118
    86   12 Mg         0.0363     675.3056   60461.3143
    87   12 Mg         0.0363     675.3056   60461.3132
    88   12 Mg         0.0366     675.2927   60460.1603
    89   12 Mg         0.0366     675.2927   60460.1591
    90   12 Mg         0.0367     675.2821   60459.2102
    91   12 Mg         0.0364     675.3025   60461.0423
    92   12 Mg         0.0366     675.2899   60459.9110
    93   12 Mg         0.0366     675.2899   60459.9106
    94   12 Mg         0.0367     675.2821   60459.2090
    95   12 Mg         0.0367     675.2821   60459.2094
    96   12 Mg         0.0363     675.3055   60461.3041
    97   12 Mg         0.0363     675.3055   60461.3045
    98   12 Mg         0.0366     675.2899   60459.9095
    99   12 Mg         0.0366     675.2899   60459.9098
   100   12 Mg         0.0366     675.2927   60460.1599
   101   12 Mg         0.0364     675.3047   60461.2366
   102   12 Mg         0.0368     675.2774   60458.7946
   103   12 Mg         0.0368     675.2774   60458.7938
   104   12 Mg         0.0368     675.2774   60458.7939
   105   12 Mg         0.0367     675.2832   60459.3082
   106   12 Mg         0.0367     675.2832   60459.3070
   107   12 Mg         0.0367     675.2832   60459.3070
   108   12 Mg         0.0366     675.2894   60459.8677
   109   12 Mg         0.0366     675.2894   60459.8663
   110   12 Mg         0.0366     675.2894   60459.8678
   111   12 Mg         0.0366     675.2894   60459.8677
   112   12 Mg         0.0366     675.2894   60459.8670
   113   12 Mg         0.0366     675.2894   60459.8681
   114   12 Mg         0.0367     675.2817   60459.1792
   115   12 Mg         0.0367     675.2817   60459.1780
   116   12 Mg         0.0367     675.2817   60459.1788
   117   12 Mg         0.0367     675.2817   60459.1791
   118   12 Mg         0.0367     675.2817   60459.1779
   119   12 Mg         0.0367     675.2817   60459.1788
   120   12 Mg         0.0361     675.3212   60462.7126
   121   12 Mg         0.0361     675.3212   60462.7118
   122   12 Mg         0.0361     675.3212   60462.7122
   123   12 Mg         0.0361     675.3207   60462.6707
   124   12 Mg         0.0361     675.3207   60462.6712
   125   12 Mg         0.0361     675.3207   60462.6715
   126   12 Mg         0.0410     675.0197   60435.7194
   127   12 Mg         0.0410     675.0197   60435.7202
   128   12 Mg         0.0410     675.0197   60435.7204
   129   12 Mg         0.0369     675.2713   60458.2470
   130   12 Mg         0.0369     675.2713   60458.2462
   131   12 Mg         0.0369     675.2713   60458.2459
   132   12 Mg         0.0369     675.2713   60458.2457
   133   12 Mg         0.0369     675.2713   60458.2477
   134   12 Mg         0.0369     675.2713   60458.2446
   135   12 Mg         0.0373     675.2468   60456.0506
   136   12 Mg         0.0373     675.2468   60456.0487
   137   12 Mg         0.0373     675.2468   60456.0503
   138   12 Mg         0.0368     675.2777   60458.8142
   139   12 Mg         0.0368     675.2776   60458.8118
   140   12 Mg         0.0368     675.2776   60458.8130
   141   12 Mg         0.0359     675.3310   60463.5907
   142   12 Mg         0.0359     675.3310   60463.5919
   143   12 Mg         0.0359     675.3310   60463.5908
   144   12 Mg         0.0359     675.3310   60463.5911
   145   12 Mg         0.0359     675.3310   60463.5904
   146   12 Mg         0.0359     675.3310   60463.5903
   147   12 Mg         0.0358     675.3367   60464.1027
   148   12 Mg         0.0356     675.3494   60465.2370
   149   12 Mg         0.0356     675.3494   60465.2387
   150   12 Mg         0.0356     675.3494   60465.2381
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.14976665E-01     -9.39799919
     2   12 Mg  -0.69781606E-02     -4.37886190
     3   12 Mg  -0.69853471E-02     -4.38337148
     4   12 Mg  -0.69853365E-02     -4.38336485
     5   12 Mg  -0.73525048E-02     -4.61376639
     6   12 Mg  -0.73525028E-02     -4.61376519
     7   12 Mg  -0.69781794E-02     -4.37887367
     8   12 Mg  -0.69781682E-02     -4.37886668
     9   12 Mg  -0.70164783E-02     -4.40290662
    10   12 Mg  -0.70164914E-02     -4.40291482
    11   12 Mg  -0.70721704E-02     -4.43785394
    12   12 Mg  -0.69853408E-02     -4.38336754
    13   12 Mg  -0.70165295E-02     -4.40293873
    14   12 Mg  -0.70165040E-02     -4.40292271
    15   12 Mg  -0.70382905E-02     -4.41659396
    16   12 Mg  -0.70383289E-02     -4.41661809
    17   12 Mg  -0.73524827E-02     -4.61375256
    18   12 Mg  -0.73524816E-02     -4.61375187
    19   12 Mg  -0.70721857E-02     -4.43786352
    20   12 Mg  -0.70722119E-02     -4.43788000
    21   12 Mg  -0.70383411E-02     -4.41662573
    22   12 Mg  -0.73524747E-02     -4.61374755
    23   12 Mg  -0.73525154E-02     -4.61377305
    24   12 Mg  -0.70165385E-02     -4.40294438
    25   12 Mg  -0.70164707E-02     -4.40290182
    26   12 Mg  -0.69706848E-02     -4.37417075
    27   12 Mg  -0.69706535E-02     -4.37415113
    28   12 Mg  -0.69706650E-02     -4.37415834
    29   12 Mg  -0.69153552E-02     -4.33945092
    30   12 Mg  -0.69273343E-02     -4.34696789
    31   12 Mg  -0.69273117E-02     -4.34695375
    32   12 Mg  -0.69273300E-02     -4.34696523
    33   12 Mg  -0.69273266E-02     -4.34696304
    34   12 Mg  -0.69273378E-02     -4.34697008
    35   12 Mg  -0.69273397E-02     -4.34697127
    36   12 Mg  -0.70080194E-02     -4.39759860
    37   12 Mg  -0.70080599E-02     -4.39762398
    38   12 Mg  -0.70080405E-02     -4.39761180
    39   12 Mg  -0.70546469E-02     -4.42685774
    40   12 Mg  -0.70546796E-02     -4.42687827
    41   12 Mg  -0.70546556E-02     -4.42686323
    42   12 Mg  -0.70294417E-02     -4.41104129
    43   12 Mg  -0.70294525E-02     -4.41104805
    44   12 Mg  -0.70294598E-02     -4.41105265
    45   12 Mg  -0.70294619E-02     -4.41105395
    46   12 Mg  -0.70294295E-02     -4.41103362
    47   12 Mg  -0.70294819E-02     -4.41106649
    48   12 Mg  -0.73870645E-02     -4.63545295
    49   12 Mg  -0.73870512E-02     -4.63544462
    50   12 Mg  -0.73870495E-02     -4.63544352
    51   12 Mg  -0.69377772E-02     -4.35352094
    52   12 Mg  -0.69377683E-02     -4.35351531
    53   12 Mg  -0.69377644E-02     -4.35351288
    54   12 Mg  -0.69388564E-02     -4.35419814
    55   12 Mg  -0.69388703E-02     -4.35420688
    56   12 Mg  -0.69388631E-02     -4.35420235
    57   12 Mg  -0.69964793E-02     -4.39035702
    58   12 Mg  -0.69964995E-02     -4.39036975
    59   12 Mg  -0.69964848E-02     -4.39036048
    60   12 Mg  -0.69964801E-02     -4.39035756
    61   12 Mg  -0.69964992E-02     -4.39036952
    62   12 Mg  -0.69964853E-02     -4.39036079
    63   12 Mg  -0.69902642E-02     -4.38645702
    64   12 Mg  -0.69902894E-02     -4.38647285
    65   12 Mg  -0.69902646E-02     -4.38645726
    66   12 Mg  -0.69902641E-02     -4.38645695
    67   12 Mg  -0.69902765E-02     -4.38646475
    68   12 Mg  -0.69902588E-02     -4.38645360
    69   12 Mg  -0.70044877E-02     -4.39538242
    70   12 Mg  -0.70045072E-02     -4.39539463
    71   12 Mg  -0.70045074E-02     -4.39539473
    72   12 Mg  -0.70115543E-02     -4.39981675
    73   12 Mg  -0.70115693E-02     -4.39982613
    74   12 Mg  -0.70115690E-02     -4.39982600
    75   12 Mg  -0.69912301E-02     -4.38706310
    76   12 Mg  -0.69678054E-02     -4.37236388
    77   12 Mg  -0.69677813E-02     -4.37234876
    78   12 Mg  -0.69653286E-02     -4.37080966
    79   12 Mg  -0.69632436E-02     -4.36950136
    80   12 Mg  -0.69632334E-02     -4.36949496
    81   12 Mg  -0.69632436E-02     -4.36950134
    82   12 Mg  -0.69632394E-02     -4.36949870
    83   12 Mg  -0.69715146E-02     -4.37469143
    84   12 Mg  -0.69871979E-02     -4.38453290
    85   12 Mg  -0.69871734E-02     -4.38451748
    86   12 Mg  -0.69632315E-02     -4.36949376
    87   12 Mg  -0.69632515E-02     -4.36950627
    88   12 Mg  -0.69840842E-02     -4.38257898
    89   12 Mg  -0.69841031E-02     -4.38259087
    90   12 Mg  -0.69999594E-02     -4.39254083
    91   12 Mg  -0.69677862E-02     -4.37235185
    92   12 Mg  -0.69871878E-02     -4.38452654
    93   12 Mg  -0.69871931E-02     -4.38452985
    94   12 Mg  -0.69999787E-02     -4.39255296
    95   12 Mg  -0.69999734E-02     -4.39254964
    96   12 Mg  -0.69653348E-02     -4.37081355
    97   12 Mg  -0.69653318E-02     -4.37081171
    98   12 Mg  -0.69872109E-02     -4.38454101
    99   12 Mg  -0.69872073E-02     -4.38453876
   100   12 Mg  -0.69840914E-02     -4.38258349
   101   12 Mg  -0.69912284E-02     -4.38706207
   102   12 Mg  -0.70115323E-02     -4.39980294
   103   12 Mg  -0.70115472E-02     -4.39981232
   104   12 Mg  -0.70115470E-02     -4.39981219
   105   12 Mg  -0.70044757E-02     -4.39537485
   106   12 Mg  -0.70044951E-02     -4.39538706
   107   12 Mg  -0.70044953E-02     -4.39538716
   108   12 Mg  -0.69902532E-02     -4.38645008
   109   12 Mg  -0.69902784E-02     -4.38646591
   110   12 Mg  -0.69902535E-02     -4.38645032
   111   12 Mg  -0.69902530E-02     -4.38645001
   112   12 Mg  -0.69902655E-02     -4.38645781
   113   12 Mg  -0.69902477E-02     -4.38644666
   114   12 Mg  -0.69964591E-02     -4.39034437
   115   12 Mg  -0.69964794E-02     -4.39035709
   116   12 Mg  -0.69964646E-02     -4.39034783
   117   12 Mg  -0.69964599E-02     -4.39034490
   118   12 Mg  -0.69964790E-02     -4.39035687
   119   12 Mg  -0.69964651E-02     -4.39034813
   120   12 Mg  -0.69388555E-02     -4.35419756
   121   12 Mg  -0.69388694E-02     -4.35420630
   122   12 Mg  -0.69388622E-02     -4.35420177
   123   12 Mg  -0.69377759E-02     -4.35352011
   124   12 Mg  -0.69377669E-02     -4.35351448
   125   12 Mg  -0.69377631E-02     -4.35351206
   126   12 Mg  -0.73870538E-02     -4.63544622
   127   12 Mg  -0.73870405E-02     -4.63543789
   128   12 Mg  -0.73870387E-02     -4.63543679
   129   12 Mg  -0.70294509E-02     -4.41104704
   130   12 Mg  -0.70294617E-02     -4.41105380
   131   12 Mg  -0.70294690E-02     -4.41105840
   132   12 Mg  -0.70294711E-02     -4.41105971
   133   12 Mg  -0.70294387E-02     -4.41103937
   134   12 Mg  -0.70294911E-02     -4.41107224
   135   12 Mg  -0.70546481E-02     -4.42685852
   136   12 Mg  -0.70546808E-02     -4.42687905
   137   12 Mg  -0.70546569E-02     -4.42686402
   138   12 Mg  -0.70080387E-02     -4.39761067
   139   12 Mg  -0.70080791E-02     -4.39763605
   140   12 Mg  -0.70080597E-02     -4.39762388
   141   12 Mg  -0.69273347E-02     -4.34696818
   142   12 Mg  -0.69273122E-02     -4.34695403
   143   12 Mg  -0.69273305E-02     -4.34696552
   144   12 Mg  -0.69273270E-02     -4.34696333
   145   12 Mg  -0.69273382E-02     -4.34697037
   146   12 Mg  -0.69273401E-02     -4.34697156
   147   12 Mg  -0.69153537E-02     -4.33944997
   148   12 Mg  -0.69706760E-02     -4.37416525
   149   12 Mg  -0.69706448E-02     -4.37414562
   150   12 Mg  -0.69706562E-02     -4.37415283
--------------------------------------------------

Dispersion energy:      -1.0608525551394E+00 Eh

[Info] Dispersion energy written to .EDISP
