-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0081    4342.2386 1048704.9211
   136   12 Mg         0.0038     677.0462   60617.1535
   137   12 Mg         0.0038     677.0462   60617.1536
   138   12 Mg         0.0038     677.0480   60617.3139
   139   12 Mg         0.0038     677.0480   60617.3137
   140   12 Mg         0.0038     677.0480   60617.3138
   141   12 Mg         0.0037     677.0510   60617.5874
   142   12 Mg         0.0037     677.0510   60617.5875
   143   12 Mg         0.0037     677.0510   60617.5874
   144   12 Mg         0.0037     677.0510   60617.5874
   145   12 Mg         0.0037     677.0510   60617.5874
   146   12 Mg         0.0037     677.0510   60617.5874
   147   12 Mg         0.0037     677.0515   60617.6265
   148   12 Mg         0.0037     677.0518   60617.6525
   149   12 Mg         0.0037     677.0518   60617.6526
   150   12 Mg         0.0037     677.0518   60617.6526
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.33367364E-02     -2.09383369
     2   12 Mg  -0.13731341E-02     -0.86165464
     3   12 Mg  -0.13741094E-02     -0.86226670
     4   12 Mg  -0.13741075E-02     -0.86226545
     5   12 Mg  -0.14808432E-02     -0.92924316
     6   12 Mg  -0.14808418E-02     -0.92924225
     7   12 Mg  -0.13731388E-02     -0.86165759
     8   12 Mg  -0.13731359E-02     -0.86165579
     9   12 Mg  -0.13828823E-02     -0.86777176
    10   12 Mg  -0.13828851E-02     -0.86777351
    11   12 Mg  -0.13957861E-02     -0.87586899
    12   12 Mg  -0.13741083E-02     -0.86226596
    13   12 Mg  -0.13828950E-02     -0.86777973
    14   12 Mg  -0.13828889E-02     -0.86777587
    15   12 Mg  -0.13875232E-02     -0.87068393
    16   12 Mg  -0.13875329E-02     -0.87069005
    17   12 Mg  -0.14808372E-02     -0.92923939
    18   12 Mg  -0.14808365E-02     -0.92923892
    19   12 Mg  -0.13957899E-02     -0.87587136
    20   12 Mg  -0.13957967E-02     -0.87587568
    21   12 Mg  -0.13875359E-02     -0.87069195
    22   12 Mg  -0.14808351E-02     -0.92923808
    23   12 Mg  -0.14808443E-02     -0.92924383
    24   12 Mg  -0.13828975E-02     -0.86778131
    25   12 Mg  -0.13828801E-02     -0.86777038
    26   12 Mg  -0.13640853E-02     -0.85597645
    27   12 Mg  -0.13640777E-02     -0.85597171
    28   12 Mg  -0.13640804E-02     -0.85597337
    29   12 Mg  -0.13571914E-02     -0.85165045
    30   12 Mg  -0.13600178E-02     -0.85342405
    31   12 Mg  -0.13600124E-02     -0.85342069
    32   12 Mg  -0.13600169E-02     -0.85342352
    33   12 Mg  -0.13600161E-02     -0.85342297
    34   12 Mg  -0.13600188E-02     -0.85342470
    35   12 Mg  -0.13600193E-02     -0.85342502
    36   12 Mg  -0.13801605E-02     -0.86606377
    37   12 Mg  -0.13801705E-02     -0.86607009
    38   12 Mg  -0.13801656E-02     -0.86606701
    39   12 Mg  -0.13918297E-02     -0.87338630
    40   12 Mg  -0.13918379E-02     -0.87339146
    41   12 Mg  -0.13918316E-02     -0.87338751
    42   12 Mg  -0.13845766E-02     -0.86883493
    43   12 Mg  -0.13845794E-02     -0.86883670
    44   12 Mg  -0.13845812E-02     -0.86883780
    45   12 Mg  -0.13845818E-02     -0.86883818
    46   12 Mg  -0.13845736E-02     -0.86883303
    47   12 Mg  -0.13845866E-02     -0.86884120
    48   12 Mg  -0.14898737E-02     -0.93490985
    49   12 Mg  -0.14898704E-02     -0.93490780
    50   12 Mg  -0.14898699E-02     -0.93490745
    51   12 Mg  -0.13630436E-02     -0.85532279
    52   12 Mg  -0.13630415E-02     -0.85532144
    53   12 Mg  -0.13630404E-02     -0.85532074
    54   12 Mg  -0.13630636E-02     -0.85533532
    55   12 Mg  -0.13630670E-02     -0.85533747
    56   12 Mg  -0.13630653E-02     -0.85533636
    57   12 Mg  -0.13776705E-02     -0.86450128
    58   12 Mg  -0.13776756E-02     -0.86450447
    59   12 Mg  -0.13776719E-02     -0.86450219
    60   12 Mg  -0.13776708E-02     -0.86450147
    61   12 Mg  -0.13776756E-02     -0.86450450
    62   12 Mg  -0.13776721E-02     -0.86450227
    63   12 Mg  -0.13758126E-02     -0.86333544
    64   12 Mg  -0.13758187E-02     -0.86333925
    65   12 Mg  -0.13758125E-02     -0.86333536
    66   12 Mg  -0.13758125E-02     -0.86333538
    67   12 Mg  -0.13758156E-02     -0.86333735
    68   12 Mg  -0.13758110E-02     -0.86333445
    69   12 Mg  -0.13787566E-02     -0.86518282
    70   12 Mg  -0.13787615E-02     -0.86518591
    71   12 Mg  -0.13787615E-02     -0.86518591
    72   12 Mg  -0.13806649E-02     -0.86638029
    73   12 Mg  -0.13806685E-02     -0.86638255
    74   12 Mg  -0.13806684E-02     -0.86638247
    75   12 Mg  -0.13738010E-02     -0.86207314
    76   12 Mg  -0.13702109E-02     -0.85982030
    77   12 Mg  -0.13702047E-02     -0.85981644
    78   12 Mg  -0.13694833E-02     -0.85936376
    79   12 Mg  -0.13691045E-02     -0.85912607
    80   12 Mg  -0.13691018E-02     -0.85912436
    81   12 Mg  -0.13691045E-02     -0.85912606
    82   12 Mg  -0.13691033E-02     -0.85912530
    83   12 Mg  -0.13716442E-02     -0.86071972
    84   12 Mg  -0.13750650E-02     -0.86286633
    85   12 Mg  -0.13750587E-02     -0.86286236
    86   12 Mg  -0.13691016E-02     -0.85912422
    87   12 Mg  -0.13691064E-02     -0.85912723
    88   12 Mg  -0.13741934E-02     -0.86231939
    89   12 Mg  -0.13741983E-02     -0.86232246
    90   12 Mg  -0.13782133E-02     -0.86484193
    91   12 Mg  -0.13702060E-02     -0.85981726
    92   12 Mg  -0.13750622E-02     -0.86286455
    93   12 Mg  -0.13750638E-02     -0.86286555
    94   12 Mg  -0.13782182E-02     -0.86484497
    95   12 Mg  -0.13782167E-02     -0.86484405
    96   12 Mg  -0.13694849E-02     -0.85936473
    97   12 Mg  -0.13694839E-02     -0.85936410
    98   12 Mg  -0.13750682E-02     -0.86286833
    99   12 Mg  -0.13750671E-02     -0.86286766
   100   12 Mg  -0.13741951E-02     -0.86232048
   101   12 Mg  -0.13738008E-02     -0.86207300
   102   12 Mg  -0.13806593E-02     -0.86637681
   103   12 Mg  -0.13806629E-02     -0.86637908
   104   12 Mg  -0.13806628E-02     -0.86637900
   105   12 Mg  -0.13787537E-02     -0.86518098
   106   12 Mg  -0.13787586E-02     -0.86518408
   107   12 Mg  -0.13787586E-02     -0.86518408
   108   12 Mg  -0.13758099E-02     -0.86333375
   109   12 Mg  -0.13758160E-02     -0.86333757
   110   12 Mg  -0.13758098E-02     -0.86333368
   111   12 Mg  -0.13758098E-02     -0.86333370
   112   12 Mg  -0.13758130E-02     -0.86333567
   113   12 Mg  -0.13758083E-02     -0.86333276
   114   12 Mg  -0.13776653E-02     -0.86449806
   115   12 Mg  -0.13776704E-02     -0.86450125
   116   12 Mg  -0.13776668E-02     -0.86449897
   117   12 Mg  -0.13776657E-02     -0.86449825
   118   12 Mg  -0.13776705E-02     -0.86450128
   119   12 Mg  -0.13776669E-02     -0.86449905
   120   12 Mg  -0.13630634E-02     -0.85533522
   121   12 Mg  -0.13630669E-02     -0.85533737
   122   12 Mg  -0.13630651E-02     -0.85533626
   123   12 Mg  -0.13630435E-02     -0.85532269
   124   12 Mg  -0.13630413E-02     -0.85532134
   125   12 Mg  -0.13630402E-02     -0.85532064
   126   12 Mg  -0.14898710E-02     -0.93490814
   127   12 Mg  -0.14898677E-02     -0.93490609
   128   12 Mg  -0.14898671E-02     -0.93490575
   129   12 Mg  -0.13845789E-02     -0.86883639
   130   12 Mg  -0.13845817E-02     -0.86883816
   131   12 Mg  -0.13845835E-02     -0.86883926
   132   12 Mg  -0.13845841E-02     -0.86883964
   133   12 Mg  -0.13845759E-02     -0.86883449
   134   12 Mg  -0.13845889E-02     -0.86884266
   135   12 Mg  -0.13918299E-02     -0.87338645
   136   12 Mg  -0.13918381E-02     -0.87339160
   137   12 Mg  -0.13918318E-02     -0.87338765
   138   12 Mg  -0.13801653E-02     -0.86606679
   139   12 Mg  -0.13801754E-02     -0.86607311
   140   12 Mg  -0.13801704E-02     -0.86607003
   141   12 Mg  -0.13600178E-02     -0.85342408
   142   12 Mg  -0.13600125E-02     -0.85342072
   143   12 Mg  -0.13600170E-02     -0.85342354
   144   12 Mg  -0.13600161E-02     -0.85342299
   145   12 Mg  -0.13600189E-02     -0.85342472
   146   12 Mg  -0.13600194E-02     -0.85342505
   147   12 Mg  -0.13571911E-02     -0.85165028
   148   12 Mg  -0.13640832E-02     -0.85597513
   149   12 Mg  -0.13640756E-02     -0.85597039
   150   12 Mg  -0.13640783E-02     -0.85597205
--------------------------------------------------

Dispersion energy:      -2.0953159960686E-01 Eh

[Info] Dispersion energy written to .EDISP
