-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.6781    4342.2386 1048704.9104
   106   12 Mg         0.2132     654.7312   58619.2559
   107   12 Mg         0.2132     654.7312   58619.2563
   108   12 Mg         0.2126     654.8517   58630.0415
   109   12 Mg         0.2126     654.8514   58630.0113
   110   12 Mg         0.2126     654.8517   58630.0442
   111   12 Mg         0.2126     654.8517   58630.0424
   112   12 Mg         0.2126     654.8515   58630.0254
   113   12 Mg         0.2126     654.8518   58630.0521
   114   12 Mg         0.2134     654.6806   58614.7203
   115   12 Mg         0.2134     654.6803   58614.6931
   116   12 Mg         0.2134     654.6805   58614.7117
   117   12 Mg         0.2134     654.6806   58614.7181
   118   12 Mg         0.2134     654.6803   58614.6916
   119   12 Mg         0.2134     654.6805   58614.7109
   120   12 Mg         0.2088     655.5591   58693.3743
   121   12 Mg         0.2088     655.5589   58693.3571
   122   12 Mg         0.2088     655.5590   58693.3658
   123   12 Mg         0.2089     655.5463   58692.2324
   124   12 Mg         0.2089     655.5464   58692.2424
   125   12 Mg         0.2089     655.5465   58692.2499
   126   12 Mg         0.2469     647.5337   57974.8471
   127   12 Mg         0.2469     647.5339   57974.8675
   128   12 Mg         0.2469     647.5340   57974.8734
   129   12 Mg         0.2146     654.4524   58594.2908
   130   12 Mg         0.2146     654.4522   58594.2739
   131   12 Mg         0.2146     654.4521   58594.2654
   132   12 Mg         0.2146     654.4521   58594.2616
   133   12 Mg         0.2146     654.4526   58594.3069
   134   12 Mg         0.2146     654.4518   58594.2375
   135   12 Mg         0.2175     653.8873   58543.6978
   136   12 Mg         0.2175     653.8868   58543.6523
   137   12 Mg         0.2175     653.8872   58543.6902
   138   12 Mg         0.2139     654.5907   58606.6695
   139   12 Mg         0.2139     654.5901   58606.6157
   140   12 Mg         0.2139     654.5904   58606.6428
   141   12 Mg         0.2077     655.7744   58712.6524
   142   12 Mg         0.2077     655.7747   58712.6772
   143   12 Mg         0.2077     655.7744   58712.6542
   144   12 Mg         0.2077     655.7745   58712.6596
   145   12 Mg         0.2077     655.7743   58712.6452
   146   12 Mg         0.2077     655.7743   58712.6426
   147   12 Mg         0.2070     655.9035   58724.2075
   148   12 Mg         0.2052     656.2323   58753.6503
   149   12 Mg         0.2052     656.2327   58753.6866
   150   12 Mg         0.2052     656.2326   58753.6750
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.28688106E-01    -18.00205838
     2   12 Mg  -0.14501303E-01     -9.09970523
     3   12 Mg  -0.14526366E-01     -9.11543199
     4   12 Mg  -0.14526347E-01     -9.11542018
     5   12 Mg  -0.14932312E-01     -9.37016746
     6   12 Mg  -0.14932333E-01     -9.37018031
     7   12 Mg  -0.14501327E-01     -9.09971994
     8   12 Mg  -0.14501315E-01     -9.09971234
     9   12 Mg  -0.14552131E-01     -9.13159982
    10   12 Mg  -0.14552149E-01     -9.13161143
    11   12 Mg  -0.14641787E-01     -9.18786017
    12   12 Mg  -0.14526357E-01     -9.11542661
    13   12 Mg  -0.14552196E-01     -9.13164081
    14   12 Mg  -0.14552162E-01     -9.13161977
    15   12 Mg  -0.14591655E-01     -9.15640179
    16   12 Mg  -0.14591703E-01     -9.15643189
    17   12 Mg  -0.14932308E-01     -9.37016496
    18   12 Mg  -0.14932312E-01     -9.37016696
    19   12 Mg  -0.14641809E-01     -9.18787368
    20   12 Mg  -0.14641841E-01     -9.18789399
    21   12 Mg  -0.14591718E-01     -9.15644138
    22   12 Mg  -0.14932285E-01     -9.37015053
    23   12 Mg  -0.14932363E-01     -9.37019898
    24   12 Mg  -0.14552208E-01     -9.13164849
    25   12 Mg  -0.14552120E-01     -9.13159333
    26   12 Mg  -0.14616138E-01     -9.17176477
    27   12 Mg  -0.14616097E-01     -9.17173923
    28   12 Mg  -0.14616112E-01     -9.17174883
    29   12 Mg  -0.14428533E-01     -9.05404088
    30   12 Mg  -0.14447320E-01     -9.06583038
    31   12 Mg  -0.14447288E-01     -9.06580983
    32   12 Mg  -0.14447311E-01     -9.06582444
    33   12 Mg  -0.14447308E-01     -9.06582271
    34   12 Mg  -0.14447322E-01     -9.06583143
    35   12 Mg  -0.14447325E-01     -9.06583352
    36   12 Mg  -0.14546971E-01     -9.12836221
    37   12 Mg  -0.14547024E-01     -9.12839539
    38   12 Mg  -0.14546999E-01     -9.12837980
    39   12 Mg  -0.14604983E-01     -9.16476514
    40   12 Mg  -0.14605025E-01     -9.16479143
    41   12 Mg  -0.14604998E-01     -9.16477436
    42   12 Mg  -0.14592143E-01     -9.15670783
    43   12 Mg  -0.14592155E-01     -9.15671540
    44   12 Mg  -0.14592165E-01     -9.15672166
    45   12 Mg  -0.14592169E-01     -9.15672427
    46   12 Mg  -0.14592128E-01     -9.15669834
    47   12 Mg  -0.14592196E-01     -9.15674120
    48   12 Mg  -0.14964517E-01     -9.39037627
    49   12 Mg  -0.14964500E-01     -9.39036577
    50   12 Mg  -0.14964501E-01     -9.39036623
    51   12 Mg  -0.14452290E-01     -9.06894894
    52   12 Mg  -0.14452276E-01     -9.06894030
    53   12 Mg  -0.14452274E-01     -9.06893883
    54   12 Mg  -0.14454144E-01     -9.07011207
    55   12 Mg  -0.14454163E-01     -9.07012433
    56   12 Mg  -0.14454153E-01     -9.07011788
    57   12 Mg  -0.14523273E-01     -9.11349171
    58   12 Mg  -0.14523300E-01     -9.11350844
    59   12 Mg  -0.14523280E-01     -9.11349574
    60   12 Mg  -0.14523275E-01     -9.11349254
    61   12 Mg  -0.14523299E-01     -9.11350756
    62   12 Mg  -0.14523281E-01     -9.11349620
    63   12 Mg  -0.14528554E-01     -9.11680536
    64   12 Mg  -0.14528587E-01     -9.11682613
    65   12 Mg  -0.14528556E-01     -9.11680655
    66   12 Mg  -0.14528554E-01     -9.11680529
    67   12 Mg  -0.14528569E-01     -9.11681482
    68   12 Mg  -0.14528549E-01     -9.11680210
    69   12 Mg  -0.14549013E-01     -9.12964357
    70   12 Mg  -0.14549037E-01     -9.12965871
    71   12 Mg  -0.14549038E-01     -9.12965910
    72   12 Mg  -0.14556886E-01     -9.13458406
    73   12 Mg  -0.14556908E-01     -9.13459739
    74   12 Mg  -0.14556907E-01     -9.13459725
    75   12 Mg  -0.14562142E-01     -9.13788179
    76   12 Mg  -0.14491628E-01     -9.09363387
    77   12 Mg  -0.14491599E-01     -9.09361575
    78   12 Mg  -0.14491502E-01     -9.09355458
    79   12 Mg  -0.14487028E-01     -9.09074738
    80   12 Mg  -0.14487018E-01     -9.09074074
    81   12 Mg  -0.14487028E-01     -9.09074721
    82   12 Mg  -0.14487025E-01     -9.09074553
    83   12 Mg  -0.14489548E-01     -9.09232850
    84   12 Mg  -0.14516696E-01     -9.10936411
    85   12 Mg  -0.14516666E-01     -9.10934525
    86   12 Mg  -0.14487013E-01     -9.09073765
    87   12 Mg  -0.14487040E-01     -9.09075483
    88   12 Mg  -0.14514223E-01     -9.10781231
    89   12 Mg  -0.14514246E-01     -9.10782688
    90   12 Mg  -0.14533915E-01     -9.12016916
    91   12 Mg  -0.14491604E-01     -9.09361853
    92   12 Mg  -0.14516686E-01     -9.10935812
    93   12 Mg  -0.14516690E-01     -9.10936073
    94   12 Mg  -0.14533939E-01     -9.12018449
    95   12 Mg  -0.14533935E-01     -9.12018167
    96   12 Mg  -0.14491509E-01     -9.09355941
    97   12 Mg  -0.14491510E-01     -9.09355989
    98   12 Mg  -0.14516713E-01     -9.10937473
    99   12 Mg  -0.14516711E-01     -9.10937358
   100   12 Mg  -0.14514232E-01     -9.10781837
   101   12 Mg  -0.14562138E-01     -9.13787936
   102   12 Mg  -0.14556857E-01     -9.13456568
   103   12 Mg  -0.14556878E-01     -9.13457901
   104   12 Mg  -0.14556878E-01     -9.13457887
   105   12 Mg  -0.14548996E-01     -9.12963268
   106   12 Mg  -0.14549020E-01     -9.12964783
   107   12 Mg  -0.14549021E-01     -9.12964821
   108   12 Mg  -0.14528539E-01     -9.11679590
   109   12 Mg  -0.14528572E-01     -9.11681667
   110   12 Mg  -0.14528541E-01     -9.11679709
   111   12 Mg  -0.14528539E-01     -9.11679584
   112   12 Mg  -0.14528554E-01     -9.11680536
   113   12 Mg  -0.14528534E-01     -9.11679264
   114   12 Mg  -0.14523248E-01     -9.11347586
   115   12 Mg  -0.14523275E-01     -9.11349259
   116   12 Mg  -0.14523255E-01     -9.11347989
   117   12 Mg  -0.14523250E-01     -9.11347668
   118   12 Mg  -0.14523273E-01     -9.11349171
   119   12 Mg  -0.14523255E-01     -9.11348035
   120   12 Mg  -0.14454141E-01     -9.07011063
   121   12 Mg  -0.14454161E-01     -9.07012289
   122   12 Mg  -0.14454151E-01     -9.07011644
   123   12 Mg  -0.14452286E-01     -9.06894642
   124   12 Mg  -0.14452272E-01     -9.06893777
   125   12 Mg  -0.14452270E-01     -9.06893630
   126   12 Mg  -0.14964504E-01     -9.39036814
   127   12 Mg  -0.14964487E-01     -9.39035764
   128   12 Mg  -0.14964488E-01     -9.39035810
   129   12 Mg  -0.14592153E-01     -9.15671449
   130   12 Mg  -0.14592165E-01     -9.15672206
   131   12 Mg  -0.14592175E-01     -9.15672832
   132   12 Mg  -0.14592180E-01     -9.15673093
   133   12 Mg  -0.14592138E-01     -9.15670499
   134   12 Mg  -0.14592207E-01     -9.15674785
   135   12 Mg  -0.14604986E-01     -9.16476725
   136   12 Mg  -0.14605028E-01     -9.16479354
   137   12 Mg  -0.14605001E-01     -9.16477647
   138   12 Mg  -0.14546995E-01     -9.12837720
   139   12 Mg  -0.14547048E-01     -9.12841038
   140   12 Mg  -0.14547023E-01     -9.12839478
   141   12 Mg  -0.14447322E-01     -9.06583126
   142   12 Mg  -0.14447289E-01     -9.06581071
   143   12 Mg  -0.14447312E-01     -9.06582532
   144   12 Mg  -0.14447310E-01     -9.06582359
   145   12 Mg  -0.14447323E-01     -9.06583232
   146   12 Mg  -0.14447327E-01     -9.06583441
   147   12 Mg  -0.14428528E-01     -9.05403830
   148   12 Mg  -0.14616127E-01     -9.17175810
   149   12 Mg  -0.14616086E-01     -9.17173255
   150   12 Mg  -0.14616101E-01     -9.17174216
--------------------------------------------------

Dispersion energy:      -2.1985309580756E+00 Eh

[Info] Dispersion energy written to .EDISP
