-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         1.0625    4341.8592 1048613.2926
    63   12 Mg         0.3258     625.0404   55960.9795
    64   12 Mg         0.3258     625.0394   55960.8960
    65   12 Mg         0.3258     625.0405   55960.9871
    66   12 Mg         0.3258     625.0404   55960.9821
    67   12 Mg         0.3258     625.0399   55960.9350
    68   12 Mg         0.3258     625.0407   55961.0088
    69   12 Mg         0.3268     624.7132   55931.6880
    70   12 Mg         0.3268     624.7124   55931.6133
    71   12 Mg         0.3268     624.7124   55931.6144
    72   12 Mg         0.3278     624.3509   55899.2535
    73   12 Mg         0.3278     624.3504   55899.2038
    74   12 Mg         0.3278     624.3504   55899.2079
    75   12 Mg         0.3227     626.0850   56054.5102
    76   12 Mg         0.3233     625.8749   56035.6931
    77   12 Mg         0.3233     625.8759   56035.7868
    78   12 Mg         0.3227     626.0607   56052.3336
    79   12 Mg         0.3228     626.0497   56051.3489
    80   12 Mg         0.3228     626.0502   56051.3943
    81   12 Mg         0.3228     626.0497   56051.3489
    82   12 Mg         0.3228     626.0500   56051.3720
    83   12 Mg         0.3245     625.4705   55999.4907
    84   12 Mg         0.3256     625.0966   55966.0101
    85   12 Mg         0.3256     625.0977   55966.1096
    86   12 Mg         0.3228     626.0502   56051.3905
    87   12 Mg         0.3228     626.0495   56051.3247
    88   12 Mg         0.3251     625.2674   55981.3050
    89   12 Mg         0.3251     625.2665   55981.2289
    90   12 Mg         0.3271     624.6114   55922.5713
    91   12 Mg         0.3233     625.8757   56035.7649
    92   12 Mg         0.3256     625.0971   55966.0618
    93   12 Mg         0.3256     625.0968   55966.0310
    94   12 Mg         0.3271     624.6106   55922.4993
    95   12 Mg         0.3271     624.6109   55922.5248
    96   12 Mg         0.3227     626.0605   56052.3105
    97   12 Mg         0.3227     626.0607   56052.3343
    98   12 Mg         0.3256     625.0961   55965.9650
    99   12 Mg         0.3256     625.0963   55965.9864
   100   12 Mg         0.3251     625.2671   55981.2821
   101   12 Mg         0.3227     626.0850   56054.5080
   102   12 Mg         0.3278     624.3519   55899.3365
   103   12 Mg         0.3278     624.3513   55899.2868
   104   12 Mg         0.3278     624.3514   55899.2909
   105   12 Mg         0.3268     624.7136   55931.7279
   106   12 Mg         0.3268     624.7128   55931.6533
   107   12 Mg         0.3268     624.7128   55931.6544
   108   12 Mg         0.3258     625.0408   55961.0166
   109   12 Mg         0.3258     625.0398   55960.9331
   110   12 Mg         0.3258     625.0409   55961.0242
   111   12 Mg         0.3258     625.0408   55961.0191
   112   12 Mg         0.3258     625.0403   55960.9721
   113   12 Mg         0.3258     625.0411   55961.0459
   114   12 Mg         0.3272     624.5664   55918.5471
   115   12 Mg         0.3272     624.5656   55918.4718
   116   12 Mg         0.3272     624.5662   55918.5231
   117   12 Mg         0.3272     624.5664   55918.5407
   118   12 Mg         0.3272     624.5655   55918.4673
   119   12 Mg         0.3272     624.5661   55918.5210
   120   12 Mg         0.3199     626.9984   56136.2891
   121   12 Mg         0.3199     626.9979   56136.2417
   122   12 Mg         0.3199     626.9982   56136.2657
   123   12 Mg         0.3200     626.9603   56132.8775
   124   12 Mg         0.3200     626.9606   56132.9052
   125   12 Mg         0.3200     626.9609   56132.9261
   126   12 Mg         0.3805     604.7397   54143.4290
   127   12 Mg         0.3805     604.7404   54143.4845
   128   12 Mg         0.3805     604.7405   54143.5006
   129   12 Mg         0.3290     623.9378   55862.2641
   130   12 Mg         0.3290     623.9373   55862.2171
   131   12 Mg         0.3290     623.9370   55862.1940
   132   12 Mg         0.3290     623.9369   55862.1833
   133   12 Mg         0.3290     623.9383   55862.3088
   134   12 Mg         0.3290     623.9361   55862.1167
   135   12 Mg         0.3336     622.3710   55721.9880
   136   12 Mg         0.3336     622.3696   55721.8621
   137   12 Mg         0.3336     622.3708   55721.9672
   138   12 Mg         0.3279     624.3195   55896.4380
   139   12 Mg         0.3279     624.3178   55896.2891
   140   12 Mg         0.3279     624.3187   55896.3641
   141   12 Mg         0.3181     627.5933   56189.5450
   142   12 Mg         0.3181     627.5940   56189.6132
   143   12 Mg         0.3181     627.5933   56189.5498
   144   12 Mg         0.3181     627.5935   56189.5646
   145   12 Mg         0.3181     627.5930   56189.5248
   146   12 Mg         0.3181     627.5930   56189.5176
   147   12 Mg         0.3170     627.9499   56221.4757
   148   12 Mg         0.3141     628.8858   56305.2677
   149   12 Mg         0.3141     628.8869   56305.3674
   150   12 Mg         0.3141     628.8866   56305.3357
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.29604096E-01    -18.57685064
     2   12 Mg  -0.16130588E-01    -10.12209667
     3   12 Mg  -0.16146706E-01    -10.13221077
     4   12 Mg  -0.16146689E-01    -10.13220051
     5   12 Mg  -0.16166457E-01    -10.14460504
     6   12 Mg  -0.16166494E-01    -10.14462816
     7   12 Mg  -0.16130603E-01    -10.12210611
     8   12 Mg  -0.16130597E-01    -10.12210248
     9   12 Mg  -0.16144770E-01    -10.13099600
    10   12 Mg  -0.16144785E-01    -10.13100547
    11   12 Mg  -0.16207896E-01    -10.17060837
    12   12 Mg  -0.16146697E-01    -10.13220553
    13   12 Mg  -0.16144812E-01    -10.13102265
    14   12 Mg  -0.16144789E-01    -10.13100796
    15   12 Mg  -0.16182095E-01    -10.15441803
    16   12 Mg  -0.16182124E-01    -10.15443633
    17   12 Mg  -0.16166474E-01    -10.14461563
    18   12 Mg  -0.16166484E-01    -10.14462180
    19   12 Mg  -0.16207910E-01    -10.17061728
    20   12 Mg  -0.16207927E-01    -10.17062764
    21   12 Mg  -0.16182134E-01    -10.15444269
    22   12 Mg  -0.16166456E-01    -10.14460432
    23   12 Mg  -0.16166522E-01    -10.14464596
    24   12 Mg  -0.16144818E-01    -10.13102599
    25   12 Mg  -0.16144765E-01    -10.13099282
    26   12 Mg  -0.16274103E-01    -10.21215392
    27   12 Mg  -0.16274075E-01    -10.21213622
    28   12 Mg  -0.16274087E-01    -10.21214371
    29   12 Mg  -0.16089173E-01    -10.09610850
    30   12 Mg  -0.16098069E-01    -10.10169058
    31   12 Mg  -0.16098045E-01    -10.10167557
    32   12 Mg  -0.16098061E-01    -10.10168607
    33   12 Mg  -0.16098058E-01    -10.10168379
    34   12 Mg  -0.16098069E-01    -10.10169081
    35   12 Mg  -0.16098070E-01    -10.10169114
    36   12 Mg  -0.16156000E-01    -10.13804317
    37   12 Mg  -0.16156035E-01    -10.13806483
    38   12 Mg  -0.16156018E-01    -10.13805454
    39   12 Mg  -0.16189963E-01    -10.15935547
    40   12 Mg  -0.16189990E-01    -10.15937209
    41   12 Mg  -0.16189976E-01    -10.15936303
    42   12 Mg  -0.16188348E-01    -10.15834178
    43   12 Mg  -0.16188356E-01    -10.15834690
    44   12 Mg  -0.16188362E-01    -10.15835029
    45   12 Mg  -0.16188364E-01    -10.15835194
    46   12 Mg  -0.16188339E-01    -10.15833606
    47   12 Mg  -0.16188383E-01    -10.15836369
    48   12 Mg  -0.16176924E-01    -10.15117281
    49   12 Mg  -0.16176914E-01    -10.15116702
    50   12 Mg  -0.16176914E-01    -10.15116698
    51   12 Mg  -0.16097003E-01    -10.10102161
    52   12 Mg  -0.16096993E-01    -10.10101575
    53   12 Mg  -0.16096992E-01    -10.10101512
    54   12 Mg  -0.16103450E-01    -10.10506720
    55   12 Mg  -0.16103464E-01    -10.10507631
    56   12 Mg  -0.16103457E-01    -10.10507171
    57   12 Mg  -0.16139981E-01    -10.12799068
    58   12 Mg  -0.16139998E-01    -10.12800142
    59   12 Mg  -0.16139985E-01    -10.12799352
    60   12 Mg  -0.16139980E-01    -10.12799042
    61   12 Mg  -0.16139995E-01    -10.12799985
    62   12 Mg  -0.16139985E-01    -10.12799340
    63   12 Mg  -0.16141002E-01    -10.12863163
    64   12 Mg  -0.16141025E-01    -10.12864589
    65   12 Mg  -0.16141005E-01    -10.12863326
    66   12 Mg  -0.16141002E-01    -10.12863174
    67   12 Mg  -0.16141011E-01    -10.12863749
    68   12 Mg  -0.16141000E-01    -10.12863032
    69   12 Mg  -0.16165417E-01    -10.14395223
    70   12 Mg  -0.16165431E-01    -10.14396107
    71   12 Mg  -0.16165432E-01    -10.14396165
    72   12 Mg  -0.16168737E-01    -10.14603579
    73   12 Mg  -0.16168752E-01    -10.14604491
    74   12 Mg  -0.16168752E-01    -10.14604476
    75   12 Mg  -0.16183639E-01    -10.15538706
    76   12 Mg  -0.16124267E-01    -10.11813030
    77   12 Mg  -0.16124249E-01    -10.11811924
    78   12 Mg  -0.16124391E-01    -10.11820828
    79   12 Mg  -0.16124120E-01    -10.11803778
    80   12 Mg  -0.16124113E-01    -10.11803369
    81   12 Mg  -0.16124119E-01    -10.11803765
    82   12 Mg  -0.16124119E-01    -10.11803746
    83   12 Mg  -0.16122797E-01    -10.11720758
    84   12 Mg  -0.16138454E-01    -10.12703284
    85   12 Mg  -0.16138434E-01    -10.12702047
    86   12 Mg  -0.16124108E-01    -10.11803034
    87   12 Mg  -0.16124129E-01    -10.11804346
    88   12 Mg  -0.16137689E-01    -10.12655252
    89   12 Mg  -0.16137702E-01    -10.12656069
    90   12 Mg  -0.16149104E-01    -10.13371601
    91   12 Mg  -0.16124251E-01    -10.11812038
    92   12 Mg  -0.16138449E-01    -10.12702954
    93   12 Mg  -0.16138449E-01    -10.12702967
    94   12 Mg  -0.16149119E-01    -10.13372537
    95   12 Mg  -0.16149119E-01    -10.13372544
    96   12 Mg  -0.16124397E-01    -10.11821167
    97   12 Mg  -0.16124400E-01    -10.11821347
    98   12 Mg  -0.16138465E-01    -10.12703978
    99   12 Mg  -0.16138464E-01    -10.12703934
   100   12 Mg  -0.16137694E-01    -10.12655592
   101   12 Mg  -0.16183637E-01    -10.15538540
   102   12 Mg  -0.16168718E-01    -10.14602388
   103   12 Mg  -0.16168733E-01    -10.14603300
   104   12 Mg  -0.16168733E-01    -10.14603285
   105   12 Mg  -0.16165405E-01    -10.14394474
   106   12 Mg  -0.16165419E-01    -10.14395359
   107   12 Mg  -0.16165420E-01    -10.14395416
   108   12 Mg  -0.16140992E-01    -10.12862538
   109   12 Mg  -0.16141015E-01    -10.12863963
   110   12 Mg  -0.16140995E-01    -10.12862701
   111   12 Mg  -0.16140992E-01    -10.12862549
   112   12 Mg  -0.16141001E-01    -10.12863123
   113   12 Mg  -0.16140990E-01    -10.12862406
   114   12 Mg  -0.16139965E-01    -10.12798093
   115   12 Mg  -0.16139982E-01    -10.12799168
   116   12 Mg  -0.16139970E-01    -10.12798377
   117   12 Mg  -0.16139965E-01    -10.12798067
   118   12 Mg  -0.16139980E-01    -10.12799011
   119   12 Mg  -0.16139969E-01    -10.12798366
   120   12 Mg  -0.16103448E-01    -10.10506602
   121   12 Mg  -0.16103462E-01    -10.10507513
   122   12 Mg  -0.16103455E-01    -10.10507054
   123   12 Mg  -0.16096999E-01    -10.10101915
   124   12 Mg  -0.16096989E-01    -10.10101330
   125   12 Mg  -0.16096988E-01    -10.10101267
   126   12 Mg  -0.16176917E-01    -10.15116888
   127   12 Mg  -0.16176908E-01    -10.15116308
   128   12 Mg  -0.16176908E-01    -10.15116304
   129   12 Mg  -0.16188355E-01    -10.15834637
   130   12 Mg  -0.16188364E-01    -10.15835148
   131   12 Mg  -0.16188369E-01    -10.15835488
   132   12 Mg  -0.16188372E-01    -10.15835652
   133   12 Mg  -0.16188346E-01    -10.15834064
   134   12 Mg  -0.16188390E-01    -10.15836828
   135   12 Mg  -0.16189967E-01    -10.15935790
   136   12 Mg  -0.16189994E-01    -10.15937452
   137   12 Mg  -0.16189979E-01    -10.15936545
   138   12 Mg  -0.16156017E-01    -10.13805376
   139   12 Mg  -0.16156052E-01    -10.13807542
   140   12 Mg  -0.16156035E-01    -10.13806513
   141   12 Mg  -0.16098071E-01    -10.10169197
   142   12 Mg  -0.16098047E-01    -10.10167696
   143   12 Mg  -0.16098064E-01    -10.10168746
   144   12 Mg  -0.16098060E-01    -10.10168518
   145   12 Mg  -0.16098071E-01    -10.10169220
   146   12 Mg  -0.16098072E-01    -10.10169253
   147   12 Mg  -0.16089168E-01    -10.09610558
   148   12 Mg  -0.16274096E-01    -10.21214941
   149   12 Mg  -0.16274068E-01    -10.21213170
   150   12 Mg  -0.16274080E-01    -10.21213919
--------------------------------------------------

Dispersion energy:      -2.4361224623208E+00 Eh

[Info] Dispersion energy written to .EDISP
