-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0150    4342.2386 1048704.9211
    76   12 Mg         0.0066     676.9143   60605.3487
    77   12 Mg         0.0066     676.9143   60605.3488
    78   12 Mg         0.0065     676.9147   60605.3792
    79   12 Mg         0.0065     676.9146   60605.3751
    80   12 Mg         0.0065     676.9146   60605.3751
    81   12 Mg         0.0065     676.9146   60605.3751
    82   12 Mg         0.0065     676.9146   60605.3751
    83   12 Mg         0.0066     676.9137   60605.2927
    84   12 Mg         0.0066     676.9129   60605.2173
    85   12 Mg         0.0066     676.9129   60605.2175
    86   12 Mg         0.0065     676.9146   60605.3751
    87   12 Mg         0.0065     676.9146   60605.3750
    88   12 Mg         0.0066     676.9131   60605.2416
    89   12 Mg         0.0066     676.9131   60605.2414
    90   12 Mg         0.0066     676.9119   60605.1313
    91   12 Mg         0.0066     676.9143   60605.3488
    92   12 Mg         0.0066     676.9129   60605.2174
    93   12 Mg         0.0066     676.9129   60605.2174
    94   12 Mg         0.0066     676.9119   60605.1311
    95   12 Mg         0.0066     676.9119   60605.1312
    96   12 Mg         0.0065     676.9147   60605.3791
    97   12 Mg         0.0065     676.9147   60605.3792
    98   12 Mg         0.0066     676.9129   60605.2172
    99   12 Mg         0.0066     676.9129   60605.2173
   100   12 Mg         0.0066     676.9131   60605.2415
   101   12 Mg         0.0066     676.9143   60605.3430
   102   12 Mg         0.0066     676.9113   60605.0758
   103   12 Mg         0.0066     676.9113   60605.0757
   104   12 Mg         0.0066     676.9113   60605.0757
   105   12 Mg         0.0066     676.9119   60605.1342
   106   12 Mg         0.0066     676.9119   60605.1341
   107   12 Mg         0.0066     676.9119   60605.1341
   108   12 Mg         0.0066     676.9128   60605.2078
   109   12 Mg         0.0066     676.9128   60605.2076
   110   12 Mg         0.0066     676.9128   60605.2078
   111   12 Mg         0.0066     676.9128   60605.2078
   112   12 Mg         0.0066     676.9128   60605.2077
   113   12 Mg         0.0066     676.9128   60605.2078
   114   12 Mg         0.0066     676.9120   60605.1394
   115   12 Mg         0.0066     676.9120   60605.1393
   116   12 Mg         0.0066     676.9120   60605.1394
   117   12 Mg         0.0066     676.9120   60605.1394
   118   12 Mg         0.0066     676.9120   60605.1393
   119   12 Mg         0.0066     676.9120   60605.1394
   120   12 Mg         0.0065     676.9164   60605.5364
   121   12 Mg         0.0065     676.9164   60605.5363
   122   12 Mg         0.0065     676.9164   60605.5364
   123   12 Mg         0.0065     676.9164   60605.5302
   124   12 Mg         0.0065     676.9164   60605.5303
   125   12 Mg         0.0065     676.9164   60605.5303
   126   12 Mg         0.0071     676.8868   60602.8810
   127   12 Mg         0.0071     676.8868   60602.8810
   128   12 Mg         0.0071     676.8868   60602.8811
   129   12 Mg         0.0066     676.9105   60605.0089
   130   12 Mg         0.0066     676.9105   60605.0088
   131   12 Mg         0.0066     676.9105   60605.0088
   132   12 Mg         0.0066     676.9105   60605.0088
   133   12 Mg         0.0066     676.9105   60605.0090
   134   12 Mg         0.0066     676.9105   60605.0086
   135   12 Mg         0.0067     676.9078   60604.7642
   136   12 Mg         0.0067     676.9078   60604.7640
   137   12 Mg         0.0067     676.9078   60604.7642
   138   12 Mg         0.0066     676.9114   60605.0880
   139   12 Mg         0.0066     676.9114   60605.0877
   140   12 Mg         0.0066     676.9114   60605.0878
   141   12 Mg         0.0065     676.9174   60605.6273
   142   12 Mg         0.0065     676.9175   60605.6274
   143   12 Mg         0.0065     676.9174   60605.6273
   144   12 Mg         0.0065     676.9174   60605.6273
   145   12 Mg         0.0065     676.9174   60605.6272
   146   12 Mg         0.0065     676.9174   60605.6272
   147   12 Mg         0.0065     676.9182   60605.6988
   148   12 Mg         0.0065     676.9191   60605.7721
   149   12 Mg         0.0065     676.9191   60605.7723
   150   12 Mg         0.0065     676.9191   60605.7723
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.52775139E-02     -3.31168997
     2   12 Mg  -0.21883096E-02     -1.37318502
     3   12 Mg  -0.21898710E-02     -1.37416480
     4   12 Mg  -0.21898678E-02     -1.37416281
     5   12 Mg  -0.23562730E-02     -1.47858363
     6   12 Mg  -0.23562712E-02     -1.47858250
     7   12 Mg  -0.21883171E-02     -1.37318969
     8   12 Mg  -0.21883125E-02     -1.37318684
     9   12 Mg  -0.22036680E-02     -1.38282254
    10   12 Mg  -0.22036725E-02     -1.38282534
    11   12 Mg  -0.22241375E-02     -1.39566735
    12   12 Mg  -0.21898691E-02     -1.37416361
    13   12 Mg  -0.22036881E-02     -1.38283517
    14   12 Mg  -0.22036783E-02     -1.38282904
    15   12 Mg  -0.22110654E-02     -1.38746450
    16   12 Mg  -0.22110809E-02     -1.38747419
    17   12 Mg  -0.23562639E-02     -1.47857793
    18   12 Mg  -0.23562628E-02     -1.47857724
    19   12 Mg  -0.22241435E-02     -1.39567111
    20   12 Mg  -0.22241543E-02     -1.39567793
    21   12 Mg  -0.22110857E-02     -1.38747721
    22   12 Mg  -0.23562604E-02     -1.47857574
    23   12 Mg  -0.23562754E-02     -1.47858516
    24   12 Mg  -0.22036921E-02     -1.38283764
    25   12 Mg  -0.22036645E-02     -1.38282038
    26   12 Mg  -0.21744315E-02     -1.36447637
    27   12 Mg  -0.21744195E-02     -1.36446885
    28   12 Mg  -0.21744237E-02     -1.36447149
    29   12 Mg  -0.21630539E-02     -1.35733681
    30   12 Mg  -0.21675227E-02     -1.36014105
    31   12 Mg  -0.21675142E-02     -1.36013573
    32   12 Mg  -0.21675214E-02     -1.36014021
    33   12 Mg  -0.21675200E-02     -1.36013933
    34   12 Mg  -0.21675244E-02     -1.36014208
    35   12 Mg  -0.21675252E-02     -1.36014258
    36   12 Mg  -0.21994584E-02     -1.38018098
    37   12 Mg  -0.21994744E-02     -1.38019099
    38   12 Mg  -0.21994666E-02     -1.38018612
    39   12 Mg  -0.22179089E-02     -1.39175884
    40   12 Mg  -0.22179219E-02     -1.39176700
    41   12 Mg  -0.22179119E-02     -1.39176075
    42   12 Mg  -0.22064573E-02     -1.38457288
    43   12 Mg  -0.22064618E-02     -1.38457568
    44   12 Mg  -0.22064646E-02     -1.38457743
    45   12 Mg  -0.22064655E-02     -1.38457802
    46   12 Mg  -0.22064525E-02     -1.38456987
    47   12 Mg  -0.22064731E-02     -1.38458281
    48   12 Mg  -0.23705417E-02     -1.48753739
    49   12 Mg  -0.23705366E-02     -1.48753415
    50   12 Mg  -0.23705357E-02     -1.48753359
    51   12 Mg  -0.21723299E-02     -1.36315757
    52   12 Mg  -0.21723265E-02     -1.36315543
    53   12 Mg  -0.21723247E-02     -1.36315433
    54   12 Mg  -0.21723863E-02     -1.36319298
    55   12 Mg  -0.21723917E-02     -1.36319638
    56   12 Mg  -0.21723889E-02     -1.36319463
    57   12 Mg  -0.21955187E-02     -1.37770878
    58   12 Mg  -0.21955267E-02     -1.37771382
    59   12 Mg  -0.21955210E-02     -1.37771021
    60   12 Mg  -0.21955192E-02     -1.37770907
    61   12 Mg  -0.21955268E-02     -1.37771387
    62   12 Mg  -0.21955212E-02     -1.37771035
    63   12 Mg  -0.21925266E-02     -1.37583123
    64   12 Mg  -0.21925363E-02     -1.37583729
    65   12 Mg  -0.21925265E-02     -1.37583113
    66   12 Mg  -0.21925265E-02     -1.37583115
    67   12 Mg  -0.21925315E-02     -1.37583427
    68   12 Mg  -0.21925241E-02     -1.37582968
    69   12 Mg  -0.21972385E-02     -1.37878795
    70   12 Mg  -0.21972463E-02     -1.37879285
    71   12 Mg  -0.21972463E-02     -1.37879285
    72   12 Mg  -0.22002621E-02     -1.38068529
    73   12 Mg  -0.22002678E-02     -1.38068888
    74   12 Mg  -0.22002676E-02     -1.38068876
    75   12 Mg  -0.21894611E-02     -1.37390758
    76   12 Mg  -0.21837473E-02     -1.37032213
    77   12 Mg  -0.21837376E-02     -1.37031601
    78   12 Mg  -0.21825263E-02     -1.36955594
    79   12 Mg  -0.21819350E-02     -1.36918487
    80   12 Mg  -0.21819307E-02     -1.36918217
    81   12 Mg  -0.21819350E-02     -1.36918486
    82   12 Mg  -0.21819330E-02     -1.36918366
    83   12 Mg  -0.21859546E-02     -1.37170722
    84   12 Mg  -0.21913896E-02     -1.37511774
    85   12 Mg  -0.21913796E-02     -1.37511146
    86   12 Mg  -0.21819303E-02     -1.36918194
    87   12 Mg  -0.21819379E-02     -1.36918672
    88   12 Mg  -0.21900142E-02     -1.37425466
    89   12 Mg  -0.21900219E-02     -1.37425951
    90   12 Mg  -0.21963426E-02     -1.37822578
    91   12 Mg  -0.21837397E-02     -1.37031732
    92   12 Mg  -0.21913851E-02     -1.37511493
    93   12 Mg  -0.21913876E-02     -1.37511650
    94   12 Mg  -0.21963503E-02     -1.37823060
    95   12 Mg  -0.21963479E-02     -1.37822915
    96   12 Mg  -0.21825288E-02     -1.36955749
    97   12 Mg  -0.21825272E-02     -1.36955648
    98   12 Mg  -0.21913946E-02     -1.37512090
    99   12 Mg  -0.21913930E-02     -1.37511985
   100   12 Mg  -0.21900169E-02     -1.37425638
   101   12 Mg  -0.21894607E-02     -1.37390734
   102   12 Mg  -0.22002533E-02     -1.38067979
   103   12 Mg  -0.22002590E-02     -1.38068339
   104   12 Mg  -0.22002588E-02     -1.38068326
   105   12 Mg  -0.21972338E-02     -1.37878505
   106   12 Mg  -0.21972416E-02     -1.37878995
   107   12 Mg  -0.21972416E-02     -1.37878995
   108   12 Mg  -0.21925224E-02     -1.37582856
   109   12 Mg  -0.21925320E-02     -1.37583462
   110   12 Mg  -0.21925222E-02     -1.37582845
   111   12 Mg  -0.21925222E-02     -1.37582848
   112   12 Mg  -0.21925272E-02     -1.37583160
   113   12 Mg  -0.21925199E-02     -1.37582701
   114   12 Mg  -0.21955106E-02     -1.37770368
   115   12 Mg  -0.21955186E-02     -1.37770873
   116   12 Mg  -0.21955129E-02     -1.37770512
   117   12 Mg  -0.21955110E-02     -1.37770398
   118   12 Mg  -0.21955187E-02     -1.37770877
   119   12 Mg  -0.21955131E-02     -1.37770526
   120   12 Mg  -0.21723860E-02     -1.36319282
   121   12 Mg  -0.21723915E-02     -1.36319622
   122   12 Mg  -0.21723887E-02     -1.36319447
   123   12 Mg  -0.21723296E-02     -1.36315741
   124   12 Mg  -0.21723262E-02     -1.36315527
   125   12 Mg  -0.21723244E-02     -1.36315417
   126   12 Mg  -0.23705374E-02     -1.48753469
   127   12 Mg  -0.23705323E-02     -1.48753145
   128   12 Mg  -0.23705314E-02     -1.48753089
   129   12 Mg  -0.22064610E-02     -1.38457520
   130   12 Mg  -0.22064655E-02     -1.38457800
   131   12 Mg  -0.22064683E-02     -1.38457975
   132   12 Mg  -0.22064692E-02     -1.38458034
   133   12 Mg  -0.22064562E-02     -1.38457219
   134   12 Mg  -0.22064768E-02     -1.38458513
   135   12 Mg  -0.22179093E-02     -1.39175907
   136   12 Mg  -0.22179223E-02     -1.39176723
   137   12 Mg  -0.22179123E-02     -1.39176098
   138   12 Mg  -0.21994660E-02     -1.38018577
   139   12 Mg  -0.21994820E-02     -1.38019578
   140   12 Mg  -0.21994742E-02     -1.38019091
   141   12 Mg  -0.21675228E-02     -1.36014109
   142   12 Mg  -0.21675143E-02     -1.36013577
   143   12 Mg  -0.21675215E-02     -1.36014025
   144   12 Mg  -0.21675201E-02     -1.36013937
   145   12 Mg  -0.21675244E-02     -1.36014212
   146   12 Mg  -0.21675252E-02     -1.36014262
   147   12 Mg  -0.21630535E-02     -1.35733654
   148   12 Mg  -0.21744282E-02     -1.36447427
   149   12 Mg  -0.21744162E-02     -1.36446675
   150   12 Mg  -0.21744204E-02     -1.36446939
--------------------------------------------------

Dispersion energy:      -3.3383795228432E-01 Eh

[Info] Dispersion energy written to .EDISP
