-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0310    4342.2386 1048704.9211
    59   12 Mg         0.0128     676.6068   60577.8104
    60   12 Mg         0.0128     676.6068   60577.8105
    61   12 Mg         0.0128     676.6068   60577.8102
    62   12 Mg         0.0128     676.6068   60577.8104
    63   12 Mg         0.0127     676.6085   60577.9676
    64   12 Mg         0.0127     676.6085   60577.9673
    65   12 Mg         0.0127     676.6085   60577.9677
    66   12 Mg         0.0127     676.6085   60577.9677
    67   12 Mg         0.0127     676.6085   60577.9675
    68   12 Mg         0.0127     676.6085   60577.9678
    69   12 Mg         0.0128     676.6069   60577.8263
    70   12 Mg         0.0128     676.6069   60577.8260
    71   12 Mg         0.0128     676.6069   60577.8260
    72   12 Mg         0.0128     676.6053   60577.6831
    73   12 Mg         0.0128     676.6053   60577.6829
    74   12 Mg         0.0128     676.6053   60577.6829
    75   12 Mg         0.0127     676.6122   60578.3019
    76   12 Mg         0.0127     676.6121   60578.2901
    77   12 Mg         0.0127     676.6121   60578.2905
    78   12 Mg         0.0127     676.6126   60578.3360
    79   12 Mg         0.0126     676.6128   60578.3490
    80   12 Mg         0.0126     676.6128   60578.3491
    81   12 Mg         0.0126     676.6128   60578.3490
    82   12 Mg         0.0126     676.6128   60578.3490
    83   12 Mg         0.0127     676.6106   60578.1565
    84   12 Mg         0.0127     676.6089   60577.9990
    85   12 Mg         0.0127     676.6089   60577.9994
    86   12 Mg         0.0126     676.6128   60578.3491
    87   12 Mg         0.0126     676.6128   60578.3489
    88   12 Mg         0.0127     676.6095   60578.0532
    89   12 Mg         0.0127     676.6095   60578.0529
    90   12 Mg         0.0128     676.6068   60577.8127
    91   12 Mg         0.0127     676.6121   60578.2904
    92   12 Mg         0.0127     676.6089   60577.9992
    93   12 Mg         0.0127     676.6089   60577.9991
    94   12 Mg         0.0128     676.6068   60577.8124
    95   12 Mg         0.0128     676.6068   60577.8125
    96   12 Mg         0.0127     676.6126   60578.3359
    97   12 Mg         0.0127     676.6126   60578.3360
    98   12 Mg         0.0127     676.6089   60577.9988
    99   12 Mg         0.0127     676.6089   60577.9989
   100   12 Mg         0.0127     676.6095   60578.0531
   101   12 Mg         0.0127     676.6122   60578.3019
   102   12 Mg         0.0128     676.6053   60577.6835
   103   12 Mg         0.0128     676.6053   60577.6833
   104   12 Mg         0.0128     676.6053   60577.6833
   105   12 Mg         0.0128     676.6069   60577.8265
   106   12 Mg         0.0128     676.6069   60577.8262
   107   12 Mg         0.0128     676.6069   60577.8262
   108   12 Mg         0.0127     676.6085   60577.9678
   109   12 Mg         0.0127     676.6085   60577.9674
   110   12 Mg         0.0127     676.6085   60577.9678
   111   12 Mg         0.0127     676.6085   60577.9678
   112   12 Mg         0.0127     676.6085   60577.9676
   113   12 Mg         0.0127     676.6085   60577.9679
   114   12 Mg         0.0128     676.6068   60577.8108
   115   12 Mg         0.0128     676.6068   60577.8105
   116   12 Mg         0.0128     676.6068   60577.8107
   117   12 Mg         0.0128     676.6068   60577.8108
   118   12 Mg         0.0128     676.6068   60577.8105
   119   12 Mg         0.0128     676.6068   60577.8107
   120   12 Mg         0.0126     676.6167   60578.7044
   121   12 Mg         0.0126     676.6167   60578.7042
   122   12 Mg         0.0126     676.6167   60578.7043
   123   12 Mg         0.0126     676.6166   60578.6944
   124   12 Mg         0.0126     676.6166   60578.6945
   125   12 Mg         0.0126     676.6166   60578.6946
   126   12 Mg         0.0139     676.5466   60572.4209
   127   12 Mg         0.0139     676.5466   60572.4211
   128   12 Mg         0.0139     676.5466   60572.4212
   129   12 Mg         0.0128     676.6039   60577.5510
   130   12 Mg         0.0128     676.6039   60577.5508
   131   12 Mg         0.0128     676.6039   60577.5507
   132   12 Mg         0.0128     676.6039   60577.5507
   133   12 Mg         0.0128     676.6039   60577.5512
   134   12 Mg         0.0128     676.6039   60577.5504
   135   12 Mg         0.0129     676.5977   60577.0023
   136   12 Mg         0.0129     676.5977   60577.0018
   137   12 Mg         0.0129     676.5977   60577.0022
   138   12 Mg         0.0128     676.6055   60577.6977
   139   12 Mg         0.0128     676.6055   60577.6971
   140   12 Mg         0.0128     676.6055   60577.6974
   141   12 Mg         0.0125     676.6191   60578.9162
   142   12 Mg         0.0125     676.6191   60578.9165
   143   12 Mg         0.0125     676.6191   60578.9163
   144   12 Mg         0.0125     676.6191   60578.9163
   145   12 Mg         0.0125     676.6191   60578.9161
   146   12 Mg         0.0125     676.6191   60578.9161
   147   12 Mg         0.0125     676.6208   60579.0658
   148   12 Mg         0.0124     676.6231   60579.2750
   149   12 Mg         0.0124     676.6231   60579.2754
   150   12 Mg         0.0124     676.6231   60579.2753
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.83599957E-02     -5.24597651
     2   12 Mg  -0.35852742E-02     -2.24979352
     3   12 Mg  -0.35880042E-02     -2.25150665
     4   12 Mg  -0.35879989E-02     -2.25150333
     5   12 Mg  -0.38355586E-02     -2.40684933
     6   12 Mg  -0.38355573E-02     -2.40684856
     7   12 Mg  -0.35852859E-02     -2.24980089
     8   12 Mg  -0.35852788E-02     -2.24979641
     9   12 Mg  -0.36093148E-02     -2.26487925
    10   12 Mg  -0.36093221E-02     -2.26488383
    11   12 Mg  -0.36419780E-02     -2.28537569
    12   12 Mg  -0.35880010E-02     -2.25150464
    13   12 Mg  -0.36093467E-02     -2.26489923
    14   12 Mg  -0.36093311E-02     -2.26488947
    15   12 Mg  -0.36212637E-02     -2.27237727
    16   12 Mg  -0.36212880E-02     -2.27239253
    17   12 Mg  -0.38355456E-02     -2.40684117
    18   12 Mg  -0.38355441E-02     -2.40684028
    19   12 Mg  -0.36419874E-02     -2.28538162
    20   12 Mg  -0.36420044E-02     -2.28539228
    21   12 Mg  -0.36212956E-02     -2.27239731
    22   12 Mg  -0.38355395E-02     -2.40683739
    23   12 Mg  -0.38355648E-02     -2.40685328
    24   12 Mg  -0.36093527E-02     -2.26490303
    25   12 Mg  -0.36093096E-02     -2.26487594
    26   12 Mg  -0.35657696E-02     -2.23755421
    27   12 Mg  -0.35657505E-02     -2.23754225
    28   12 Mg  -0.35657573E-02     -2.23754649
    29   12 Mg  -0.35454373E-02     -2.22479547
    30   12 Mg  -0.35524866E-02     -2.22921897
    31   12 Mg  -0.35524730E-02     -2.22921049
    32   12 Mg  -0.35524844E-02     -2.22921760
    33   12 Mg  -0.35524821E-02     -2.22921619
    34   12 Mg  -0.35524891E-02     -2.22922056
    35   12 Mg  -0.35524903E-02     -2.22922133
    36   12 Mg  -0.36029264E-02     -2.26087045
    37   12 Mg  -0.36029516E-02     -2.26088627
    38   12 Mg  -0.36029394E-02     -2.26087859
    39   12 Mg  -0.36320964E-02     -2.27917489
    40   12 Mg  -0.36321169E-02     -2.27918777
    41   12 Mg  -0.36321013E-02     -2.27917797
    42   12 Mg  -0.36143117E-02     -2.26801483
    43   12 Mg  -0.36143187E-02     -2.26801923
    44   12 Mg  -0.36143231E-02     -2.26802200
    45   12 Mg  -0.36143246E-02     -2.26802290
    46   12 Mg  -0.36143041E-02     -2.26801007
    47   12 Mg  -0.36143367E-02     -2.26803051
    48   12 Mg  -0.38578605E-02     -2.42084399
    49   12 Mg  -0.38578523E-02     -2.42083886
    50   12 Mg  -0.38578509E-02     -2.42083797
    51   12 Mg  -0.35599400E-02     -2.23389607
    52   12 Mg  -0.35599346E-02     -2.23389268
    53   12 Mg  -0.35599319E-02     -2.23389096
    54   12 Mg  -0.35601921E-02     -2.23405429
    55   12 Mg  -0.35602007E-02     -2.23405966
    56   12 Mg  -0.35601963E-02     -2.23405689
    57   12 Mg  -0.35966204E-02     -2.25691338
    58   12 Mg  -0.35966331E-02     -2.25692135
    59   12 Mg  -0.35966240E-02     -2.25691564
    60   12 Mg  -0.35966211E-02     -2.25691382
    61   12 Mg  -0.35966331E-02     -2.25692137
    62   12 Mg  -0.35966243E-02     -2.25691584
    63   12 Mg  -0.35918713E-02     -2.25393326
    64   12 Mg  -0.35918866E-02     -2.25394290
    65   12 Mg  -0.35918711E-02     -2.25393315
    66   12 Mg  -0.35918711E-02     -2.25393315
    67   12 Mg  -0.35918790E-02     -2.25393807
    68   12 Mg  -0.35918675E-02     -2.25393086
    69   12 Mg  -0.35996405E-02     -2.25880855
    70   12 Mg  -0.35996528E-02     -2.25881626
    71   12 Mg  -0.35996529E-02     -2.25881628
    72   12 Mg  -0.36043600E-02     -2.26177005
    73   12 Mg  -0.36043691E-02     -2.26177576
    74   12 Mg  -0.36043688E-02     -2.26177558
    75   12 Mg  -0.35879985E-02     -2.25150303
    76   12 Mg  -0.35781262E-02     -2.24530809
    77   12 Mg  -0.35781109E-02     -2.24529846
    78   12 Mg  -0.35762768E-02     -2.24414757
    79   12 Mg  -0.35752614E-02     -2.24351037
    80   12 Mg  -0.35752546E-02     -2.24350614
    81   12 Mg  -0.35752613E-02     -2.24351036
    82   12 Mg  -0.35752583E-02     -2.24350849
    83   12 Mg  -0.35814800E-02     -2.24741264
    84   12 Mg  -0.35902103E-02     -2.25289099
    85   12 Mg  -0.35901946E-02     -2.25288111
    86   12 Mg  -0.35752539E-02     -2.24350571
    87   12 Mg  -0.35752660E-02     -2.24351331
    88   12 Mg  -0.35880644E-02     -2.25154439
    89   12 Mg  -0.35880765E-02     -2.25155201
    90   12 Mg  -0.35980268E-02     -2.25779591
    91   12 Mg  -0.35781141E-02     -2.24530051
    92   12 Mg  -0.35902034E-02     -2.25288662
    93   12 Mg  -0.35902072E-02     -2.25288902
    94   12 Mg  -0.35980389E-02     -2.25780351
    95   12 Mg  -0.35980353E-02     -2.25780125
    96   12 Mg  -0.35762807E-02     -2.24415002
    97   12 Mg  -0.35762783E-02     -2.24414849
    98   12 Mg  -0.35902183E-02     -2.25289600
    99   12 Mg  -0.35902157E-02     -2.25289436
   100   12 Mg  -0.35880687E-02     -2.25154712
   101   12 Mg  -0.35879978E-02     -2.25150261
   102   12 Mg  -0.36043462E-02     -2.26176139
   103   12 Mg  -0.36043553E-02     -2.26176709
   104   12 Mg  -0.36043550E-02     -2.26176692
   105   12 Mg  -0.35996332E-02     -2.25880395
   106   12 Mg  -0.35996455E-02     -2.25881166
   107   12 Mg  -0.35996455E-02     -2.25881168
   108   12 Mg  -0.35918645E-02     -2.25392903
   109   12 Mg  -0.35918799E-02     -2.25393867
   110   12 Mg  -0.35918644E-02     -2.25392892
   111   12 Mg  -0.35918644E-02     -2.25392892
   112   12 Mg  -0.35918722E-02     -2.25393384
   113   12 Mg  -0.35918607E-02     -2.25392662
   114   12 Mg  -0.35966076E-02     -2.25690536
   115   12 Mg  -0.35966203E-02     -2.25691333
   116   12 Mg  -0.35966112E-02     -2.25690762
   117   12 Mg  -0.35966083E-02     -2.25690579
   118   12 Mg  -0.35966204E-02     -2.25691335
   119   12 Mg  -0.35966116E-02     -2.25690782
   120   12 Mg  -0.35601917E-02     -2.23405402
   121   12 Mg  -0.35602003E-02     -2.23405939
   122   12 Mg  -0.35601958E-02     -2.23405662
   123   12 Mg  -0.35599395E-02     -2.23389578
   124   12 Mg  -0.35599341E-02     -2.23389239
   125   12 Mg  -0.35599314E-02     -2.23389067
   126   12 Mg  -0.38578537E-02     -2.42083974
   127   12 Mg  -0.38578455E-02     -2.42083461
   128   12 Mg  -0.38578441E-02     -2.42083372
   129   12 Mg  -0.36143175E-02     -2.26801850
   130   12 Mg  -0.36143246E-02     -2.26802290
   131   12 Mg  -0.36143290E-02     -2.26802566
   132   12 Mg  -0.36143304E-02     -2.26802657
   133   12 Mg  -0.36143099E-02     -2.26801373
   134   12 Mg  -0.36143425E-02     -2.26803417
   135   12 Mg  -0.36320970E-02     -2.27917526
   136   12 Mg  -0.36321175E-02     -2.27918814
   137   12 Mg  -0.36321019E-02     -2.27917835
   138   12 Mg  -0.36029385E-02     -2.26087803
   139   12 Mg  -0.36029637E-02     -2.26089385
   140   12 Mg  -0.36029514E-02     -2.26088616
   141   12 Mg  -0.35524867E-02     -2.22921905
   142   12 Mg  -0.35524732E-02     -2.22921058
   143   12 Mg  -0.35524845E-02     -2.22921768
   144   12 Mg  -0.35524823E-02     -2.22921627
   145   12 Mg  -0.35524892E-02     -2.22922064
   146   12 Mg  -0.35524904E-02     -2.22922141
   147   12 Mg  -0.35454365E-02     -2.22479501
   148   12 Mg  -0.35657643E-02     -2.23755086
   149   12 Mg  -0.35657452E-02     -2.23753890
   150   12 Mg  -0.35657520E-02     -2.23754314
--------------------------------------------------

Dispersion energy:      -5.4636192941382E-01 Eh

[Info] Dispersion energy written to .EDISP
