-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0034    4342.2386 1048704.9211
    38   12 Mg         0.0017     677.1435   60625.8656
    39   12 Mg         0.0018     677.1428   60625.8018
    40   12 Mg         0.0018     677.1428   60625.8017
    41   12 Mg         0.0018     677.1428   60625.8017
    42   12 Mg         0.0017     677.1433   60625.8456
    43   12 Mg         0.0017     677.1433   60625.8456
    44   12 Mg         0.0017     677.1433   60625.8456
    45   12 Mg         0.0017     677.1433   60625.8456
    46   12 Mg         0.0017     677.1433   60625.8456
    47   12 Mg         0.0017     677.1433   60625.8455
    48   12 Mg         0.0018     677.1393   60625.4856
    49   12 Mg         0.0018     677.1393   60625.4856
    50   12 Mg         0.0018     677.1393   60625.4856
    51   12 Mg         0.0017     677.1445   60625.9585
    52   12 Mg         0.0017     677.1445   60625.9585
    53   12 Mg         0.0017     677.1445   60625.9585
    54   12 Mg         0.0017     677.1445   60625.9575
    55   12 Mg         0.0017     677.1445   60625.9575
    56   12 Mg         0.0017     677.1445   60625.9575
    57   12 Mg         0.0017     677.1436   60625.8776
    58   12 Mg         0.0017     677.1436   60625.8776
    59   12 Mg         0.0017     677.1436   60625.8776
    60   12 Mg         0.0017     677.1436   60625.8776
    61   12 Mg         0.0017     677.1436   60625.8776
    62   12 Mg         0.0017     677.1436   60625.8776
    63   12 Mg         0.0017     677.1437   60625.8878
    64   12 Mg         0.0017     677.1437   60625.8878
    65   12 Mg         0.0017     677.1437   60625.8878
    66   12 Mg         0.0017     677.1437   60625.8878
    67   12 Mg         0.0017     677.1437   60625.8878
    68   12 Mg         0.0017     677.1437   60625.8878
    69   12 Mg         0.0017     677.1436   60625.8735
    70   12 Mg         0.0017     677.1436   60625.8735
    71   12 Mg         0.0017     677.1436   60625.8735
    72   12 Mg         0.0017     677.1435   60625.8641
    73   12 Mg         0.0017     677.1435   60625.8641
    74   12 Mg         0.0017     677.1435   60625.8641
    75   12 Mg         0.0017     677.1440   60625.9112
    76   12 Mg         0.0017     677.1441   60625.9190
    77   12 Mg         0.0017     677.1441   60625.9190
    78   12 Mg         0.0017     677.1442   60625.9246
    79   12 Mg         0.0017     677.1442   60625.9247
    80   12 Mg         0.0017     677.1442   60625.9247
    81   12 Mg         0.0017     677.1442   60625.9247
    82   12 Mg         0.0017     677.1442   60625.9247
    83   12 Mg         0.0017     677.1440   60625.9094
    84   12 Mg         0.0017     677.1438   60625.8920
    85   12 Mg         0.0017     677.1438   60625.8920
    86   12 Mg         0.0017     677.1442   60625.9247
    87   12 Mg         0.0017     677.1442   60625.9247
    88   12 Mg         0.0017     677.1438   60625.8961
    89   12 Mg         0.0017     677.1438   60625.8960
    90   12 Mg         0.0017     677.1436   60625.8745
    91   12 Mg         0.0017     677.1441   60625.9190
    92   12 Mg         0.0017     677.1438   60625.8920
    93   12 Mg         0.0017     677.1438   60625.8920
    94   12 Mg         0.0017     677.1436   60625.8745
    95   12 Mg         0.0017     677.1436   60625.8745
    96   12 Mg         0.0017     677.1442   60625.9246
    97   12 Mg         0.0017     677.1442   60625.9246
    98   12 Mg         0.0017     677.1438   60625.8920
    99   12 Mg         0.0017     677.1438   60625.8920
   100   12 Mg         0.0017     677.1438   60625.8961
   101   12 Mg         0.0017     677.1440   60625.9112
   102   12 Mg         0.0017     677.1435   60625.8642
   103   12 Mg         0.0017     677.1435   60625.8642
   104   12 Mg         0.0017     677.1435   60625.8642
   105   12 Mg         0.0017     677.1436   60625.8735
   106   12 Mg         0.0017     677.1436   60625.8735
   107   12 Mg         0.0017     677.1436   60625.8735
   108   12 Mg         0.0017     677.1437   60625.8878
   109   12 Mg         0.0017     677.1437   60625.8878
   110   12 Mg         0.0017     677.1437   60625.8878
   111   12 Mg         0.0017     677.1437   60625.8878
   112   12 Mg         0.0017     677.1437   60625.8878
   113   12 Mg         0.0017     677.1437   60625.8878
   114   12 Mg         0.0017     677.1436   60625.8776
   115   12 Mg         0.0017     677.1436   60625.8776
   116   12 Mg         0.0017     677.1436   60625.8776
   117   12 Mg         0.0017     677.1436   60625.8776
   118   12 Mg         0.0017     677.1436   60625.8776
   119   12 Mg         0.0017     677.1436   60625.8776
   120   12 Mg         0.0017     677.1445   60625.9575
   121   12 Mg         0.0017     677.1445   60625.9575
   122   12 Mg         0.0017     677.1445   60625.9575
   123   12 Mg         0.0017     677.1445   60625.9585
   124   12 Mg         0.0017     677.1445   60625.9585
   125   12 Mg         0.0017     677.1445   60625.9585
   126   12 Mg         0.0018     677.1393   60625.4856
   127   12 Mg         0.0018     677.1393   60625.4856
   128   12 Mg         0.0018     677.1393   60625.4856
   129   12 Mg         0.0017     677.1433   60625.8456
   130   12 Mg         0.0017     677.1433   60625.8456
   131   12 Mg         0.0017     677.1433   60625.8456
   132   12 Mg         0.0017     677.1433   60625.8456
   133   12 Mg         0.0017     677.1433   60625.8456
   134   12 Mg         0.0017     677.1433   60625.8455
   135   12 Mg         0.0018     677.1428   60625.8018
   136   12 Mg         0.0018     677.1428   60625.8017
   137   12 Mg         0.0018     677.1428   60625.8017
   138   12 Mg         0.0017     677.1435   60625.8656
   139   12 Mg         0.0017     677.1435   60625.8655
   140   12 Mg         0.0017     677.1435   60625.8655
   141   12 Mg         0.0017     677.1447   60625.9779
   142   12 Mg         0.0017     677.1448   60625.9780
   143   12 Mg         0.0017     677.1447   60625.9779
   144   12 Mg         0.0017     677.1447   60625.9780
   145   12 Mg         0.0017     677.1447   60625.9779
   146   12 Mg         0.0017     677.1447   60625.9779
   147   12 Mg         0.0017     677.1449   60625.9902
   148   12 Mg         0.0017     677.1449   60625.9918
   149   12 Mg         0.0017     677.1449   60625.9918
   150   12 Mg         0.0017     677.1449   60625.9918
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.16286217E-02     -1.02197557
     2   12 Mg  -0.67556167E-03     -0.42392135
     3   12 Mg  -0.67606250E-03     -0.42423563
     4   12 Mg  -0.67606153E-03     -0.42423501
     5   12 Mg  -0.72756043E-03     -0.45655106
     6   12 Mg  -0.72755967E-03     -0.45655059
     7   12 Mg  -0.67556396E-03     -0.42392278
     8   12 Mg  -0.67556256E-03     -0.42392191
     9   12 Mg  -0.68034436E-03     -0.42692253
    10   12 Mg  -0.68034572E-03     -0.42692338
    11   12 Mg  -0.68667429E-03     -0.43089462
    12   12 Mg  -0.67606193E-03     -0.42423527
    13   12 Mg  -0.68035056E-03     -0.42692642
    14   12 Mg  -0.68034755E-03     -0.42692453
    15   12 Mg  -0.68264023E-03     -0.42836321
    16   12 Mg  -0.68264500E-03     -0.42836620
    17   12 Mg  -0.72755745E-03     -0.45654920
    18   12 Mg  -0.72755709E-03     -0.45654896
    19   12 Mg  -0.68667614E-03     -0.43089578
    20   12 Mg  -0.68667950E-03     -0.43089789
    21   12 Mg  -0.68264648E-03     -0.42836713
    22   12 Mg  -0.72755645E-03     -0.45654856
    23   12 Mg  -0.72756089E-03     -0.45655135
    24   12 Mg  -0.68035179E-03     -0.42692719
    25   12 Mg  -0.68034328E-03     -0.42692185
    26   12 Mg  -0.67110939E-03     -0.42112750
    27   12 Mg  -0.67110570E-03     -0.42112518
    28   12 Mg  -0.67110699E-03     -0.42112599
    29   12 Mg  -0.66779593E-03     -0.41904827
    30   12 Mg  -0.66917466E-03     -0.41991344
    31   12 Mg  -0.66917204E-03     -0.41991180
    32   12 Mg  -0.66917424E-03     -0.41991318
    33   12 Mg  -0.66917382E-03     -0.41991291
    34   12 Mg  -0.66917516E-03     -0.41991375
    35   12 Mg  -0.66917542E-03     -0.41991391
    36   12 Mg  -0.67902960E-03     -0.42609751
    37   12 Mg  -0.67903453E-03     -0.42610060
    38   12 Mg  -0.67903213E-03     -0.42609910
    39   12 Mg  -0.68473217E-03     -0.42967592
    40   12 Mg  -0.68473618E-03     -0.42967844
    41   12 Mg  -0.68473311E-03     -0.42967651
    42   12 Mg  -0.68116805E-03     -0.42743940
    43   12 Mg  -0.68116942E-03     -0.42744026
    44   12 Mg  -0.68117028E-03     -0.42744080
    45   12 Mg  -0.68117058E-03     -0.42744099
    46   12 Mg  -0.68116657E-03     -0.42743847
    47   12 Mg  -0.68117293E-03     -0.42744247
    48   12 Mg  -0.73198785E-03     -0.45932931
    49   12 Mg  -0.73198626E-03     -0.45932831
    50   12 Mg  -0.73198600E-03     -0.45932815
    51   12 Mg  -0.67065819E-03     -0.42084437
    52   12 Mg  -0.67065713E-03     -0.42084370
    53   12 Mg  -0.67065660E-03     -0.42084337
    54   12 Mg  -0.67063878E-03     -0.42083219
    55   12 Mg  -0.67064044E-03     -0.42083323
    56   12 Mg  -0.67063958E-03     -0.42083269
    57   12 Mg  -0.67779085E-03     -0.42532018
    58   12 Mg  -0.67779333E-03     -0.42532174
    59   12 Mg  -0.67779155E-03     -0.42532062
    60   12 Mg  -0.67779100E-03     -0.42532027
    61   12 Mg  -0.67779336E-03     -0.42532175
    62   12 Mg  -0.67779162E-03     -0.42532066
    63   12 Mg  -0.67690059E-03     -0.42476154
    64   12 Mg  -0.67690357E-03     -0.42476340
    65   12 Mg  -0.67690054E-03     -0.42476150
    66   12 Mg  -0.67690055E-03     -0.42476151
    67   12 Mg  -0.67690209E-03     -0.42476247
    68   12 Mg  -0.67689983E-03     -0.42476105
    69   12 Mg  -0.67831925E-03     -0.42565175
    70   12 Mg  -0.67832166E-03     -0.42565327
    71   12 Mg  -0.67832166E-03     -0.42565327
    72   12 Mg  -0.67927814E-03     -0.42625347
    73   12 Mg  -0.67927991E-03     -0.42625458
    74   12 Mg  -0.67927984E-03     -0.42625454
    75   12 Mg  -0.67592375E-03     -0.42414856
    76   12 Mg  -0.67415525E-03     -0.42303881
    77   12 Mg  -0.67415224E-03     -0.42303692
    78   12 Mg  -0.67380742E-03     -0.42282054
    79   12 Mg  -0.67360215E-03     -0.42269173
    80   12 Mg  -0.67360083E-03     -0.42269090
    81   12 Mg  -0.67360214E-03     -0.42269173
    82   12 Mg  -0.67360155E-03     -0.42269136
    83   12 Mg  -0.67484670E-03     -0.42347270
    84   12 Mg  -0.67651252E-03     -0.42451802
    85   12 Mg  -0.67650944E-03     -0.42451608
    86   12 Mg  -0.67360071E-03     -0.42269083
    87   12 Mg  -0.67360306E-03     -0.42269230
    88   12 Mg  -0.67610872E-03     -0.42426462
    89   12 Mg  -0.67611111E-03     -0.42426612
    90   12 Mg  -0.67807475E-03     -0.42549833
    91   12 Mg  -0.67415289E-03     -0.42303732
    92   12 Mg  -0.67651115E-03     -0.42451715
    93   12 Mg  -0.67651192E-03     -0.42451764
    94   12 Mg  -0.67807712E-03     -0.42549982
    95   12 Mg  -0.67807640E-03     -0.42549937
    96   12 Mg  -0.67380818E-03     -0.42282101
    97   12 Mg  -0.67380768E-03     -0.42282071
    98   12 Mg  -0.67651408E-03     -0.42451899
    99   12 Mg  -0.67651356E-03     -0.42451867
   100   12 Mg  -0.67610956E-03     -0.42426516
   101   12 Mg  -0.67592364E-03     -0.42414849
   102   12 Mg  -0.67927543E-03     -0.42625177
   103   12 Mg  -0.67927720E-03     -0.42625288
   104   12 Mg  -0.67927714E-03     -0.42625284
   105   12 Mg  -0.67831782E-03     -0.42565086
   106   12 Mg  -0.67832023E-03     -0.42565237
   107   12 Mg  -0.67832023E-03     -0.42565237
   108   12 Mg  -0.67689928E-03     -0.42476071
   109   12 Mg  -0.67690225E-03     -0.42476258
   110   12 Mg  -0.67689922E-03     -0.42476068
   111   12 Mg  -0.67689924E-03     -0.42476069
   112   12 Mg  -0.67690077E-03     -0.42476165
   113   12 Mg  -0.67689851E-03     -0.42476023
   114   12 Mg  -0.67778834E-03     -0.42531861
   115   12 Mg  -0.67779083E-03     -0.42532017
   116   12 Mg  -0.67778905E-03     -0.42531905
   117   12 Mg  -0.67778849E-03     -0.42531870
   118   12 Mg  -0.67779085E-03     -0.42532018
   119   12 Mg  -0.67778912E-03     -0.42531909
   120   12 Mg  -0.67063870E-03     -0.42083214
   121   12 Mg  -0.67064036E-03     -0.42083318
   122   12 Mg  -0.67063950E-03     -0.42083264
   123   12 Mg  -0.67065811E-03     -0.42084432
   124   12 Mg  -0.67065705E-03     -0.42084365
   125   12 Mg  -0.67065652E-03     -0.42084332
   126   12 Mg  -0.73198653E-03     -0.45932848
   127   12 Mg  -0.73198493E-03     -0.45932748
   128   12 Mg  -0.73198467E-03     -0.45932732
   129   12 Mg  -0.68116918E-03     -0.42744012
   130   12 Mg  -0.68117055E-03     -0.42744098
   131   12 Mg  -0.68117142E-03     -0.42744152
   132   12 Mg  -0.68117172E-03     -0.42744170
   133   12 Mg  -0.68116770E-03     -0.42743919
   134   12 Mg  -0.68117406E-03     -0.42744318
   135   12 Mg  -0.68473228E-03     -0.42967599
   136   12 Mg  -0.68473629E-03     -0.42967851
   137   12 Mg  -0.68473322E-03     -0.42967658
   138   12 Mg  -0.67903195E-03     -0.42609898
   139   12 Mg  -0.67903687E-03     -0.42610207
   140   12 Mg  -0.67903448E-03     -0.42610057
   141   12 Mg  -0.66917468E-03     -0.41991345
   142   12 Mg  -0.66917206E-03     -0.41991181
   143   12 Mg  -0.66917426E-03     -0.41991319
   144   12 Mg  -0.66917384E-03     -0.41991292
   145   12 Mg  -0.66917518E-03     -0.41991376
   146   12 Mg  -0.66917543E-03     -0.41991392
   147   12 Mg  -0.66779579E-03     -0.41904819
   148   12 Mg  -0.67110836E-03     -0.42112685
   149   12 Mg  -0.67110467E-03     -0.42112454
   150   12 Mg  -0.67110596E-03     -0.42112535
--------------------------------------------------

Dispersion energy:      -1.0306326065217E-01 Eh

[Info] Dispersion energy written to .EDISP
