-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.2944    4342.2386 1048704.9211
    38   12 Mg         0.0986     670.6066   60040.6026
    39   12 Mg         0.1002     670.4638   60027.8184
    40   12 Mg         0.1002     670.4637   60027.8092
    41   12 Mg         0.1002     670.4638   60027.8168
    42   12 Mg         0.0990     670.5766   60037.9232
    43   12 Mg         0.0990     670.5766   60037.9198
    44   12 Mg         0.0990     670.5766   60037.9181
    45   12 Mg         0.0990     670.5766   60037.9173
    46   12 Mg         0.0990     670.5767   60037.9265
    47   12 Mg         0.0990     670.5765   60037.9123
    48   12 Mg         0.1123     669.2757   59921.4470
    49   12 Mg         0.1123     669.2757   59921.4508
    50   12 Mg         0.1123     669.2757   59921.4519
    51   12 Mg         0.0965     670.8045   60058.3199
    52   12 Mg         0.0965     670.8045   60058.3220
    53   12 Mg         0.0965     670.8045   60058.3236
    54   12 Mg         0.0965     670.8066   60058.5080
    55   12 Mg         0.0965     670.8065   60058.5044
    56   12 Mg         0.0965     670.8065   60058.5062
    57   12 Mg         0.0984     670.6261   60042.3497
    58   12 Mg         0.0984     670.6260   60042.3441
    59   12 Mg         0.0984     670.6261   60042.3480
    60   12 Mg         0.0984     670.6261   60042.3493
    61   12 Mg         0.0984     670.6260   60042.3438
    62   12 Mg         0.0984     670.6261   60042.3478
    63   12 Mg         0.0980     670.6609   60045.4652
    64   12 Mg         0.0980     670.6608   60045.4589
    65   12 Mg         0.0980     670.6609   60045.4657
    66   12 Mg         0.0980     670.6609   60045.4654
    67   12 Mg         0.0980     670.6608   60045.4619
    68   12 Mg         0.0980     670.6609   60045.4673
    69   12 Mg         0.0983     670.6351   60043.1585
    70   12 Mg         0.0983     670.6351   60043.1530
    71   12 Mg         0.0983     670.6351   60043.1531
    72   12 Mg         0.0986     670.6086   60040.7852
    73   12 Mg         0.0986     670.6086   60040.7815
    74   12 Mg         0.0986     670.6086   60040.7818
    75   12 Mg         0.0972     670.7361   60052.2043
    76   12 Mg         0.0974     670.7232   60051.0445
    77   12 Mg         0.0974     670.7233   60051.0515
    78   12 Mg         0.0972     670.7371   60052.2874
    79   12 Mg         0.0972     670.7363   60052.2179
    80   12 Mg         0.0972     670.7363   60052.2213
    81   12 Mg         0.0972     670.7363   60052.2179
    82   12 Mg         0.0972     670.7363   60052.2196
    83   12 Mg         0.0977     670.6942   60048.4489
    84   12 Mg         0.0980     670.6646   60045.7961
    85   12 Mg         0.0980     670.6647   60045.8035
    86   12 Mg         0.0972     670.7363   60052.2211
    87   12 Mg         0.0972     670.7363   60052.2161
    88   12 Mg         0.0979     670.6779   60046.9900
    89   12 Mg         0.0979     670.6778   60046.9843
    90   12 Mg         0.0984     670.6290   60042.6114
    91   12 Mg         0.0974     670.7233   60051.0499
    92   12 Mg         0.0980     670.6646   60045.7999
    93   12 Mg         0.0980     670.6646   60045.7976
    94   12 Mg         0.0984     670.6289   60042.6061
    95   12 Mg         0.0984     670.6290   60042.6080
    96   12 Mg         0.0972     670.7371   60052.2857
    97   12 Mg         0.0972     670.7371   60052.2874
    98   12 Mg         0.0980     670.6645   60045.7927
    99   12 Mg         0.0980     670.6646   60045.7943
   100   12 Mg         0.0979     670.6779   60046.9882
   101   12 Mg         0.0972     670.7361   60052.2042
   102   12 Mg         0.0986     670.6087   60040.7913
   103   12 Mg         0.0986     670.6086   60040.7876
   104   12 Mg         0.0986     670.6086   60040.7879
   105   12 Mg         0.0983     670.6351   60043.1615
   106   12 Mg         0.0983     670.6351   60043.1560
   107   12 Mg         0.0983     670.6351   60043.1561
   108   12 Mg         0.0980     670.6609   60045.4680
   109   12 Mg         0.0980     670.6608   60045.4617
   110   12 Mg         0.0980     670.6609   60045.4685
   111   12 Mg         0.0980     670.6609   60045.4681
   112   12 Mg         0.0980     670.6609   60045.4646
   113   12 Mg         0.0980     670.6609   60045.4701
   114   12 Mg         0.0984     670.6261   60042.3555
   115   12 Mg         0.0984     670.6261   60042.3499
   116   12 Mg         0.0984     670.6261   60042.3538
   117   12 Mg         0.0984     670.6261   60042.3551
   118   12 Mg         0.0984     670.6261   60042.3496
   119   12 Mg         0.0984     670.6261   60042.3536
   120   12 Mg         0.0965     670.8066   60058.5080
   121   12 Mg         0.0965     670.8065   60058.5044
   122   12 Mg         0.0965     670.8065   60058.5062
   123   12 Mg         0.0965     670.8045   60058.3198
   124   12 Mg         0.0965     670.8045   60058.3219
   125   12 Mg         0.0965     670.8045   60058.3234
   126   12 Mg         0.1123     669.2757   59921.4503
   127   12 Mg         0.1123     669.2758   59921.4542
   128   12 Mg         0.1123     669.2758   59921.4553
   129   12 Mg         0.0990     670.5766   60037.9205
   130   12 Mg         0.0990     670.5766   60037.9171
   131   12 Mg         0.0990     670.5766   60037.9153
   132   12 Mg         0.0990     670.5765   60037.9146
   133   12 Mg         0.0990     670.5766   60037.9238
   134   12 Mg         0.0990     670.5765   60037.9096
   135   12 Mg         0.1002     670.4638   60027.8183
   136   12 Mg         0.1002     670.4637   60027.8091
   137   12 Mg         0.1002     670.4638   60027.8167
   138   12 Mg         0.0986     670.6066   60040.6027
   139   12 Mg         0.0986     670.6064   60040.5916
   140   12 Mg         0.0986     670.6065   60040.5972
   141   12 Mg         0.0960     670.8520   60062.5765
   142   12 Mg         0.0960     670.8521   60062.5817
   143   12 Mg         0.0960     670.8520   60062.5769
   144   12 Mg         0.0960     670.8520   60062.5780
   145   12 Mg         0.0960     670.8520   60062.5750
   146   12 Mg         0.0960     670.8520   60062.5744
   147   12 Mg         0.0957     670.8797   60065.0567
   148   12 Mg         0.0950     670.9419   60070.6288
   149   12 Mg         0.0950     670.9420   60070.6365
   150   12 Mg         0.0950     670.9420   60070.6341
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.23148716E-01    -14.52603851
     2   12 Mg  -0.10981104E-01     -6.89074663
     3   12 Mg  -0.10998917E-01     -6.90192449
     4   12 Mg  -0.10998901E-01     -6.90191479
     5   12 Mg  -0.11517251E-01     -7.22718440
     6   12 Mg  -0.11517249E-01     -7.22718277
     7   12 Mg  -0.10981126E-01     -6.89076049
     8   12 Mg  -0.10981113E-01     -6.89075273
     9   12 Mg  -0.11031158E-01     -6.92215610
    10   12 Mg  -0.11031174E-01     -6.92216623
    11   12 Mg  -0.11107498E-01     -6.97006020
    12   12 Mg  -0.10998909E-01     -6.90191966
    13   12 Mg  -0.11031219E-01     -6.92219437
    14   12 Mg  -0.11031188E-01     -6.92217512
    15   12 Mg  -0.11062169E-01     -6.94161562
    16   12 Mg  -0.11062214E-01     -6.94164416
    17   12 Mg  -0.11517225E-01     -7.22716802
    18   12 Mg  -0.11517225E-01     -7.22716769
    19   12 Mg  -0.11107517E-01     -6.97007235
    20   12 Mg  -0.11107549E-01     -6.97009196
    21   12 Mg  -0.11062228E-01     -6.94165307
    22   12 Mg  -0.11517215E-01     -7.22716143
    23   12 Mg  -0.11517265E-01     -7.22719321
    24   12 Mg  -0.11031231E-01     -6.92220172
    25   12 Mg  -0.11031148E-01     -6.92214996
    26   12 Mg  -0.11038529E-01     -6.92678130
    27   12 Mg  -0.11038491E-01     -6.92675766
    28   12 Mg  -0.11038505E-01     -6.92676640
    29   12 Mg  -0.10909673E-01     -6.84592300
    30   12 Mg  -0.10926431E-01     -6.85643875
    31   12 Mg  -0.10926402E-01     -6.85642062
    32   12 Mg  -0.10926423E-01     -6.85643415
    33   12 Mg  -0.10926420E-01     -6.85643231
    34   12 Mg  -0.10926433E-01     -6.85644037
    35   12 Mg  -0.10926436E-01     -6.85644224
    36   12 Mg  -0.11021938E-01     -6.91637046
    37   12 Mg  -0.11021987E-01     -6.91640114
    38   12 Mg  -0.11021964E-01     -6.91638666
    39   12 Mg  -0.11077207E-01     -6.95105218
    40   12 Mg  -0.11077246E-01     -6.95107675
    41   12 Mg  -0.11077219E-01     -6.95105984
    42   12 Mg  -0.11057417E-01     -6.93863415
    43   12 Mg  -0.11057429E-01     -6.93864154
    44   12 Mg  -0.11057438E-01     -6.93864741
    45   12 Mg  -0.11057442E-01     -6.93864944
    46   12 Mg  -0.11057403E-01     -6.93862506
    47   12 Mg  -0.11057466E-01     -6.93866490
    48   12 Mg  -0.11555629E-01     -7.25126654
    49   12 Mg  -0.11555613E-01     -7.25125634
    50   12 Mg  -0.11555612E-01     -7.25125630
    51   12 Mg  -0.10934572E-01     -6.86154779
    52   12 Mg  -0.10934560E-01     -6.86154027
    53   12 Mg  -0.10934557E-01     -6.86153831
    54   12 Mg  -0.10935620E-01     -6.86220542
    55   12 Mg  -0.10935638E-01     -6.86221629
    56   12 Mg  -0.10935629E-01     -6.86221057
    57   12 Mg  -0.11002916E-01     -6.90443413
    58   12 Mg  -0.11002941E-01     -6.90444957
    59   12 Mg  -0.11002922E-01     -6.90443796
    60   12 Mg  -0.11002917E-01     -6.90443493
    61   12 Mg  -0.11002940E-01     -6.90444907
    62   12 Mg  -0.11002923E-01     -6.90443843
    63   12 Mg  -0.11003719E-01     -6.90493821
    64   12 Mg  -0.11003750E-01     -6.90495729
    65   12 Mg  -0.11003721E-01     -6.90493897
    66   12 Mg  -0.11003719E-01     -6.90493815
    67   12 Mg  -0.11003734E-01     -6.90494724
    68   12 Mg  -0.11003714E-01     -6.90493474
    69   12 Mg  -0.11020528E-01     -6.91548586
    70   12 Mg  -0.11020551E-01     -6.91550029
    71   12 Mg  -0.11020552E-01     -6.91550052
    72   12 Mg  -0.11028390E-01     -6.92041912
    73   12 Mg  -0.11028409E-01     -6.92043105
    74   12 Mg  -0.11028409E-01     -6.92043095
    75   12 Mg  -0.11020902E-01     -6.91572033
    76   12 Mg  -0.10971030E-01     -6.88442506
    77   12 Mg  -0.10971002E-01     -6.88440766
    78   12 Mg  -0.10969807E-01     -6.88365803
    79   12 Mg  -0.10965819E-01     -6.88115525
    80   12 Mg  -0.10965808E-01     -6.88114853
    81   12 Mg  -0.10965819E-01     -6.88115516
    82   12 Mg  -0.10965815E-01     -6.88115289
    83   12 Mg  -0.10971349E-01     -6.88462545
    84   12 Mg  -0.10994611E-01     -6.89922235
    85   12 Mg  -0.10994582E-01     -6.89920455
    86   12 Mg  -0.10965805E-01     -6.88114633
    87   12 Mg  -0.10965829E-01     -6.88116168
    88   12 Mg  -0.10991653E-01     -6.89736624
    89   12 Mg  -0.10991675E-01     -6.89738019
    90   12 Mg  -0.11010439E-01     -6.90915491
    91   12 Mg  -0.10971007E-01     -6.88441076
    92   12 Mg  -0.10994601E-01     -6.89921602
    93   12 Mg  -0.10994606E-01     -6.89921917
    94   12 Mg  -0.11010462E-01     -6.90916936
    95   12 Mg  -0.11010457E-01     -6.90916595
    96   12 Mg  -0.10969815E-01     -6.88366255
    97   12 Mg  -0.10969813E-01     -6.88366185
    98   12 Mg  -0.10994626E-01     -6.89923218
    99   12 Mg  -0.10994624E-01     -6.89923049
   100   12 Mg  -0.10991662E-01     -6.89737190
   101   12 Mg  -0.11020899E-01     -6.91571840
   102   12 Mg  -0.11028363E-01     -6.92040225
   103   12 Mg  -0.11028382E-01     -6.92041418
   104   12 Mg  -0.11028382E-01     -6.92041408
   105   12 Mg  -0.11020513E-01     -6.91547617
   106   12 Mg  -0.11020536E-01     -6.91549061
   107   12 Mg  -0.11020536E-01     -6.91549083
   108   12 Mg  -0.11003706E-01     -6.90492958
   109   12 Mg  -0.11003736E-01     -6.90494867
   110   12 Mg  -0.11003707E-01     -6.90493034
   111   12 Mg  -0.11003706E-01     -6.90492953
   112   12 Mg  -0.11003720E-01     -6.90493862
   113   12 Mg  -0.11003700E-01     -6.90492611
   114   12 Mg  -0.11002892E-01     -6.90441918
   115   12 Mg  -0.11002917E-01     -6.90443462
   116   12 Mg  -0.11002898E-01     -6.90442301
   117   12 Mg  -0.11002894E-01     -6.90441998
   118   12 Mg  -0.11002916E-01     -6.90443412
   119   12 Mg  -0.11002899E-01     -6.90442348
   120   12 Mg  -0.10935619E-01     -6.86220434
   121   12 Mg  -0.10935636E-01     -6.86221521
   122   12 Mg  -0.10935627E-01     -6.86220949
   123   12 Mg  -0.10934570E-01     -6.86154598
   124   12 Mg  -0.10934558E-01     -6.86153845
   125   12 Mg  -0.10934554E-01     -6.86153649
   126   12 Mg  -0.11555616E-01     -7.25125854
   127   12 Mg  -0.11555600E-01     -7.25124834
   128   12 Mg  -0.11555600E-01     -7.25124829
   129   12 Mg  -0.11057428E-01     -6.93864056
   130   12 Mg  -0.11057439E-01     -6.93864796
   131   12 Mg  -0.11057449E-01     -6.93865383
   132   12 Mg  -0.11057452E-01     -6.93865585
   133   12 Mg  -0.11057413E-01     -6.93863147
   134   12 Mg  -0.11057477E-01     -6.93867132
   135   12 Mg  -0.11077209E-01     -6.95105361
   136   12 Mg  -0.11077248E-01     -6.95107818
   137   12 Mg  -0.11077221E-01     -6.95106126
   138   12 Mg  -0.11021960E-01     -6.91638447
   139   12 Mg  -0.11022009E-01     -6.91641515
   140   12 Mg  -0.11021986E-01     -6.91640066
   141   12 Mg  -0.10926432E-01     -6.85643928
   142   12 Mg  -0.10926403E-01     -6.85642116
   143   12 Mg  -0.10926424E-01     -6.85643469
   144   12 Mg  -0.10926421E-01     -6.85643285
   145   12 Mg  -0.10926434E-01     -6.85644091
   146   12 Mg  -0.10926437E-01     -6.85644278
   147   12 Mg  -0.10909670E-01     -6.84592124
   148   12 Mg  -0.11038518E-01     -6.92677488
   149   12 Mg  -0.11038481E-01     -6.92675124
   150   12 Mg  -0.11038495E-01     -6.92675998
--------------------------------------------------

Dispersion energy:      -1.6688728960589E+00 Eh

[Info] Dispersion energy written to .EDISP
