-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0047    4342.2386 1048704.9211
   102   12 Mg  -0.89348308E-03     -0.56066910
   103   12 Mg  -0.89348542E-03     -0.56067056
   104   12 Mg  -0.89348533E-03     -0.56067051
   105   12 Mg  -0.89223989E-03     -0.55988898
   106   12 Mg  -0.89224306E-03     -0.55989098
   107   12 Mg  -0.89224307E-03     -0.55989098
   108   12 Mg  -0.89037405E-03     -0.55871815
   109   12 Mg  -0.89037797E-03     -0.55872061
   110   12 Mg  -0.89037398E-03     -0.55871811
   111   12 Mg  -0.89037400E-03     -0.55871812
   112   12 Mg  -0.89037602E-03     -0.55871939
   113   12 Mg  -0.89037304E-03     -0.55871752
   114   12 Mg  -0.89152300E-03     -0.55943913
   115   12 Mg  -0.89152628E-03     -0.55944119
   116   12 Mg  -0.89152393E-03     -0.55943971
   117   12 Mg  -0.89152320E-03     -0.55943925
   118   12 Mg  -0.89152631E-03     -0.55944121
   119   12 Mg  -0.89152402E-03     -0.55943977
   120   12 Mg  -0.88210451E-03     -0.55352894
   121   12 Mg  -0.88210671E-03     -0.55353032
   122   12 Mg  -0.88210557E-03     -0.55352960
   123   12 Mg  -0.88212889E-03     -0.55354424
   124   12 Mg  -0.88212749E-03     -0.55354336
   125   12 Mg  -0.88212678E-03     -0.55354291
   126   12 Mg  -0.96357998E-03     -0.60465557
   127   12 Mg  -0.96357787E-03     -0.60465424
   128   12 Mg  -0.96357753E-03     -0.60465403
   129   12 Mg  -0.89598136E-03     -0.56223680
   130   12 Mg  -0.89598318E-03     -0.56223793
   131   12 Mg  -0.89598431E-03     -0.56223864
   132   12 Mg  -0.89598471E-03     -0.56223889
   133   12 Mg  -0.89597941E-03     -0.56223557
   134   12 Mg  -0.89598781E-03     -0.56224084
   135   12 Mg  -0.90065939E-03     -0.56517230
   136   12 Mg  -0.90066469E-03     -0.56517563
   137   12 Mg  -0.90066063E-03     -0.56517308
   138   12 Mg  -0.89316389E-03     -0.56046880
   139   12 Mg  -0.89317039E-03     -0.56047288
   140   12 Mg  -0.89316723E-03     -0.56047090
   141   12 Mg  -0.88015361E-03     -0.55230473
   142   12 Mg  -0.88015016E-03     -0.55230256
   143   12 Mg  -0.88015306E-03     -0.55230438
   144   12 Mg  -0.88015250E-03     -0.55230403
   145   12 Mg  -0.88015427E-03     -0.55230514
   146   12 Mg  -0.88015461E-03     -0.55230535
   147   12 Mg  -0.87832236E-03     -0.55115560
   148   12 Mg  -0.88272196E-03     -0.55391639
   149   12 Mg  -0.88271709E-03     -0.55391334
   150   12 Mg  -0.88271880E-03     -0.55391441
--------------------------------------------------

Dispersion energy:      -1.3558204475487E-01 Eh

[Info] Dispersion energy written to .EDISP
