-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.2009    4342.2386 1048704.9211
     2   12 Mg         0.0690     673.1002   60263.8585
     3   12 Mg         0.0689     673.1057   60264.3553
     4   12 Mg         0.0689     673.1057   60264.3558
     5   12 Mg         0.0777     672.4209   60203.0424
     6   12 Mg         0.0777     672.4209   60203.0441
     7   12 Mg         0.0690     673.1001   60263.8556
     8   12 Mg         0.0690     673.1001   60263.8575
     9   12 Mg         0.0698     673.0359   60258.1060
    10   12 Mg         0.0698     673.0359   60258.1047
    11   12 Mg         0.0708     672.9606   60251.3667
    12   12 Mg         0.0689     673.1057   60264.3556
    13   12 Mg         0.0698     673.0358   60258.0983
    14   12 Mg         0.0698     673.0359   60258.1018
    15   12 Mg         0.0701     673.0133   60256.0835
    16   12 Mg         0.0701     673.0132   60256.0774
    17   12 Mg         0.0777     672.4209   60203.0468
    18   12 Mg         0.0777     672.4209   60203.0477
    19   12 Mg         0.0708     672.9606   60251.3645
    20   12 Mg         0.0708     672.9606   60251.3600
    21   12 Mg         0.0701     673.0132   60256.0755
    22   12 Mg         0.0777     672.4210   60203.0481
    23   12 Mg         0.0777     672.4209   60203.0431
    24   12 Mg         0.0698     673.0358   60258.0965
    25   12 Mg         0.0698     673.0359   60258.1076
    26   12 Mg         0.0671     673.2444   60276.7689
    27   12 Mg         0.0671     673.2444   60276.7732
    28   12 Mg         0.0671     673.2444   60276.7718
    29   12 Mg         0.0675     673.2111   60273.7885
