-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0538    4342.2386 1048704.9211
    46   12 Mg         0.0211     676.1740   60539.0688
    47   12 Mg         0.0211     676.1740   60539.0674
    48   12 Mg         0.0231     676.0616   60529.0046
    49   12 Mg         0.0231     676.0616   60529.0049
    50   12 Mg         0.0231     676.0616   60529.0050
    51   12 Mg         0.0206     676.1978   60541.1958
    52   12 Mg         0.0206     676.1978   60541.1960
    53   12 Mg         0.0206     676.1978   60541.1962
    54   12 Mg         0.0206     676.1980   60541.2140
    55   12 Mg         0.0206     676.1980   60541.2136
    56   12 Mg         0.0206     676.1980   60541.2138
    57   12 Mg         0.0210     676.1793   60539.5398
    58   12 Mg         0.0210     676.1793   60539.5392
    59   12 Mg         0.0210     676.1793   60539.5396
    60   12 Mg         0.0210     676.1793   60539.5398
    61   12 Mg         0.0210     676.1793   60539.5392
    62   12 Mg         0.0210     676.1793   60539.5396
    63   12 Mg         0.0209     676.1829   60539.8644
    64   12 Mg         0.0209     676.1829   60539.8638
    65   12 Mg         0.0209     676.1829   60539.8645
    66   12 Mg         0.0209     676.1829   60539.8644
    67   12 Mg         0.0209     676.1829   60539.8641
    68   12 Mg         0.0209     676.1829   60539.8646
    69   12 Mg         0.0210     676.1798   60539.5849
    70   12 Mg         0.0210     676.1798   60539.5844
    71   12 Mg         0.0210     676.1798   60539.5844
    72   12 Mg         0.0210     676.1771   60539.3432
    73   12 Mg         0.0210     676.1771   60539.3428
    74   12 Mg         0.0210     676.1771   60539.3428
    75   12 Mg         0.0208     676.1899   60540.4871
    76   12 Mg         0.0208     676.1891   60540.4155
    77   12 Mg         0.0208     676.1891   60540.4163
    78   12 Mg         0.0208     676.1904   60540.5370
    79   12 Mg         0.0208     676.1906   60540.5493
    80   12 Mg         0.0207     676.1906   60540.5496
    81   12 Mg         0.0208     676.1906   60540.5493
    82   12 Mg         0.0207     676.1906   60540.5495
    83   12 Mg         0.0208     676.1864   60540.1790
    84   12 Mg         0.0209     676.1833   60539.8948
    85   12 Mg         0.0209     676.1833   60539.8955
    86   12 Mg         0.0207     676.1906   60540.5496
    87   12 Mg         0.0208     676.1906   60540.5491
    88   12 Mg         0.0209     676.1844   60539.9997
    89   12 Mg         0.0209     676.1844   60539.9991
    90   12 Mg         0.0210     676.1794   60539.5497
    91   12 Mg         0.0208     676.1891   60540.4161
    92   12 Mg         0.0209     676.1833   60539.8951
    93   12 Mg         0.0209     676.1833   60539.8949
    94   12 Mg         0.0210     676.1794   60539.5491
    95   12 Mg         0.0210     676.1794   60539.5493
    96   12 Mg         0.0208     676.1904   60540.5368
    97   12 Mg         0.0208     676.1904   60540.5370
    98   12 Mg         0.0209     676.1833   60539.8944
    99   12 Mg         0.0209     676.1833   60539.8946
   100   12 Mg         0.0209     676.1844   60539.9995
   101   12 Mg         0.0208     676.1899   60540.4871
   102   12 Mg         0.0210     676.1771   60539.3438
   103   12 Mg         0.0210     676.1771   60539.3434
   104   12 Mg         0.0210     676.1771   60539.3435
   105   12 Mg         0.0210     676.1798   60539.5852
   106   12 Mg         0.0210     676.1798   60539.5847
   107   12 Mg         0.0210     676.1798   60539.5847
   108   12 Mg         0.0209     676.1829   60539.8647
   109   12 Mg         0.0209     676.1829   60539.8641
   110   12 Mg         0.0209     676.1829   60539.8648
   111   12 Mg         0.0209     676.1829   60539.8647
   112   12 Mg         0.0209     676.1829   60539.8644
   113   12 Mg         0.0209     676.1829   60539.8649
   114   12 Mg         0.0210     676.1793   60539.5404
   115   12 Mg         0.0210     676.1793   60539.5398
   116   12 Mg         0.0210     676.1793   60539.5402
   117   12 Mg         0.0210     676.1793   60539.5404
   118   12 Mg         0.0210     676.1793   60539.5398
   119   12 Mg         0.0210     676.1793   60539.5402
   120   12 Mg         0.0206     676.1980   60541.2140
   121   12 Mg         0.0206     676.1980   60541.2136
   122   12 Mg         0.0206     676.1980   60541.2138
   123   12 Mg         0.0206     676.1978   60541.1958
   124   12 Mg         0.0206     676.1978   60541.1960
   125   12 Mg         0.0206     676.1978   60541.1962
   126   12 Mg         0.0231     676.0616   60529.0049
   127   12 Mg         0.0231     676.0616   60529.0053
   128   12 Mg         0.0231     676.0616   60529.0054
   129   12 Mg         0.0211     676.1740   60539.0682
   130   12 Mg         0.0211     676.1740   60539.0679
   131   12 Mg         0.0211     676.1740   60539.0677
   132   12 Mg         0.0211     676.1740   60539.0676
   133   12 Mg         0.0211     676.1740   60539.0686
   134   12 Mg         0.0211     676.1740   60539.0671
   135   12 Mg         0.0213     676.1625   60538.0342
   136   12 Mg         0.0213     676.1625   60538.0333
   137   12 Mg         0.0213     676.1625   60538.0340
   138   12 Mg         0.0210     676.1771   60539.3400
   139   12 Mg         0.0210     676.1771   60539.3389
   140   12 Mg         0.0210     676.1771   60539.3395
   141   12 Mg         0.0205     676.2025   60541.6178
   142   12 Mg         0.0205     676.2025   60541.6183
   143   12 Mg         0.0205     676.2025   60541.6178
   144   12 Mg         0.0205     676.2025   60541.6180
   145   12 Mg         0.0205     676.2025   60541.6176
   146   12 Mg         0.0205     676.2025   60541.6176
   147   12 Mg         0.0205     676.2056   60541.8898
   148   12 Mg         0.0204     676.2106   60542.3404
   149   12 Mg         0.0204     676.2106   60542.3413
   150   12 Mg         0.0204     676.2106   60542.3410
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.11228287E-01     -7.04585647
     2   12 Mg  -0.50206858E-02     -3.15052789
     3   12 Mg  -0.50248548E-02     -3.15314399
     4   12 Mg  -0.50248473E-02     -3.15313926
     5   12 Mg  -0.53297400E-02     -3.34446233
     6   12 Mg  -0.53297395E-02     -3.34446201
     7   12 Mg  -0.50207012E-02     -3.15053755
     8   12 Mg  -0.50206919E-02     -3.15053172
     9   12 Mg  -0.50519252E-02     -3.17013093
    10   12 Mg  -0.50519352E-02     -3.17013722
    11   12 Mg  -0.50955941E-02     -3.19753359
    12   12 Mg  -0.50248502E-02     -3.15314112
    13   12 Mg  -0.50519670E-02     -3.17015716
    14   12 Mg  -0.50519464E-02     -3.17014423
    15   12 Mg  -0.50683831E-02     -3.18045841
    16   12 Mg  -0.50684148E-02     -3.18047832
    17   12 Mg  -0.53297236E-02     -3.34445205
    18   12 Mg  -0.53297222E-02     -3.34445117
    19   12 Mg  -0.50956065E-02     -3.19754136
    20   12 Mg  -0.50956285E-02     -3.19755513
    21   12 Mg  -0.50684248E-02     -3.18048459
    22   12 Mg  -0.53297157E-02     -3.34444710
    23   12 Mg  -0.53297500E-02     -3.34446860
    24   12 Mg  -0.50519747E-02     -3.17016196
    25   12 Mg  -0.50519186E-02     -3.17012679
    26   12 Mg  -0.50009481E-02     -3.13814228
    27   12 Mg  -0.50009228E-02     -3.13812646
    28   12 Mg  -0.50009319E-02     -3.13813215
    29   12 Mg  -0.49686685E-02     -3.11788653
    30   12 Mg  -0.49780570E-02     -3.12377792
    31   12 Mg  -0.49780390E-02     -3.12376666
    32   12 Mg  -0.49780540E-02     -3.12377602
    33   12 Mg  -0.49780510E-02     -3.12377416
    34   12 Mg  -0.49780602E-02     -3.12377992
    35   12 Mg  -0.49780617E-02     -3.12378090
    36   12 Mg  -0.50441510E-02     -3.16525254
    37   12 Mg  -0.50441841E-02     -3.16527329
    38   12 Mg  -0.50441681E-02     -3.16526325
    39   12 Mg  -0.50823892E-02     -3.18924738
    40   12 Mg  -0.50824161E-02     -3.18926423
    41   12 Mg  -0.50823959E-02     -3.18925158
    42   12 Mg  -0.50598195E-02     -3.17508469
    43   12 Mg  -0.50598286E-02     -3.17509038
    44   12 Mg  -0.50598344E-02     -3.17509405
    45   12 Mg  -0.50598362E-02     -3.17509517
    46   12 Mg  -0.50598095E-02     -3.17507842
    47   12 Mg  -0.50598523E-02     -3.17510524
    48   12 Mg  -0.53585551E-02     -3.36254410
    49   12 Mg  -0.53585444E-02     -3.36253736
    50   12 Mg  -0.53585426E-02     -3.36253624
    51   12 Mg  -0.49875088E-02     -3.12970900
    52   12 Mg  -0.49875016E-02     -3.12970451
    53   12 Mg  -0.49874981E-02     -3.12970234
    54   12 Mg  -0.49880509E-02     -3.13004921
    55   12 Mg  -0.49880622E-02     -3.13005629
    56   12 Mg  -0.49880564E-02     -3.13005263
    57   12 Mg  -0.50356110E-02     -3.15989363
    58   12 Mg  -0.50356276E-02     -3.15990406
    59   12 Mg  -0.50356157E-02     -3.15989655
    60   12 Mg  -0.50356118E-02     -3.15989414
    61   12 Mg  -0.50356276E-02     -3.15990401
    62   12 Mg  -0.50356161E-02     -3.15989681
    63   12 Mg  -0.50295489E-02     -3.15608961
    64   12 Mg  -0.50295693E-02     -3.15610237
    65   12 Mg  -0.50295489E-02     -3.15608958
    66   12 Mg  -0.50295488E-02     -3.15608950
    67   12 Mg  -0.50295590E-02     -3.15609593
    68   12 Mg  -0.50295441E-02     -3.15608657
    69   12 Mg  -0.50403638E-02     -3.16287605
    70   12 Mg  -0.50403799E-02     -3.16288612
    71   12 Mg  -0.50403799E-02     -3.16288616
    72   12 Mg  -0.50463832E-02     -3.16665325
    73   12 Mg  -0.50463952E-02     -3.16666078
    74   12 Mg  -0.50463949E-02     -3.16666060
    75   12 Mg  -0.50263750E-02     -3.15409791
    76   12 Mg  -0.50115824E-02     -3.14481545
    77   12 Mg  -0.50115624E-02     -3.14480291
    78   12 Mg  -0.50093061E-02     -3.14338704
    79   12 Mg  -0.50078657E-02     -3.14248318
    80   12 Mg  -0.50078570E-02     -3.14247772
    81   12 Mg  -0.50078657E-02     -3.14248317
    82   12 Mg  -0.50078619E-02     -3.14248080
    83   12 Mg  -0.50155898E-02     -3.14733009
    84   12 Mg  -0.50274317E-02     -3.15476101
    85   12 Mg  -0.50274112E-02     -3.15474817
    86   12 Mg  -0.50078559E-02     -3.14247702
    87   12 Mg  -0.50078719E-02     -3.14248708
    88   12 Mg  -0.50247027E-02     -3.15304854
    89   12 Mg  -0.50247184E-02     -3.15305843
    90   12 Mg  -0.50377136E-02     -3.16121302
    91   12 Mg  -0.50115666E-02     -3.14480555
    92   12 Mg  -0.50274228E-02     -3.15475545
    93   12 Mg  -0.50274276E-02     -3.15475845
    94   12 Mg  -0.50377295E-02     -3.16122296
    95   12 Mg  -0.50377249E-02     -3.16122008
    96   12 Mg  -0.50093112E-02     -3.14339024
    97   12 Mg  -0.50093083E-02     -3.14338839
    98   12 Mg  -0.50274422E-02     -3.15476760
    99   12 Mg  -0.50274389E-02     -3.15476555
   100   12 Mg  -0.50247084E-02     -3.15305215
   101   12 Mg  -0.50263739E-02     -3.15409727
   102   12 Mg  -0.50463651E-02     -3.16664192
   103   12 Mg  -0.50463771E-02     -3.16664946
   104   12 Mg  -0.50463768E-02     -3.16664927
   105   12 Mg  -0.50403541E-02     -3.16286997
   106   12 Mg  -0.50403702E-02     -3.16288004
   107   12 Mg  -0.50403702E-02     -3.16288008
   108   12 Mg  -0.50295400E-02     -3.15608401
   109   12 Mg  -0.50295604E-02     -3.15609678
   110   12 Mg  -0.50295400E-02     -3.15608399
   111   12 Mg  -0.50295398E-02     -3.15608390
   112   12 Mg  -0.50295501E-02     -3.15609033
   113   12 Mg  -0.50295352E-02     -3.15608098
   114   12 Mg  -0.50355944E-02     -3.15988318
   115   12 Mg  -0.50356110E-02     -3.15989360
   116   12 Mg  -0.50355990E-02     -3.15988610
   117   12 Mg  -0.50355952E-02     -3.15988369
   118   12 Mg  -0.50356109E-02     -3.15989355
   119   12 Mg  -0.50355994E-02     -3.15988635
   120   12 Mg  -0.49880503E-02     -3.13004883
   121   12 Mg  -0.49880616E-02     -3.13005590
   122   12 Mg  -0.49880558E-02     -3.13005225
   123   12 Mg  -0.49875080E-02     -3.12970852
   124   12 Mg  -0.49875009E-02     -3.12970404
   125   12 Mg  -0.49874974E-02     -3.12970187
   126   12 Mg  -0.53585463E-02     -3.36253856
   127   12 Mg  -0.53585355E-02     -3.36253182
   128   12 Mg  -0.53585338E-02     -3.36253070
   129   12 Mg  -0.50598271E-02     -3.17508947
   130   12 Mg  -0.50598362E-02     -3.17509516
   131   12 Mg  -0.50598421E-02     -3.17509883
   132   12 Mg  -0.50598438E-02     -3.17509995
   133   12 Mg  -0.50598172E-02     -3.17508320
   134   12 Mg  -0.50598599E-02     -3.17511002
   135   12 Mg  -0.50823901E-02     -3.18924792
   136   12 Mg  -0.50824169E-02     -3.18926477
   137   12 Mg  -0.50823968E-02     -3.18925212
   138   12 Mg  -0.50441668E-02     -3.16526247
   139   12 Mg  -0.50441999E-02     -3.16528321
   140   12 Mg  -0.50441839E-02     -3.16527318
   141   12 Mg  -0.49780572E-02     -3.12377808
   142   12 Mg  -0.49780393E-02     -3.12376682
   143   12 Mg  -0.49780542E-02     -3.12377617
   144   12 Mg  -0.49780513E-02     -3.12377432
   145   12 Mg  -0.49780604E-02     -3.12378008
   146   12 Mg  -0.49780620E-02     -3.12378105
   147   12 Mg  -0.49686674E-02     -3.11788588
   148   12 Mg  -0.50009410E-02     -3.13813784
   149   12 Mg  -0.50009158E-02     -3.13812202
   150   12 Mg  -0.50009248E-02     -3.13812771
--------------------------------------------------

Dispersion energy:      -7.6414111122646E-01 Eh

[Info] Dispersion energy written to .EDISP
