-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0056    4342.2386 1048704.9211
     2   12 Mg         0.0027     677.0998   60621.9506
     3   12 Mg         0.0027     677.0998   60621.9501
     4   12 Mg         0.0027     677.0998   60621.9501
     5   12 Mg         0.0028     677.0924   60621.2907
     6   12 Mg         0.0028     677.0924   60621.2907
     7   12 Mg         0.0027     677.0998   60621.9506
     8   12 Mg         0.0027     677.0998   60621.9506
     9   12 Mg         0.0027     677.0987   60621.8573
    10   12 Mg         0.0027     677.0987   60621.8573
    11   12 Mg         0.0027     677.0975   60621.7497
    12   12 Mg         0.0027     677.0998   60621.9501
    13   12 Mg         0.0027     677.0987   60621.8572
    14   12 Mg         0.0027     677.0987   60621.8572
    15   12 Mg         0.0027     677.0983   60621.8220
    16   12 Mg         0.0027     677.0983   60621.8219
    17   12 Mg         0.0028     677.0924   60621.2908
    18   12 Mg         0.0028     677.0924   60621.2908
    19   12 Mg         0.0027     677.0975   60621.7497
    20   12 Mg         0.0027     677.0975   60621.7496
    21   12 Mg         0.0027     677.0983   60621.8219
    22   12 Mg         0.0028     677.0924   60621.2908
    23   12 Mg         0.0028     677.0924   60621.2907
    24   12 Mg         0.0027     677.0987   60621.8571
