-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0040    4342.2386 1048704.9211
    58   12 Mg         0.0020     677.1316   60624.7999
    59   12 Mg         0.0020     677.1316   60624.7999
    60   12 Mg         0.0020     677.1316   60624.7999
    61   12 Mg         0.0020     677.1316   60624.7999
    62   12 Mg         0.0020     677.1316   60624.7999
    63   12 Mg         0.0020     677.1317   60624.8126
    64   12 Mg         0.0020     677.1317   60624.8125
    65   12 Mg         0.0020     677.1317   60624.8126
    66   12 Mg         0.0020     677.1317   60624.8126
    67   12 Mg         0.0020     677.1317   60624.8125
    68   12 Mg         0.0020     677.1317   60624.8126
    69   12 Mg         0.0020     677.1315   60624.7956
    70   12 Mg         0.0020     677.1315   60624.7955
    71   12 Mg         0.0020     677.1315   60624.7955
    72   12 Mg         0.0020     677.1314   60624.7843
    73   12 Mg         0.0020     677.1314   60624.7843
    74   12 Mg         0.0020     677.1314   60624.7843
    75   12 Mg         0.0020     677.1320   60624.8408
    76   12 Mg         0.0020     677.1321   60624.8491
    77   12 Mg         0.0020     677.1321   60624.8491
    78   12 Mg         0.0020     677.1322   60624.8558
    79   12 Mg         0.0020     677.1322   60624.8558
    80   12 Mg         0.0020     677.1322   60624.8558
    81   12 Mg         0.0020     677.1322   60624.8558
    82   12 Mg         0.0020     677.1322   60624.8558
    83   12 Mg         0.0020     677.1320   60624.8373
    84   12 Mg         0.0020     677.1318   60624.8171
    85   12 Mg         0.0020     677.1318   60624.8172
    86   12 Mg         0.0020     677.1322   60624.8558
    87   12 Mg         0.0020     677.1322   60624.8558
    88   12 Mg         0.0020     677.1318   60624.8221
    89   12 Mg         0.0020     677.1318   60624.8221
    90   12 Mg         0.0020     677.1316   60624.7965
    91   12 Mg         0.0020     677.1321   60624.8491
    92   12 Mg         0.0020     677.1318   60624.8172
    93   12 Mg         0.0020     677.1318   60624.8172
    94   12 Mg         0.0020     677.1316   60624.7965
    95   12 Mg         0.0020     677.1316   60624.7965
    96   12 Mg         0.0020     677.1322   60624.8558
    97   12 Mg         0.0020     677.1322   60624.8558
    98   12 Mg         0.0020     677.1318   60624.8171
    99   12 Mg         0.0020     677.1318   60624.8171
   100   12 Mg         0.0020     677.1318   60624.8221
   101   12 Mg         0.0020     677.1320   60624.8408
   102   12 Mg         0.0020     677.1314   60624.7844
   103   12 Mg         0.0020     677.1314   60624.7843
   104   12 Mg         0.0020     677.1314   60624.7843
   105   12 Mg         0.0020     677.1315   60624.7956
   106   12 Mg         0.0020     677.1315   60624.7956
   107   12 Mg         0.0020     677.1315   60624.7956
   108   12 Mg         0.0020     677.1317   60624.8126
   109   12 Mg         0.0020     677.1317   60624.8125
   110   12 Mg         0.0020     677.1317   60624.8126
   111   12 Mg         0.0020     677.1317   60624.8126
   112   12 Mg         0.0020     677.1317   60624.8125
   113   12 Mg         0.0020     677.1317   60624.8126
   114   12 Mg         0.0020     677.1316   60624.7999
   115   12 Mg         0.0020     677.1316   60624.7999
   116   12 Mg         0.0020     677.1316   60624.7999
   117   12 Mg         0.0020     677.1316   60624.7999
   118   12 Mg         0.0020     677.1316   60624.7999
   119   12 Mg         0.0020     677.1316   60624.7999
   120   12 Mg         0.0020     677.1326   60624.8946
   121   12 Mg         0.0020     677.1326   60624.8946
   122   12 Mg         0.0020     677.1326   60624.8946
   123   12 Mg         0.0020     677.1327   60624.8957
   124   12 Mg         0.0020     677.1327   60624.8957
   125   12 Mg         0.0020     677.1327   60624.8957
   126   12 Mg         0.0021     677.1263   60624.3272
   127   12 Mg         0.0021     677.1263   60624.3272
   128   12 Mg         0.0021     677.1263   60624.3272
   129   12 Mg         0.0020     677.1312   60624.7628
   130   12 Mg         0.0020     677.1312   60624.7628
   131   12 Mg         0.0020     677.1312   60624.7628
   132   12 Mg         0.0020     677.1312   60624.7627
   133   12 Mg         0.0020     677.1312   60624.7628
   134   12 Mg         0.0020     677.1312   60624.7627
   135   12 Mg         0.0020     677.1306   60624.7103
   136   12 Mg         0.0020     677.1306   60624.7103
   137   12 Mg         0.0020     677.1306   60624.7103
   138   12 Mg         0.0020     677.1314   60624.7859
   139   12 Mg         0.0020     677.1314   60624.7858
   140   12 Mg         0.0020     677.1314   60624.7859
   141   12 Mg         0.0020     677.1329   60624.9189
   142   12 Mg         0.0020     677.1329   60624.9189
   143   12 Mg         0.0020     677.1329   60624.9189
   144   12 Mg         0.0020     677.1329   60624.9189
   145   12 Mg         0.0020     677.1329   60624.9189
   146   12 Mg         0.0020     677.1329   60624.9189
   147   12 Mg         0.0020     677.1331   60624.9334
   148   12 Mg         0.0020     677.1331   60624.9370
   149   12 Mg         0.0020     677.1331   60624.9371
   150   12 Mg         0.0020     677.1331   60624.9370
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.18692857E-02     -1.17299451
     2   12 Mg  -0.77356645E-03     -0.48542028
     3   12 Mg  -0.77412106E-03     -0.48576830
     4   12 Mg  -0.77411995E-03     -0.48576760
     5   12 Mg  -0.83354397E-03     -0.52305674
     6   12 Mg  -0.83354311E-03     -0.52305620
     7   12 Mg  -0.77356908E-03     -0.48542193
     8   12 Mg  -0.77356748E-03     -0.48542092
     9   12 Mg  -0.77903290E-03     -0.48885052
    10   12 Mg  -0.77903446E-03     -0.48885150
    11   12 Mg  -0.78636610E-03     -0.49345218
    12   12 Mg  -0.77412040E-03     -0.48576789
    13   12 Mg  -0.77904001E-03     -0.48885499
    14   12 Mg  -0.77903656E-03     -0.48885282
    15   12 Mg  -0.78170705E-03     -0.49052858
    16   12 Mg  -0.78171252E-03     -0.49053201
    17   12 Mg  -0.83354056E-03     -0.52305460
    18   12 Mg  -0.83354014E-03     -0.52305433
    19   12 Mg  -0.78636823E-03     -0.49345351
    20   12 Mg  -0.78637208E-03     -0.49345593
    21   12 Mg  -0.78171421E-03     -0.49053308
    22   12 Mg  -0.83353941E-03     -0.52305388
    23   12 Mg  -0.83354450E-03     -0.52305707
    24   12 Mg  -0.77904142E-03     -0.48885587
    25   12 Mg  -0.77903166E-03     -0.48884975
    26   12 Mg  -0.76848523E-03     -0.48223176
    27   12 Mg  -0.76848100E-03     -0.48222911
    28   12 Mg  -0.76848248E-03     -0.48223004
    29   12 Mg  -0.76463826E-03     -0.47981775
    30   12 Mg  -0.76625467E-03     -0.48083207
    31   12 Mg  -0.76625167E-03     -0.48083018
    32   12 Mg  -0.76625419E-03     -0.48083176
    33   12 Mg  -0.76625370E-03     -0.48083146
    34   12 Mg  -0.76625525E-03     -0.48083243
    35   12 Mg  -0.76625554E-03     -0.48083261
    36   12 Mg  -0.77753815E-03     -0.48791255
    37   12 Mg  -0.77754380E-03     -0.48791610
    38   12 Mg  -0.77754105E-03     -0.48791437
    39   12 Mg  -0.78407346E-03     -0.49201352
    40   12 Mg  -0.78407806E-03     -0.49201641
    41   12 Mg  -0.78407454E-03     -0.49201420
    42   12 Mg  -0.77999766E-03     -0.48945592
    43   12 Mg  -0.77999923E-03     -0.48945691
    44   12 Mg  -0.78000022E-03     -0.48945753
    45   12 Mg  -0.78000056E-03     -0.48945774
    46   12 Mg  -0.77999596E-03     -0.48945485
    47   12 Mg  -0.78000326E-03     -0.48945943
    48   12 Mg  -0.83856390E-03     -0.52620679
    49   12 Mg  -0.83856207E-03     -0.52620564
    50   12 Mg  -0.83856177E-03     -0.52620545
    51   12 Mg  -0.76792055E-03     -0.48187742
    52   12 Mg  -0.76791934E-03     -0.48187666
    53   12 Mg  -0.76791872E-03     -0.48187628
    54   12 Mg  -0.76793788E-03     -0.48188830
    55   12 Mg  -0.76793980E-03     -0.48188950
    56   12 Mg  -0.76793881E-03     -0.48188888
    57   12 Mg  -0.77611285E-03     -0.48701817
    58   12 Mg  -0.77611570E-03     -0.48701996
    59   12 Mg  -0.77611366E-03     -0.48701868
    60   12 Mg  -0.77611303E-03     -0.48701828
    61   12 Mg  -0.77611573E-03     -0.48701998
    62   12 Mg  -0.77611374E-03     -0.48701873
    63   12 Mg  -0.77509472E-03     -0.48637928
    64   12 Mg  -0.77509813E-03     -0.48638142
    65   12 Mg  -0.77509466E-03     -0.48637924
    66   12 Mg  -0.77509467E-03     -0.48637925
    67   12 Mg  -0.77509643E-03     -0.48638036
    68   12 Mg  -0.77509384E-03     -0.48637873
    69   12 Mg  -0.77673869E-03     -0.48741089
    70   12 Mg  -0.77674145E-03     -0.48741262
    71   12 Mg  -0.77674146E-03     -0.48741262
    72   12 Mg  -0.77780738E-03     -0.48808150
    73   12 Mg  -0.77780941E-03     -0.48808277
    74   12 Mg  -0.77780933E-03     -0.48808273
    75   12 Mg  -0.77397855E-03     -0.48567887
    76   12 Mg  -0.77193274E-03     -0.48439511
    77   12 Mg  -0.77192930E-03     -0.48439295
    78   12 Mg  -0.77153204E-03     -0.48414366
    79   12 Mg  -0.77131278E-03     -0.48400608
    80   12 Mg  -0.77131126E-03     -0.48400512
    81   12 Mg  -0.77131277E-03     -0.48400607
    82   12 Mg  -0.77131210E-03     -0.48400565
    83   12 Mg  -0.77272773E-03     -0.48489397
    84   12 Mg  -0.77463729E-03     -0.48609224
    85   12 Mg  -0.77463375E-03     -0.48609001
    86   12 Mg  -0.77131113E-03     -0.48400504
    87   12 Mg  -0.77131382E-03     -0.48400673
    88   12 Mg  -0.77417271E-03     -0.48580071
    89   12 Mg  -0.77417545E-03     -0.48580243
    90   12 Mg  -0.77642784E-03     -0.48721583
    91   12 Mg  -0.77193003E-03     -0.48439341
    92   12 Mg  -0.77463571E-03     -0.48609124
    93   12 Mg  -0.77463659E-03     -0.48609180
    94   12 Mg  -0.77643056E-03     -0.48721753
    95   12 Mg  -0.77642974E-03     -0.48721702
    96   12 Mg  -0.77153291E-03     -0.48414421
    97   12 Mg  -0.77153234E-03     -0.48414385
    98   12 Mg  -0.77463907E-03     -0.48609336
    99   12 Mg  -0.77463848E-03     -0.48609299
   100   12 Mg  -0.77417368E-03     -0.48580132
   101   12 Mg  -0.77397842E-03     -0.48567879
   102   12 Mg  -0.77780427E-03     -0.48807955
   103   12 Mg  -0.77780630E-03     -0.48808082
   104   12 Mg  -0.77780623E-03     -0.48808078
   105   12 Mg  -0.77673705E-03     -0.48740986
   106   12 Mg  -0.77673982E-03     -0.48741159
   107   12 Mg  -0.77673982E-03     -0.48741159
   108   12 Mg  -0.77509321E-03     -0.48637833
   109   12 Mg  -0.77509662E-03     -0.48638047
   110   12 Mg  -0.77509315E-03     -0.48637829
   111   12 Mg  -0.77509317E-03     -0.48637831
   112   12 Mg  -0.77509493E-03     -0.48637941
   113   12 Mg  -0.77509233E-03     -0.48637778
   114   12 Mg  -0.77610998E-03     -0.48701637
   115   12 Mg  -0.77611283E-03     -0.48701815
   116   12 Mg  -0.77611079E-03     -0.48701687
   117   12 Mg  -0.77611015E-03     -0.48701647
   118   12 Mg  -0.77611286E-03     -0.48701817
   119   12 Mg  -0.77611087E-03     -0.48701692
   120   12 Mg  -0.76793779E-03     -0.48188824
   121   12 Mg  -0.76793971E-03     -0.48188944
   122   12 Mg  -0.76793872E-03     -0.48188882
   123   12 Mg  -0.76792046E-03     -0.48187736
   124   12 Mg  -0.76791925E-03     -0.48187660
   125   12 Mg  -0.76791863E-03     -0.48187622
   126   12 Mg  -0.83856237E-03     -0.52620583
   127   12 Mg  -0.83856054E-03     -0.52620469
   128   12 Mg  -0.83856024E-03     -0.52620450
   129   12 Mg  -0.77999896E-03     -0.48945674
   130   12 Mg  -0.78000054E-03     -0.48945773
   131   12 Mg  -0.78000152E-03     -0.48945835
   132   12 Mg  -0.78000187E-03     -0.48945856
   133   12 Mg  -0.77999726E-03     -0.48945567
   134   12 Mg  -0.78000456E-03     -0.48946025
   135   12 Mg  -0.78407359E-03     -0.49201360
   136   12 Mg  -0.78407819E-03     -0.49201649
   137   12 Mg  -0.78407467E-03     -0.49201428
   138   12 Mg  -0.77754084E-03     -0.48791424
   139   12 Mg  -0.77754649E-03     -0.48791779
   140   12 Mg  -0.77754374E-03     -0.48791606
   141   12 Mg  -0.76625469E-03     -0.48083208
   142   12 Mg  -0.76625169E-03     -0.48083020
   143   12 Mg  -0.76625421E-03     -0.48083178
   144   12 Mg  -0.76625372E-03     -0.48083147
   145   12 Mg  -0.76625527E-03     -0.48083244
   146   12 Mg  -0.76625556E-03     -0.48083262
   147   12 Mg  -0.76463811E-03     -0.47981766
   148   12 Mg  -0.76848405E-03     -0.48223102
   149   12 Mg  -0.76847982E-03     -0.48222837
   150   12 Mg  -0.76848130E-03     -0.48222930
--------------------------------------------------

Dispersion energy:      -1.1802385629892E-01 Eh

[Info] Dispersion energy written to .EDISP
