-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0405    4342.2386 1048704.9211
    37   12 Mg         0.0163     676.4265   60561.6714
    38   12 Mg         0.0163     676.4265   60561.6718
    39   12 Mg         0.0165     676.4160   60560.7303
    40   12 Mg         0.0165     676.4160   60560.7296
    41   12 Mg         0.0165     676.4160   60560.7302
    42   12 Mg         0.0163     676.4243   60561.4747
    43   12 Mg         0.0163     676.4243   60561.4744
    44   12 Mg         0.0163     676.4243   60561.4743
    45   12 Mg         0.0163     676.4243   60561.4743
    46   12 Mg         0.0163     676.4243   60561.4749
    47   12 Mg         0.0163     676.4243   60561.4739
    48   12 Mg         0.0178     676.3454   60554.4093
    49   12 Mg         0.0178     676.3454   60554.4096
    50   12 Mg         0.0178     676.3454   60554.4097
    51   12 Mg         0.0160     676.4415   60563.0159
    52   12 Mg         0.0160     676.4415   60563.0160
    53   12 Mg         0.0160     676.4415   60563.0161
    54   12 Mg         0.0160     676.4417   60563.0290
    55   12 Mg         0.0160     676.4417   60563.0287
    56   12 Mg         0.0160     676.4417   60563.0288
    57   12 Mg         0.0162     676.4282   60561.8203
    58   12 Mg         0.0162     676.4282   60561.8199
    59   12 Mg         0.0162     676.4282   60561.8201
    60   12 Mg         0.0162     676.4282   60561.8202
    61   12 Mg         0.0162     676.4282   60561.8198
    62   12 Mg         0.0162     676.4282   60561.8201
    63   12 Mg         0.0162     676.4308   60562.0537
    64   12 Mg         0.0162     676.4308   60562.0533
    65   12 Mg         0.0162     676.4308   60562.0538
    66   12 Mg         0.0162     676.4308   60562.0537
    67   12 Mg         0.0162     676.4308   60562.0535
    68   12 Mg         0.0162     676.4308   60562.0539
    69   12 Mg         0.0162     676.4285   60561.8469
    70   12 Mg         0.0162     676.4285   60561.8465
    71   12 Mg         0.0162     676.4285   60561.8465
    72   12 Mg         0.0163     676.4265   60561.6730
    73   12 Mg         0.0163     676.4265   60561.6727
    74   12 Mg         0.0163     676.4265   60561.6728
    75   12 Mg         0.0161     676.4357   60562.4940
    76   12 Mg         0.0161     676.4352   60562.4500
    77   12 Mg         0.0161     676.4352   60562.4505
    78   12 Mg         0.0161     676.4362   60562.5364
    79   12 Mg         0.0161     676.4363   60562.5485
    80   12 Mg         0.0161     676.4363   60562.5487
    81   12 Mg         0.0161     676.4363   60562.5485
    82   12 Mg         0.0161     676.4363   60562.5486
    83   12 Mg         0.0161     676.4333   60562.2846
    84   12 Mg         0.0162     676.4310   60562.0756
    85   12 Mg         0.0162     676.4310   60562.0762
    86   12 Mg         0.0161     676.4363   60562.5487
    87   12 Mg         0.0161     676.4363   60562.5483
    88   12 Mg         0.0162     676.4318   60562.1502
    89   12 Mg         0.0162     676.4318   60562.1497
    90   12 Mg         0.0162     676.4282   60561.8251
    91   12 Mg         0.0161     676.4352   60562.4504
    92   12 Mg         0.0162     676.4310   60562.0759
    93   12 Mg         0.0162     676.4310   60562.0757
    94   12 Mg         0.0162     676.4282   60561.8247
    95   12 Mg         0.0162     676.4282   60561.8249
    96   12 Mg         0.0161     676.4362   60562.5363
    97   12 Mg         0.0161     676.4362   60562.5364
    98   12 Mg         0.0162     676.4310   60562.0754
    99   12 Mg         0.0162     676.4310   60562.0755
   100   12 Mg         0.0162     676.4318   60562.1500
   101   12 Mg         0.0161     676.4357   60562.4940
   102   12 Mg         0.0163     676.4265   60561.6735
   103   12 Mg         0.0163     676.4265   60561.6732
   104   12 Mg         0.0163     676.4265   60561.6732
   105   12 Mg         0.0162     676.4285   60561.8471
   106   12 Mg         0.0162     676.4285   60561.8467
   107   12 Mg         0.0162     676.4285   60561.8467
   108   12 Mg         0.0162     676.4308   60562.0539
   109   12 Mg         0.0162     676.4308   60562.0535
   110   12 Mg         0.0162     676.4308   60562.0540
   111   12 Mg         0.0162     676.4308   60562.0540
   112   12 Mg         0.0162     676.4308   60562.0537
   113   12 Mg         0.0162     676.4308   60562.0541
   114   12 Mg         0.0162     676.4282   60561.8207
   115   12 Mg         0.0162     676.4282   60561.8203
   116   12 Mg         0.0162     676.4282   60561.8206
   117   12 Mg         0.0162     676.4282   60561.8207
   118   12 Mg         0.0162     676.4282   60561.8203
   119   12 Mg         0.0162     676.4282   60561.8206
   120   12 Mg         0.0160     676.4417   60563.0290
   121   12 Mg         0.0160     676.4417   60563.0287
   122   12 Mg         0.0160     676.4417   60563.0288
   123   12 Mg         0.0160     676.4415   60563.0159
   124   12 Mg         0.0160     676.4415   60563.0160
   125   12 Mg         0.0160     676.4415   60563.0161
   126   12 Mg         0.0178     676.3454   60554.4095
   127   12 Mg         0.0178     676.3454   60554.4098
   128   12 Mg         0.0178     676.3454   60554.4099
   129   12 Mg         0.0163     676.4243   60561.4745
   130   12 Mg         0.0163     676.4243   60561.4742
   131   12 Mg         0.0163     676.4243   60561.4741
   132   12 Mg         0.0163     676.4243   60561.4741
   133   12 Mg         0.0163     676.4243   60561.4747
   134   12 Mg         0.0163     676.4243   60561.4737
   135   12 Mg         0.0165     676.4160   60560.7303
   136   12 Mg         0.0165     676.4160   60560.7296
   137   12 Mg         0.0165     676.4160   60560.7302
   138   12 Mg         0.0163     676.4265   60561.6719
   139   12 Mg         0.0163     676.4265   60561.6710
   140   12 Mg         0.0163     676.4265   60561.6715
   141   12 Mg         0.0159     676.4449   60563.3181
   142   12 Mg         0.0159     676.4449   60563.3185
   143   12 Mg         0.0159     676.4449   60563.3182
   144   12 Mg         0.0159     676.4449   60563.3182
   145   12 Mg         0.0159     676.4449   60563.3180
   146   12 Mg         0.0159     676.4449   60563.3180
   147   12 Mg         0.0159     676.4471   60563.5175
   148   12 Mg         0.0158     676.4505   60563.8217
   149   12 Mg         0.0158     676.4505   60563.8223
   150   12 Mg         0.0158     676.4505   60563.8221
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.97022598E-02     -6.08825992
     2   12 Mg  -0.42424549E-02     -2.66218067
     3   12 Mg  -0.42458151E-02     -2.66428919
     4   12 Mg  -0.42458088E-02     -2.66428522
     5   12 Mg  -0.45222078E-02     -2.83772823
     6   12 Mg  -0.45222070E-02     -2.83772773
     7   12 Mg  -0.42424685E-02     -2.66218916
     8   12 Mg  -0.42424603E-02     -2.66218401
     9   12 Mg  -0.42700553E-02     -2.67950014
    10   12 Mg  -0.42700639E-02     -2.67950553
    11   12 Mg  -0.43080056E-02     -2.70331433
    12   12 Mg  -0.42458112E-02     -2.66428678
    13   12 Mg  -0.42700920E-02     -2.67952317
    14   12 Mg  -0.42700740E-02     -2.67951187
    15   12 Mg  -0.42840972E-02     -2.68831158
    16   12 Mg  -0.42841252E-02     -2.68832913
    17   12 Mg  -0.45221933E-02     -2.83771911
    18   12 Mg  -0.45221918E-02     -2.83771821
    19   12 Mg  -0.43080165E-02     -2.70332116
    20   12 Mg  -0.43080359E-02     -2.70333336
    21   12 Mg  -0.42841339E-02     -2.68833464
    22   12 Mg  -0.45221862E-02     -2.83771469
    23   12 Mg  -0.45222160E-02     -2.83773338
    24   12 Mg  -0.42700988E-02     -2.67952747
    25   12 Mg  -0.42700493E-02     -2.67949640
    26   12 Mg  -0.42220126E-02     -2.64935291
    27   12 Mg  -0.42219906E-02     -2.64933908
    28   12 Mg  -0.42219984E-02     -2.64934401
    29   12 Mg  -0.41966661E-02     -2.63344774
    30   12 Mg  -0.42048255E-02     -2.63856781
    31   12 Mg  -0.42048098E-02     -2.63855799
    32   12 Mg  -0.42048229E-02     -2.63856620
    33   12 Mg  -0.42048203E-02     -2.63856457
    34   12 Mg  -0.42048283E-02     -2.63856961
    35   12 Mg  -0.42048297E-02     -2.63857048
    36   12 Mg  -0.42629322E-02     -2.67503037
    37   12 Mg  -0.42629613E-02     -2.67504860
    38   12 Mg  -0.42629472E-02     -2.67503976
    39   12 Mg  -0.42965277E-02     -2.69611186
    40   12 Mg  -0.42965514E-02     -2.69612668
    41   12 Mg  -0.42965335E-02     -2.69611547
    42   12 Mg  -0.42762788E-02     -2.68340543
    43   12 Mg  -0.42762868E-02     -2.68341047
    44   12 Mg  -0.42762919E-02     -2.68341367
    45   12 Mg  -0.42762935E-02     -2.68341469
    46   12 Mg  -0.42762700E-02     -2.68339993
    47   12 Mg  -0.42763075E-02     -2.68342349
    48   12 Mg  -0.45477368E-02     -2.85374792
    49   12 Mg  -0.45477274E-02     -2.85374201
    50   12 Mg  -0.45477257E-02     -2.85374099
    51   12 Mg  -0.42132918E-02     -2.64388054
    52   12 Mg  -0.42132856E-02     -2.64387662
    53   12 Mg  -0.42132825E-02     -2.64387467
    54   12 Mg  -0.42136918E-02     -2.64413154
    55   12 Mg  -0.42137017E-02     -2.64413774
    56   12 Mg  -0.42136966E-02     -2.64413454
    57   12 Mg  -0.42555975E-02     -2.67042773
    58   12 Mg  -0.42556121E-02     -2.67043690
    59   12 Mg  -0.42556016E-02     -2.67043032
    60   12 Mg  -0.42555982E-02     -2.67042820
    61   12 Mg  -0.42556121E-02     -2.67043690
    62   12 Mg  -0.42556020E-02     -2.67043055
    63   12 Mg  -0.42501304E-02     -2.66699708
    64   12 Mg  -0.42501482E-02     -2.66700824
    65   12 Mg  -0.42501303E-02     -2.66699700
    66   12 Mg  -0.42501302E-02     -2.66699697
    67   12 Mg  -0.42501392E-02     -2.66700263
    68   12 Mg  -0.42501260E-02     -2.66699436
    69   12 Mg  -0.42593217E-02     -2.67276474
    70   12 Mg  -0.42593359E-02     -2.67277361
    71   12 Mg  -0.42593359E-02     -2.67277364
    72   12 Mg  -0.42646870E-02     -2.67613147
    73   12 Mg  -0.42646975E-02     -2.67613806
    74   12 Mg  -0.42646972E-02     -2.67613787
    75   12 Mg  -0.42463157E-02     -2.66460333
    76   12 Mg  -0.42343516E-02     -2.65709575
    77   12 Mg  -0.42343340E-02     -2.65708468
    78   12 Mg  -0.42322515E-02     -2.65577790
    79   12 Mg  -0.42310719E-02     -2.65503770
    80   12 Mg  -0.42310642E-02     -2.65503285
    81   12 Mg  -0.42310719E-02     -2.65503769
    82   12 Mg  -0.42310685E-02     -2.65503555
    83   12 Mg  -0.42380846E-02     -2.65943826
    84   12 Mg  -0.42482818E-02     -2.66583710
    85   12 Mg  -0.42482638E-02     -2.66582576
    86   12 Mg  -0.42310633E-02     -2.65503230
    87   12 Mg  -0.42310773E-02     -2.65504110
    88   12 Mg  -0.42457891E-02     -2.66427287
    89   12 Mg  -0.42458030E-02     -2.66428162
    90   12 Mg  -0.42572894E-02     -2.67148943
    91   12 Mg  -0.42343377E-02     -2.65708703
    92   12 Mg  -0.42482739E-02     -2.66583212
    93   12 Mg  -0.42482782E-02     -2.66583483
    94   12 Mg  -0.42573033E-02     -2.67149818
    95   12 Mg  -0.42572992E-02     -2.67149561
    96   12 Mg  -0.42322560E-02     -2.65578072
    97   12 Mg  -0.42322532E-02     -2.65577901
    98   12 Mg  -0.42482910E-02     -2.66584288
    99   12 Mg  -0.42482881E-02     -2.66584102
   100   12 Mg  -0.42457941E-02     -2.66427603
   101   12 Mg  -0.42463149E-02     -2.66460282
   102   12 Mg  -0.42646711E-02     -2.67612150
   103   12 Mg  -0.42646816E-02     -2.67612809
   104   12 Mg  -0.42646813E-02     -2.67612790
   105   12 Mg  -0.42593133E-02     -2.67275942
   106   12 Mg  -0.42593274E-02     -2.67276830
   107   12 Mg  -0.42593274E-02     -2.67276832
   108   12 Mg  -0.42501226E-02     -2.66699219
   109   12 Mg  -0.42501404E-02     -2.66700334
   110   12 Mg  -0.42501225E-02     -2.66699211
   111   12 Mg  -0.42501224E-02     -2.66699208
   112   12 Mg  -0.42501314E-02     -2.66699774
   113   12 Mg  -0.42501182E-02     -2.66698946
   114   12 Mg  -0.42555828E-02     -2.67041851
   115   12 Mg  -0.42555974E-02     -2.67042768
   116   12 Mg  -0.42555869E-02     -2.67042110
   117   12 Mg  -0.42555835E-02     -2.67041898
   118   12 Mg  -0.42555974E-02     -2.67042768
   119   12 Mg  -0.42555873E-02     -2.67042133
   120   12 Mg  -0.42136913E-02     -2.64413122
   121   12 Mg  -0.42137012E-02     -2.64413742
   122   12 Mg  -0.42136961E-02     -2.64413422
   123   12 Mg  -0.42132913E-02     -2.64388018
   124   12 Mg  -0.42132850E-02     -2.64387626
   125   12 Mg  -0.42132819E-02     -2.64387431
   126   12 Mg  -0.45477290E-02     -2.85374304
   127   12 Mg  -0.45477196E-02     -2.85373712
   128   12 Mg  -0.45477180E-02     -2.85373610
   129   12 Mg  -0.42762855E-02     -2.68340964
   130   12 Mg  -0.42762935E-02     -2.68341469
   131   12 Mg  -0.42762986E-02     -2.68341789
   132   12 Mg  -0.42763002E-02     -2.68341890
   133   12 Mg  -0.42762767E-02     -2.68340415
   134   12 Mg  -0.42763142E-02     -2.68342770
   135   12 Mg  -0.42965284E-02     -2.69611231
   136   12 Mg  -0.42965521E-02     -2.69612713
   137   12 Mg  -0.42965342E-02     -2.69611592
   138   12 Mg  -0.42629462E-02     -2.67503910
   139   12 Mg  -0.42629752E-02     -2.67505733
   140   12 Mg  -0.42629611E-02     -2.67504849
   141   12 Mg  -0.42048256E-02     -2.63856792
   142   12 Mg  -0.42048100E-02     -2.63855811
   143   12 Mg  -0.42048231E-02     -2.63856631
   144   12 Mg  -0.42048205E-02     -2.63856468
   145   12 Mg  -0.42048285E-02     -2.63856973
   146   12 Mg  -0.42048299E-02     -2.63857060
   147   12 Mg  -0.41966652E-02     -2.63344720
   148   12 Mg  -0.42220064E-02     -2.64934903
   149   12 Mg  -0.42219844E-02     -2.64933520
   150   12 Mg  -0.42219922E-02     -2.64934014
--------------------------------------------------

Dispersion energy:      -6.4612968792151E-01 Eh

[Info] Dispersion energy written to .EDISP
