-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0067    4342.2386 1048704.9211
    48   12 Mg         0.0034     677.0662   60618.9409
    49   12 Mg         0.0034     677.0662   60618.9409
    50   12 Mg         0.0034     677.0662   60618.9410
    51   12 Mg         0.0031     677.0774   60619.9503
    52   12 Mg         0.0031     677.0774   60619.9503
    53   12 Mg         0.0031     677.0774   60619.9503
    54   12 Mg         0.0031     677.0774   60619.9485
    55   12 Mg         0.0031     677.0774   60619.9485
    56   12 Mg         0.0031     677.0774   60619.9485
    57   12 Mg         0.0032     677.0756   60619.7833
    58   12 Mg         0.0032     677.0756   60619.7833
    59   12 Mg         0.0032     677.0756   60619.7833
    60   12 Mg         0.0032     677.0756   60619.7833
    61   12 Mg         0.0032     677.0756   60619.7833
    62   12 Mg         0.0032     677.0756   60619.7833
    63   12 Mg         0.0032     677.0758   60619.8081
    64   12 Mg         0.0032     677.0758   60619.8080
    65   12 Mg         0.0032     677.0758   60619.8081
    66   12 Mg         0.0032     677.0758   60619.8081
    67   12 Mg         0.0032     677.0758   60619.8080
    68   12 Mg         0.0032     677.0758   60619.8081
    69   12 Mg         0.0032     677.0755   60619.7772
    70   12 Mg         0.0032     677.0755   60619.7772
    71   12 Mg         0.0032     677.0755   60619.7772
    72   12 Mg         0.0032     677.0753   60619.7579
    73   12 Mg         0.0032     677.0753   60619.7578
    74   12 Mg         0.0032     677.0753   60619.7578
    75   12 Mg         0.0032     677.0764   60619.8598
    76   12 Mg         0.0032     677.0765   60619.8695
    77   12 Mg         0.0032     677.0765   60619.8695
    78   12 Mg         0.0032     677.0767   60619.8817
    79   12 Mg         0.0032     677.0767   60619.8809
    80   12 Mg         0.0032     677.0767   60619.8809
    81   12 Mg         0.0032     677.0767   60619.8809
    82   12 Mg         0.0032     677.0767   60619.8809
    83   12 Mg         0.0032     677.0763   60619.8467
    84   12 Mg         0.0032     677.0759   60619.8144
    85   12 Mg         0.0032     677.0759   60619.8144
    86   12 Mg         0.0032     677.0767   60619.8809
    87   12 Mg         0.0032     677.0766   60619.8808
    88   12 Mg         0.0032     677.0760   60619.8236
    89   12 Mg         0.0032     677.0760   60619.8235
    90   12 Mg         0.0032     677.0755   60619.7790
    91   12 Mg         0.0032     677.0765   60619.8695
    92   12 Mg         0.0032     677.0759   60619.8144
    93   12 Mg         0.0032     677.0759   60619.8144
    94   12 Mg         0.0032     677.0755   60619.7790
    95   12 Mg         0.0032     677.0755   60619.7790
    96   12 Mg         0.0032     677.0767   60619.8817
    97   12 Mg         0.0032     677.0767   60619.8817
    98   12 Mg         0.0032     677.0759   60619.8143
    99   12 Mg         0.0032     677.0759   60619.8143
   100   12 Mg         0.0032     677.0760   60619.8235
   101   12 Mg         0.0032     677.0764   60619.8598
   102   12 Mg         0.0032     677.0753   60619.7579
   103   12 Mg         0.0032     677.0753   60619.7579
   104   12 Mg         0.0032     677.0753   60619.7579
   105   12 Mg         0.0032     677.0755   60619.7773
   106   12 Mg         0.0032     677.0755   60619.7772
   107   12 Mg         0.0032     677.0755   60619.7772
   108   12 Mg         0.0032     677.0758   60619.8081
   109   12 Mg         0.0032     677.0758   60619.8080
   110   12 Mg         0.0032     677.0758   60619.8081
   111   12 Mg         0.0032     677.0758   60619.8081
   112   12 Mg         0.0032     677.0758   60619.8081
   113   12 Mg         0.0032     677.0758   60619.8081
   114   12 Mg         0.0032     677.0756   60619.7834
   115   12 Mg         0.0032     677.0756   60619.7833
   116   12 Mg         0.0032     677.0756   60619.7834
   117   12 Mg         0.0032     677.0756   60619.7834
   118   12 Mg         0.0032     677.0756   60619.7833
   119   12 Mg         0.0032     677.0756   60619.7834
   120   12 Mg         0.0031     677.0774   60619.9485
   121   12 Mg         0.0031     677.0774   60619.9485
   122   12 Mg         0.0031     677.0774   60619.9485
   123   12 Mg         0.0031     677.0774   60619.9503
   124   12 Mg         0.0031     677.0774   60619.9503
   125   12 Mg         0.0031     677.0774   60619.9503
   126   12 Mg         0.0034     677.0662   60618.9409
   127   12 Mg         0.0034     677.0662   60618.9410
   128   12 Mg         0.0034     677.0662   60618.9410
   129   12 Mg         0.0032     677.0750   60619.7367
   130   12 Mg         0.0032     677.0750   60619.7367
   131   12 Mg         0.0032     677.0750   60619.7366
   132   12 Mg         0.0032     677.0750   60619.7366
   133   12 Mg         0.0032     677.0750   60619.7367
   134   12 Mg         0.0032     677.0750   60619.7366
   135   12 Mg         0.0032     677.0738   60619.6287
   136   12 Mg         0.0032     677.0738   60619.6286
   137   12 Mg         0.0032     677.0738   60619.6287
   138   12 Mg         0.0032     677.0753   60619.7595
   139   12 Mg         0.0032     677.0753   60619.7594
   140   12 Mg         0.0032     677.0753   60619.7594
   141   12 Mg         0.0031     677.0778   60619.9824
   142   12 Mg         0.0031     677.0778   60619.9825
   143   12 Mg         0.0031     677.0778   60619.9824
   144   12 Mg         0.0031     677.0778   60619.9825
   145   12 Mg         0.0031     677.0778   60619.9824
   146   12 Mg         0.0031     677.0778   60619.9824
   147   12 Mg         0.0031     677.0781   60620.0151
   148   12 Mg         0.0031     677.0784   60620.0334
   149   12 Mg         0.0031     677.0784   60620.0335
   150   12 Mg         0.0031     677.0784   60620.0334
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.28751903E-02     -1.80420913
     2   12 Mg  -0.11837083E-02     -0.74278819
     3   12 Mg  -0.11845506E-02     -0.74331671
     4   12 Mg  -0.11845489E-02     -0.74331564
     5   12 Mg  -0.12764533E-02     -0.80098656
     6   12 Mg  -0.12764521E-02     -0.80098576
     7   12 Mg  -0.11837124E-02     -0.74279072
     8   12 Mg  -0.11837099E-02     -0.74278917
     9   12 Mg  -0.11921178E-02     -0.74806524
    10   12 Mg  -0.11921202E-02     -0.74806675
    11   12 Mg  -0.12032069E-02     -0.75502372
    12   12 Mg  -0.11845496E-02     -0.74331607
    13   12 Mg  -0.11921288E-02     -0.74807211
    14   12 Mg  -0.11921235E-02     -0.74806878
    15   12 Mg  -0.11961178E-02     -0.75057523
    16   12 Mg  -0.11961262E-02     -0.75058050
    17   12 Mg  -0.12764481E-02     -0.80098329
    18   12 Mg  -0.12764475E-02     -0.80098289
    19   12 Mg  -0.12032101E-02     -0.75502577
    20   12 Mg  -0.12032161E-02     -0.75502949
    21   12 Mg  -0.11961288E-02     -0.75058214
    22   12 Mg  -0.12764463E-02     -0.80098217
    23   12 Mg  -0.12764542E-02     -0.80098711
    24   12 Mg  -0.11921310E-02     -0.74807347
    25   12 Mg  -0.11921159E-02     -0.74806405
    26   12 Mg  -0.11758534E-02     -0.73785918
    27   12 Mg  -0.11758469E-02     -0.73785510
    28   12 Mg  -0.11758492E-02     -0.73785653
    29   12 Mg  -0.11699750E-02     -0.73417038
    30   12 Mg  -0.11724037E-02     -0.73569442
    31   12 Mg  -0.11723991E-02     -0.73569152
    32   12 Mg  -0.11724029E-02     -0.73569396
    33   12 Mg  -0.11724022E-02     -0.73569348
    34   12 Mg  -0.11724046E-02     -0.73569497
    35   12 Mg  -0.11724050E-02     -0.73569525
    36   12 Mg  -0.11897692E-02     -0.74659146
    37   12 Mg  -0.11897779E-02     -0.74659691
    38   12 Mg  -0.11897737E-02     -0.74659425
    39   12 Mg  -0.11998244E-02     -0.75290116
    40   12 Mg  -0.11998315E-02     -0.75290560
    41   12 Mg  -0.11998260E-02     -0.75290220
    42   12 Mg  -0.11935672E-02     -0.74897472
    43   12 Mg  -0.11935696E-02     -0.74897624
    44   12 Mg  -0.11935711E-02     -0.74897719
    45   12 Mg  -0.11935717E-02     -0.74897752
    46   12 Mg  -0.11935646E-02     -0.74897308
    47   12 Mg  -0.11935758E-02     -0.74898012
    48   12 Mg  -0.12842335E-02     -0.80586869
    49   12 Mg  -0.12842307E-02     -0.80586693
    50   12 Mg  -0.12842302E-02     -0.80586663
    51   12 Mg  -0.11750190E-02     -0.73733558
    52   12 Mg  -0.11750172E-02     -0.73733442
    53   12 Mg  -0.11750162E-02     -0.73733382
    54   12 Mg  -0.11750322E-02     -0.73734387
    55   12 Mg  -0.11750352E-02     -0.73734571
    56   12 Mg  -0.11750337E-02     -0.73734476
    57   12 Mg  -0.11876116E-02     -0.74523753
    58   12 Mg  -0.11876160E-02     -0.74524028
    59   12 Mg  -0.11876129E-02     -0.74523832
    60   12 Mg  -0.11876119E-02     -0.74523770
    61   12 Mg  -0.11876160E-02     -0.74524031
    62   12 Mg  -0.11876130E-02     -0.74523839
    63   12 Mg  -0.11860181E-02     -0.74423761
    64   12 Mg  -0.11860234E-02     -0.74424090
    65   12 Mg  -0.11860180E-02     -0.74423755
    66   12 Mg  -0.11860180E-02     -0.74423756
    67   12 Mg  -0.11860208E-02     -0.74423926
    68   12 Mg  -0.11860168E-02     -0.74423676
    69   12 Mg  -0.11885440E-02     -0.74582261
    70   12 Mg  -0.11885482E-02     -0.74582527
    71   12 Mg  -0.11885482E-02     -0.74582527
    72   12 Mg  -0.11901739E-02     -0.74684540
    73   12 Mg  -0.11901770E-02     -0.74684736
    74   12 Mg  -0.11901769E-02     -0.74684729
    75   12 Mg  -0.11842840E-02     -0.74314943
    76   12 Mg  -0.11811919E-02     -0.74120912
    77   12 Mg  -0.11811866E-02     -0.74120579
    78   12 Mg  -0.11805676E-02     -0.74081737
    79   12 Mg  -0.11802091E-02     -0.74059242
    80   12 Mg  -0.11802068E-02     -0.74059095
    81   12 Mg  -0.11802091E-02     -0.74059242
    82   12 Mg  -0.11802081E-02     -0.74059176
    83   12 Mg  -0.11823364E-02     -0.74192730
    84   12 Mg  -0.11853754E-02     -0.74383430
    85   12 Mg  -0.11853700E-02     -0.74383088
    86   12 Mg  -0.11802066E-02     -0.74059083
    87   12 Mg  -0.11802107E-02     -0.74059343
    88   12 Mg  -0.11846248E-02     -0.74336331
    89   12 Mg  -0.11846291E-02     -0.74336596
    90   12 Mg  -0.11880891E-02     -0.74553716
    91   12 Mg  -0.11811877E-02     -0.74120650
    92   12 Mg  -0.11853730E-02     -0.74383276
    93   12 Mg  -0.11853743E-02     -0.74383362
    94   12 Mg  -0.11880933E-02     -0.74553978
    95   12 Mg  -0.11880920E-02     -0.74553899
    96   12 Mg  -0.11805690E-02     -0.74081821
    97   12 Mg  -0.11805681E-02     -0.74081766
    98   12 Mg  -0.11853781E-02     -0.74383601
    99   12 Mg  -0.11853772E-02     -0.74383544
   100   12 Mg  -0.11846263E-02     -0.74336425
   101   12 Mg  -0.11842838E-02     -0.74314931
   102   12 Mg  -0.11901691E-02     -0.74684241
   103   12 Mg  -0.11901722E-02     -0.74684436
   104   12 Mg  -0.11901721E-02     -0.74684429
   105   12 Mg  -0.11885415E-02     -0.74582103
   106   12 Mg  -0.11885457E-02     -0.74582369
   107   12 Mg  -0.11885457E-02     -0.74582369
   108   12 Mg  -0.11860158E-02     -0.74423615
   109   12 Mg  -0.11860210E-02     -0.74423944
   110   12 Mg  -0.11860157E-02     -0.74423609
   111   12 Mg  -0.11860157E-02     -0.74423611
   112   12 Mg  -0.11860184E-02     -0.74423781
   113   12 Mg  -0.11860145E-02     -0.74423531
   114   12 Mg  -0.11876072E-02     -0.74523476
   115   12 Mg  -0.11876116E-02     -0.74523751
   116   12 Mg  -0.11876084E-02     -0.74523554
   117   12 Mg  -0.11876074E-02     -0.74523493
   118   12 Mg  -0.11876116E-02     -0.74523754
   119   12 Mg  -0.11876086E-02     -0.74523562
   120   12 Mg  -0.11750321E-02     -0.73734378
   121   12 Mg  -0.11750350E-02     -0.73734562
   122   12 Mg  -0.11750335E-02     -0.73734467
   123   12 Mg  -0.11750189E-02     -0.73733550
   124   12 Mg  -0.11750170E-02     -0.73733433
   125   12 Mg  -0.11750161E-02     -0.73733373
   126   12 Mg  -0.12842312E-02     -0.80586722
   127   12 Mg  -0.12842284E-02     -0.80586546
   128   12 Mg  -0.12842279E-02     -0.80586516
   129   12 Mg  -0.11935692E-02     -0.74897598
   130   12 Mg  -0.11935716E-02     -0.74897750
   131   12 Mg  -0.11935731E-02     -0.74897845
   132   12 Mg  -0.11935737E-02     -0.74897878
   133   12 Mg  -0.11935666E-02     -0.74897434
   134   12 Mg  -0.11935778E-02     -0.74898138
   135   12 Mg  -0.11998246E-02     -0.75290128
   136   12 Mg  -0.11998316E-02     -0.75290572
   137   12 Mg  -0.11998262E-02     -0.75290232
   138   12 Mg  -0.11897734E-02     -0.74659406
   139   12 Mg  -0.11897820E-02     -0.74659951
   140   12 Mg  -0.11897778E-02     -0.74659685
   141   12 Mg  -0.11724037E-02     -0.73569444
   142   12 Mg  -0.11723991E-02     -0.73569154
   143   12 Mg  -0.11724030E-02     -0.73569398
   144   12 Mg  -0.11724022E-02     -0.73569350
   145   12 Mg  -0.11724046E-02     -0.73569499
   146   12 Mg  -0.11724050E-02     -0.73569527
   147   12 Mg  -0.11699747E-02     -0.73417023
   148   12 Mg  -0.11758516E-02     -0.73785804
   149   12 Mg  -0.11758451E-02     -0.73785396
   150   12 Mg  -0.11758474E-02     -0.73785539
--------------------------------------------------

Dispersion energy:      -1.8062314679669E-01 Eh

[Info] Dispersion energy written to .EDISP
