-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0121    4342.2386 1048704.9211
    83   12 Mg         0.0054     676.9702   60610.3459
    84   12 Mg         0.0054     676.9695   60610.2849
    85   12 Mg         0.0054     676.9695   60610.2851
    86   12 Mg         0.0054     676.9709   60610.4099
    87   12 Mg         0.0054     676.9709   60610.4098
    88   12 Mg         0.0054     676.9697   60610.3041
    89   12 Mg         0.0054     676.9697   60610.3040
    90   12 Mg         0.0054     676.9687   60610.2168
    91   12 Mg         0.0054     676.9706   60610.3890
    92   12 Mg         0.0054     676.9695   60610.2850
    93   12 Mg         0.0054     676.9695   60610.2849
    94   12 Mg         0.0054     676.9687   60610.2167
    95   12 Mg         0.0054     676.9687   60610.2168
    96   12 Mg         0.0054     676.9709   60610.4129
    97   12 Mg         0.0054     676.9709   60610.4129
    98   12 Mg         0.0054     676.9695   60610.2849
    99   12 Mg         0.0054     676.9695   60610.2849
   100   12 Mg         0.0054     676.9697   60610.3041
   101   12 Mg         0.0054     676.9705   60610.3814
   102   12 Mg         0.0054     676.9682   60610.1718
   103   12 Mg         0.0054     676.9682   60610.1718
   104   12 Mg         0.0054     676.9682   60610.1718
   105   12 Mg         0.0054     676.9687   60610.2178
   106   12 Mg         0.0054     676.9687   60610.2177
   107   12 Mg         0.0054     676.9687   60610.2177
   108   12 Mg         0.0054     676.9694   60610.2768
   109   12 Mg         0.0054     676.9694   60610.2767
   110   12 Mg         0.0054     676.9694   60610.2769
   111   12 Mg         0.0054     676.9694   60610.2769
   112   12 Mg         0.0054     676.9694   60610.2768
   113   12 Mg         0.0054     676.9694   60610.2769
   114   12 Mg         0.0054     676.9688   60610.2243
   115   12 Mg         0.0054     676.9688   60610.2242
   116   12 Mg         0.0054     676.9688   60610.2243
   117   12 Mg         0.0054     676.9688   60610.2243
   118   12 Mg         0.0054     676.9688   60610.2242
   119   12 Mg         0.0054     676.9688   60610.2243
   120   12 Mg         0.0054     676.9723   60610.5377
   121   12 Mg         0.0054     676.9723   60610.5376
   122   12 Mg         0.0054     676.9723   60610.5376
   123   12 Mg         0.0054     676.9722   60610.5322
   124   12 Mg         0.0054     676.9722   60610.5322
   125   12 Mg         0.0054     676.9722   60610.5322
   126   12 Mg         0.0058     676.9493   60608.4771
   127   12 Mg         0.0058     676.9493   60608.4771
   128   12 Mg         0.0058     676.9493   60608.4771
   129   12 Mg         0.0054     676.9676   60610.1186
   130   12 Mg         0.0054     676.9676   60610.1185
   131   12 Mg         0.0054     676.9676   60610.1185
   132   12 Mg         0.0054     676.9676   60610.1184
   133   12 Mg         0.0054     676.9676   60610.1186
   134   12 Mg         0.0054     676.9676   60610.1183
   135   12 Mg         0.0055     676.9652   60609.9064
   136   12 Mg         0.0055     676.9652   60609.9063
   137   12 Mg         0.0055     676.9652   60609.9064
   138   12 Mg         0.0054     676.9683   60610.1823
   139   12 Mg         0.0054     676.9683   60610.1821
   140   12 Mg         0.0054     676.9683   60610.1822
   141   12 Mg         0.0053     676.9731   60610.6078
   142   12 Mg         0.0053     676.9731   60610.6079
   143   12 Mg         0.0053     676.9731   60610.6078
   144   12 Mg         0.0053     676.9731   60610.6078
   145   12 Mg         0.0053     676.9731   60610.6077
   146   12 Mg         0.0053     676.9731   60610.6077
   147   12 Mg         0.0053     676.9737   60610.6654
   148   12 Mg         0.0053     676.9743   60610.7178
   149   12 Mg         0.0053     676.9743   60610.7179
   150   12 Mg         0.0053     676.9743   60610.7179
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.45233213E-02     -2.83842695
     2   12 Mg  -0.18671248E-02     -1.17163849
     3   12 Mg  -0.18684509E-02     -1.17247067
     4   12 Mg  -0.18684482E-02     -1.17246897
     5   12 Mg  -0.20123452E-02     -1.26276568
     6   12 Mg  -0.20123435E-02     -1.26276460
     7   12 Mg  -0.18671311E-02     -1.17164248
     8   12 Mg  -0.18671273E-02     -1.17164004
     9   12 Mg  -0.18803073E-02     -1.17991066
    10   12 Mg  -0.18803111E-02     -1.17991305
    11   12 Mg  -0.18978532E-02     -1.19092087
    12   12 Mg  -0.18684493E-02     -1.17246965
    13   12 Mg  -0.18803246E-02     -1.17992147
    14   12 Mg  -0.18803162E-02     -1.17991623
    15   12 Mg  -0.18866126E-02     -1.18386726
    16   12 Mg  -0.18866258E-02     -1.18387556
    17   12 Mg  -0.20123373E-02     -1.26276070
    18   12 Mg  -0.20123363E-02     -1.26276009
    19   12 Mg  -0.18978583E-02     -1.19092409
    20   12 Mg  -0.18978677E-02     -1.19092993
    21   12 Mg  -0.18866299E-02     -1.18387815
    22   12 Mg  -0.20123343E-02     -1.26275887
    23   12 Mg  -0.20123470E-02     -1.26276682
    24   12 Mg  -0.18803279E-02     -1.17992360
    25   12 Mg  -0.18803043E-02     -1.17990879
    26   12 Mg  -0.18550865E-02     -1.16408435
    27   12 Mg  -0.18550762E-02     -1.16407791
    28   12 Mg  -0.18550798E-02     -1.16408017
    29   12 Mg  -0.18454897E-02     -1.15806228
    30   12 Mg  -0.18493289E-02     -1.16047140
    31   12 Mg  -0.18493216E-02     -1.16046684
    32   12 Mg  -0.18493277E-02     -1.16047067
    33   12 Mg  -0.18493265E-02     -1.16046992
    34   12 Mg  -0.18493303E-02     -1.16047228
    35   12 Mg  -0.18493310E-02     -1.16047271
    36   12 Mg  -0.18766774E-02     -1.17763287
    37   12 Mg  -0.18766911E-02     -1.17764144
    38   12 Mg  -0.18766844E-02     -1.17763727
    39   12 Mg  -0.18924828E-02     -1.18755092
    40   12 Mg  -0.18924940E-02     -1.18755791
    41   12 Mg  -0.18924855E-02     -1.18755255
    42   12 Mg  -0.18826853E-02     -1.18140286
    43   12 Mg  -0.18826891E-02     -1.18140526
    44   12 Mg  -0.18826915E-02     -1.18140675
    45   12 Mg  -0.18826923E-02     -1.18140726
    46   12 Mg  -0.18826812E-02     -1.18140028
    47   12 Mg  -0.18826988E-02     -1.18141136
    48   12 Mg  -0.20245365E-02     -1.27041585
    49   12 Mg  -0.20245321E-02     -1.27041308
    50   12 Mg  -0.20245313E-02     -1.27041260
    51   12 Mg  -0.18534221E-02     -1.16303990
    52   12 Mg  -0.18534191E-02     -1.16303807
    53   12 Mg  -0.18534176E-02     -1.16303713
    54   12 Mg  -0.18534783E-02     -1.16307518
    55   12 Mg  -0.18534829E-02     -1.16307809
    56   12 Mg  -0.18534805E-02     -1.16307659
    57   12 Mg  -0.18733091E-02     -1.17551921
    58   12 Mg  -0.18733160E-02     -1.17552354
    59   12 Mg  -0.18733111E-02     -1.17552044
    60   12 Mg  -0.18733095E-02     -1.17551947
    61   12 Mg  -0.18733161E-02     -1.17552358
    62   12 Mg  -0.18733113E-02     -1.17552056
    63   12 Mg  -0.18707653E-02     -1.17392297
    64   12 Mg  -0.18707736E-02     -1.17392816
    65   12 Mg  -0.18707652E-02     -1.17392288
    66   12 Mg  -0.18707652E-02     -1.17392290
    67   12 Mg  -0.18707695E-02     -1.17392557
    68   12 Mg  -0.18707632E-02     -1.17392164
    69   12 Mg  -0.18747603E-02     -1.17642986
    70   12 Mg  -0.18747670E-02     -1.17643406
    71   12 Mg  -0.18747670E-02     -1.17643406
    72   12 Mg  -0.18773330E-02     -1.17804423
    73   12 Mg  -0.18773379E-02     -1.17804731
    74   12 Mg  -0.18773377E-02     -1.17804720
    75   12 Mg  -0.18681486E-02     -1.17228095
    76   12 Mg  -0.18632406E-02     -1.16920114
    77   12 Mg  -0.18632323E-02     -1.16919590
    78   12 Mg  -0.18621961E-02     -1.16854568
    79   12 Mg  -0.18616589E-02     -1.16820859
    80   12 Mg  -0.18616552E-02     -1.16820627
    81   12 Mg  -0.18616589E-02     -1.16820858
    82   12 Mg  -0.18616572E-02     -1.16820754
    83   12 Mg  -0.18651937E-02     -1.17042670
    84   12 Mg  -0.18697606E-02     -1.17329248
    85   12 Mg  -0.18697520E-02     -1.17328710
    86   12 Mg  -0.18616549E-02     -1.16820608
    87   12 Mg  -0.18616614E-02     -1.16821017
    88   12 Mg  -0.18685808E-02     -1.17255216
    89   12 Mg  -0.18685874E-02     -1.17255632
    90   12 Mg  -0.18740046E-02     -1.17595562
    91   12 Mg  -0.18632341E-02     -1.16919703
    92   12 Mg  -0.18697567E-02     -1.17329007
    93   12 Mg  -0.18697589E-02     -1.17329142
    94   12 Mg  -0.18740111E-02     -1.17595974
    95   12 Mg  -0.18740091E-02     -1.17595849
    96   12 Mg  -0.18621982E-02     -1.16854700
    97   12 Mg  -0.18621968E-02     -1.16854614
    98   12 Mg  -0.18697649E-02     -1.17329519
    99   12 Mg  -0.18697635E-02     -1.17329429
   100   12 Mg  -0.18685831E-02     -1.17255363
   101   12 Mg  -0.18681483E-02     -1.17228075
   102   12 Mg  -0.18773255E-02     -1.17803952
   103   12 Mg  -0.18773304E-02     -1.17804260
   104   12 Mg  -0.18773302E-02     -1.17804249
   105   12 Mg  -0.18747564E-02     -1.17642738
   106   12 Mg  -0.18747630E-02     -1.17643157
   107   12 Mg  -0.18747631E-02     -1.17643158
   108   12 Mg  -0.18707617E-02     -1.17392068
   109   12 Mg  -0.18707700E-02     -1.17392587
   110   12 Mg  -0.18707615E-02     -1.17392059
   111   12 Mg  -0.18707616E-02     -1.17392062
   112   12 Mg  -0.18707658E-02     -1.17392329
   113   12 Mg  -0.18707596E-02     -1.17391935
   114   12 Mg  -0.18733021E-02     -1.17551484
   115   12 Mg  -0.18733090E-02     -1.17551917
   116   12 Mg  -0.18733041E-02     -1.17551608
   117   12 Mg  -0.18733026E-02     -1.17551510
   118   12 Mg  -0.18733091E-02     -1.17551921
   119   12 Mg  -0.18733043E-02     -1.17551619
   120   12 Mg  -0.18534781E-02     -1.16307505
   121   12 Mg  -0.18534827E-02     -1.16307795
   122   12 Mg  -0.18534803E-02     -1.16307645
   123   12 Mg  -0.18534218E-02     -1.16303977
   124   12 Mg  -0.18534189E-02     -1.16303793
   125   12 Mg  -0.18534174E-02     -1.16303699
   126   12 Mg  -0.20245328E-02     -1.27041354
   127   12 Mg  -0.20245284E-02     -1.27041076
   128   12 Mg  -0.20245277E-02     -1.27041029
   129   12 Mg  -0.18826885E-02     -1.18140485
   130   12 Mg  -0.18826923E-02     -1.18140725
   131   12 Mg  -0.18826947E-02     -1.18140874
   132   12 Mg  -0.18826955E-02     -1.18140925
   133   12 Mg  -0.18826843E-02     -1.18140226
   134   12 Mg  -0.18827020E-02     -1.18141335
   135   12 Mg  -0.18924832E-02     -1.18755111
   136   12 Mg  -0.18924943E-02     -1.18755810
   137   12 Mg  -0.18924858E-02     -1.18755274
   138   12 Mg  -0.18766840E-02     -1.17763697
   139   12 Mg  -0.18766976E-02     -1.17764555
   140   12 Mg  -0.18766910E-02     -1.17764137
   141   12 Mg  -0.18493289E-02     -1.16047143
   142   12 Mg  -0.18493217E-02     -1.16046687
   143   12 Mg  -0.18493278E-02     -1.16047071
   144   12 Mg  -0.18493266E-02     -1.16046995
   145   12 Mg  -0.18493303E-02     -1.16047231
   146   12 Mg  -0.18493310E-02     -1.16047274
   147   12 Mg  -0.18454893E-02     -1.15806205
   148   12 Mg  -0.18550836E-02     -1.16408255
   149   12 Mg  -0.18550734E-02     -1.16407612
   150   12 Mg  -0.18550770E-02     -1.16407837
--------------------------------------------------

Dispersion energy:      -2.8488428447565E-01 Eh

[Info] Dispersion energy written to .EDISP
