-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.4418    4342.2386 1048704.9211
    97   12 Mg         0.1413     666.0063   59628.7317
    98   12 Mg         0.1425     665.8585   59615.5004
    99   12 Mg         0.1425     665.8585   59615.5036
   100   12 Mg         0.1423     665.8845   59617.8246
   101   12 Mg         0.1413     666.0046   59628.5830
   102   12 Mg         0.1434     665.7451   59605.3500
   103   12 Mg         0.1434     665.7451   59605.3425
   104   12 Mg         0.1434     665.7451   59605.3431
   105   12 Mg         0.1430     665.7995   59610.2201
   106   12 Mg         0.1430     665.7994   59610.2089
   107   12 Mg         0.1430     665.7994   59610.2090
   108   12 Mg         0.1426     665.8507   59614.8055
   109   12 Mg         0.1426     665.8506   59614.7928
   110   12 Mg         0.1426     665.8508   59614.8066
   111   12 Mg         0.1426     665.8507   59614.8059
   112   12 Mg         0.1426     665.8507   59614.7988
   113   12 Mg         0.1426     665.8508   59614.8099
   114   12 Mg         0.1431     665.7794   59608.4174
   115   12 Mg         0.1431     665.7793   59608.4060
   116   12 Mg         0.1431     665.7794   59608.4138
   117   12 Mg         0.1431     665.7794   59608.4165
   118   12 Mg         0.1431     665.7793   59608.4054
   119   12 Mg         0.1431     665.7794   59608.4135
   120   12 Mg         0.1402     666.1475   59641.3783
   121   12 Mg         0.1402     666.1475   59641.3711
   122   12 Mg         0.1402     666.1475   59641.3747
   123   12 Mg         0.1402     666.1427   59640.9456
   124   12 Mg         0.1402     666.1428   59640.9498
   125   12 Mg         0.1402     666.1428   59640.9530
   126   12 Mg         0.1644     662.9165   59352.0969
   127   12 Mg         0.1644     662.9166   59352.1050
   128   12 Mg         0.1644     662.9166   59352.1074
   129   12 Mg         0.1439     665.6834   59599.8206
   130   12 Mg         0.1439     665.6833   59599.8136
   131   12 Mg         0.1439     665.6833   59599.8100
   132   12 Mg         0.1439     665.6832   59599.8085
   133   12 Mg         0.1439     665.6835   59599.8274
   134   12 Mg         0.1439     665.6831   59599.7984
   135   12 Mg         0.1457     665.4483   59578.7712
   136   12 Mg         0.1457     665.4481   59578.7523
   137   12 Mg         0.1457     665.4482   59578.7680
   138   12 Mg         0.1434     665.7416   59605.0296
   139   12 Mg         0.1434     665.7413   59605.0071
   140   12 Mg         0.1434     665.7414   59605.0184
   141   12 Mg         0.1394     666.2387   59649.5397
   142   12 Mg         0.1394     666.2388   59649.5502
   143   12 Mg         0.1394     666.2387   59649.5405
   144   12 Mg         0.1394     666.2387   59649.5427
   145   12 Mg         0.1394     666.2387   59649.5366
   146   12 Mg         0.1394     666.2387   59649.5356
   147   12 Mg         0.1390     666.2929   59654.3946
   148   12 Mg         0.1379     666.4287   59666.5488
   149   12 Mg         0.1379     666.4288   59666.5642
   150   12 Mg         0.1379     666.4288   59666.5592
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.26227446E-01    -16.45797114
     2   12 Mg  -0.12658495E-01     -7.94332568
     3   12 Mg  -0.12681106E-01     -7.95751416
     4   12 Mg  -0.12681089E-01     -7.95750334
     5   12 Mg  -0.13208160E-01     -8.28824571
     6   12 Mg  -0.13208166E-01     -8.28824938
     7   12 Mg  -0.12658519E-01     -7.94334040
     8   12 Mg  -0.12658506E-01     -7.94333240
     9   12 Mg  -0.12712846E-01     -7.97743150
    10   12 Mg  -0.12712864E-01     -7.97744238
    11   12 Mg  -0.12798503E-01     -8.03118166
    12   12 Mg  -0.12681098E-01     -7.95750917
    13   12 Mg  -0.12712911E-01     -7.97747233
    14   12 Mg  -0.12712879E-01     -7.97745172
    15   12 Mg  -0.12748164E-01     -7.99959358
    16   12 Mg  -0.12748212E-01     -7.99962397
    17   12 Mg  -0.13208142E-01     -8.28823418
    18   12 Mg  -0.13208142E-01     -8.28823443
    19   12 Mg  -0.12798524E-01     -8.03119495
    20   12 Mg  -0.12798557E-01     -8.03121591
    21   12 Mg  -0.12748227E-01     -7.99963342
    22   12 Mg  -0.13208125E-01     -8.28822366
    23   12 Mg  -0.13208189E-01     -8.28826358
    24   12 Mg  -0.12712924E-01     -7.97748040
    25   12 Mg  -0.12712836E-01     -7.97742472
    26   12 Mg  -0.12745119E-01     -7.99768309
    27   12 Mg  -0.12745079E-01     -7.99765790
    28   12 Mg  -0.12745094E-01     -7.99766718
    29   12 Mg  -0.12583757E-01     -7.89642671
    30   12 Mg  -0.12602570E-01     -7.90823196
    31   12 Mg  -0.12602538E-01     -7.90821213
    32   12 Mg  -0.12602561E-01     -7.90822651
    33   12 Mg  -0.12602558E-01     -7.90822485
    34   12 Mg  -0.12602572E-01     -7.90823333
    35   12 Mg  -0.12602576E-01     -7.90823553
    36   12 Mg  -0.12703765E-01     -7.97173293
    37   12 Mg  -0.12703818E-01     -7.97176589
    38   12 Mg  -0.12703793E-01     -7.97175038
    39   12 Mg  -0.12762589E-01     -8.00864578
    40   12 Mg  -0.12762631E-01     -8.00867208
    41   12 Mg  -0.12762603E-01     -8.00865437
    42   12 Mg  -0.12745682E-01     -7.99803590
    43   12 Mg  -0.12745694E-01     -7.99804358
    44   12 Mg  -0.12745704E-01     -7.99804991
    45   12 Mg  -0.12745708E-01     -7.99805238
    46   12 Mg  -0.12745666E-01     -7.99802628
    47   12 Mg  -0.12745734E-01     -7.99806900
    48   12 Mg  -0.13245907E-01     -8.31193239
    49   12 Mg  -0.13245890E-01     -8.31192157
    50   12 Mg  -0.13245891E-01     -8.31192190
    51   12 Mg  -0.12609568E-01     -7.91262309
    52   12 Mg  -0.12609554E-01     -7.91261473
    53   12 Mg  -0.12609551E-01     -7.91261298
    54   12 Mg  -0.12610415E-01     -7.91315504
    55   12 Mg  -0.12610434E-01     -7.91316687
    56   12 Mg  -0.12610424E-01     -7.91316063
    57   12 Mg  -0.12681519E-01     -7.95777339
    58   12 Mg  -0.12681546E-01     -7.95779002
    59   12 Mg  -0.12681526E-01     -7.95777742
    60   12 Mg  -0.12681521E-01     -7.95777435
    61   12 Mg  -0.12681545E-01     -7.95778943
    62   12 Mg  -0.12681526E-01     -7.95777795
    63   12 Mg  -0.12685563E-01     -7.96031095
    64   12 Mg  -0.12685596E-01     -7.96033137
    65   12 Mg  -0.12685564E-01     -7.96031185
    66   12 Mg  -0.12685563E-01     -7.96031086
    67   12 Mg  -0.12685578E-01     -7.96032048
    68   12 Mg  -0.12685557E-01     -7.96030739
    69   12 Mg  -0.12703422E-01     -7.97151761
    70   12 Mg  -0.12703446E-01     -7.97153296
    71   12 Mg  -0.12703447E-01     -7.97153324
    72   12 Mg  -0.12711753E-01     -7.97674552
    73   12 Mg  -0.12711774E-01     -7.97675854
    74   12 Mg  -0.12711774E-01     -7.97675840
    75   12 Mg  -0.12710168E-01     -7.97575090
    76   12 Mg  -0.12648395E-01     -7.93698750
    77   12 Mg  -0.12648365E-01     -7.93696913
    78   12 Mg  -0.12647710E-01     -7.93655777
    79   12 Mg  -0.12643105E-01     -7.93366815
    80   12 Mg  -0.12643094E-01     -7.93366128
    81   12 Mg  -0.12643105E-01     -7.93366801
    82   12 Mg  -0.12643101E-01     -7.93366593
    83   12 Mg  -0.12647363E-01     -7.93633993
    84   12 Mg  -0.12673726E-01     -7.95288283
    85   12 Mg  -0.12673695E-01     -7.95286394
    86   12 Mg  -0.12643090E-01     -7.93365868
    87   12 Mg  -0.12643116E-01     -7.93367526
    88   12 Mg  -0.12670870E-01     -7.95109123
    89   12 Mg  -0.12670894E-01     -7.95110610
    90   12 Mg  -0.12690830E-01     -7.96361582
    91   12 Mg  -0.12648370E-01     -7.93697220
    92   12 Mg  -0.12673715E-01     -7.95287645
    93   12 Mg  -0.12673720E-01     -7.95287957
    94   12 Mg  -0.12690854E-01     -7.96363124
    95   12 Mg  -0.12690849E-01     -7.96362786
    96   12 Mg  -0.12647718E-01     -7.93656256
    97   12 Mg  -0.12647717E-01     -7.93656236
    98   12 Mg  -0.12673742E-01     -7.95289337
    99   12 Mg  -0.12673740E-01     -7.95289192
   100   12 Mg  -0.12670880E-01     -7.95109733
   101   12 Mg  -0.12710165E-01     -7.97574864
   102   12 Mg  -0.12711724E-01     -7.97672728
   103   12 Mg  -0.12711745E-01     -7.97674030
   104   12 Mg  -0.12711745E-01     -7.97674017
   105   12 Mg  -0.12703405E-01     -7.97150700
   106   12 Mg  -0.12703429E-01     -7.97152236
   107   12 Mg  -0.12703430E-01     -7.97152264
   108   12 Mg  -0.12685548E-01     -7.96030162
   109   12 Mg  -0.12685581E-01     -7.96032204
   110   12 Mg  -0.12685550E-01     -7.96030253
   111   12 Mg  -0.12685548E-01     -7.96030153
   112   12 Mg  -0.12685563E-01     -7.96031116
   113   12 Mg  -0.12685542E-01     -7.96029807
   114   12 Mg  -0.12681494E-01     -7.95775744
   115   12 Mg  -0.12681520E-01     -7.95777407
   116   12 Mg  -0.12681500E-01     -7.95776147
   117   12 Mg  -0.12681495E-01     -7.95775840
   118   12 Mg  -0.12681519E-01     -7.95777348
   119   12 Mg  -0.12681501E-01     -7.95776200
   120   12 Mg  -0.12610413E-01     -7.91315374
   121   12 Mg  -0.12610432E-01     -7.91316558
   122   12 Mg  -0.12610422E-01     -7.91315933
   123   12 Mg  -0.12609564E-01     -7.91262090
   124   12 Mg  -0.12609551E-01     -7.91261253
   125   12 Mg  -0.12609548E-01     -7.91261078
   126   12 Mg  -0.13245894E-01     -8.31192391
   127   12 Mg  -0.13245877E-01     -8.31191308
   128   12 Mg  -0.13245877E-01     -8.31191342
   129   12 Mg  -0.12745692E-01     -7.99804259
   130   12 Mg  -0.12745704E-01     -7.99805027
   131   12 Mg  -0.12745714E-01     -7.99805660
   132   12 Mg  -0.12745718E-01     -7.99805906
   133   12 Mg  -0.12745677E-01     -7.99803297
   134   12 Mg  -0.12745745E-01     -7.99807569
   135   12 Mg  -0.12762592E-01     -8.00864753
   136   12 Mg  -0.12762634E-01     -8.00867383
   137   12 Mg  -0.12762606E-01     -8.00865611
   138   12 Mg  -0.12703789E-01     -7.97174777
   139   12 Mg  -0.12703841E-01     -7.97178073
   140   12 Mg  -0.12703816E-01     -7.97176521
   141   12 Mg  -0.12602571E-01     -7.90823261
   142   12 Mg  -0.12602539E-01     -7.90821279
   143   12 Mg  -0.12602562E-01     -7.90822716
   144   12 Mg  -0.12602560E-01     -7.90822550
   145   12 Mg  -0.12602573E-01     -7.90823398
   146   12 Mg  -0.12602577E-01     -7.90823618
   147   12 Mg  -0.12583754E-01     -7.89642457
   148   12 Mg  -0.12745109E-01     -7.99767639
   149   12 Mg  -0.12745068E-01     -7.99765120
   150   12 Mg  -0.12745083E-01     -7.99766048
--------------------------------------------------

Dispersion energy:      -1.9226617354305E+00 Eh

[Info] Dispersion energy written to .EDISP
