-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  59 Pr       2.1067     2.2851     4.7480
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  59 Pr     1  0.0000 4342.2386   2  2.9425  647.0250
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   59 Pr         0.0726    4342.2386 1048704.9211
    34   12 Mg         0.0269     675.8517   60510.2126
    35   12 Mg         0.0269     675.8517   60510.2125
    36   12 Mg         0.0276     675.8155   60506.9681
    37   12 Mg         0.0276     675.8155   60506.9665
    38   12 Mg         0.0276     675.8155   60506.9673
    39   12 Mg         0.0279     675.7947   60505.1021
    40   12 Mg         0.0279     675.7946   60505.1008
    41   12 Mg         0.0279     675.7947   60505.1019
    42   12 Mg         0.0276     675.8112   60506.5825
    43   12 Mg         0.0276     675.8112   60506.5820
    44   12 Mg         0.0276     675.8112   60506.5817
    45   12 Mg         0.0276     675.8112   60506.5816
    46   12 Mg         0.0276     675.8112   60506.5830
    47   12 Mg         0.0276     675.8112   60506.5809
    48   12 Mg         0.0305     675.6461   60491.7986
    49   12 Mg         0.0305     675.6461   60491.7991
    50   12 Mg         0.0305     675.6461   60491.7992
    51   12 Mg         0.0270     675.8450   60509.6065
    52   12 Mg         0.0270     675.8450   60509.6068
    53   12 Mg         0.0270     675.8450   60509.6070
    54   12 Mg         0.0270     675.8453   60509.6336
    55   12 Mg         0.0270     675.8453   60509.6331
    56   12 Mg         0.0270     675.8453   60509.6333
    57   12 Mg         0.0275     675.8186   60507.2442
    58   12 Mg         0.0275     675.8186   60507.2433
    59   12 Mg         0.0275     675.8186   60507.2439
    60   12 Mg         0.0275     675.8186   60507.2441
    61   12 Mg         0.0275     675.8186   60507.2433
    62   12 Mg         0.0275     675.8186   60507.2439
    63   12 Mg         0.0274     675.8238   60507.7094
    64   12 Mg         0.0274     675.8238   60507.7085
    65   12 Mg         0.0274     675.8238   60507.7095
    66   12 Mg         0.0274     675.8238   60507.7094
    67   12 Mg         0.0274     675.8238   60507.7089
    68   12 Mg         0.0274     675.8238   60507.7097
    69   12 Mg         0.0275     675.8194   60507.3204
    70   12 Mg         0.0275     675.8194   60507.3196
    71   12 Mg         0.0275     675.8194   60507.3196
    72   12 Mg         0.0276     675.8156   60506.9741
    73   12 Mg         0.0276     675.8156   60506.9736
    74   12 Mg         0.0276     675.8156   60506.9736
    75   12 Mg         0.0272     675.8339   60508.6172
    76   12 Mg         0.0273     675.8326   60508.4995
    77   12 Mg         0.0273     675.8326   60508.5005
    78   12 Mg         0.0272     675.8346   60508.6756
    79   12 Mg         0.0272     675.8347   60508.6863
    80   12 Mg         0.0272     675.8347   60508.6868
    81   12 Mg         0.0272     675.8347   60508.6863
    82   12 Mg         0.0272     675.8347   60508.6866
    83   12 Mg         0.0273     675.8287   60508.1515
    84   12 Mg         0.0274     675.8241   60507.7341
    85   12 Mg         0.0274     675.8241   60507.7351
    86   12 Mg         0.0272     675.8347   60508.6868
    87   12 Mg         0.0272     675.8347   60508.6860
    88   12 Mg         0.0274     675.8260   60507.9036
    89   12 Mg         0.0274     675.8259   60507.9028
    90   12 Mg         0.0275     675.8188   60507.2613
    91   12 Mg         0.0273     675.8326   60508.5003
    92   12 Mg         0.0274     675.8241   60507.7346
    93   12 Mg         0.0274     675.8241   60507.7343
    94   12 Mg         0.0275     675.8188   60507.2605
    95   12 Mg         0.0275     675.8188   60507.2608
    96   12 Mg         0.0272     675.8346   60508.6753
    97   12 Mg         0.0272     675.8346   60508.6755
    98   12 Mg         0.0274     675.8241   60507.7336
    99   12 Mg         0.0274     675.8241   60507.7338
   100   12 Mg         0.0274     675.8259   60507.9034
   101   12 Mg         0.0272     675.8339   60508.6171
   102   12 Mg         0.0276     675.8156   60506.9750
   103   12 Mg         0.0276     675.8156   60506.9745
   104   12 Mg         0.0276     675.8156   60506.9745
   105   12 Mg         0.0275     675.8194   60507.3208
   106   12 Mg         0.0275     675.8194   60507.3200
   107   12 Mg         0.0275     675.8194   60507.3201
   108   12 Mg         0.0274     675.8238   60507.7098
   109   12 Mg         0.0274     675.8238   60507.7089
   110   12 Mg         0.0274     675.8238   60507.7099
   111   12 Mg         0.0274     675.8238   60507.7098
   112   12 Mg         0.0274     675.8238   60507.7093
   113   12 Mg         0.0274     675.8238   60507.7101
   114   12 Mg         0.0275     675.8186   60507.2450
   115   12 Mg         0.0275     675.8186   60507.2442
   116   12 Mg         0.0275     675.8186   60507.2447
   117   12 Mg         0.0275     675.8186   60507.2449
   118   12 Mg         0.0275     675.8186   60507.2441
   119   12 Mg         0.0275     675.8186   60507.2447
   120   12 Mg         0.0270     675.8453   60509.6336
   121   12 Mg         0.0270     675.8453   60509.6331
   122   12 Mg         0.0270     675.8453   60509.6334
   123   12 Mg         0.0270     675.8450   60509.6065
   124   12 Mg         0.0270     675.8450   60509.6068
   125   12 Mg         0.0270     675.8450   60509.6070
   126   12 Mg         0.0305     675.6461   60491.7990
   127   12 Mg         0.0305     675.6461   60491.7995
   128   12 Mg         0.0305     675.6461   60491.7997
   129   12 Mg         0.0276     675.8112   60506.5821
   130   12 Mg         0.0276     675.8112   60506.5816
   131   12 Mg         0.0276     675.8112   60506.5814
   132   12 Mg         0.0276     675.8112   60506.5812
   133   12 Mg         0.0276     675.8112   60506.5826
   134   12 Mg         0.0276     675.8112   60506.5805
   135   12 Mg         0.0279     675.7947   60505.1021
   136   12 Mg         0.0279     675.7946   60505.1008
   137   12 Mg         0.0279     675.7947   60505.1018
   138   12 Mg         0.0276     675.8155   60506.9673
   139   12 Mg         0.0276     675.8155   60506.9657
   140   12 Mg         0.0276     675.8155   60506.9665
   141   12 Mg         0.0269     675.8517   60510.2128
   142   12 Mg         0.0269     675.8518   60510.2136
   143   12 Mg         0.0269     675.8517   60510.2129
   144   12 Mg         0.0269     675.8517   60510.2130
   145   12 Mg         0.0269     675.8517   60510.2126
   146   12 Mg         0.0269     675.8517   60510.2125
   147   12 Mg         0.0268     675.8560   60510.5952
   148   12 Mg         0.0267     675.8637   60511.2793
   149   12 Mg         0.0267     675.8637   60511.2804
   150   12 Mg         0.0267     675.8637   60511.2800
--------------------------------------------------------

Atom-resolved dispersion energies:
--------------------------------------------------
     #    Z           [Hartree]      [kcal/mol]
--------------------------------------------------
     1   59 Pr  -0.12967856E-01     -8.13745243
     2   12 Mg  -0.59306168E-02     -3.72151825
     3   12 Mg  -0.59359903E-02     -3.72489015
     4   12 Mg  -0.59359813E-02     -3.72488452
     5   12 Mg  -0.62698635E-02     -3.93439872
     6   12 Mg  -0.62698627E-02     -3.93439824
     7   12 Mg  -0.59306340E-02     -3.72152904
     8   12 Mg  -0.59306237E-02     -3.72152257
     9   12 Mg  -0.59655100E-02     -3.74341405
    10   12 Mg  -0.59655216E-02     -3.74342131
    11   12 Mg  -0.60150768E-02     -3.77451766
    12   12 Mg  -0.59359849E-02     -3.72488675
    13   12 Mg  -0.59655568E-02     -3.74344340
    14   12 Mg  -0.59655336E-02     -3.74342885
    15   12 Mg  -0.59845402E-02     -3.75535568
    16   12 Mg  -0.59845755E-02     -3.75537785
    17   12 Mg  -0.62698446E-02     -3.93438690
    18   12 Mg  -0.62698433E-02     -3.93438610
    19   12 Mg  -0.60150907E-02     -3.77452637
    20   12 Mg  -0.60151149E-02     -3.77454161
    21   12 Mg  -0.59845867E-02     -3.75538486
    22   12 Mg  -0.62698364E-02     -3.93438171
    23   12 Mg  -0.62698744E-02     -3.93440562
    24   12 Mg  -0.59655652E-02     -3.74344865
    25   12 Mg  -0.59655028E-02     -3.74340955
    26   12 Mg  -0.59145531E-02     -3.71143812
    27   12 Mg  -0.59145247E-02     -3.71142030
    28   12 Mg  -0.59145350E-02     -3.71142677
    29   12 Mg  -0.58727620E-02     -3.68521378
    30   12 Mg  -0.58833781E-02     -3.69187549
    31   12 Mg  -0.58833578E-02     -3.69186276
    32   12 Mg  -0.58833745E-02     -3.69187324
    33   12 Mg  -0.58833712E-02     -3.69187119
    34   12 Mg  -0.58833815E-02     -3.69187763
    35   12 Mg  -0.58833832E-02     -3.69187871
    36   12 Mg  -0.59572581E-02     -3.73823589
    37   12 Mg  -0.59572950E-02     -3.73825908
    38   12 Mg  -0.59572772E-02     -3.73824790
    39   12 Mg  -0.59999616E-02     -3.76503275
    40   12 Mg  -0.59999916E-02     -3.76505155
    41   12 Mg  -0.59999693E-02     -3.76503758
    42   12 Mg  -0.59755596E-02     -3.74972026
    43   12 Mg  -0.59755696E-02     -3.74972655
    44   12 Mg  -0.59755762E-02     -3.74973070
    45   12 Mg  -0.59755782E-02     -3.74973191
    46   12 Mg  -0.59755484E-02     -3.74971325
    47   12 Mg  -0.59755963E-02     -3.74974326
    48   12 Mg  -0.63017858E-02     -3.95443032
    49   12 Mg  -0.63017738E-02     -3.95442275
    50   12 Mg  -0.63017719E-02     -3.95442159
    51   12 Mg  -0.58935208E-02     -3.69824012
    52   12 Mg  -0.58935127E-02     -3.69823506
    53   12 Mg  -0.58935090E-02     -3.69823271
    54   12 Mg  -0.58943479E-02     -3.69875917
    55   12 Mg  -0.58943606E-02     -3.69876711
    56   12 Mg  -0.58943540E-02     -3.69876300
    57   12 Mg  -0.59473047E-02     -3.73199007
    58   12 Mg  -0.59473233E-02     -3.73200172
    59   12 Mg  -0.59473099E-02     -3.73199330
    60   12 Mg  -0.59473056E-02     -3.73199060
    61   12 Mg  -0.59473231E-02     -3.73200159
    62   12 Mg  -0.59473103E-02     -3.73199358
    63   12 Mg  -0.59408961E-02     -3.72796856
    64   12 Mg  -0.59409190E-02     -3.72798294
    65   12 Mg  -0.59408962E-02     -3.72796865
    66   12 Mg  -0.59408959E-02     -3.72796847
    67   12 Mg  -0.59409073E-02     -3.72797564
    68   12 Mg  -0.59408908E-02     -3.72796529
    69   12 Mg  -0.59534425E-02     -3.73584159
    70   12 Mg  -0.59534604E-02     -3.73585281
    71   12 Mg  -0.59534605E-02     -3.73585287
    72   12 Mg  -0.59600261E-02     -3.73997287
    73   12 Mg  -0.59600397E-02     -3.73998136
    74   12 Mg  -0.59600394E-02     -3.73998119
    75   12 Mg  -0.59391588E-02     -3.72687845
    76   12 Mg  -0.59207669E-02     -3.71533732
    77   12 Mg  -0.59207447E-02     -3.71532338
    78   12 Mg  -0.59182981E-02     -3.71378815
    79   12 Mg  -0.59165457E-02     -3.71268850
    80   12 Mg  -0.59165362E-02     -3.71268250
    81   12 Mg  -0.59165457E-02     -3.71268849
    82   12 Mg  -0.59165416E-02     -3.71268593
    83   12 Mg  -0.59247826E-02     -3.71785724
    84   12 Mg  -0.59384256E-02     -3.72641830
    85   12 Mg  -0.59384029E-02     -3.72640405
    86   12 Mg  -0.59165347E-02     -3.71268157
    87   12 Mg  -0.59165528E-02     -3.71269291
    88   12 Mg  -0.59354345E-02     -3.72454140
    89   12 Mg  -0.59354520E-02     -3.72455237
    90   12 Mg  -0.59499902E-02     -3.73367519
    91   12 Mg  -0.59207493E-02     -3.71532628
    92   12 Mg  -0.59384159E-02     -3.72641225
    93   12 Mg  -0.59384210E-02     -3.72641546
    94   12 Mg  -0.59500079E-02     -3.73368630
    95   12 Mg  -0.59500028E-02     -3.73368316
    96   12 Mg  -0.59183038E-02     -3.71379172
    97   12 Mg  -0.59183008E-02     -3.71378981
    98   12 Mg  -0.59384373E-02     -3.72642569
    99   12 Mg  -0.59384338E-02     -3.72642348
   100   12 Mg  -0.59354410E-02     -3.72454548
   101   12 Mg  -0.59391576E-02     -3.72687763
   102   12 Mg  -0.59600060E-02     -3.73996023
   103   12 Mg  -0.59600195E-02     -3.73996872
   104   12 Mg  -0.59600193E-02     -3.73996855
   105   12 Mg  -0.59534316E-02     -3.73583474
   106   12 Mg  -0.59534495E-02     -3.73584596
   107   12 Mg  -0.59534496E-02     -3.73584603
   108   12 Mg  -0.59408860E-02     -3.72796227
   109   12 Mg  -0.59409089E-02     -3.72797664
   110   12 Mg  -0.59408862E-02     -3.72796236
   111   12 Mg  -0.59408859E-02     -3.72796218
   112   12 Mg  -0.59408973E-02     -3.72796934
   113   12 Mg  -0.59408808E-02     -3.72795899
   114   12 Mg  -0.59472862E-02     -3.73197844
   115   12 Mg  -0.59473048E-02     -3.73199008
   116   12 Mg  -0.59472913E-02     -3.73198166
   117   12 Mg  -0.59472870E-02     -3.73197896
   118   12 Mg  -0.59473046E-02     -3.73198996
   119   12 Mg  -0.59472918E-02     -3.73198194
   120   12 Mg  -0.58943472E-02     -3.69875870
   121   12 Mg  -0.58943598E-02     -3.69876664
   122   12 Mg  -0.58943533E-02     -3.69876253
   123   12 Mg  -0.58935198E-02     -3.69823950
   124   12 Mg  -0.58935117E-02     -3.69823444
   125   12 Mg  -0.58935080E-02     -3.69823209
   126   12 Mg  -0.63017760E-02     -3.95442415
   127   12 Mg  -0.63017639E-02     -3.95441658
   128   12 Mg  -0.63017621E-02     -3.95441541
   129   12 Mg  -0.59755681E-02     -3.74972558
   130   12 Mg  -0.59755781E-02     -3.74973187
   131   12 Mg  -0.59755847E-02     -3.74973601
   132   12 Mg  -0.59755866E-02     -3.74973723
   133   12 Mg  -0.59755569E-02     -3.74971857
   134   12 Mg  -0.59756047E-02     -3.74974858
   135   12 Mg  -0.59999626E-02     -3.76503339
   136   12 Mg  -0.59999926E-02     -3.76505220
   137   12 Mg  -0.59999703E-02     -3.76503823
   138   12 Mg  -0.59572757E-02     -3.73824697
   139   12 Mg  -0.59573127E-02     -3.73827016
   140   12 Mg  -0.59572949E-02     -3.73825899
   141   12 Mg  -0.58833784E-02     -3.69187571
   142   12 Mg  -0.58833581E-02     -3.69186297
   143   12 Mg  -0.58833748E-02     -3.69187346
   144   12 Mg  -0.58833716E-02     -3.69187140
   145   12 Mg  -0.58833818E-02     -3.69187785
   146   12 Mg  -0.58833836E-02     -3.69187893
   147   12 Mg  -0.58727607E-02     -3.68521300
   148   12 Mg  -0.59145451E-02     -3.71143311
   149   12 Mg  -0.59145168E-02     -3.71141530
   150   12 Mg  -0.59145271E-02     -3.71142177
--------------------------------------------------

Dispersion energy:      -9.0204613507361E-01 Eh

[Info] Dispersion energy written to .EDISP
