cell_length	energy	E-dispersion
13.40921783	-3.30E+01	-0.25788
14.40921783	-3.31E+01	-0.27048
15.40921783	-3.31E+01	-0.27474
16.40921783	-3.31E+01	-0.27548
17.40921783	-3.30E+01	-0.27293
18.90921783	-3.30E+01	-0.26208
19.80921783	-3.30E+01	-0.25292
20.70921783	-3.29E+01	-0.24325
21.60921783	-3.29E+01	-0.23377
22.50921783	-3.29E+01	-0.22467
23.40921783	-3.29E+01	-0.2159
24.40921783	-3.29E+01	-0.20657
25.40921783	-3.29E+01	-0.19783
26.40921783	-3.29E+01	-0.18987
27.40921783	-3.28E+01	-0.18284
28.40921783	-3.28E+01	-0.17674
29.40921783	-3.28E+01	-0.17151
30.40921783	-3.28E+01	-0.16707
31.40921783	-3.28E+01	-0.16329
32.40921783	-3.28E+01	-0.16007
33.40921783	-3.28E+01	-0.15732
36.90921783	-3.28E+01	-0.15043
38.40921783	-3.28E+01	-0.1484
39.90921783	-3.28E+01	-0.14673
41.40921783	-3.28E+01	-0.14537
42.90921783	-3.28E+01	-0.14424
44.40921783	-3.28E+01	-0.1433
45.90921783	-3.28E+01	-0.14251
47.40921783	-3.28E+01	-0.14184
48.90921783	-3.28E+01	-0.14128
70.40921783	-3.28E+01	-0.13808
